domain,cmpt_rank,is_home_district,category,counts,classification,is_news,is_local,is_poli_control,rank
1011now.com,0.0,False,news,1,local,True,True,False,1.0
1011now.com,1.0,False,news,531,local,True,True,False,2.0
1011now.com,1.0,True,news,2,local,True,True,False,2.0
1011now.com,2.0,False,news,255,local,True,True,False,3.0
1011now.com,2.0,True,news,1,local,True,True,False,3.0
1011now.com,3.0,False,news,5234,local,True,True,False,4.0
1011now.com,3.0,True,news,8,local,True,True,False,4.0
1011now.com,4.0,False,news,25779,local,True,True,False,5.0
1011now.com,4.0,True,news,55,local,True,True,False,5.0
1011now.com,5.0,False,news,14254,local,True,True,False,6.0
1011now.com,5.0,True,news,39,local,True,True,False,6.0
1011now.com,6.0,False,news,24511,local,True,True,False,7.0
1011now.com,6.0,True,news,47,local,True,True,False,7.0
1011now.com,7.0,False,news,8940,local,True,True,False,8.0
1011now.com,7.0,True,news,27,local,True,True,False,8.0
1011now.com,8.0,False,news,4135,local,True,True,False,9.0
1011now.com,8.0,True,news,14,local,True,True,False,9.0
1011now.com,9.0,False,news,644,local,True,True,False,10.0
1011now.com,9.0,True,news,3,local,True,True,False,10.0
1011now.com,10.0,False,news,214,local,True,True,False,11.0
1011now.com,11.0,False,news,130,local,True,True,False,12.0
1011now.com,12.0,False,news,8,local,True,True,False,13.0
10news.com,1.0,False,news,1,local,True,True,False,2.0
10news.com,2.0,False,news,465,local,True,True,False,3.0
10news.com,2.0,True,news,1,local,True,True,False,3.0
10news.com,3.0,False,news,15,local,True,True,False,4.0
10news.com,4.0,False,news,51,local,True,True,False,5.0
10news.com,4.0,True,news,1,local,True,True,False,5.0
10news.com,5.0,False,news,1520,local,True,True,False,6.0
10news.com,5.0,True,news,4,local,True,True,False,6.0
10news.com,6.0,False,news,3129,local,True,True,False,7.0
10news.com,6.0,True,news,8,local,True,True,False,7.0
10news.com,7.0,False,news,3042,local,True,True,False,8.0
10news.com,7.0,True,news,6,local,True,True,False,8.0
10news.com,8.0,False,news,753,local,True,True,False,9.0
10news.com,8.0,True,news,1,local,True,True,False,9.0
10news.com,9.0,False,news,452,local,True,True,False,10.0
10news.com,9.0,True,news,1,local,True,True,False,10.0
10news.com,10.0,False,news,12,local,True,True,False,11.0
10tv.com,0.0,False,news,5,local,True,True,False,1.0
10tv.com,1.0,False,news,1324,local,True,True,False,2.0
10tv.com,1.0,True,news,3,local,True,True,False,2.0
10tv.com,2.0,False,news,317,local,True,True,False,3.0
10tv.com,2.0,True,news,1,local,True,True,False,3.0
10tv.com,3.0,False,news,2126,local,True,True,False,4.0
10tv.com,3.0,True,news,7,local,True,True,False,4.0
10tv.com,4.0,False,news,5346,local,True,True,False,5.0
10tv.com,4.0,True,news,11,local,True,True,False,5.0
10tv.com,5.0,False,news,14460,local,True,True,False,6.0
10tv.com,5.0,True,news,32,local,True,True,False,6.0
10tv.com,6.0,False,news,8481,local,True,True,False,7.0
10tv.com,6.0,True,news,23,local,True,True,False,7.0
10tv.com,7.0,False,news,5258,local,True,True,False,8.0
10tv.com,7.0,True,news,13,local,True,True,False,8.0
10tv.com,8.0,False,news,2176,local,True,True,False,9.0
10tv.com,8.0,True,news,3,local,True,True,False,9.0
10tv.com,9.0,False,news,1564,local,True,True,False,10.0
10tv.com,9.0,True,news,3,local,True,True,False,10.0
10tv.com,10.0,False,news,1315,local,True,True,False,11.0
10tv.com,10.0,True,news,4,local,True,True,False,11.0
10tv.com,11.0,False,news,25,local,True,True,False,12.0
11alive.com,1.0,False,news,528,local,True,True,False,2.0
11alive.com,1.0,True,news,3,local,True,True,False,2.0
11alive.com,2.0,False,news,2423,local,True,True,False,3.0
11alive.com,2.0,True,news,2,local,True,True,False,3.0
11alive.com,3.0,False,news,7831,local,True,True,False,4.0
11alive.com,3.0,True,news,16,local,True,True,False,4.0
11alive.com,4.0,False,news,13211,local,True,True,False,5.0
11alive.com,4.0,True,news,30,local,True,True,False,5.0
11alive.com,5.0,False,news,26107,local,True,True,False,6.0
11alive.com,5.0,True,news,48,local,True,True,False,6.0
11alive.com,6.0,False,news,24994,local,True,True,False,7.0
11alive.com,6.0,True,news,73,local,True,True,False,7.0
11alive.com,7.0,False,news,15264,local,True,True,False,8.0
11alive.com,7.0,True,news,42,local,True,True,False,8.0
11alive.com,8.0,False,news,6402,local,True,True,False,9.0
11alive.com,8.0,True,news,6,local,True,True,False,9.0
11alive.com,9.0,False,news,1250,local,True,True,False,10.0
11alive.com,9.0,True,news,5,local,True,True,False,10.0
11alive.com,10.0,False,news,34,local,True,True,False,11.0
11alive.com,10.0,True,news,1,local,True,True,False,11.0
11alive.com,12.0,False,news,2,local,True,True,False,13.0
12news.com,1.0,False,news,12,local,True,True,False,2.0
12news.com,2.0,False,news,1327,local,True,True,False,3.0
12news.com,2.0,True,news,4,local,True,True,False,3.0
12news.com,3.0,False,news,1837,local,True,True,False,4.0
12news.com,3.0,True,news,5,local,True,True,False,4.0
12news.com,4.0,False,news,251,local,True,True,False,5.0
12news.com,4.0,True,news,1,local,True,True,False,5.0
12news.com,5.0,False,news,3871,local,True,True,False,6.0
12news.com,5.0,True,news,14,local,True,True,False,6.0
12news.com,6.0,False,news,5148,local,True,True,False,7.0
12news.com,6.0,True,news,6,local,True,True,False,7.0
12news.com,7.0,False,news,5147,local,True,True,False,8.0
12news.com,7.0,True,news,12,local,True,True,False,8.0
12news.com,8.0,False,news,6817,local,True,True,False,9.0
12news.com,8.0,True,news,15,local,True,True,False,9.0
12news.com,9.0,False,news,53,local,True,True,False,10.0
12news.com,10.0,False,news,630,local,True,True,False,11.0
12news.com,10.0,True,news,2,local,True,True,False,11.0
12news.com,11.0,False,news,257,local,True,True,False,12.0
12news.com,11.0,True,news,1,local,True,True,False,12.0
12news.com,12.0,False,news,4,local,True,True,False,13.0
12newsnow.com,1.0,False,news,16,local,True,True,False,2.0
12newsnow.com,2.0,False,news,8,local,True,True,False,3.0
12newsnow.com,3.0,False,news,1919,local,True,True,False,4.0
12newsnow.com,3.0,True,news,3,local,True,True,False,4.0
12newsnow.com,4.0,False,news,1871,local,True,True,False,5.0
12newsnow.com,4.0,True,news,7,local,True,True,False,5.0
12newsnow.com,5.0,False,news,2742,local,True,True,False,6.0
12newsnow.com,5.0,True,news,5,local,True,True,False,6.0
12newsnow.com,6.0,False,news,2360,local,True,True,False,7.0
12newsnow.com,6.0,True,news,3,local,True,True,False,7.0
12newsnow.com,7.0,False,news,4372,local,True,True,False,8.0
12newsnow.com,7.0,True,news,9,local,True,True,False,8.0
12newsnow.com,8.0,False,news,2624,local,True,True,False,9.0
12newsnow.com,8.0,True,news,10,local,True,True,False,9.0
12newsnow.com,9.0,False,news,522,local,True,True,False,10.0
12newsnow.com,9.0,True,news,1,local,True,True,False,10.0
12newsnow.com,10.0,False,news,311,local,True,True,False,11.0
12newsnow.com,10.0,True,news,1,local,True,True,False,11.0
12newsnow.com,11.0,False,news,457,local,True,True,False,12.0
12newsnow.com,12.0,False,news,106,local,True,True,False,13.0
12newsnow.com,13.0,False,news,1,local,True,True,False,14.0
12newsnow.com,13.0,True,news,1,local,True,True,False,14.0
13abc.com,2.0,False,news,4,local,True,True,False,3.0
13abc.com,3.0,False,news,2931,local,True,True,False,4.0
13abc.com,3.0,True,news,10,local,True,True,False,4.0
13abc.com,4.0,False,news,2356,local,True,True,False,5.0
13abc.com,4.0,True,news,1,local,True,True,False,5.0
13abc.com,5.0,False,news,802,local,True,True,False,6.0
13abc.com,5.0,True,news,2,local,True,True,False,6.0
13abc.com,6.0,False,news,2737,local,True,True,False,7.0
13abc.com,6.0,True,news,8,local,True,True,False,7.0
13abc.com,7.0,False,news,1215,local,True,True,False,8.0
13abc.com,7.0,True,news,1,local,True,True,False,8.0
13abc.com,8.0,False,news,941,local,True,True,False,9.0
13abc.com,8.0,True,news,2,local,True,True,False,9.0
13abc.com,9.0,False,news,221,local,True,True,False,10.0
13abc.com,10.0,False,news,42,local,True,True,False,11.0
13abc.com,11.0,False,news,3,local,True,True,False,12.0
13newsnow.com,1.0,False,news,1007,local,True,True,False,2.0
13newsnow.com,1.0,True,news,1,local,True,True,False,2.0
13newsnow.com,2.0,False,news,3789,local,True,True,False,3.0
13newsnow.com,2.0,True,news,7,local,True,True,False,3.0
13newsnow.com,3.0,False,news,4281,local,True,True,False,4.0
13newsnow.com,3.0,True,news,6,local,True,True,False,4.0
13newsnow.com,4.0,False,news,13347,local,True,True,False,5.0
13newsnow.com,4.0,True,news,33,local,True,True,False,5.0
13newsnow.com,5.0,False,news,13789,local,True,True,False,6.0
13newsnow.com,5.0,True,news,24,local,True,True,False,6.0
13newsnow.com,6.0,False,news,29193,local,True,True,False,7.0
13newsnow.com,6.0,True,news,72,local,True,True,False,7.0
13newsnow.com,7.0,False,news,13880,local,True,True,False,8.0
13newsnow.com,7.0,True,news,37,local,True,True,False,8.0
13newsnow.com,8.0,False,news,5704,local,True,True,False,9.0
13newsnow.com,8.0,True,news,12,local,True,True,False,9.0
13newsnow.com,9.0,False,news,2294,local,True,True,False,10.0
13newsnow.com,9.0,True,news,6,local,True,True,False,10.0
13newsnow.com,10.0,False,news,455,local,True,True,False,11.0
13newsnow.com,10.0,True,news,2,local,True,True,False,11.0
13newsnow.com,11.0,False,news,27,local,True,True,False,12.0
13newsnow.com,12.0,False,news,1,local,True,True,False,13.0
13wham.com,1.0,False,news,131,local,True,True,False,2.0
13wham.com,2.0,False,news,37,local,True,True,False,3.0
13wham.com,3.0,False,news,1941,local,True,True,False,4.0
13wham.com,3.0,True,news,3,local,True,True,False,4.0
13wham.com,4.0,False,news,6089,local,True,True,False,5.0
13wham.com,4.0,True,news,13,local,True,True,False,5.0
13wham.com,5.0,False,news,8689,local,True,True,False,6.0
13wham.com,5.0,True,news,16,local,True,True,False,6.0
13wham.com,6.0,False,news,8607,local,True,True,False,7.0
13wham.com,6.0,True,news,21,local,True,True,False,7.0
13wham.com,7.0,False,news,15155,local,True,True,False,8.0
13wham.com,7.0,True,news,36,local,True,True,False,8.0
13wham.com,8.0,False,news,2297,local,True,True,False,9.0
13wham.com,8.0,True,news,5,local,True,True,False,9.0
13wham.com,9.0,False,news,92,local,True,True,False,10.0
13wham.com,10.0,False,news,6,local,True,True,False,11.0
13wmaz.com,0.0,False,news,2,local,True,True,False,1.0
13wmaz.com,1.0,False,news,583,local,True,True,False,2.0
13wmaz.com,1.0,True,news,1,local,True,True,False,2.0
13wmaz.com,2.0,False,news,13,local,True,True,False,3.0
13wmaz.com,3.0,False,news,116,local,True,True,False,4.0
13wmaz.com,3.0,True,news,2,local,True,True,False,4.0
13wmaz.com,4.0,False,news,1734,local,True,True,False,5.0
13wmaz.com,4.0,True,news,1,local,True,True,False,5.0
13wmaz.com,5.0,False,news,1717,local,True,True,False,6.0
13wmaz.com,5.0,True,news,3,local,True,True,False,6.0
13wmaz.com,6.0,False,news,2219,local,True,True,False,7.0
13wmaz.com,6.0,True,news,3,local,True,True,False,7.0
13wmaz.com,7.0,False,news,179,local,True,True,False,8.0
13wmaz.com,7.0,True,news,2,local,True,True,False,8.0
13wmaz.com,8.0,False,news,267,local,True,True,False,9.0
13wmaz.com,8.0,True,news,2,local,True,True,False,9.0
13wmaz.com,9.0,False,news,542,local,True,True,False,10.0
13wmaz.com,9.0,True,news,3,local,True,True,False,10.0
13wmaz.com,10.0,False,news,573,local,True,True,False,11.0
13wmaz.com,10.0,True,news,2,local,True,True,False,11.0
13wmaz.com,11.0,False,news,142,local,True,True,False,12.0
13wmaz.com,11.0,True,news,1,local,True,True,False,12.0
13wmaz.com,12.0,False,news,2,local,True,True,False,13.0
1430wcmy.com,6.0,False,news,5,,True,,False,7.0
1440wrok.com,3.0,False,news,54,,True,,False,4.0
1440wrok.com,4.0,False,news,755,,True,,False,5.0
1440wrok.com,4.0,True,news,2,,True,,False,5.0
1440wrok.com,5.0,False,news,430,,True,,False,6.0
1440wrok.com,5.0,True,news,1,,True,,False,6.0
14news.com,2.0,False,news,10,local,True,True,False,3.0
14news.com,3.0,False,news,124,local,True,True,False,4.0
14news.com,4.0,False,news,417,local,True,True,False,5.0
14news.com,4.0,True,news,2,local,True,True,False,5.0
14news.com,5.0,False,news,1410,local,True,True,False,6.0
14news.com,5.0,True,news,3,local,True,True,False,6.0
14news.com,6.0,False,news,679,local,True,True,False,7.0
14news.com,6.0,True,news,1,local,True,True,False,7.0
14news.com,7.0,False,news,1603,local,True,True,False,8.0
14news.com,7.0,True,news,4,local,True,True,False,8.0
14news.com,8.0,False,news,497,local,True,True,False,9.0
14news.com,8.0,True,news,1,local,True,True,False,9.0
14news.com,9.0,False,news,14,local,True,True,False,10.0
21centurystate.com,7.0,False,other_third_party,3,,False,,False,8.0
247sports.com,1.0,False,news,1,national,True,False,False,2.0
247sports.com,3.0,False,news,62,national,True,False,False,4.0
247sports.com,4.0,False,news,110,national,True,False,False,5.0
247sports.com,4.0,True,news,1,national,True,False,False,5.0
247sports.com,5.0,False,news,73,national,True,False,False,6.0
247sports.com,6.0,False,news,1,national,True,False,False,7.0
247sports.com,8.0,False,news,74,national,True,False,False,9.0
247sports.com,9.0,False,news,276,national,True,False,False,10.0
247sports.com,10.0,False,news,17,national,True,False,False,11.0
247sports.com,11.0,False,news,109,national,True,False,False,12.0
27east.com,4.0,False,news,8,local,True,True,False,5.0
27east.com,5.0,False,news,28,local,True,True,False,6.0
27east.com,6.0,False,news,1263,local,True,True,False,7.0
27east.com,6.0,True,news,3,local,True,True,False,7.0
27east.com,7.0,False,news,5,local,True,True,False,8.0
3newsnow.com,1.0,False,news,512,local,True,True,False,2.0
3newsnow.com,1.0,True,news,1,local,True,True,False,2.0
3newsnow.com,2.0,False,news,472,local,True,True,False,3.0
3newsnow.com,3.0,False,news,1803,local,True,True,False,4.0
3newsnow.com,3.0,True,news,2,local,True,True,False,4.0
3newsnow.com,4.0,False,news,4430,local,True,True,False,5.0
3newsnow.com,4.0,True,news,10,local,True,True,False,5.0
3newsnow.com,5.0,False,news,6888,local,True,True,False,6.0
3newsnow.com,5.0,True,news,11,local,True,True,False,6.0
3newsnow.com,6.0,False,news,10592,local,True,True,False,7.0
3newsnow.com,6.0,True,news,22,local,True,True,False,7.0
3newsnow.com,7.0,False,news,4151,local,True,True,False,8.0
3newsnow.com,7.0,True,news,14,local,True,True,False,8.0
3newsnow.com,8.0,False,news,1550,local,True,True,False,9.0
3newsnow.com,8.0,True,news,8,local,True,True,False,9.0
3newsnow.com,9.0,False,news,1089,local,True,True,False,10.0
3newsnow.com,9.0,True,news,2,local,True,True,False,10.0
3newsnow.com,10.0,False,news,371,local,True,True,False,11.0
3newsnow.com,11.0,False,news,161,local,True,True,False,12.0
3newsnow.com,12.0,False,news,45,local,True,True,False,13.0
3newsnow.com,12.0,True,news,2,local,True,True,False,13.0
401kspecialistmag.com,1.0,False,news,61,,True,,False,2.0
401kspecialistmag.com,2.0,False,news,2260,,True,,False,3.0
401kspecialistmag.com,2.0,True,news,3,,True,,False,3.0
401kspecialistmag.com,3.0,False,news,4193,,True,,False,4.0
401kspecialistmag.com,3.0,True,news,12,,True,,False,4.0
401kspecialistmag.com,4.0,False,news,3391,,True,,False,5.0
401kspecialistmag.com,4.0,True,news,8,,True,,False,5.0
401kspecialistmag.com,5.0,False,news,486,,True,,False,6.0
401kspecialistmag.com,5.0,True,news,1,,True,,False,6.0
401kspecialistmag.com,6.0,False,news,33,,True,,False,7.0
401kspecialistmag.com,7.0,False,news,2,,True,,False,8.0
401kspecialistmag.com,8.0,False,news,2,,True,,False,9.0
4029tv.com,1.0,False,news,1,local,True,True,False,2.0
4029tv.com,2.0,False,news,9,local,True,True,False,3.0
4029tv.com,3.0,False,news,670,local,True,True,False,4.0
4029tv.com,3.0,True,news,3,local,True,True,False,4.0
4029tv.com,4.0,False,news,1312,local,True,True,False,5.0
4029tv.com,4.0,True,news,4,local,True,True,False,5.0
4029tv.com,5.0,False,news,3007,local,True,True,False,6.0
4029tv.com,5.0,True,news,7,local,True,True,False,6.0
4029tv.com,6.0,False,news,4791,local,True,True,False,7.0
4029tv.com,6.0,True,news,12,local,True,True,False,7.0
4029tv.com,7.0,False,news,2021,local,True,True,False,8.0
4029tv.com,7.0,True,news,2,local,True,True,False,8.0
4029tv.com,8.0,False,news,1640,local,True,True,False,9.0
4029tv.com,8.0,True,news,3,local,True,True,False,9.0
4029tv.com,9.0,False,news,807,local,True,True,False,10.0
4029tv.com,9.0,True,news,2,local,True,True,False,10.0
4029tv.com,10.0,False,news,81,local,True,True,False,11.0
4029tv.com,11.0,False,news,1,local,True,True,False,12.0
406mtsports.com,3.0,False,news,7,local,True,True,False,4.0
406mtsports.com,4.0,False,news,102,local,True,True,False,5.0
406mtsports.com,5.0,False,news,217,local,True,True,False,6.0
406mtsports.com,5.0,True,news,1,local,True,True,False,6.0
406mtsports.com,6.0,False,news,1,local,True,True,False,7.0
41nbc.com,1.0,False,news,47,local,True,True,False,2.0
41nbc.com,2.0,False,news,2,local,True,True,False,3.0
41nbc.com,3.0,False,news,14,local,True,True,False,4.0
41nbc.com,4.0,False,news,432,local,True,True,False,5.0
41nbc.com,4.0,True,news,1,local,True,True,False,5.0
41nbc.com,5.0,False,news,2347,local,True,True,False,6.0
41nbc.com,5.0,True,news,3,local,True,True,False,6.0
41nbc.com,6.0,False,news,2609,local,True,True,False,7.0
41nbc.com,6.0,True,news,7,local,True,True,False,7.0
41nbc.com,7.0,False,news,485,local,True,True,False,8.0
41nbc.com,7.0,True,news,3,local,True,True,False,8.0
41nbc.com,8.0,False,news,221,local,True,True,False,9.0
5280.com,3.0,False,news,9,local,True,True,False,4.0
5280.com,3.0,True,news,1,local,True,True,False,4.0
5280.com,4.0,False,news,225,local,True,True,False,5.0
5280.com,4.0,True,news,1,local,True,True,False,5.0
5280.com,5.0,False,news,540,local,True,True,False,6.0
5280.com,5.0,True,news,3,local,True,True,False,6.0
5280.com,6.0,False,news,88,local,True,True,False,7.0
5280.com,6.0,True,news,1,local,True,True,False,7.0
5280.com,7.0,False,news,10,local,True,True,False,8.0
5280.com,8.0,False,news,227,local,True,True,False,9.0
5280.com,9.0,False,news,312,local,True,True,False,10.0
5280.com,10.0,False,news,126,local,True,True,False,11.0
5280.com,10.0,True,news,9,local,True,True,False,11.0
5280.com,11.0,False,news,2242,local,True,True,False,12.0
5280.com,11.0,True,news,5,local,True,True,False,12.0
5280.com,12.0,False,news,4,local,True,True,False,13.0
560theanswer.com,4.0,False,news,11,,True,,False,5.0
560theanswer.com,5.0,False,news,11,,True,,False,6.0
560theanswer.com,6.0,False,news,82,,True,,False,7.0
560theanswer.com,7.0,False,news,103,,True,,False,8.0
560theanswer.com,8.0,False,news,22,,True,,False,9.0
560theanswer.com,9.0,False,news,119,,True,,False,10.0
560theanswer.com,10.0,False,news,15,,True,,False,11.0
560theanswer.com,11.0,False,news,5,,True,,False,12.0
5newsonline.com,1.0,False,news,31,local,True,True,False,2.0
5newsonline.com,1.0,True,news,1,local,True,True,False,2.0
5newsonline.com,2.0,False,news,23,local,True,True,False,3.0
5newsonline.com,3.0,False,news,270,local,True,True,False,4.0
5newsonline.com,3.0,True,news,1,local,True,True,False,4.0
5newsonline.com,4.0,False,news,7301,local,True,True,False,5.0
5newsonline.com,4.0,True,news,13,local,True,True,False,5.0
5newsonline.com,5.0,False,news,7564,local,True,True,False,6.0
5newsonline.com,5.0,True,news,7,local,True,True,False,6.0
5newsonline.com,6.0,False,news,4534,local,True,True,False,7.0
5newsonline.com,6.0,True,news,7,local,True,True,False,7.0
5newsonline.com,7.0,False,news,5951,local,True,True,False,8.0
5newsonline.com,7.0,True,news,18,local,True,True,False,8.0
5newsonline.com,8.0,False,news,3129,local,True,True,False,9.0
5newsonline.com,8.0,True,news,18,local,True,True,False,9.0
5newsonline.com,9.0,False,news,562,local,True,True,False,10.0
5newsonline.com,9.0,True,news,2,local,True,True,False,10.0
5newsonline.com,10.0,False,news,65,local,True,True,False,11.0
5newsonline.com,10.0,True,news,1,local,True,True,False,11.0
5newsonline.com,11.0,False,news,152,local,True,True,False,12.0
5newsonline.com,12.0,False,news,30,local,True,True,False,13.0
5newsonline.com,13.0,False,news,3,local,True,True,False,14.0
6abc.com,0.0,False,news,2,local,True,True,False,1.0
6abc.com,1.0,False,news,24,local,True,True,False,2.0
6abc.com,2.0,False,news,27,local,True,True,False,3.0
6abc.com,3.0,False,news,1185,local,True,True,False,4.0
6abc.com,3.0,True,news,3,local,True,True,False,4.0
6abc.com,4.0,False,news,1253,local,True,True,False,5.0
6abc.com,4.0,True,news,2,local,True,True,False,5.0
6abc.com,5.0,False,news,6058,local,True,True,False,6.0
6abc.com,5.0,True,news,7,local,True,True,False,6.0
6abc.com,6.0,False,news,6120,local,True,True,False,7.0
6abc.com,6.0,True,news,8,local,True,True,False,7.0
6abc.com,7.0,False,news,3074,local,True,True,False,8.0
6abc.com,7.0,True,news,3,local,True,True,False,8.0
6abc.com,8.0,False,news,1214,local,True,True,False,9.0
6abc.com,8.0,True,news,2,local,True,True,False,9.0
6abc.com,9.0,False,news,330,local,True,True,False,10.0
6abc.com,9.0,True,news,1,local,True,True,False,10.0
6abc.com,10.0,False,news,138,local,True,True,False,11.0
6abc.com,11.0,False,news,7,local,True,True,False,12.0
6amcity.com,1.0,False,news,83,,True,,False,2.0
6amcity.com,6.0,False,news,7167,,True,,False,7.0
6amcity.com,6.0,True,news,17,,True,,False,7.0
6amcity.com,7.0,False,news,37,,True,,False,8.0
710keel.com,1.0,False,news,272,local,True,True,False,2.0
710keel.com,1.0,True,news,1,local,True,True,False,2.0
710keel.com,2.0,False,news,376,local,True,True,False,3.0
710keel.com,3.0,False,news,559,local,True,True,False,4.0
710keel.com,3.0,True,news,1,local,True,True,False,4.0
710keel.com,4.0,False,news,368,local,True,True,False,5.0
710keel.com,5.0,False,news,380,local,True,True,False,6.0
710keel.com,5.0,True,news,1,local,True,True,False,6.0
710keel.com,6.0,False,news,197,local,True,True,False,7.0
710keel.com,7.0,False,news,144,local,True,True,False,8.0
710keel.com,7.0,True,news,1,local,True,True,False,8.0
710keel.com,8.0,False,news,136,local,True,True,False,9.0
710keel.com,9.0,False,news,204,local,True,True,False,10.0
710keel.com,10.0,False,news,58,local,True,True,False,11.0
710keel.com,11.0,False,news,144,local,True,True,False,12.0
710keel.com,11.0,True,news,1,local,True,True,False,12.0
710keel.com,12.0,False,news,25,local,True,True,False,13.0
83degreesmedia.com,2.0,False,news,11,,True,,False,3.0
83degreesmedia.com,3.0,False,news,6,,True,,False,4.0
83degreesmedia.com,4.0,False,news,47,,True,,False,5.0
83degreesmedia.com,5.0,False,news,117,,True,,False,6.0
83degreesmedia.com,6.0,False,news,3154,,True,,False,7.0
83degreesmedia.com,6.0,True,news,5,,True,,False,7.0
83degreesmedia.com,7.0,False,news,4138,,True,,False,8.0
83degreesmedia.com,7.0,True,news,6,,True,,False,8.0
83degreesmedia.com,8.0,False,news,1304,,True,,False,9.0
83degreesmedia.com,8.0,True,news,3,,True,,False,9.0
83degreesmedia.com,9.0,False,news,185,,True,,False,10.0
83degreesmedia.com,10.0,False,news,22,,True,,False,11.0
8newsnow.com,0.0,False,news,832,local,True,True,False,1.0
8newsnow.com,0.0,True,news,1,local,True,True,False,1.0
8newsnow.com,1.0,False,news,149,local,True,True,False,2.0
8newsnow.com,2.0,False,news,1122,local,True,True,False,3.0
8newsnow.com,2.0,True,news,4,local,True,True,False,3.0
8newsnow.com,3.0,False,news,1439,local,True,True,False,4.0
8newsnow.com,3.0,True,news,1,local,True,True,False,4.0
8newsnow.com,4.0,False,news,4990,local,True,True,False,5.0
8newsnow.com,4.0,True,news,10,local,True,True,False,5.0
8newsnow.com,5.0,False,news,3808,local,True,True,False,6.0
8newsnow.com,5.0,True,news,11,local,True,True,False,6.0
8newsnow.com,6.0,False,news,2012,local,True,True,False,7.0
8newsnow.com,6.0,True,news,7,local,True,True,False,7.0
8newsnow.com,7.0,False,news,3507,local,True,True,False,8.0
8newsnow.com,7.0,True,news,5,local,True,True,False,8.0
8newsnow.com,8.0,False,news,2306,local,True,True,False,9.0
8newsnow.com,8.0,True,news,8,local,True,True,False,9.0
8newsnow.com,9.0,False,news,1181,local,True,True,False,10.0
8newsnow.com,9.0,True,news,4,local,True,True,False,10.0
8newsnow.com,10.0,False,news,1752,local,True,True,False,11.0
8newsnow.com,10.0,True,news,2,local,True,True,False,11.0
8newsnow.com,11.0,False,news,744,local,True,True,False,12.0
8newsnow.com,12.0,False,news,52,local,True,True,False,13.0
945theanswer.com,3.0,False,other_third_party,1,,False,,False,4.0
945theanswer.com,4.0,False,other_third_party,2,,False,,False,5.0
945theanswer.com,7.0,False,other_third_party,38,,False,,False,8.0
945theanswer.com,8.0,False,other_third_party,210,,False,,False,9.0
945theanswer.com,9.0,False,other_third_party,788,,False,,False,10.0
945theanswer.com,10.0,False,other_third_party,375,,False,,False,11.0
945theanswer.com,11.0,False,other_third_party,2,,False,,False,12.0
953mnc.com,2.0,False,news,401,,True,,False,3.0
953mnc.com,3.0,False,news,749,,True,,False,4.0
953mnc.com,3.0,True,news,1,,True,,False,4.0
953mnc.com,4.0,False,news,5952,,True,,False,5.0
953mnc.com,4.0,True,news,10,,True,,False,5.0
953mnc.com,5.0,False,news,18276,,True,,False,6.0
953mnc.com,5.0,True,news,44,,True,,False,6.0
953mnc.com,6.0,False,news,12738,,True,,False,7.0
953mnc.com,6.0,True,news,31,,True,,False,7.0
953mnc.com,7.0,False,news,6664,,True,,False,8.0
953mnc.com,7.0,True,news,17,,True,,False,8.0
953mnc.com,8.0,False,news,342,,True,,False,9.0
959watd.com,2.0,False,news,1,,True,,False,3.0
959watd.com,3.0,False,news,118,,True,,False,4.0
959watd.com,4.0,False,news,791,,True,,False,5.0
959watd.com,4.0,True,news,4,,True,,False,5.0
959watd.com,5.0,False,news,821,,True,,False,6.0
959watd.com,5.0,True,news,1,,True,,False,6.0
959watd.com,6.0,False,news,3852,,True,,False,7.0
959watd.com,6.0,True,news,8,,True,,False,7.0
959watd.com,7.0,False,news,48,,True,,False,8.0
959watd.com,8.0,False,news,23,,True,,False,9.0
959watd.com,9.0,False,news,1,,True,,False,10.0
960thepatriot.com,3.0,False,news,2,,True,,False,4.0
960thepatriot.com,9.0,False,news,5,,True,,False,10.0
960thepatriot.com,10.0,False,news,190,,True,,False,11.0
9and10news.com,0.0,False,news,18,local,True,True,False,1.0
9and10news.com,1.0,False,news,639,local,True,True,False,2.0
9and10news.com,1.0,True,news,1,local,True,True,False,2.0
9and10news.com,2.0,False,news,333,local,True,True,False,3.0
9and10news.com,2.0,True,news,1,local,True,True,False,3.0
9and10news.com,3.0,False,news,1446,local,True,True,False,4.0
9and10news.com,3.0,True,news,4,local,True,True,False,4.0
9and10news.com,4.0,False,news,6787,local,True,True,False,5.0
9and10news.com,4.0,True,news,17,local,True,True,False,5.0
9and10news.com,5.0,False,news,4603,local,True,True,False,6.0
9and10news.com,5.0,True,news,10,local,True,True,False,6.0
9and10news.com,6.0,False,news,3406,local,True,True,False,7.0
9and10news.com,6.0,True,news,9,local,True,True,False,7.0
9and10news.com,7.0,False,news,899,local,True,True,False,8.0
9and10news.com,7.0,True,news,2,local,True,True,False,8.0
9and10news.com,8.0,False,news,2499,local,True,True,False,9.0
9and10news.com,8.0,True,news,5,local,True,True,False,9.0
9and10news.com,9.0,False,news,508,local,True,True,False,10.0
9and10news.com,9.0,True,news,2,local,True,True,False,10.0
9and10news.com,10.0,False,news,855,local,True,True,False,11.0
9and10news.com,10.0,True,news,2,local,True,True,False,11.0
9and10news.com,11.0,False,news,442,local,True,True,False,12.0
9and10news.com,11.0,True,news,1,local,True,True,False,12.0
9and10news.com,12.0,False,news,3,local,True,True,False,13.0
