domain,party,counts
1011now.com,Democrat,5392
1011now.com,Republican,79440
10news.com,Democrat,9462
10tv.com,Democrat,22513
10tv.com,Republican,19984
11alive.com,Democrat,51607
11alive.com,Republican,46665
12news.com,Democrat,15897
12news.com,Republican,9517
12newsnow.com,Democrat,1208
12newsnow.com,Republican,16141
13abc.com,Democrat,4323
13abc.com,Republican,6953
13newsnow.com,Democrat,73462
13newsnow.com,Republican,14505
13wham.com,Democrat,36949
13wham.com,Republican,6189
13wmaz.com,Democrat,5332
13wmaz.com,Republican,2777
1430wcmy.com,Republican,5
1440wrok.com,Republican,1242
14news.com,Democrat,4765
21centurystate.com,Democrat,3
247sports.com,Republican,724
27east.com,Republican,1307
3newsnow.com,Democrat,2501
3newsnow.com,Republican,29635
401kspecialistmag.com,Democrat,4848
401kspecialistmag.com,Republican,5604
4029tv.com,Democrat,4296
4029tv.com,Republican,10077
406mtsports.com,Republican,328
41nbc.com,Democrat,6163
41nbc.com,Republican,8
5280.com,Democrat,3803
560theanswer.com,Republican,368
5newsonline.com,Republican,29683
6abc.com,Democrat,19422
6abc.com,Republican,36
6amcity.com,Republican,7304
710keel.com,Republican,2868
83degreesmedia.com,Democrat,8998
8newsnow.com,Democrat,13733
8newsnow.com,Republican,10214
945theanswer.com,Republican,1416
953mnc.com,Democrat,808
953mnc.com,Republican,44417
959watd.com,Democrat,5668
960thepatriot.com,Republican,197
9and10news.com,Democrat,3664
9and10news.com,Republican,18828
9news.com,Democrat,11589
9news.com,Republican,8562
aa.com.tr,Democrat,802
aaf.org,Republican,29
abajournal.com,Democrat,4445
abbyfinkenauer.com,Democrat,47299
abc10.com,Democrat,75372
abc10.com,Republican,1744
abc10up.com,Republican,4229
abc11.com,Democrat,3779
abc11.com,Republican,10702
abc12.com,Democrat,11353
abc12.com,Republican,14180
abc13.com,Democrat,33452
abc13.com,Republican,8244
abc15.com,Democrat,21368
abc15.com,Republican,5593
abc17news.com,Democrat,107445
abc17news.com,Republican,49502
abc23.com,Republican,5231
abc27.com,Democrat,33465
abc27.com,Republican,27810
abc30.com,Democrat,42670
abc30.com,Republican,31710
abc3340.com,Democrat,5230
abc3340.com,Republican,30333
abc4.com,Democrat,13264
abc4.com,Republican,2528
abc57.com,Republican,16562
abc6.com,Democrat,18251
abc6onyourside.com,Democrat,32856
abc6onyourside.com,Republican,37591
abc7.com,Democrat,32344
abc7amarillo.com,Republican,1246
abc7chicago.com,Democrat,62518
abc7chicago.com,Republican,5125
abc7news.com,Democrat,74818
abc7news.com,Republican,436
abc7ny.com,Democrat,23837
abc7ny.com,Republican,23543
abcactionnews.com,Democrat,11907
abcactionnews.com,Republican,36938
abccolumbia.com,Democrat,1684
abccolumbia.com,Republican,13822
abcnews4.com,Democrat,38506
abcnews4.com,Republican,7380
abcnewsradioonline.com,Democrat,16891
abcstlouis.com,Republican,5
aberdeennews.com,Republican,602
abigailspanberger.com,Democrat,46769
abovethelaw.com,Independent,4451
abovethelaw.com,Republican,89
abqjournal.com,Democrat,44154
abqjournal.com,Republican,872
academyhealth.org,Republican,9368
acadialending.com,Republican,22
acainternational.org,Republican,26280
acceptthisrose.com,Republican,407
accountingtoday.com,Democrat,9122
acrofan.com,Republican,2
actiac.org,Democrat,4377
actionnewsjax.com,Democrat,38255
actionnewsjax.com,Republican,19560
actionnewsnow.com,Democrat,46
actionnewsnow.com,Republican,17457
adamschiff.com,Democrat,53340
adamsmith.org,Democrat,74805
adamsmithworks.org,Democrat,317
aderholtforcongress.org,Republican,43917
adirondackdailyenterprise.com,Republican,11491
adirondackexplorer.org,Democrat,3220
adn.com,Democrat,5112
adn.com,Republican,43215
adparchitects.com,Democrat,7
adrianoespaillat.com,Democrat,47532
advantagenews.com,Republican,11667
advertisernewssouth.com,Democrat,2025
advocate.com,Democrat,1005
advocate.com,Republican,397
advocateanddemocrat.com,Republican,4867
af.mil,Democrat,36
aflcio.org,Democrat,7
aflcio.org,Republican,193
afro.com,Democrat,406
agnetwest.com,Democrat,1283
agnetwest.com,Republican,4924
agri-pulse.com,Democrat,41149
agri-pulse.com,Republican,26131
agriculture.com,Democrat,6840
agrinews-pubs.com,Republican,6418
agweek.com,Democrat,3456
agweek.com,Republican,1
aikenstandard.com,Republican,5317
ainonline.com,Democrat,9526
aip.org,Democrat,1686
airforcemag.com,Republican,18507
airforcetimes.com,Democrat,5791
airforcetimes.com,Republican,1204
airlinegeeks.com,Democrat,1243
ajc.com,Democrat,51831
ajc.com,Republican,108775
ajot.com,Republican,12264
akronnewsreporter.com,Republican,5506
al-monitor.com,Democrat,11222
al.com,Democrat,2615
al.com,Republican,58558
alabamanews.net,Democrat,2113
alabamanews.net,Republican,418
alaina2020.com,Republican,9414
alamogordonews.com,Democrat,436
alanlowenthal.com,Democrat,12082
alaska-native-news.com,Republican,41
alaskansfordonyoung.com,Republican,46965
alaskapublic.org,Republican,9580
alaskasnewssource.com,Republican,1
albanyherald.com,Democrat,25695
albanyherald.com,Republican,5406
albertleatribune.com,Republican,2980
albiosiresnj.com,Democrat,17133
alceeforcongress.com,Democrat,47994
aldianews.com,Democrat,33317
alec.org,Republican,86
aledotimesrecord.com,Republican,1744
alestlelive.com,Republican,12158
alexandriagazette.com,Democrat,10866
alexandrialivingmagazine.com,Democrat,4720
alexcityoutlook.com,Republican,18
algemeiner.com,Democrat,152
alhambrasource.org,Democrat,3305
alicetx.com,Republican,2071
aljazeera.com,Democrat,18700
aljazeera.com,Republican,876
allawson.com,Democrat,47080
allhiphop.com,Democrat,2
allmusic.com,Democrat,47965
allongeorgia.com,Republican,4470
allotsego.com,Democrat,199
allstate.com,Republican,98
almaadamsforcongress.com,Democrat,63203
almanacnews.com,Democrat,872
alreporter.com,Democrat,30816
alreporter.com,Republican,196319
altamontenterprise.com,Democrat,3749
altavistajournal.com,Republican,1626
alternet.org,Democrat,438
alternet.org,Republican,4075
altoday.com,Democrat,741
altoday.com,Republican,9161
altoonamirror.com,Republican,6316
alxnow.com,Democrat,1407
am920theanswer.com,Republican,117
am970theanswer.com,Republican,322
amarillo.com,Republican,1634
amashforcongress.com,Independent,42303
amazinavenue.com,Democrat,1410
amazon.com,Democrat,27
amazon.com,Republican,2210
amchp.org,Democrat,15
american.edu,Democrat,9095
americanbanker.com,Democrat,10762
americanbanker.com,Republican,17237
americanbazaaronline.com,Democrat,19973
americandope.com,Republican,1
americanindependent.com,Democrat,866
americanindependent.com,Republican,5433
americanprogress.org,Democrat,1
americansall.org,Democrat,1
americansecuritynews.com,Democrat,15646
americansecurityproject.org,Democrat,9458
americustimesrecorder.com,Democrat,18994
ameripriseadvisors.com,Republican,29
amestrib.com,Democrat,1220
amestrib.com,Republican,1240
amgreatness.com,Democrat,17
ammoland.com,Democrat,6
amnews.com,Republican,9
amny.com,Democrat,11633
amodeifornevada.com,Republican,24452
amsterdamnews.com,Democrat,881
anchoragepress.com,Republican,1
andnowuknow.com,Democrat,1745
andrecarson.com,Democrat,47948
andthevalleyshook.com,Republican,6
andybarrforcongress.com,Republican,46349
andybiggs.com,Republican,11803
andyharris.com,Republican,47894
andykimforcongress.com,Democrat,54228
andykimmusic.com,Democrat,39692
andylevin.com,Democrat,988
andylevinforcongress.com,Democrat,50051
angelusnews.com,Democrat,2821
angelusnews.com,Republican,8163
angiecraig.com,Democrat,47163
annaeshoo4congress.com,Democrat,47755
annanews.com,Republican,2122
annistonstar.com,Republican,5108
annwagner.com,Republican,46842
anthonybrown.com,Democrat,48818
antimusic.com,Republican,436
apa.org,Democrat,8911
apnews.com,Democrat,315411
apnews.com,Republican,241162
app.com,Democrat,26551
appeal-democrat.com,Democrat,7797
apr.org,Republican,2509
arabamericannews.com,Democrat,1704
arabianbusiness.com,Democrat,436
architecturaldigest.com,Democrat,4032
archives.gov,Democrat,26232
argonautnews.com,Democrat,22
argus-press.com,Democrat,13946
argus-press.com,Republican,21783
argusleader.com,Democrat,2141
argusleader.com,Republican,3782
arizona.edu,Republican,1
arkansas.gov,Democrat,14
arkansasbusiness.com,Republican,2616
arkansasonline.com,Democrat,1202
arkansasonline.com,Republican,69253
arklatexhomepage.com,Democrat,4626
arklatexhomepage.com,Republican,15810
arktimes.com,Independent,409
arktimes.com,Republican,14370
arlnow.com,Democrat,5295
armenianweekly.com,Democrat,30706
armenianweekly.com,Republican,1619
armenpress.am,Democrat,44
armradio.am,Democrat,3620
armradio.am,Republican,1393
armstrongnd.com,Republican,46816
armytimes.com,Democrat,876
armytimes.com,Republican,1729
arrl.org,Republican,12840
artnet.com,Democrat,1154
artstation.com,Republican,4022
arvadapress.com,Democrat,2477
as.com,Democrat,31717
asbarez.com,Democrat,1743
asbarez.com,Republican,431
ase.org,Democrat,3007
ase.org,Republican,35028
ashepostandtimes.com,Republican,4466
asianjournal.com,Democrat,909
asmdc.org,Democrat,44745
aspendailynews.com,Democrat,2443
aspendailynews.com,Republican,1244
aspenideas.org,Democrat,38
aspenpublicradio.org,Republican,872
aspentimes.com,Republican,459
aspirepac.org,Democrat,1
astoriapost.com,Democrat,9592
athensmessenger.com,Republican,864
athensnews.com,Republican,864
athensreview.com,Republican,19922
atholdailynews.com,Democrat,2179
atholdailynews.com,Republican,12
atlantamagazine.com,Democrat,1308
atlantamagazine.com,Republican,865
atlanticcouncil.org,Democrat,1628
atlanticcouncil.org,Republican,5228
atriumhealth.org,Democrat,363
auburnexaminer.com,Democrat,2857
auburnpub.com,Democrat,32033
auburnpub.com,Republican,56398
audible.com,Republican,1
augustachronicle.com,Democrat,1003
augustachronicle.com,Republican,19150
augustafreepress.com,Democrat,436
augustafreepress.com,Republican,795
austindailyherald.com,Republican,4659
autonews.com,Democrat,4346
autonews.com,Republican,8944
avclub.com,Democrat,848
avenuenews.com,Democrat,235
averyjournal.com,Republican,3385
aviationpros.com,Republican,1664
avpress.com,Republican,402
axios.com,Democrat,89762
axios.com,Republican,39166
ayannapressley.com,Democrat,46688
azcapitoltimes.com,Democrat,8148
azcapitoltimes.com,Republican,6880
azcentral.com,Democrat,92202
azcentral.com,Republican,211871
azdailysun.com,Democrat,2508
azdailysun.com,Republican,6540
azfamily.com,Democrat,12354
azfamily.com,Republican,34924
azmirror.com,Democrat,28002
azmirror.com,Republican,36440
azpbs.org,Democrat,82906
azpbs.org,Republican,39969
azpm.org,Democrat,34603
azpm.org,Republican,4359
babinforcongress.com,Republican,18683
badgerherald.com,Democrat,4359
badlefthook.com,Democrat,1297
bain.com,Republican,537
bainbridgereview.com,Democrat,1615
bakersfield.com,Democrat,37987
bakersfield.com,Republican,11779
bakersfieldnow.com,Democrat,15405
bakersfieldnow.com,Republican,450
baldersonforcongress.com,Republican,47848
ballotpedia.org,Democrat,10255825
ballotpedia.org,Independent,41982
ballotpedia.org,Republican,7968675
baltimorefishbowl.com,Democrat,19
baltimoresun.com,Democrat,87875
baltimoresun.com,Republican,17192
bangordailynews.com,Democrat,81701
bankinfosecurity.com,Republican,19634
bannergraphic.com,Republican,15638
baptistnews.com,Democrat,391
barbaraleeforcongress.org,Democrat,48415
barbaraleefoundation.org,Democrat,4057
barnstablepatriot.com,Democrat,4767
barraganforcongress.com,Democrat,47833
barrassousdin.com,Republican,376
barrettsportsmedia.com,Democrat,612
barrons.com,Republican,4089
barrowneuro.org,Republican,447
bartlesvilleradio.com,Republican,419
baseball-almanac.com,Democrat,40117
baseball-reference.com,Democrat,105351
baseball-reference.com,Republican,3837
basketball-reference.com,Republican,4643
baynews9.com,Democrat,35048
baynews9.com,Republican,69280
baystatebanner.com,Democrat,6974
baytownsun.com,Republican,4359
bbc.co.uk,Democrat,16852
bbc.co.uk,Republican,869
bbc.com,Democrat,4063
bbc.com,Republican,24279
bcdemocrat.com,Republican,436
bcrnews.com,Republican,17797
bdtonline.com,Republican,7846
beaconjournal.com,Democrat,7703
beaconjournal.com,Republican,21736
beatricedailysun.com,Democrat,3051
beatricedailysun.com,Republican,3924
beattyforcongress.com,Democrat,46752
beaumontenterprise.com,Democrat,5116
beaumontenterprise.com,Republican,9605
beauregarddailynews.net,Republican,12424
beavercreeknewscurrent.com,Republican,19
becauseofthemwecan.com,Democrat,1
beckershospitalreview.com,Democrat,798
bedfordgazette.com,Republican,1
bedfordnow.com,Republican,4569
beefmagazine.com,Democrat,5209
belfercenter.org,Republican,5
belleplaineherald.com,Democrat,404
bellevueheraldleader.com,Democrat,8117
bellevuereporter.com,Democrat,2180
bellinghamherald.com,Democrat,24927
bellinghamherald.com,Republican,3457
beloitdailynews.com,Democrat,1707
beloitdailynews.com,Republican,2411
bemidjipioneer.com,Democrat,31009
bemidjipioneer.com,Republican,29529
bencline.com,Republican,47951
bendbulletin.com,Republican,15298
benitolink.com,Democrat,1211
benmcadams.com,Democrat,46934
benniethompson.com,Democrat,4729
benraylujan.com,Democrat,47207
bentoneveningnews.com,Republican,18619
benzinga.com,Democrat,4582
beraforcongress.com,Democrat,47771
bergmanforcongress.com,Republican,46772
berkeley.edu,Democrat,2949
berkeley.edu,Republican,2040
berkshireeagle.com,Democrat,3049
berthoudsurveyor.com,Democrat,10030
bestlawyers.com,Republican,84
bet.com,Democrat,2057
bet.com,Republican,2874
bethel.com,Republican,58321
bethel.tv,Republican,122
bethesdamagazine.com,Democrat,3791
bettergov.org,Democrat,453
beyersubaru.com,Democrat,1
bgdailynews.com,Democrat,1
bgdailynews.com,Republican,7423
bgindependentmedia.org,Republican,850
bgov.com,Democrat,47360
bgov.com,Republican,75134
bhhsinrealty.com,Republican,18
bigcountryhomepage.com,Democrat,9678
bigcountryhomepage.com,Republican,7066
bigcountrynewsconnection.com,Republican,6544
bigeasymagazine.com,Republican,4336
biggsforcongress.com,Republican,46519
bigrapidsnews.com,Democrat,43749
bigrapidsnews.com,Republican,48712
bikeportland.org,Democrat,1651
bilirakisforcongress.com,Republican,45875
billboard.com,Democrat,1688
billflores.com,Republican,29667
billfoster.com,Democrat,48288
billingsgazette.com,Democrat,7954
billingsgazette.com,Republican,9959
billjohnsonleads.com,Republican,570
billmoyers.com,Democrat,3757
billpascrell.com,Democrat,42208
billposey.com,Republican,47821
billtrack50.com,Democrat,81832
billtrack50.com,Republican,91398
billylongforcongress.com,Republican,47593
billypenn.com,Democrat,4574
binghamtonhomepage.com,Democrat,23912
biodefensecommission.org,Democrat,1
biography.com,Democrat,78871
biography.com,Republican,40835
biologicaldiversity.org,Democrat,10
biometricupdate.com,Democrat,1
bioworld.com,Democrat,9612
bioworld.com,Republican,872
birminghamtimes.com,Democrat,9826
bismarcktribune.com,Democrat,402
bisnow.com,Republican,13737
bitcoinexchangeguide.com,Democrat,408
bizjournals.com,Democrat,62331
bizjournals.com,Republican,49257
bizwest.com,Democrat,5668
bjm.org,Republican,46217
bklyner.com,Democrat,868
bkreader.com,Democrat,10437
blabbermouth.net,Republican,14035
blackchronicle.com,Democrat,2817
blackenterprise.com,Democrat,19065
blackenterprise.com,Republican,1336
blackhillsfox.com,Republican,2240
blackpast.org,Democrat,1
blackprwire.com,Democrat,872
blackstarnews.com,Democrat,6
blaineforcongress.com,Republican,47720
bleachernation.com,Democrat,872
bleacherreport.com,Democrat,2984
blockislandtimes.com,Democrat,5679
blogspot.com,Republican,137
bloodhorse.com,Democrat,15
bloomberg.com,Democrat,58828
bloomberg.com,Republican,16548
bloombergenvironment.com,Republican,396
bloomberglaw.com,Democrat,67250
bloomberglaw.com,Republican,27684
bloombergquint.com,Democrat,1036
bloombergtax.com,Democrat,28211
bloombergtax.com,Republican,4144
blountmemorial.org,Republican,52
bluemountaineagle.com,Democrat,7018
bluemountaineagle.com,Republican,795
bluenalu.com,Republican,2
bluevirginia.us,Democrat,4726
bluevirginia.us,Republican,5857
bmj.com,Democrat,8
bnd.com,Democrat,5234
bnd.com,Republican,30931
bobbyrushbluesman.com,Democrat,47858
bobbyscottforcongress.com,Democrat,47371
bobgibbsforcongress.com,Republican,48426
bohemian.com,Democrat,1508
boingboing.net,Democrat,420
boingboing.net,Republican,45
boisestatepublicradio.org,Republican,501
bonamiciforcongress.com,Democrat,47948
bondbuyer.com,Democrat,2411
bondbuyer.com,Republican,7109
bonnersferryherald.com,Republican,9312
bonnieforcongress.com,Democrat,48062
boonevilledemocrat.com,Republican,1744
borderreport.com,Democrat,13299
borderzine.com,Democrat,6976
borgenmagazine.com,Democrat,4732
bosoxinjection.com,Democrat,406
bossierpress.com,Republican,15577
bostforcongress.com,Republican,48022
boston.com,Democrat,19808
boston.com,Republican,359
boston.gov,Democrat,43905
boston25news.com,Democrat,2535
boston25news.com,Republican,2882
bostonglobe.com,Democrat,101993
bostonglobe.com,Republican,7481
bostonherald.com,Democrat,96790
bostonherald.com,Republican,6233
bouldercityreview.com,Democrat,313
boulevardsentinel.com,Democrat,14863
boundingintocomics.com,Democrat,39
bowdoin.edu,Democrat,872
boxrec.com,Democrat,5676
bozemandailychronicle.com,Democrat,64305
bozemandailychronicle.com,Republican,22487
bradenton.com,Democrat,2537
bradenton.com,Republican,29953
bradfordera.com,Republican,4582
bradsherman.com,Democrat,47920
bradyforcongress.com,Republican,48233
brainerddispatch.com,Democrat,2984
brainerddispatch.com,Republican,5806
bravewords.com,Republican,1789
brctv13.com,Democrat,2613
breakingdefense.com,Republican,406
brendalawrence.com,Democrat,47624
brenhambanner.com,Republican,1122
brettguthrie.com,Republican,48817
brianfitzpatrick.com,Republican,47886
bridgemi.com,Democrat,15888
bridgemi.com,Independent,17776
brindisiforcongress.com,Democrat,48725
bringmethenews.com,Democrat,6300
bringmethenews.com,Republican,5418
bristowbeat.com,Republican,4476
britannica.com,Democrat,68995
broadbandbreakfast.com,Democrat,45938
broadbandbreakfast.com,Republican,19481
broadstreethockey.com,Republican,796
broadwaynews.com,Democrat,674
brookings.edu,Democrat,19103
brookingsregister.com,Republican,803
brooklyneagle.com,Democrat,875
brooklynpaper.com,Democrat,4316
brooklynreporter.com,Democrat,6
brooklynvegan.com,Republican,224
broomfieldenterprise.com,Democrat,2
brownfieldagnews.com,Democrat,10924
brownsvilleherald.com,Democrat,24279
brproud.com,Democrat,1244
brproud.com,Republican,1828
brucewesterman.com,Republican,46676
brunswicktimes-gazette.com,Republican,1665
brushnewstribune.com,Republican,2217
bryansteil.com,Republican,47213
bu.edu,Democrat,436
buckforcolorado.com,Republican,47871
buckrail.com,Republican,2553
buckscountycouriertimes.com,Democrat,2596
buckscountycouriertimes.com,Republican,7700
buckslocalnews.com,Republican,22538
bucshonforcongress.com,Republican,48457
buffalonews.com,Democrat,42801
buffalonews.com,Republican,17474
buildbackbetter.gov,Democrat,614
bupipedream.com,Democrat,1668
burchettforcongress.com,Republican,48135
burgessforcongress.org,Republican,34665
burlingtoncountytimes.com,Democrat,29044
burlingtoncountytimes.com,Republican,2
burlingtonfreepress.com,Democrat,391
businessinsider.com,Democrat,114159
businessinsider.com,Republican,63222
businessinsider.com.au,Democrat,2065
businessinsider.com.au,Republican,2629
businessinsider.in,Democrat,7228
businessinsider.in,Republican,9715
businessjournaldaily.com,Democrat,7180
businessjournaldaily.com,Republican,2780
businesswire.com,Democrat,9624
businesswire.com,Republican,8556
bustle.com,Democrat,1059
bustle.com,Republican,7030
butlereagle.com,Democrat,872
butlereagle.com,Republican,9237
butlerradio.com,Democrat,2522
butlerradio.com,Republican,8996
buzzfeednews.com,Democrat,85195
buzzfeednews.com,Republican,5129
bw.edu,Democrat,268
bxtimes.com,Democrat,2030
byu.edu,Democrat,5668
c-span.org,Democrat,346876
c-span.org,Republican,254672
c-ville.com,Republican,3240
c4isrnet.com,Democrat,18085
ca.gov,Democrat,3505
cachevalleydaily.com,Republican,841
cagw.org,Republican,3255
calaverasenterprise.com,Republican,18411
calcoasttimes.com,Democrat,436
califesciences.org,Democrat,104
california45th.org,Democrat,140
californiaagtoday.com,Democrat,1680
californiademocrat.com,Democrat,3297
californiademocrat.com,Republican,417
californiaglobe.com,Democrat,977
californiaglobe.com,Republican,19118
californiahealthline.org,Democrat,10003
caller.com,Democrat,10107
caller.com,Republican,10446
callnewspapers.com,Republican,9127
calltothepen.com,Democrat,437
calvertforcongress.com,Republican,48208
calvinayre.com,Democrat,324
camaspostrecord.com,Republican,1
campuslately.com,Democrat,3315
cannabisbusinesstimes.com,Democrat,3000
cannabisdispensarymag.com,Democrat,845
cannabissciencetech.com,Democrat,5547
cannabiswire.com,Democrat,3309
cannabiswire.com,Republican,3792
cantondailyledger.com,Democrat,871
cantoniodelgado.com,Democrat,3482
cantonrep.com,Democrat,1080
cantonrep.com,Republican,2935
capecod.com,Democrat,41859
capecodtimes.com,Democrat,8038
capemaycountyherald.com,Republican,2117
capenews.net,Democrat,12202
capitalandmain.com,Democrat,3052
capitalgazette.com,Democrat,36703
capitalgazette.com,Republican,5287
capitalpress.com,Democrat,934
capitolfax.com,Democrat,13202
capitolfax.com,Republican,3383
capjournal.com,Democrat,2043
capjournal.com,Republican,2979
capradio.org,Democrat,2150
capradio.org,Republican,1741
captainhiggins.com,Republican,32951
caribbeanlifenews.com,Democrat,6618
caribbeannationalweekly.com,Democrat,403
carnegie.org,Democrat,433
carolinacoastonline.com,Republican,2959
carolinajournal.com,Republican,2
carolynmaloney.com,Democrat,48204
carrollspaper.com,Democrat,3039
carsonnow.org,Republican,6045
cartwrightcongress.com,Democrat,47949
cascadeng.com,Republican,70
castenforcongress.com,Democrat,70724
castlepinesnewspress.net,Republican,405
castorforcongress.com,Democrat,47667
catholic-sf.org,Republican,11
cathyforcongress.com,Republican,48328
cbcpac.org,Democrat,3510
cbn.com,Democrat,849
cbs.com,Democrat,178
cbs12.com,Democrat,4128
cbs12.com,Republican,1716
cbs17.com,Democrat,421
cbs17.com,Republican,21446
cbs19.tv,Democrat,436
cbs19.tv,Republican,5372
cbs19news.com,Democrat,18998
cbs19news.com,Republican,11601
cbs2iowa.com,Democrat,4147
cbs3duluth.com,Democrat,336
cbs3duluth.com,Republican,3973
cbs42.com,Democrat,4201
cbs42.com,Republican,11589
cbs46.com,Democrat,2014
cbs46.com,Republican,13931
cbs4indy.com,Democrat,34924
cbs4indy.com,Republican,35469
cbs4local.com,Democrat,16671
cbs58.com,Democrat,32659
cbs58.com,Republican,26872
cbs6albany.com,Democrat,8950
cbs6albany.com,Republican,825
cbs7.com,Republican,2134
cbs8.com,Democrat,1731
cbsaustin.com,Democrat,6509
cbsaustin.com,Republican,1308
cbslocal.com,Democrat,601375
cbslocal.com,Republican,139077
cbsnews.com,Democrat,115176
cbsnews.com,Republican,66594
cbssports.com,Democrat,49898
cbssports.com,Republican,29885
cbtnews.com,Democrat,14
ccenterdispatch.com,Democrat,436
ccenterdispatch.com,Republican,1744
ccxmedia.org,Democrat,1226
cdispatch.com,Democrat,867
cdispatch.com,Republican,19402
cedricrichmond.com,Democrat,33282
cenlanow.com,Democrat,1282
cenlanow.com,Republican,1508
centertech.com,Republican,28302
centralillinoisproud.com,Democrat,9577
centralillinoisproud.com,Republican,14440
centraljersey.com,Democrat,354
centralmaine.com,Democrat,16013
centralmaine.com,Republican,1216
centredaily.com,Democrat,436
centredaily.com,Republican,7862
centura.org,Republican,2463
cerescourier.com,Democrat,3669
cetfund.org,Democrat,3030
cfr.org,Democrat,7770
cgtn.com,Democrat,2896
chagrinvalleytoday.com,Republican,4603
chamberbusinessnews.com,Democrat,7300
chamberbusinessnews.com,Republican,5761
chambermagic.com,Democrat,3
channel3000.com,Democrat,4783
channel3000.com,Republican,11399
chapelboro.com,Democrat,1251
charkoosta.com,Republican,2514
charlestoncitypaper.com,Democrat,3488
charliecrist.com,Democrat,47196
charlotteagenda.com,Democrat,1744
charlotteobserver.com,Democrat,23429
charlotteobserver.com,Republican,53301
chci.org,Democrat,60761
cheathamcountyexchange.com,Republican,4269
cheatsheet.com,Democrat,18
cheatsheet.com,Republican,1
cheddar.com,Democrat,32558
cheddar.com,Republican,14218
chelliepingree.com,Democrat,48297
cheneyforwyoming.com,Republican,47139
cheneyfreepress.com,Republican,399
cheribustos.com,Democrat,47582
cherokeephoenix.org,Democrat,431
chesterfieldobserver.com,Democrat,23
chicagobusiness.com,Democrat,8566
chicagobusiness.com,Republican,6733
chicagocrusader.com,Democrat,14075
chicagomag.com,Democrat,3459
chicagotribune.com,Democrat,289115
chicagotribune.com,Republican,19074
chickashanews.com,Republican,3628
chicoer.com,Democrat,17164
chicoer.com,Republican,10795
chieftain.com,Democrat,88
childrensal.org,Republican,755
chillicothegazette.com,Republican,872
chinookobserver.com,Republican,9518
chipleypaper.com,Republican,7
chippewa.com,Democrat,8234
chippewa.com,Republican,872
chiproy.com,Republican,46242
chrispappas.org,Democrat,53439
chrissyhoulahanforcongress.com,Democrat,46836
christianitydaily.com,Republican,1
christianitytoday.com,Republican,539
christianpost.com,Republican,2963
chron.com,Democrat,3629
chron.com,Republican,21294
chronicle-tribune.com,Democrat,2
chroniclet.com,Democrat,862
chroniclet.com,Republican,2969
chronline.com,Democrat,17557
chronline.com,Republican,26276
chuckforcongress.com,Republican,48384
cibolacitizen.com,Democrat,1388
cicilline.com,Democrat,48313
cimsec.org,Democrat,380
cincinnati.com,Republican,59511
cindyaxneforcongress.com,Democrat,46669
circlevilleherald.com,Republican,408
cis.org,Republican,875
cisnerosforcongress.com,Democrat,62212
citizen-times.com,Republican,8752
citizens4rush.com,Democrat,2069
citizenscount.org,Democrat,8932
citizensforethics.org,Democrat,26830
citizensforethics.org,Republican,7579
citizensvoice.com,Democrat,13059
citizensvoice.com,Republican,22107
cityandstateny.com,Democrat,119992
cityandstateny.com,Republican,19077
cityclub-chicago.org,Democrat,75
citylimits.org,Democrat,2604
citypages.com,Democrat,2243
citypages.com,Republican,839
citywatchla.com,Democrat,1307
citywire.co.uk,Democrat,393
civilbeat.org,Democrat,145506
civileats.com,Democrat,752
cjonline.com,Republican,2238
claremoreprogress.com,Republican,2568
clarionledger.com,Democrat,873
clarionledger.com,Republican,2217
clarkcountytoday.com,Republican,3687
clarksvillenow.com,Republican,18628
cleaverforcongress.com,Democrat,34107
clermontsun.com,Republican,19030
cleveland.com,Democrat,95351
cleveland.com,Republican,165444
cleveland19.com,Democrat,29348
cleveland19.com,Republican,1723
clevelandjewishnews.com,Democrat,17380
clevelandjewishnews.com,Republican,8786
clevescene.com,Republican,2180
click2houston.com,Democrat,25599
click2houston.com,Republican,18114
clickondetroit.com,Democrat,54936
clickondetroit.com,Republican,2446
clickorlando.com,Democrat,11280
clickorlando.com,Republican,12392
clintonherald.com,Republican,821
cloudforcongress.com,Republican,47100
cltampa.com,Democrat,407
cltampa.com,Republican,7
clubindustry.com,Republican,6081
clyburnforcongress.com,Democrat,48332
cmu.edu,Democrat,1279
cnbc.com,Democrat,169808
cnbc.com,Republican,34695
cnet.com,Democrat,5380
cnet.com,Republican,10259
cnn.com,Democrat,516776
cnn.com,Independent,47829
cnn.com,Republican,471956
cnsnews.com,Democrat,1677
cnsnews.com,Republican,2121
cnybj.com,Republican,869
cnycentral.com,Democrat,6814
cnycentral.com,Republican,7525
coalvalleynews.com,Republican,16887
coastalobserver.com,Republican,6104
coastreportonline.com,Democrat,2669
codyenterprise.com,Republican,872
cohenforcongress.com,Democrat,6709
coindesk.com,Democrat,1694
coindesk.com,Republican,10694
coingeek.com,Democrat,10
cointelegraph.com,Democrat,10463
coladaily.com,Democrat,2062
colinallred.com,Democrat,55183
coloradoan.com,Democrat,3774
coloradoan.com,Republican,826
coloradohometownweekly.com,Democrat,3921
coloradopolitics.com,Democrat,92590
coloradopolitics.com,Republican,43149
coloradopols.com,Republican,314
coloradosun.com,Democrat,7614
coloradosun.com,Republican,17848
coloradotimesrecorder.com,Democrat,436
colorlines.com,Democrat,8155
columbia.edu,Democrat,71
columbia.edu,Republican,10500
columbiabasinherald.com,Democrat,2180
columbiabasinherald.com,Republican,15217
