domain,party,cmpt_rank,counts
1011now.com,Democrat,3.0,1170
1011now.com,Democrat,4.0,42
1011now.com,Democrat,5.0,4155
1011now.com,Democrat,6.0,10
1011now.com,Democrat,7.0,15
1011now.com,Republican,0.0,1
1011now.com,Republican,1.0,533
1011now.com,Republican,2.0,256
1011now.com,Republican,3.0,4072
1011now.com,Republican,4.0,25792
1011now.com,Republican,5.0,10138
1011now.com,Republican,6.0,24548
1011now.com,Republican,7.0,8952
1011now.com,Republican,8.0,4149
1011now.com,Republican,9.0,647
1011now.com,Republican,10.0,214
1011now.com,Republican,11.0,130
1011now.com,Republican,12.0,8
10news.com,Democrat,1.0,1
10news.com,Democrat,2.0,466
10news.com,Democrat,3.0,15
10news.com,Democrat,4.0,52
10news.com,Democrat,5.0,1524
10news.com,Democrat,6.0,3137
10news.com,Democrat,7.0,3048
10news.com,Democrat,8.0,754
10news.com,Democrat,9.0,453
10news.com,Democrat,10.0,12
10tv.com,Democrat,0.0,5
10tv.com,Democrat,1.0,1317
10tv.com,Democrat,2.0,305
10tv.com,Democrat,3.0,2130
10tv.com,Democrat,4.0,3643
10tv.com,Democrat,5.0,3472
10tv.com,Democrat,6.0,3536
10tv.com,Democrat,7.0,3920
10tv.com,Democrat,8.0,1274
10tv.com,Democrat,9.0,1567
10tv.com,Democrat,10.0,1319
10tv.com,Democrat,11.0,25
10tv.com,Republican,1.0,10
10tv.com,Republican,2.0,13
10tv.com,Republican,3.0,3
10tv.com,Republican,4.0,1714
10tv.com,Republican,5.0,11020
10tv.com,Republican,6.0,4968
10tv.com,Republican,7.0,1351
10tv.com,Republican,8.0,905
11alive.com,Democrat,1.0,110
11alive.com,Democrat,2.0,2396
11alive.com,Democrat,3.0,4165
11alive.com,Democrat,4.0,5899
11alive.com,Democrat,5.0,14680
11alive.com,Democrat,6.0,11125
11alive.com,Democrat,7.0,9441
11alive.com,Democrat,8.0,3610
11alive.com,Democrat,9.0,179
11alive.com,Democrat,12.0,2
11alive.com,Republican,1.0,421
11alive.com,Republican,2.0,29
11alive.com,Republican,3.0,3682
11alive.com,Republican,4.0,7342
11alive.com,Republican,5.0,11475
11alive.com,Republican,6.0,13942
11alive.com,Republican,7.0,5865
11alive.com,Republican,8.0,2798
11alive.com,Republican,9.0,1076
11alive.com,Republican,10.0,35
12news.com,Democrat,2.0,490
12news.com,Democrat,3.0,1466
12news.com,Democrat,4.0,105
12news.com,Democrat,5.0,1700
12news.com,Democrat,6.0,2810
12news.com,Democrat,7.0,3041
12news.com,Democrat,8.0,6244
12news.com,Democrat,9.0,41
12news.com,Republican,1.0,12
12news.com,Republican,2.0,841
12news.com,Republican,3.0,376
12news.com,Republican,4.0,147
12news.com,Republican,5.0,2185
12news.com,Republican,6.0,2344
12news.com,Republican,7.0,2118
12news.com,Republican,8.0,588
12news.com,Republican,9.0,12
12news.com,Republican,10.0,632
12news.com,Republican,11.0,258
12news.com,Republican,12.0,4
12newsnow.com,Democrat,3.0,29
12newsnow.com,Democrat,4.0,1179
12newsnow.com,Republican,1.0,16
12newsnow.com,Republican,2.0,8
12newsnow.com,Republican,3.0,1893
12newsnow.com,Republican,4.0,699
12newsnow.com,Republican,5.0,2747
12newsnow.com,Republican,6.0,2363
12newsnow.com,Republican,7.0,4381
12newsnow.com,Republican,8.0,2634
12newsnow.com,Republican,9.0,523
12newsnow.com,Republican,10.0,312
12newsnow.com,Republican,11.0,457
12newsnow.com,Republican,12.0,106
12newsnow.com,Republican,13.0,2
13abc.com,Democrat,3.0,125
13abc.com,Democrat,4.0,271
13abc.com,Democrat,5.0,71
13abc.com,Democrat,6.0,2312
13abc.com,Democrat,7.0,680
13abc.com,Democrat,8.0,737
13abc.com,Democrat,9.0,86
13abc.com,Democrat,10.0,41
13abc.com,Republican,2.0,4
13abc.com,Republican,3.0,2816
13abc.com,Republican,4.0,2086
13abc.com,Republican,5.0,733
13abc.com,Republican,6.0,433
13abc.com,Republican,7.0,536
13abc.com,Republican,8.0,206
13abc.com,Republican,9.0,135
13abc.com,Republican,10.0,1
13abc.com,Republican,11.0,3
13newsnow.com,Democrat,1.0,976
13newsnow.com,Democrat,2.0,2139
13newsnow.com,Democrat,3.0,3946
13newsnow.com,Democrat,4.0,12994
13newsnow.com,Democrat,5.0,9912
13newsnow.com,Democrat,6.0,23102
13newsnow.com,Democrat,7.0,12041
13newsnow.com,Democrat,8.0,5571
13newsnow.com,Democrat,9.0,2296
13newsnow.com,Democrat,10.0,457
13newsnow.com,Democrat,11.0,27
13newsnow.com,Democrat,12.0,1
13newsnow.com,Republican,1.0,32
13newsnow.com,Republican,2.0,1657
13newsnow.com,Republican,3.0,341
13newsnow.com,Republican,4.0,386
13newsnow.com,Republican,5.0,3901
13newsnow.com,Republican,6.0,6163
13newsnow.com,Republican,7.0,1876
13newsnow.com,Republican,8.0,145
13newsnow.com,Republican,9.0,4
13wham.com,Democrat,1.0,20
13wham.com,Democrat,2.0,17
13wham.com,Democrat,3.0,934
13wham.com,Democrat,4.0,5101
13wham.com,Democrat,5.0,7122
13wham.com,Democrat,6.0,6298
13wham.com,Democrat,7.0,15078
13wham.com,Democrat,8.0,2290
13wham.com,Democrat,9.0,83
13wham.com,Democrat,10.0,6
13wham.com,Republican,1.0,111
13wham.com,Republican,2.0,20
13wham.com,Republican,3.0,1010
13wham.com,Republican,4.0,1001
13wham.com,Republican,5.0,1583
13wham.com,Republican,6.0,2330
13wham.com,Republican,7.0,113
13wham.com,Republican,8.0,12
13wham.com,Republican,9.0,9
13wmaz.com,Democrat,2.0,9
13wmaz.com,Democrat,3.0,35
13wmaz.com,Democrat,4.0,1662
13wmaz.com,Democrat,5.0,1584
13wmaz.com,Democrat,6.0,1382
13wmaz.com,Democrat,7.0,168
13wmaz.com,Democrat,8.0,48
13wmaz.com,Democrat,9.0,103
13wmaz.com,Democrat,10.0,258
13wmaz.com,Democrat,11.0,83
13wmaz.com,Republican,0.0,2
13wmaz.com,Republican,1.0,584
13wmaz.com,Republican,2.0,4
13wmaz.com,Republican,3.0,83
13wmaz.com,Republican,4.0,73
13wmaz.com,Republican,5.0,136
13wmaz.com,Republican,6.0,840
13wmaz.com,Republican,7.0,13
13wmaz.com,Republican,8.0,221
13wmaz.com,Republican,9.0,442
13wmaz.com,Republican,10.0,317
13wmaz.com,Republican,11.0,60
13wmaz.com,Republican,12.0,2
1430wcmy.com,Republican,6.0,5
1440wrok.com,Republican,3.0,54
1440wrok.com,Republican,4.0,757
1440wrok.com,Republican,5.0,431
14news.com,Democrat,2.0,10
14news.com,Democrat,3.0,124
14news.com,Democrat,4.0,419
14news.com,Democrat,5.0,1413
14news.com,Democrat,6.0,680
14news.com,Democrat,7.0,1607
14news.com,Democrat,8.0,498
14news.com,Democrat,9.0,14
21centurystate.com,Democrat,7.0,3
247sports.com,Republican,1.0,1
247sports.com,Republican,3.0,62
247sports.com,Republican,4.0,111
247sports.com,Republican,5.0,73
247sports.com,Republican,6.0,1
247sports.com,Republican,8.0,74
247sports.com,Republican,9.0,276
247sports.com,Republican,10.0,17
247sports.com,Republican,11.0,109
27east.com,Republican,4.0,8
27east.com,Republican,5.0,28
27east.com,Republican,6.0,1266
27east.com,Republican,7.0,5
3newsnow.com,Democrat,2.0,14
3newsnow.com,Democrat,3.0,336
3newsnow.com,Democrat,4.0,791
3newsnow.com,Democrat,5.0,491
3newsnow.com,Democrat,6.0,45
3newsnow.com,Democrat,7.0,395
3newsnow.com,Democrat,9.0,425
3newsnow.com,Democrat,10.0,4
3newsnow.com,Republican,1.0,513
3newsnow.com,Republican,2.0,458
3newsnow.com,Republican,3.0,1469
3newsnow.com,Republican,4.0,3649
3newsnow.com,Republican,5.0,6408
3newsnow.com,Republican,6.0,10569
3newsnow.com,Republican,7.0,3770
3newsnow.com,Republican,8.0,1558
3newsnow.com,Republican,9.0,666
3newsnow.com,Republican,10.0,367
3newsnow.com,Republican,11.0,161
3newsnow.com,Republican,12.0,47
401kspecialistmag.com,Democrat,2.0,675
401kspecialistmag.com,Democrat,3.0,681
401kspecialistmag.com,Democrat,4.0,3259
401kspecialistmag.com,Democrat,5.0,220
401kspecialistmag.com,Democrat,6.0,9
401kspecialistmag.com,Democrat,7.0,2
401kspecialistmag.com,Democrat,8.0,2
401kspecialistmag.com,Republican,1.0,61
401kspecialistmag.com,Republican,2.0,1588
401kspecialistmag.com,Republican,3.0,3524
401kspecialistmag.com,Republican,4.0,140
401kspecialistmag.com,Republican,5.0,267
401kspecialistmag.com,Republican,6.0,24
4029tv.com,Democrat,2.0,1
4029tv.com,Democrat,3.0,621
4029tv.com,Democrat,4.0,11
4029tv.com,Democrat,5.0,528
4029tv.com,Democrat,6.0,1856
4029tv.com,Democrat,7.0,145
4029tv.com,Democrat,8.0,1120
4029tv.com,Democrat,9.0,14
4029tv.com,Republican,1.0,1
4029tv.com,Republican,2.0,8
4029tv.com,Republican,3.0,52
4029tv.com,Republican,4.0,1305
4029tv.com,Republican,5.0,2486
4029tv.com,Republican,6.0,2947
4029tv.com,Republican,7.0,1878
4029tv.com,Republican,8.0,523
4029tv.com,Republican,9.0,795
4029tv.com,Republican,10.0,81
4029tv.com,Republican,11.0,1
406mtsports.com,Republican,3.0,7
406mtsports.com,Republican,4.0,102
406mtsports.com,Republican,5.0,218
406mtsports.com,Republican,6.0,1
41nbc.com,Democrat,1.0,47
41nbc.com,Democrat,2.0,2
41nbc.com,Democrat,3.0,14
41nbc.com,Democrat,4.0,433
41nbc.com,Democrat,5.0,2350
41nbc.com,Democrat,6.0,2616
41nbc.com,Democrat,7.0,481
41nbc.com,Democrat,8.0,220
41nbc.com,Republican,7.0,7
41nbc.com,Republican,8.0,1
5280.com,Democrat,3.0,10
5280.com,Democrat,4.0,226
5280.com,Democrat,5.0,543
5280.com,Democrat,6.0,89
5280.com,Democrat,7.0,10
5280.com,Democrat,8.0,227
5280.com,Democrat,9.0,312
5280.com,Democrat,10.0,135
5280.com,Democrat,11.0,2247
5280.com,Democrat,12.0,4
560theanswer.com,Republican,4.0,11
560theanswer.com,Republican,5.0,11
560theanswer.com,Republican,6.0,82
560theanswer.com,Republican,7.0,103
560theanswer.com,Republican,8.0,22
560theanswer.com,Republican,9.0,119
560theanswer.com,Republican,10.0,15
560theanswer.com,Republican,11.0,5
5newsonline.com,Republican,1.0,32
5newsonline.com,Republican,2.0,23
5newsonline.com,Republican,3.0,271
5newsonline.com,Republican,4.0,7314
5newsonline.com,Republican,5.0,7571
5newsonline.com,Republican,6.0,4541
5newsonline.com,Republican,7.0,5969
5newsonline.com,Republican,8.0,3147
5newsonline.com,Republican,9.0,564
5newsonline.com,Republican,10.0,66
5newsonline.com,Republican,11.0,152
5newsonline.com,Republican,12.0,30
5newsonline.com,Republican,13.0,3
6abc.com,Democrat,2.0,26
6abc.com,Democrat,3.0,1188
6abc.com,Democrat,4.0,1255
6abc.com,Democrat,5.0,6065
6abc.com,Democrat,6.0,6128
6abc.com,Democrat,7.0,3076
6abc.com,Democrat,8.0,1215
6abc.com,Democrat,9.0,331
6abc.com,Democrat,10.0,135
6abc.com,Democrat,11.0,3
6abc.com,Republican,0.0,2
6abc.com,Republican,1.0,24
6abc.com,Republican,2.0,1
6abc.com,Republican,7.0,1
6abc.com,Republican,8.0,1
6abc.com,Republican,10.0,3
6abc.com,Republican,11.0,4
6amcity.com,Republican,1.0,83
6amcity.com,Republican,6.0,7184
6amcity.com,Republican,7.0,37
710keel.com,Republican,1.0,273
710keel.com,Republican,2.0,376
710keel.com,Republican,3.0,560
710keel.com,Republican,4.0,368
710keel.com,Republican,5.0,381
710keel.com,Republican,6.0,197
710keel.com,Republican,7.0,145
710keel.com,Republican,8.0,136
710keel.com,Republican,9.0,204
710keel.com,Republican,10.0,58
710keel.com,Republican,11.0,145
710keel.com,Republican,12.0,25
83degreesmedia.com,Democrat,2.0,11
83degreesmedia.com,Democrat,3.0,6
83degreesmedia.com,Democrat,4.0,47
83degreesmedia.com,Democrat,5.0,117
83degreesmedia.com,Democrat,6.0,3159
83degreesmedia.com,Democrat,7.0,4144
83degreesmedia.com,Democrat,8.0,1307
83degreesmedia.com,Democrat,9.0,185
83degreesmedia.com,Democrat,10.0,22
8newsnow.com,Democrat,0.0,833
8newsnow.com,Democrat,1.0,15
8newsnow.com,Democrat,2.0,468
8newsnow.com,Democrat,3.0,790
8newsnow.com,Democrat,4.0,1074
8newsnow.com,Democrat,5.0,773
8newsnow.com,Democrat,6.0,1247
8newsnow.com,Democrat,7.0,3491
8newsnow.com,Democrat,8.0,1408
8newsnow.com,Democrat,9.0,1176
8newsnow.com,Democrat,10.0,1662
8newsnow.com,Democrat,11.0,744
8newsnow.com,Democrat,12.0,52
8newsnow.com,Republican,1.0,134
8newsnow.com,Republican,2.0,658
8newsnow.com,Republican,3.0,650
8newsnow.com,Republican,4.0,3926
8newsnow.com,Republican,5.0,3046
8newsnow.com,Republican,6.0,772
8newsnow.com,Republican,7.0,21
8newsnow.com,Republican,8.0,906
8newsnow.com,Republican,9.0,9
8newsnow.com,Republican,10.0,92
945theanswer.com,Republican,3.0,1
945theanswer.com,Republican,4.0,2
945theanswer.com,Republican,7.0,38
945theanswer.com,Republican,8.0,210
945theanswer.com,Republican,9.0,788
945theanswer.com,Republican,10.0,375
945theanswer.com,Republican,11.0,2
953mnc.com,Democrat,2.0,1
953mnc.com,Democrat,3.0,4
953mnc.com,Democrat,4.0,228
953mnc.com,Democrat,5.0,5
953mnc.com,Democrat,6.0,20
953mnc.com,Democrat,7.0,546
953mnc.com,Democrat,8.0,4
953mnc.com,Republican,2.0,400
953mnc.com,Republican,3.0,746
953mnc.com,Republican,4.0,5734
953mnc.com,Republican,5.0,18315
953mnc.com,Republican,6.0,12749
953mnc.com,Republican,7.0,6135
953mnc.com,Republican,8.0,338
959watd.com,Democrat,2.0,1
959watd.com,Democrat,3.0,118
959watd.com,Democrat,4.0,795
959watd.com,Democrat,5.0,822
959watd.com,Democrat,6.0,3860
959watd.com,Democrat,7.0,48
959watd.com,Democrat,8.0,23
959watd.com,Democrat,9.0,1
960thepatriot.com,Republican,3.0,2
960thepatriot.com,Republican,9.0,5
960thepatriot.com,Republican,10.0,190
9and10news.com,Democrat,0.0,18
9and10news.com,Democrat,1.0,61
9and10news.com,Democrat,2.0,8
9and10news.com,Democrat,4.0,3299
9and10news.com,Democrat,5.0,270
9and10news.com,Democrat,6.0,8
9and10news.com,Republican,1.0,579
9and10news.com,Republican,2.0,326
9and10news.com,Republican,3.0,1450
9and10news.com,Republican,4.0,3505
9and10news.com,Republican,5.0,4343
9and10news.com,Republican,6.0,3407
9and10news.com,Republican,7.0,901
9and10news.com,Republican,8.0,2504
9and10news.com,Republican,9.0,510
9and10news.com,Republican,10.0,857
9and10news.com,Republican,11.0,443
9and10news.com,Republican,12.0,3
9news.com,Democrat,1.0,446
9news.com,Democrat,2.0,12
9news.com,Democrat,3.0,1244
9news.com,Democrat,4.0,2022
9news.com,Democrat,5.0,3471
9news.com,Democrat,6.0,1442
9news.com,Democrat,7.0,1680
9news.com,Democrat,8.0,922
9news.com,Democrat,9.0,223
9news.com,Democrat,10.0,122
9news.com,Democrat,11.0,5
9news.com,Republican,1.0,2163
9news.com,Republican,2.0,526
9news.com,Republican,3.0,140
9news.com,Republican,4.0,442
9news.com,Republican,5.0,353
9news.com,Republican,6.0,818
9news.com,Republican,7.0,1270
9news.com,Republican,8.0,774
9news.com,Republican,9.0,603
9news.com,Republican,10.0,1133
9news.com,Republican,11.0,339
9news.com,Republican,12.0,1
aa.com.tr,Democrat,2.0,13
aa.com.tr,Democrat,3.0,11
aa.com.tr,Democrat,4.0,4
aa.com.tr,Democrat,6.0,741
aa.com.tr,Democrat,7.0,33
aaf.org,Republican,11.0,29
abajournal.com,Democrat,1.0,19
abajournal.com,Democrat,2.0,2028
abajournal.com,Democrat,3.0,299
abajournal.com,Democrat,4.0,2043
abajournal.com,Democrat,5.0,44
abajournal.com,Democrat,6.0,1
abajournal.com,Democrat,7.0,11
abbyfinkenauer.com,Democrat,0.0,1401
abbyfinkenauer.com,Democrat,1.0,20707
abbyfinkenauer.com,Democrat,2.0,11774
abbyfinkenauer.com,Democrat,3.0,11788
abbyfinkenauer.com,Democrat,4.0,676
abbyfinkenauer.com,Democrat,5.0,563
abbyfinkenauer.com,Democrat,6.0,390
abc10.com,Democrat,0.0,2
abc10.com,Democrat,1.0,1871
abc10.com,Democrat,2.0,2682
abc10.com,Democrat,3.0,2140
abc10.com,Democrat,4.0,12764
abc10.com,Democrat,5.0,20703
abc10.com,Democrat,6.0,13569
abc10.com,Democrat,7.0,8252
abc10.com,Democrat,8.0,4136
abc10.com,Democrat,9.0,5580
abc10.com,Democrat,10.0,2865
abc10.com,Democrat,11.0,710
abc10.com,Democrat,12.0,98
abc10.com,Republican,2.0,118
abc10.com,Republican,3.0,1195
abc10.com,Republican,4.0,431
abc10up.com,Republican,3.0,2
abc10up.com,Republican,4.0,518
abc10up.com,Republican,5.0,2674
abc10up.com,Republican,6.0,45
abc10up.com,Republican,7.0,2
abc10up.com,Republican,8.0,988
abc11.com,Democrat,1.0,91
abc11.com,Democrat,2.0,340
abc11.com,Democrat,3.0,109
abc11.com,Democrat,4.0,125
abc11.com,Democrat,5.0,1596
abc11.com,Democrat,6.0,776
abc11.com,Democrat,7.0,596
abc11.com,Democrat,8.0,132
abc11.com,Democrat,9.0,14
abc11.com,Republican,0.0,26
abc11.com,Republican,1.0,1699
abc11.com,Republican,2.0,175
abc11.com,Republican,3.0,543
abc11.com,Republican,4.0,3174
abc11.com,Republican,5.0,1225
abc11.com,Republican,6.0,2322
abc11.com,Republican,7.0,977
abc11.com,Republican,8.0,201
abc11.com,Republican,9.0,245
abc11.com,Republican,10.0,35
abc11.com,Republican,11.0,80
abc12.com,Democrat,2.0,189
abc12.com,Democrat,3.0,754
abc12.com,Democrat,4.0,524
abc12.com,Democrat,5.0,3971
abc12.com,Democrat,6.0,4353
abc12.com,Democrat,7.0,1452
abc12.com,Democrat,8.0,109
abc12.com,Democrat,9.0,1
abc12.com,Republican,1.0,2456
abc12.com,Republican,2.0,2451
abc12.com,Republican,3.0,4349
abc12.com,Republican,4.0,2081
abc12.com,Republican,5.0,535
abc12.com,Republican,6.0,363
abc12.com,Republican,7.0,721
abc12.com,Republican,8.0,897
abc12.com,Republican,9.0,326
abc12.com,Republican,10.0,1
abc13.com,Democrat,1.0,110
abc13.com,Democrat,2.0,28
abc13.com,Democrat,3.0,1137
abc13.com,Democrat,4.0,2302
abc13.com,Democrat,5.0,18653
abc13.com,Democrat,6.0,6094
abc13.com,Democrat,7.0,3429
abc13.com,Democrat,8.0,1264
abc13.com,Democrat,9.0,133
abc13.com,Democrat,10.0,20
abc13.com,Democrat,11.0,258
abc13.com,Democrat,12.0,23
abc13.com,Democrat,13.0,1
abc13.com,Republican,1.0,22
abc13.com,Republican,2.0,51
abc13.com,Republican,3.0,28
abc13.com,Republican,4.0,712
abc13.com,Republican,5.0,552
abc13.com,Republican,6.0,5375
abc13.com,Republican,7.0,1086
abc13.com,Republican,8.0,409
abc13.com,Republican,9.0,9
abc15.com,Democrat,1.0,187
abc15.com,Democrat,2.0,692
abc15.com,Democrat,3.0,1407
abc15.com,Democrat,4.0,1089
abc15.com,Democrat,5.0,4717
abc15.com,Democrat,6.0,5577
abc15.com,Democrat,7.0,5933
abc15.com,Democrat,8.0,1723
abc15.com,Democrat,9.0,42
abc15.com,Democrat,10.0,1
abc15.com,Republican,0.0,3
abc15.com,Republican,1.0,1369
abc15.com,Republican,2.0,1137
abc15.com,Republican,3.0,413
abc15.com,Republican,4.0,4
abc15.com,Republican,5.0,397
abc15.com,Republican,6.0,38
abc15.com,Republican,7.0,431
abc15.com,Republican,8.0,1
abc15.com,Republican,9.0,1
abc15.com,Republican,10.0,742
abc15.com,Republican,11.0,1054
abc15.com,Republican,12.0,2
abc15.com,Republican,13.0,1
abc17news.com,Democrat,1.0,126
abc17news.com,Democrat,2.0,311
abc17news.com,Democrat,3.0,4108
abc17news.com,Democrat,4.0,12752
abc17news.com,Democrat,5.0,25268
abc17news.com,Democrat,6.0,35713
abc17news.com,Democrat,7.0,19660
abc17news.com,Democrat,8.0,7985
abc17news.com,Democrat,9.0,1514
abc17news.com,Democrat,10.0,8
abc17news.com,Republican,1.0,31
abc17news.com,Republican,2.0,341
abc17news.com,Republican,3.0,1641
abc17news.com,Republican,4.0,7844
abc17news.com,Republican,5.0,16331
abc17news.com,Republican,6.0,10700
abc17news.com,Republican,7.0,9812
abc17news.com,Republican,8.0,2780
abc17news.com,Republican,9.0,22
abc23.com,Republican,1.0,2
abc23.com,Republican,2.0,442
abc23.com,Republican,3.0,351
abc23.com,Republican,4.0,277
abc23.com,Republican,5.0,747
abc23.com,Republican,6.0,2556
abc23.com,Republican,7.0,790
abc23.com,Republican,8.0,66
abc27.com,Democrat,1.0,49
abc27.com,Democrat,2.0,127
abc27.com,Democrat,3.0,1203
abc27.com,Democrat,4.0,8167
abc27.com,Democrat,5.0,5552
abc27.com,Democrat,6.0,9706
abc27.com,Democrat,7.0,6972
abc27.com,Democrat,8.0,1513
abc27.com,Democrat,9.0,172
abc27.com,Democrat,10.0,4
abc27.com,Republican,1.0,476
abc27.com,Republican,2.0,201
abc27.com,Republican,3.0,1953
abc27.com,Republican,4.0,3600
abc27.com,Republican,5.0,7125
abc27.com,Republican,6.0,7446
abc27.com,Republican,7.0,4589
abc27.com,Republican,8.0,1868
abc27.com,Republican,9.0,224
abc27.com,Republican,10.0,179
abc27.com,Republican,11.0,135
abc27.com,Republican,12.0,14
abc30.com,Democrat,0.0,53
abc30.com,Democrat,1.0,82
abc30.com,Democrat,2.0,662
abc30.com,Democrat,3.0,3362
abc30.com,Democrat,4.0,6180
abc30.com,Democrat,5.0,4125
abc30.com,Democrat,6.0,4999
abc30.com,Democrat,7.0,8194
abc30.com,Democrat,8.0,8370
abc30.com,Democrat,9.0,5106
abc30.com,Democrat,10.0,1197
abc30.com,Democrat,11.0,277
abc30.com,Democrat,12.0,63
abc30.com,Republican,1.0,452
abc30.com,Republican,2.0,1068
abc30.com,Republican,3.0,345
abc30.com,Republican,4.0,1630
abc30.com,Republican,5.0,4011
abc30.com,Republican,6.0,7621
abc30.com,Republican,7.0,7523
abc30.com,Republican,8.0,5785
abc30.com,Republican,9.0,2825
abc30.com,Republican,10.0,409
abc30.com,Republican,11.0,40
abc30.com,Republican,13.0,1
abc3340.com,Democrat,3.0,640
abc3340.com,Democrat,4.0,1170
abc3340.com,Democrat,5.0,1554
abc3340.com,Democrat,6.0,686
abc3340.com,Democrat,7.0,429
abc3340.com,Democrat,8.0,751
abc3340.com,Republican,1.0,524
abc3340.com,Republican,2.0,39
abc3340.com,Republican,3.0,3691
abc3340.com,Republican,4.0,1661
abc3340.com,Republican,5.0,7022
abc3340.com,Republican,6.0,14081
abc3340.com,Republican,7.0,2639
abc3340.com,Republican,8.0,561
abc3340.com,Republican,9.0,107
abc3340.com,Republican,10.0,8
abc4.com,Democrat,0.0,3
abc4.com,Democrat,1.0,187
abc4.com,Democrat,2.0,239
abc4.com,Democrat,3.0,774
abc4.com,Democrat,4.0,4196
abc4.com,Democrat,5.0,3379
abc4.com,Democrat,6.0,3004
abc4.com,Democrat,7.0,641
abc4.com,Democrat,8.0,60
abc4.com,Democrat,9.0,399
abc4.com,Democrat,10.0,379
abc4.com,Democrat,11.0,3
abc4.com,Republican,3.0,27
abc4.com,Republican,4.0,468
abc4.com,Republican,5.0,28
abc4.com,Republican,6.0,1293
abc4.com,Republican,7.0,602
abc4.com,Republican,8.0,21
abc4.com,Republican,9.0,38
abc4.com,Republican,10.0,51
abc57.com,Republican,1.0,545
abc57.com,Republican,2.0,197
abc57.com,Republican,3.0,357
abc57.com,Republican,4.0,1302
abc57.com,Republican,5.0,5726
abc57.com,Republican,6.0,4163
abc57.com,Republican,7.0,3043
abc57.com,Republican,8.0,1167
abc57.com,Republican,9.0,1
abc57.com,Republican,10.0,10
abc57.com,Republican,11.0,51
abc6.com,Democrat,1.0,2
abc6.com,Democrat,2.0,7
abc6.com,Democrat,3.0,1227
abc6.com,Democrat,4.0,2707
abc6.com,Democrat,5.0,8599
abc6.com,Democrat,6.0,4294
abc6.com,Democrat,7.0,1187
abc6.com,Democrat,8.0,228
abc6onyourside.com,Democrat,1.0,174
abc6onyourside.com,Democrat,2.0,430
abc6onyourside.com,Democrat,3.0,722
abc6onyourside.com,Democrat,4.0,438
abc6onyourside.com,Democrat,5.0,8025
abc6onyourside.com,Democrat,6.0,10586
abc6onyourside.com,Democrat,7.0,9097
abc6onyourside.com,Democrat,8.0,2112
abc6onyourside.com,Democrat,9.0,675
abc6onyourside.com,Democrat,10.0,591
abc6onyourside.com,Democrat,11.0,6
abc6onyourside.com,Republican,1.0,7
abc6onyourside.com,Republican,2.0,34
abc6onyourside.com,Republican,3.0,773
abc6onyourside.com,Republican,4.0,1952
abc6onyourside.com,Republican,5.0,12215
abc6onyourside.com,Republican,6.0,10145
abc6onyourside.com,Republican,7.0,9655
abc6onyourside.com,Republican,8.0,1976
abc6onyourside.com,Republican,9.0,591
abc6onyourside.com,Republican,10.0,51
abc6onyourside.com,Republican,11.0,129
abc6onyourside.com,Republican,12.0,57
abc6onyourside.com,Republican,13.0,6
abc7.com,Democrat,1.0,94
abc7.com,Democrat,2.0,96
abc7.com,Democrat,3.0,1912
abc7.com,Democrat,4.0,11640
abc7.com,Democrat,5.0,6400
abc7.com,Democrat,6.0,3048
abc7.com,Democrat,7.0,4300
abc7.com,Democrat,8.0,3804
abc7.com,Democrat,9.0,860
abc7.com,Democrat,10.0,185
abc7.com,Democrat,11.0,5
abc7amarillo.com,Republican,2.0,10
abc7amarillo.com,Republican,4.0,3
abc7amarillo.com,Republican,6.0,403
abc7amarillo.com,Republican,7.0,368
abc7amarillo.com,Republican,8.0,410
abc7amarillo.com,Republican,9.0,50
abc7amarillo.com,Republican,10.0,2
abc7chicago.com,Democrat,0.0,2359
abc7chicago.com,Democrat,1.0,1815
abc7chicago.com,Democrat,2.0,1337
abc7chicago.com,Democrat,3.0,2412
abc7chicago.com,Democrat,4.0,7737
abc7chicago.com,Democrat,5.0,13634
abc7chicago.com,Democrat,6.0,14799
abc7chicago.com,Democrat,7.0,5678
abc7chicago.com,Democrat,8.0,4313
abc7chicago.com,Democrat,9.0,4628
abc7chicago.com,Democrat,10.0,1771
abc7chicago.com,Democrat,11.0,1606
abc7chicago.com,Democrat,12.0,418
abc7chicago.com,Democrat,13.0,11
abc7chicago.com,Republican,1.0,1
abc7chicago.com,Republican,2.0,435
abc7chicago.com,Republican,3.0,74
abc7chicago.com,Republican,4.0,1258
abc7chicago.com,Republican,5.0,679
abc7chicago.com,Republican,6.0,982
abc7chicago.com,Republican,7.0,423
abc7chicago.com,Republican,8.0,43
abc7chicago.com,Republican,9.0,889
abc7chicago.com,Republican,10.0,324
abc7chicago.com,Republican,11.0,17
abc7news.com,Democrat,1.0,195
abc7news.com,Democrat,2.0,41
abc7news.com,Democrat,3.0,971
abc7news.com,Democrat,4.0,4303
abc7news.com,Democrat,5.0,13604
abc7news.com,Democrat,6.0,22340
abc7news.com,Democrat,7.0,20151
abc7news.com,Democrat,8.0,12200
abc7news.com,Democrat,9.0,1013
abc7news.com,Republican,4.0,273
abc7news.com,Republican,5.0,163
abc7ny.com,Democrat,0.0,1366
abc7ny.com,Democrat,1.0,511
abc7ny.com,Democrat,2.0,2
abc7ny.com,Democrat,3.0,1380
abc7ny.com,Democrat,4.0,2270
abc7ny.com,Democrat,5.0,3786
abc7ny.com,Democrat,6.0,3061
abc7ny.com,Democrat,7.0,3428
abc7ny.com,Democrat,8.0,3210
