domain,party,cmpt_rank,counts
msspalert.com,Republican,2.0,1
msspalert.com,Republican,3.0,307
msspalert.com,Republican,4.0,90
msspalert.com,Republican,5.0,3685
msspalert.com,Republican,6.0,78
msureporter.com,Republican,1.0,1
msureporter.com,Republican,3.0,2
msureporter.com,Republican,5.0,432
msureporter.com,Republican,6.0,2
mtdemocrat.com,Republican,1.0,5
mtdemocrat.com,Republican,2.0,52
mtdemocrat.com,Republican,3.0,34
mtdemocrat.com,Republican,4.0,1048
mtdemocrat.com,Republican,5.0,3517
mtdemocrat.com,Republican,6.0,3490
mtdemocrat.com,Republican,7.0,235
mtexpress.com,Republican,8.0,2
mtexpress.com,Republican,11.0,1
mtpr.org,Republican,0.0,877
mtpr.org,Republican,1.0,696
mtpr.org,Republican,2.0,1091
mtpr.org,Republican,3.0,898
mtpr.org,Republican,4.0,3333
mtpr.org,Republican,5.0,1464
mtpr.org,Republican,6.0,1946
mtpr.org,Republican,7.0,1300
mtpr.org,Republican,8.0,1147
mtpr.org,Republican,9.0,874
mtpr.org,Republican,10.0,1761
mtpr.org,Republican,11.0,3
mtshastanews.com,Republican,3.0,188
mtshastanews.com,Republican,4.0,434
mtshastanews.com,Republican,5.0,1250
mtshastanews.com,Republican,6.0,1364
mtshastanews.com,Republican,7.0,350
mtshastanews.com,Republican,8.0,22
mtshastanews.com,Republican,9.0,33
mtstandard.com,Democrat,3.0,4
mtstandard.com,Democrat,4.0,7
mtstandard.com,Democrat,5.0,400
mtstandard.com,Democrat,6.0,461
mtstandard.com,Democrat,7.0,5
mtstandard.com,Democrat,10.0,1
mtstandard.com,Democrat,11.0,1
mtstandard.com,Republican,3.0,6
mtstandard.com,Republican,4.0,6
mtstandard.com,Republican,5.0,37
mtstandard.com,Republican,6.0,19
mtstandard.com,Republican,7.0,423
mtstandard.com,Republican,8.0,11
mtstandard.com,Republican,9.0,22
mtstandard.com,Republican,10.0,235
mtstandard.com,Republican,11.0,470
mullinforcongress.com,Republican,3.0,22
mullinforcongress.com,Republican,4.0,92
mullinforcongress.com,Republican,5.0,699
mullinforcongress.com,Republican,6.0,2444
mullinforcongress.com,Republican,7.0,1372
mullinforcongress.com,Republican,8.0,2829
mullinforcongress.com,Republican,9.0,8971
mullinforcongress.com,Republican,10.0,14601
mullinforcongress.com,Republican,11.0,14146
mullinforcongress.com,Republican,12.0,50
munciejournal.com,Republican,3.0,200
munciejournal.com,Republican,4.0,666
munciejournal.com,Republican,5.0,79
munciejournal.com,Republican,6.0,3
munciejournal.com,Republican,8.0,3
munciejournal.com,Republican,9.0,240
munciejournal.com,Republican,10.0,117
murphy4congress.com,Republican,0.0,146
murphy4congress.com,Republican,1.0,169
murphy4congress.com,Republican,2.0,4211
murphy4congress.com,Republican,3.0,1144
murphy4congress.com,Republican,4.0,10548
murphy4congress.com,Republican,5.0,10175
murphy4congress.com,Republican,6.0,14823
murphy4congress.com,Republican,7.0,4285
murphy4congress.com,Republican,8.0,1304
murphy4congress.com,Republican,9.0,783
murphy4congress.com,Republican,10.0,46
murrayledger.com,Republican,3.0,6
murrayledger.com,Republican,5.0,103
murrayledger.com,Republican,6.0,324
muscatinejournal.com,Democrat,4.0,25
muscatinejournal.com,Democrat,5.0,212
muscatinejournal.com,Democrat,6.0,300
muscatinejournal.com,Democrat,7.0,239
muscatinejournal.com,Democrat,8.0,41
muscatinejournal.com,Republican,2.0,3
muscatinejournal.com,Republican,3.0,3
muscatinejournal.com,Republican,4.0,398
muscatinejournal.com,Republican,5.0,80
muscatinejournal.com,Republican,6.0,396
muscatinejournal.com,Republican,7.0,271
muscatinejournal.com,Republican,8.0,305
musicradar.com,Republican,0.0,22
musicradar.com,Republican,1.0,382
musicradar.com,Republican,2.0,2
musicradar.com,Republican,3.0,1
muskogeephoenix.com,Republican,1.0,12
muskogeephoenix.com,Republican,2.0,8
muskogeephoenix.com,Republican,3.0,69
muskogeephoenix.com,Republican,4.0,1074
muskogeephoenix.com,Republican,5.0,12886
muskogeephoenix.com,Republican,6.0,3033
muskogeephoenix.com,Republican,7.0,5697
muskogeephoenix.com,Republican,8.0,930
mvprogress.com,Democrat,2.0,23
mvprogress.com,Democrat,3.0,6
mvprogress.com,Democrat,4.0,16
mvprogress.com,Democrat,5.0,2924
mvprogress.com,Democrat,6.0,2732
mvprogress.com,Democrat,7.0,1048
mvprogress.com,Democrat,8.0,1168
mvprogress.com,Democrat,9.0,197
mvtimes.com,Democrat,3.0,9
mvtimes.com,Democrat,4.0,1
mvtimes.com,Democrat,5.0,326
mvtimes.com,Democrat,6.0,910
mvtimes.com,Democrat,7.0,406
mvtimes.com,Democrat,8.0,90
mvtimes.com,Democrat,9.0,2
my9nj.com,Republican,5.0,438
my9nj.com,Republican,6.0,434
myarklamiss.com,Democrat,2.0,402
myarklamiss.com,Democrat,3.0,493
myarklamiss.com,Democrat,4.0,1731
myarklamiss.com,Democrat,5.0,952
myarklamiss.com,Democrat,6.0,754
myarklamiss.com,Democrat,7.0,62
myarklamiss.com,Republican,3.0,20
myarklamiss.com,Republican,4.0,415
myarklamiss.com,Republican,5.0,381
myarklamiss.com,Republican,6.0,1599
myarklamiss.com,Republican,7.0,4
myarklamiss.com,Republican,8.0,1
mybighornbasin.com,Republican,4.0,8
mybighornbasin.com,Republican,5.0,394
mybighornbasin.com,Republican,6.0,5
mybighornbasin.com,Republican,7.0,5
mybighornbasin.com,Republican,8.0,412
mybighornbasin.com,Republican,10.0,17
mycbs4.com,Republican,1.0,492
mycbs4.com,Republican,2.0,30
mycbs4.com,Republican,3.0,578
mycbs4.com,Republican,4.0,171
mycbs4.com,Republican,5.0,1411
mycbs4.com,Republican,6.0,218
mycbs4.com,Republican,7.0,5
mycbs4.com,Republican,8.0,13
mycbs4.com,Republican,9.0,6
mycbs4.com,Republican,10.0,1
mycbs4.com,Republican,11.0,769
mycbs4.com,Republican,12.0,87
mycentraljersey.com,Democrat,0.0,1217
mycentraljersey.com,Democrat,1.0,28
mycentraljersey.com,Democrat,2.0,464
mycentraljersey.com,Democrat,3.0,18
mycentraljersey.com,Democrat,4.0,412
mycentraljersey.com,Democrat,5.0,1185
mycentraljersey.com,Democrat,6.0,1138
mycentraljersey.com,Democrat,7.0,623
mycentraljersey.com,Democrat,8.0,64
mycentraljersey.com,Democrat,9.0,1727
mycentraljersey.com,Democrat,10.0,934
mycentraljersey.com,Democrat,11.0,5
mycentraloregon.com,Democrat,2.0,78
mycentraloregon.com,Democrat,4.0,4360
mycentraloregon.com,Democrat,5.0,56
mycentraloregon.com,Democrat,6.0,145
mycentraloregon.com,Democrat,7.0,913
mycentraloregon.com,Democrat,8.0,2656
mycentraloregon.com,Democrat,9.0,1820
mycentraloregon.com,Democrat,10.0,108
mychamplainvalley.com,Democrat,7.0,24
mychamplainvalley.com,Democrat,8.0,4
myclallamcounty.com,Democrat,5.0,32
myclallamcounty.com,Democrat,8.0,3
myclallamcounty.com,Democrat,9.0,10
myclallamcounty.com,Democrat,10.0,85
mydailysentinel.com,Republican,4.0,10
mydailysentinel.com,Republican,5.0,2
mydailysentinel.com,Republican,6.0,380
mydailysentinel.com,Republican,7.0,35
mydallaspost.com,Democrat,4.0,1
mydallaspost.com,Democrat,5.0,15
mydallaspost.com,Democrat,6.0,59
mydallaspost.com,Democrat,7.0,2522
mydallaspost.com,Democrat,8.0,890
mydallaspost.com,Republican,1.0,2
mydallaspost.com,Republican,2.0,30
mydallaspost.com,Republican,3.0,550
mydallaspost.com,Republican,4.0,555
mydallaspost.com,Republican,5.0,5851
mydallaspost.com,Republican,6.0,1465
mydallaspost.com,Republican,7.0,3299
mydallaspost.com,Republican,8.0,416
mydallaspost.com,Republican,9.0,45
mydallaspost.com,Republican,10.0,865
mydallaspost.com,Republican,11.0,1
myeasternshoremd.com,Democrat,1.0,35
myeasternshoremd.com,Democrat,2.0,14
myeasternshoremd.com,Democrat,3.0,28
myeasternshoremd.com,Democrat,4.0,26
myeasternshoremd.com,Democrat,5.0,3537
myeasternshoremd.com,Democrat,6.0,1086
myeasternshoremd.com,Democrat,7.0,1657
myeasternshoremd.com,Democrat,8.0,466
myeasternshoremd.com,Republican,1.0,454
myeasternshoremd.com,Republican,2.0,14
myeasternshoremd.com,Republican,3.0,574
myeasternshoremd.com,Republican,4.0,2674
myeasternshoremd.com,Republican,5.0,785
myeasternshoremd.com,Republican,6.0,4133
myeasternshoremd.com,Republican,7.0,3920
myeasternshoremd.com,Republican,8.0,1652
myeasternshoremd.com,Republican,9.0,145
myeasternshoremd.com,Republican,10.0,4
myflorida.com,Democrat,4.0,104
myflorida.com,Democrat,5.0,1314
myflorida.com,Democrat,6.0,560
myflorida.com,Democrat,7.0,15
myflorida.com,Democrat,9.0,42
myflorida.com,Democrat,10.0,2415
myflorida.com,Democrat,11.0,12834
myflorida.com,Democrat,12.0,6
myfloridahouse.gov,Republican,0.0,3050
myfloridahouse.gov,Republican,1.0,5015
myfloridahouse.gov,Republican,2.0,4728
myfloridahouse.gov,Republican,3.0,1369
myfloridahouse.gov,Republican,4.0,3675
myfloridahouse.gov,Republican,5.0,6590
myfloridahouse.gov,Republican,6.0,8121
myfloridahouse.gov,Republican,7.0,11859
myfloridahouse.gov,Republican,8.0,17622
myfloridahouse.gov,Republican,9.0,26628
myfloridahouse.gov,Republican,10.0,24906
myfloridahouse.gov,Republican,11.0,12497
myfloridahouse.gov,Republican,12.0,54
myfox28columbus.com,Democrat,5.0,2
myfox28columbus.com,Democrat,6.0,10
myfox28columbus.com,Democrat,7.0,357
myfox28columbus.com,Democrat,8.0,63
myfox28columbus.com,Democrat,9.0,374
myfox28columbus.com,Democrat,10.0,58
myfox28columbus.com,Democrat,11.0,6
myfox28columbus.com,Republican,5.0,3
myfox28columbus.com,Republican,6.0,3
myfox28columbus.com,Republican,7.0,351
myfox28columbus.com,Republican,8.0,77
myfox28columbus.com,Republican,9.0,2
myfox47.com,Republican,1.0,5
myfox47.com,Republican,2.0,433
myfox47.com,Republican,3.0,1
myfox47.com,Republican,4.0,7
myfox47.com,Republican,5.0,34
myfox47.com,Republican,6.0,727
myfox47.com,Republican,7.0,30
myfox47.com,Republican,8.0,33
myfox47.com,Republican,9.0,5
myfox8.com,Democrat,0.0,18
myfox8.com,Democrat,1.0,35
myfox8.com,Democrat,2.0,17
myfox8.com,Democrat,3.0,30
myfox8.com,Democrat,4.0,726
myfox8.com,Democrat,5.0,2784
myfox8.com,Democrat,6.0,3876
myfox8.com,Democrat,7.0,918
myfox8.com,Democrat,8.0,96
myfox8.com,Democrat,9.0,8
myfox8.com,Republican,1.0,68
myfox8.com,Republican,2.0,70
myfox8.com,Republican,3.0,113
myfox8.com,Republican,4.0,228
myfox8.com,Republican,5.0,1184
myfox8.com,Republican,6.0,1088
myfox8.com,Republican,7.0,307
myfox8.com,Republican,8.0,158
myfox8.com,Republican,9.0,63
myfox8.com,Republican,10.0,59
myfox8.com,Republican,11.0,30
myfoxzone.com,Democrat,3.0,19
myfoxzone.com,Democrat,4.0,116
myfoxzone.com,Democrat,5.0,226
myfoxzone.com,Democrat,6.0,1284
myfoxzone.com,Democrat,7.0,983
myfoxzone.com,Democrat,8.0,424
myfoxzone.com,Republican,1.0,400
myfoxzone.com,Republican,2.0,28
myfoxzone.com,Republican,3.0,1123
myfoxzone.com,Republican,4.0,6668
myfoxzone.com,Republican,5.0,13508
myfoxzone.com,Republican,6.0,3767
myfoxzone.com,Republican,7.0,1091
myfoxzone.com,Republican,8.0,206
myfoxzone.com,Republican,9.0,11
myhfa.org,Democrat,1.0,8
myhfa.org,Democrat,2.0,18
myhfa.org,Democrat,3.0,27
myhfa.org,Democrat,4.0,21
myhfa.org,Democrat,5.0,2103
myhfa.org,Democrat,6.0,5741
myhfa.org,Democrat,7.0,4486
myhfa.org,Democrat,8.0,532
myhfa.org,Democrat,9.0,5
myhighplains.com,Democrat,1.0,76
myhighplains.com,Democrat,2.0,55
myhighplains.com,Democrat,3.0,403
myhighplains.com,Democrat,4.0,460
myhighplains.com,Democrat,5.0,1053
myhighplains.com,Democrat,6.0,915
myhighplains.com,Democrat,7.0,419
myhighplains.com,Democrat,8.0,3
myhighplains.com,Republican,1.0,2416
myhighplains.com,Republican,2.0,115
myhighplains.com,Republican,3.0,1080
myhighplains.com,Republican,4.0,2996
myhighplains.com,Republican,5.0,1488
myhighplains.com,Republican,6.0,829
myhighplains.com,Republican,7.0,893
myhighplains.com,Republican,8.0,52
myhighplains.com,Republican,9.0,20
myhighplains.com,Republican,10.0,770
myhighplains.com,Republican,11.0,1
myhorrynews.com,Republican,5.0,5
myhorrynews.com,Republican,6.0,151
myhorrynews.com,Republican,7.0,532
myhorrynews.com,Republican,8.0,65
myhorrynews.com,Republican,9.0,108
myhorrynews.com,Republican,10.0,11
myjournalcourier.com,Democrat,1.0,368
myjournalcourier.com,Republican,3.0,20
myjournalcourier.com,Republican,4.0,13
myjournalcourier.com,Republican,5.0,389
myjournalcourier.com,Republican,6.0,2727
myjournalcourier.com,Republican,7.0,805
myjournalcourier.com,Republican,8.0,53
myjournalcourier.com,Republican,10.0,1
mykxlg.com,Republican,5.0,1
mykxlg.com,Republican,6.0,10
mykxlg.com,Republican,7.0,1
myleaderpaper.com,Republican,3.0,1
myleaderpaper.com,Republican,4.0,2
myleaderpaper.com,Republican,5.0,636
myleaderpaper.com,Republican,6.0,162
myleaderpaper.com,Republican,9.0,8
myleaderpaper.com,Republican,10.0,18
mymcmedia.org,Democrat,1.0,60
mymcmedia.org,Democrat,2.0,55
mymcmedia.org,Democrat,3.0,700
mymcmedia.org,Democrat,4.0,288
mymcmedia.org,Democrat,5.0,6000
mymcmedia.org,Democrat,6.0,7473
mymcmedia.org,Democrat,7.0,7303
mymcmedia.org,Democrat,8.0,310
mymcmedia.org,Democrat,9.0,1
mymotherlode.com,Republican,0.0,435
mymotherlode.com,Republican,1.0,1743
mymotherlode.com,Republican,2.0,973
mymotherlode.com,Republican,3.0,131
mymotherlode.com,Republican,4.0,1413
mymotherlode.com,Republican,5.0,2838
mymotherlode.com,Republican,6.0,4090
mymotherlode.com,Republican,7.0,648
mymotherlode.com,Republican,8.0,40
mymotherlode.com,Republican,9.0,11
mymotherlode.com,Republican,10.0,1
mymotherlode.com,Republican,11.0,169
mymotherlode.com,Republican,12.0,49
mynbc15.com,Republican,2.0,15
mynbc15.com,Republican,3.0,240
mynbc15.com,Republican,4.0,380
mynbc15.com,Republican,5.0,332
mynbc15.com,Republican,6.0,1373
mynbc15.com,Republican,7.0,308
mynbc15.com,Republican,8.0,334
mynbc15.com,Republican,9.0,2
mynbc15.com,Republican,10.0,28
mynbc15.com,Republican,11.0,244
mynbc5.com,Democrat,2.0,14
mynbc5.com,Democrat,3.0,19
mynbc5.com,Democrat,6.0,2012
mynbc5.com,Democrat,7.0,914
mynbc5.com,Democrat,8.0,479
mynbc5.com,Democrat,9.0,26
mynbc5.com,Republican,1.0,439
mynbc5.com,Republican,3.0,11
mynbc5.com,Republican,4.0,5
mynbc5.com,Republican,5.0,866
mynbc5.com,Republican,6.0,398
mynbc5.com,Republican,7.0,740
mynbc5.com,Republican,8.0,6
mynbc5.com,Republican,11.0,10
mynews13.com,Democrat,1.0,1
mynews13.com,Democrat,2.0,11
mynews13.com,Democrat,3.0,23
mynews13.com,Democrat,4.0,1583
mynews13.com,Democrat,5.0,2075
mynews13.com,Democrat,6.0,8652
mynews13.com,Democrat,7.0,9050
mynews13.com,Democrat,8.0,6395
mynews13.com,Democrat,9.0,1389
mynews13.com,Democrat,10.0,151
mynews13.com,Republican,0.0,50
mynews13.com,Republican,1.0,1
mynews13.com,Republican,2.0,47
mynews13.com,Republican,3.0,801
mynews13.com,Republican,4.0,1327
mynews13.com,Republican,5.0,4232
mynews13.com,Republican,6.0,13733
mynews13.com,Republican,7.0,1896
mynews13.com,Republican,8.0,52
mynews13.com,Republican,9.0,151
mynews4.com,Democrat,3.0,4
mynews4.com,Democrat,6.0,1
mynews4.com,Democrat,7.0,382
mynews4.com,Democrat,8.0,298
mynews4.com,Democrat,9.0,20
mynews4.com,Democrat,10.0,9
mynews4.com,Democrat,11.0,3
mynews4.com,Republican,1.0,4
mynews4.com,Republican,2.0,7
mynews4.com,Republican,3.0,472
mynews4.com,Republican,4.0,387
mynews4.com,Republican,6.0,1
mynews4.com,Republican,8.0,2
mynews4.com,Republican,9.0,5
mynorthwest.com,Democrat,0.0,2
mynorthwest.com,Democrat,1.0,910
mynorthwest.com,Democrat,2.0,530
mynorthwest.com,Democrat,3.0,2077
mynorthwest.com,Democrat,4.0,2137
mynorthwest.com,Democrat,5.0,7851
mynorthwest.com,Democrat,6.0,16931
mynorthwest.com,Democrat,7.0,4112
mynorthwest.com,Democrat,8.0,2586
mynorthwest.com,Democrat,9.0,1901
mynorthwest.com,Democrat,10.0,6
mynorthwest.com,Democrat,11.0,962
mynorthwest.com,Republican,0.0,6
mynorthwest.com,Republican,1.0,840
mynorthwest.com,Republican,2.0,3
mynorthwest.com,Republican,3.0,124
mynorthwest.com,Republican,4.0,1155
mynorthwest.com,Republican,5.0,360
mynorthwest.com,Republican,6.0,1092
mynorthwest.com,Republican,7.0,217
mynorthwest.com,Republican,8.0,18
mynorthwest.com,Republican,9.0,437
mynorthwest.com,Republican,10.0,856
mynorthwest.com,Republican,11.0,9
mypanhandle.com,Democrat,3.0,2
mypanhandle.com,Democrat,4.0,2
mypanhandle.com,Democrat,7.0,432
mypanhandle.com,Republican,1.0,9
mypanhandle.com,Republican,2.0,12
mypanhandle.com,Republican,3.0,426
mypanhandle.com,Republican,4.0,1897
mypanhandle.com,Republican,5.0,10719
mypanhandle.com,Republican,6.0,2075
mypanhandle.com,Republican,7.0,415
mypanhandle.com,Republican,8.0,951
mypanhandle.com,Republican,9.0,1
myplainview.com,Democrat,8.0,6
myplainview.com,Republican,1.0,35
myplainview.com,Republican,2.0,3
myplainview.com,Republican,6.0,1
myplainview.com,Republican,8.0,3
myradiolink.com,Republican,1.0,445
myradiolink.com,Republican,2.0,25
myradiolink.com,Republican,3.0,1
myradiolink.com,Republican,4.0,9099
myradiolink.com,Republican,5.0,3105
myradiolink.com,Republican,6.0,83
myradiolink.com,Republican,7.0,2
myradiolink.com,Republican,8.0,1
myrecordjournal.com,Democrat,1.0,19
myrecordjournal.com,Democrat,2.0,101
myrecordjournal.com,Democrat,3.0,989
myrecordjournal.com,Democrat,4.0,525
myrecordjournal.com,Democrat,5.0,323
myrecordjournal.com,Democrat,6.0,128
myrecordjournal.com,Democrat,7.0,377
myrecordjournal.com,Democrat,8.0,1
myrecordjournal.com,Democrat,9.0,1
myrecordjournal.com,Democrat,10.0,53
myrtlebeachonline.com,Republican,4.0,3
myrtlebeachonline.com,Republican,6.0,4
myrtlebeachonline.com,Republican,7.0,1
myrtlebeachonline.com,Republican,8.0,6
myrtlebeachonline.com,Republican,9.0,2
myrtlebeachonline.com,Republican,10.0,275
myrtlebeachonline.com,Republican,11.0,36
mysanantonio.com,Democrat,0.0,6
mysanantonio.com,Democrat,6.0,1
mysanantonio.com,Republican,1.0,9
mysanantonio.com,Republican,2.0,415
mysanantonio.com,Republican,3.0,10
mysanantonio.com,Republican,4.0,2
mysanantonio.com,Republican,5.0,11
mysanantonio.com,Republican,6.0,114
mysanantonio.com,Republican,7.0,16
mysanantonio.com,Republican,8.0,1
mysanantonio.com,Republican,10.0,17
mystateline.com,Republican,3.0,95
mystateline.com,Republican,4.0,771
mysuburbanlife.com,Democrat,1.0,205
mysuburbanlife.com,Democrat,2.0,345
mysuburbanlife.com,Democrat,3.0,4947
mysuburbanlife.com,Democrat,4.0,3924
mysuburbanlife.com,Democrat,5.0,15497
mysuburbanlife.com,Democrat,6.0,18298
mysuburbanlife.com,Democrat,7.0,12510
mysuburbanlife.com,Democrat,8.0,1683
mysuburbanlife.com,Democrat,9.0,308
mysuburbanlife.com,Democrat,10.0,3
mysuburbanlife.com,Republican,2.0,10
mysuburbanlife.com,Republican,3.0,377
mysuburbanlife.com,Republican,4.0,90
mysuburbanlife.com,Republican,5.0,2
mysuburbanlife.com,Republican,6.0,24
mysuncoast.com,Republican,2.0,2
mysuncoast.com,Republican,3.0,1193
mysuncoast.com,Republican,4.0,4221
mysuncoast.com,Republican,5.0,2607
mysuncoast.com,Republican,6.0,9338
mysuncoast.com,Republican,7.0,5253
mysuncoast.com,Republican,8.0,2826
mysuncoast.com,Republican,9.0,234
mysuncoast.com,Republican,10.0,4
mysuncoast.com,Republican,11.0,361
mysuncoast.com,Republican,12.0,55
mytwintiers.com,Democrat,0.0,5
mytwintiers.com,Democrat,1.0,2
mytwintiers.com,Democrat,2.0,4
mytwintiers.com,Democrat,3.0,137
mytwintiers.com,Democrat,4.0,95
mytwintiers.com,Democrat,5.0,279
mytwintiers.com,Democrat,6.0,1075
mytwintiers.com,Democrat,7.0,1714
mytwintiers.com,Democrat,8.0,451
mytwintiers.com,Democrat,9.0,527
mytwintiers.com,Democrat,10.0,12
mytwintiers.com,Republican,0.0,905
mytwintiers.com,Republican,1.0,590
mytwintiers.com,Republican,2.0,1072
mytwintiers.com,Republican,3.0,1268
mytwintiers.com,Republican,4.0,3407
mytwintiers.com,Republican,5.0,5843
mytwintiers.com,Republican,6.0,1615
mytwintiers.com,Republican,7.0,1436
mytwintiers.com,Republican,8.0,160
mytwintiers.com,Republican,9.0,258
mytwintiers.com,Republican,10.0,737
mytwintiers.com,Republican,11.0,324
mytwintiers.com,Republican,12.0,45
mytwintiers.com,Republican,13.0,1
myvalleynews.com,Republican,4.0,4
myvalleynews.com,Republican,5.0,3
myvalleynews.com,Republican,6.0,335
myvalleynews.com,Republican,7.0,75
myvalleynews.com,Republican,8.0,19
myveronanj.com,Democrat,1.0,22
myveronanj.com,Democrat,2.0,441
myveronanj.com,Democrat,3.0,7
myveronanj.com,Democrat,4.0,99
myveronanj.com,Democrat,5.0,588
myveronanj.com,Democrat,6.0,1153
myveronanj.com,Democrat,7.0,848
myveronanj.com,Democrat,8.0,3997
myveronanj.com,Democrat,9.0,1981
myveronanj.com,Democrat,10.0,396
myveronanj.com,Democrat,11.0,24
mywabashvalley.com,Democrat,3.0,17
mywabashvalley.com,Democrat,4.0,1270
mywebtimes.com,Democrat,3.0,4
mywebtimes.com,Democrat,5.0,429
mywebtimes.com,Democrat,6.0,3
mywebtimes.com,Republican,1.0,1
mywebtimes.com,Republican,2.0,441
mywebtimes.com,Republican,3.0,2198
mywebtimes.com,Republican,4.0,3786
mywebtimes.com,Republican,5.0,3614
mywebtimes.com,Republican,6.0,888
mywebtimes.com,Republican,7.0,726
mywebtimes.com,Republican,8.0,490
mywebtimes.com,Republican,9.0,380
mywebtimes.com,Republican,10.0,310
mywebtimes.com,Republican,11.0,455
naacp.org,Democrat,5.0,4
naacp.org,Democrat,6.0,1
naacp.org,Democrat,9.0,2
naacp.org,Democrat,10.0,12
naacp.org,Democrat,11.0,1
naacpldf.org,Democrat,4.0,11
naacpldf.org,Democrat,5.0,131
naacpldf.org,Democrat,6.0,6
naacpldf.org,Democrat,8.0,11
naacpldf.org,Democrat,9.0,36
naacpldf.org,Democrat,10.0,813
naacpldf.org,Democrat,11.0,459
naco.org,Republican,4.0,1
naco.org,Republican,5.0,2
naco.org,Republican,6.0,1
naco.org,Republican,7.0,5
naco.org,Republican,8.0,19
naco.org,Republican,10.0,8
nadignewspapers.com,Democrat,2.0,4
nadignewspapers.com,Democrat,3.0,28
nadignewspapers.com,Democrat,4.0,949
nadignewspapers.com,Democrat,5.0,3195
nadignewspapers.com,Democrat,6.0,6687
nadignewspapers.com,Democrat,7.0,1379
nadignewspapers.com,Democrat,8.0,7496
nadignewspapers.com,Democrat,9.0,146
nam.org,Democrat,11.0,1
napavalleyregister.com,Democrat,1.0,548
napavalleyregister.com,Democrat,2.0,305
napavalleyregister.com,Democrat,3.0,144
napavalleyregister.com,Democrat,4.0,454
napavalleyregister.com,Democrat,5.0,400
napavalleyregister.com,Democrat,6.0,2617
napavalleyregister.com,Democrat,7.0,950
napavalleyregister.com,Democrat,8.0,860
napavalleyregister.com,Democrat,9.0,19
napavalleyregister.com,Democrat,10.0,287
napavalleyregister.com,Democrat,11.0,364
napavalleyregister.com,Democrat,12.0,54
naplesnews.com,Democrat,3.0,6
naplesnews.com,Democrat,4.0,41
naplesnews.com,Democrat,5.0,77
naplesnews.com,Democrat,6.0,1
naplesnews.com,Democrat,7.0,311
naplesnews.com,Republican,10.0,19
napolitanoforcongress.com,Democrat,0.0,1715
napolitanoforcongress.com,Democrat,1.0,264
napolitanoforcongress.com,Democrat,2.0,1161
napolitanoforcongress.com,Democrat,3.0,13372
napolitanoforcongress.com,Democrat,4.0,13889
napolitanoforcongress.com,Democrat,5.0,11972
napolitanoforcongress.com,Democrat,6.0,5069
napolitanoforcongress.com,Democrat,7.0,672
napolitanoforcongress.com,Democrat,9.0,1
nasa.gov,Democrat,3.0,1
nasa.gov,Democrat,4.0,1
nasa.gov,Democrat,5.0,1
nasa.gov,Democrat,6.0,1
nasa.gov,Democrat,7.0,2
nasa.gov,Democrat,8.0,9
nasa.gov,Democrat,9.0,56
nasa.gov,Democrat,10.0,348
nasa.gov,Democrat,11.0,208
nasa.gov,Democrat,12.0,239
nasa.gov,Democrat,13.0,1
nashuatelegraph.com,Democrat,2.0,52
nashuatelegraph.com,Democrat,3.0,1
nashuatelegraph.com,Democrat,5.0,3818
nashuatelegraph.com,Democrat,6.0,154
nashuatelegraph.com,Democrat,7.0,11
nashvillepost.com,Democrat,0.0,819
nashvillepost.com,Democrat,1.0,429
nashvillepost.com,Democrat,3.0,19
nashvillepost.com,Democrat,4.0,286
nashvillepost.com,Democrat,5.0,3449
nashvillepost.com,Democrat,6.0,1155
nashvillepost.com,Democrat,7.0,1229
nashvillepost.com,Democrat,8.0,1031
nashvillepost.com,Democrat,9.0,468
nashvillepost.com,Democrat,10.0,74
nashvillepost.com,Democrat,11.0,9
nashvillepost.com,Democrat,12.0,2
nashvillescene.com,Democrat,1.0,3
nashvillescene.com,Democrat,4.0,3
nashvillescene.com,Democrat,5.0,5
nashvillescene.com,Democrat,6.0,12
nashvillescene.com,Democrat,7.0,18
nashvillescene.com,Democrat,8.0,10
nashvillescene.com,Democrat,9.0,1
nashvillescene.com,Democrat,10.0,2
nashvillescene.com,Democrat,11.0,23
nashvillescene.com,Democrat,12.0,7
nation.lk,Democrat,4.0,1
nation.lk,Democrat,5.0,39
nation.lk,Democrat,6.0,138
nation.lk,Democrat,7.0,203
nation.lk,Democrat,8.0,1
nationalfisherman.com,Democrat,1.0,23
nationalfisherman.com,Democrat,2.0,31
nationalfisherman.com,Democrat,4.0,2561
nationalfisherman.com,Democrat,5.0,2917
nationalfisherman.com,Democrat,6.0,657
nationalfisherman.com,Democrat,7.0,397
nationalinterest.org,Democrat,0.0,3
nationalinterest.org,Democrat,2.0,3
nationalinterest.org,Democrat,4.0,381
nationalinterest.org,Democrat,5.0,3
nationalinterest.org,Democrat,6.0,3
nationalinterest.org,Democrat,7.0,2
nationalinterest.org,Democrat,8.0,12
nationalinterest.org,Democrat,10.0,2
nationalinterest.org,Democrat,11.0,28
nationalmemo.com,Republican,1.0,5
nationalmemo.com,Republican,2.0,404
nationalmemo.com,Republican,3.0,384
nationalmemo.com,Republican,4.0,3
nationalmemo.com,Republican,5.0,4
nationalmemo.com,Republican,6.0,1126
nationalmemo.com,Republican,7.0,297
nationalmemo.com,Republican,8.0,24
nationalmemo.com,Republican,9.0,3
nationalmortgagenews.com,Republican,1.0,6
nationalmortgagenews.com,Republican,2.0,13
nationalmortgagenews.com,Republican,3.0,14
nationalmortgagenews.com,Republican,4.0,128
nationalmortgagenews.com,Republican,5.0,48
