crawl_id,qry1,qry2,loc_id,q1_length,q2_length,j_similarity
20201113,Debbie Wasserman Schultz,Earl Blumenauer,LA-4,12,14,0.3333333333333333
20201114,Debbie Wasserman Schultz,Earl Blumenauer,TN-1,12,14,0.3333333333333333
20201013,Debbie Wasserman Schultz,Earl Blumenauer,PA-16,13,13,0.2777777777777778
20200911,Debbie Wasserman Schultz,Earl Blumenauer,VA-10,15,11,0.3157894736842105
20201004,Debbie Wasserman Schultz,Earl Blumenauer,NY-2,15,12,0.3157894736842105
20201011,Debbie Wasserman Schultz,Earl Blumenauer,MI-9,12,12,0.375
20201130,Debbie Wasserman Schultz,Earl Blumenauer,AZ-2,14,13,0.3157894736842105
20200929,Debbie Wasserman Schultz,Earl Blumenauer,NY-6,12,16,0.3157894736842105
20200909,Debbie Wasserman Schultz,Earl Blumenauer,FL-25,14,6,0.3333333333333333
20201230,Debbie Wasserman Schultz,Earl Blumenauer,WA-10,11,12,0.375
20201109,Danny K. Davis,Pete Visclosky,IN-9,12,10,0.4166666666666667
20200906,Danny K. Davis,Pete Visclosky,OH-4,12,13,0.3125
20201116,Danny K. Davis,Pete Visclosky,FL-16,12,10,0.38461538461538464
20201029,Danny K. Davis,Pete Visclosky,PA-14,13,11,0.5
20201207,Danny K. Davis,Pete Visclosky,CA-48,13,9,0.46153846153846156
20200903,Danny K. Davis,Pete Visclosky,NC-10,12,13,0.3125
20201205,Danny K. Davis,Pete Visclosky,VT-AT LARGE,13,11,0.42857142857142855
20201009,Danny K. Davis,Pete Visclosky,VA-6,12,12,0.35714285714285715
20201024,Danny K. Davis,Pete Visclosky,GA-4,13,11,0.46153846153846156
20201213,Danny K. Davis,Pete Visclosky,FL-4,13,10,0.35714285714285715
20201122,Jim Cooper,Abigail Spanberger,TX-35,12,14,0.21052631578947367
20201117,Jim Cooper,Abigail Spanberger,TX-9,9,12,0.2857142857142857
20201222,Jim Cooper,Abigail Spanberger,FL-5,12,17,0.16666666666666666
20201001,Jim Cooper,Abigail Spanberger,NY-6,0,0,
20200906,Jim Cooper,Abigail Spanberger,OH-12,13,6,0.35714285714285715
20201203,Jim Cooper,Abigail Spanberger,VA-9,13,16,0.23809523809523808
20201012,Jim Cooper,Abigail Spanberger,PA-8,13,15,0.25
20200905,Jim Cooper,Abigail Spanberger,MN-5,13,12,0.4375
20200912,Jim Cooper,Abigail Spanberger,GA-7,15,15,0.3684210526315789
20201031,Jim Cooper,Abigail Spanberger,NC-8,12,14,0.2777777777777778
20201210,Dave Loebsack,Steve Cohen,CO-3,13,11,0.1875
20200911,Dave Loebsack,Steve Cohen,CA-31,12,13,0.16666666666666666
20201220,Dave Loebsack,Steve Cohen,AR-3,13,12,0.15789473684210525
20201014,Dave Loebsack,Steve Cohen,CA-53,13,12,0.15789473684210525
20201226,Dave Loebsack,Steve Cohen,FL-5,13,11,0.17647058823529413
20201124,Dave Loebsack,Steve Cohen,TX-20,12,11,0.17647058823529413
20200915,Dave Loebsack,Steve Cohen,MA-5,12,13,0.17647058823529413
20201212,Dave Loebsack,Steve Cohen,NC-5,12,12,0.15
20201026,Dave Loebsack,Steve Cohen,CA-34,12,12,0.1875
20201021,Dave Loebsack,Steve Cohen,NY-23,11,12,0.16666666666666666
20201020,Dan Kildee,Yvette Clarke,PA-16,16,13,0.3157894736842105
20200906,Dan Kildee,Yvette Clarke,MD-1,12,12,0.4
20201130,Dan Kildee,Yvette Clarke,CA-45,12,11,0.42857142857142855
20201209,Dan Kildee,Yvette Clarke,CA-38,13,12,0.4666666666666667
20201208,Dan Kildee,Yvette Clarke,IL-7,13,12,0.4666666666666667
20201222,Dan Kildee,Yvette Clarke,PA-15,13,12,0.4666666666666667
20201018,Dan Kildee,Yvette Clarke,IA-1,15,13,0.35294117647058826
20201025,Dan Kildee,Yvette Clarke,MD-1,13,13,0.35294117647058826
20201122,Dan Kildee,Yvette Clarke,FL-20,13,13,0.35294117647058826
20201003,Dan Kildee,Yvette Clarke,CA-13,13,12,0.375
20201223,Rosa DeLauro,Earl Blumenauer,CA-13,16,11,0.3888888888888889
20201030,Rosa DeLauro,Earl Blumenauer,TX-6,15,13,0.3157894736842105
20201102,Rosa DeLauro,Earl Blumenauer,UT-1,0,13,0.0
20201026,Rosa DeLauro,Earl Blumenauer,KY-1,15,13,0.18181818181818182
20201124,Rosa DeLauro,Earl Blumenauer,GA-7,12,13,0.375
20201023,Rosa DeLauro,Earl Blumenauer,MA-7,15,13,0.25
20201112,Rosa DeLauro,Earl Blumenauer,OR-4,16,14,0.35
20200909,Rosa DeLauro,Earl Blumenauer,GA-3,12,11,0.5
20201019,Rosa DeLauro,Earl Blumenauer,OK-2,13,13,0.4117647058823529
20201017,Rosa DeLauro,Earl Blumenauer,DC-AT LARGE,15,12,0.2631578947368421
20201211,John B. Larson,Mikie Sherrill,NV-2,13,13,0.2777777777777778
20201108,John B. Larson,Mikie Sherrill,NV-4,13,12,0.23529411764705882
20201223,John B. Larson,Mikie Sherrill,TX-24,11,14,0.2631578947368421
20201031,John B. Larson,Mikie Sherrill,TX-12,10,14,0.25
20201224,John B. Larson,Mikie Sherrill,SD-AT LARGE,11,14,0.2777777777777778
20200914,John B. Larson,Mikie Sherrill,IN-3,13,10,0.42857142857142855
20201126,John B. Larson,Mikie Sherrill,CA-42,12,13,0.35294117647058826
20200910,John B. Larson,Mikie Sherrill,AL-6,13,10,0.3333333333333333
20201105,John B. Larson,Mikie Sherrill,IL-9,13,17,0.17391304347826086
20201027,John B. Larson,Mikie Sherrill,IA-1,13,15,0.2777777777777778
20201215,Albio Sires,Jim Clyburn,NY-6,10,12,0.4
20201218,Albio Sires,Jim Clyburn,NY-13,12,15,0.19047619047619047
20201028,Albio Sires,Jim Clyburn,AL-7,12,14,0.2777777777777778
20201129,Albio Sires,Jim Clyburn,TX-25,12,14,0.15789473684210525
20201105,Albio Sires,Jim Clyburn,AZ-8,14,15,0.3
20201213,Albio Sires,Jim Clyburn,AR-4,10,17,0.23809523809523808
20201203,Albio Sires,Jim Clyburn,NC-4,12,15,0.25
20201101,Albio Sires,Jim Clyburn,VA-11,12,12,0.375
20201007,Albio Sires,Jim Clyburn,TX-5,13,15,0.21052631578947367
20201118,Albio Sires,Jim Clyburn,GA-1,13,13,0.3333333333333333
20201026,Lucille Roybal-Allard,Deb Haaland,OH-15,12,12,0.3333333333333333
20201221,Lucille Roybal-Allard,Deb Haaland,NV-3,12,16,0.08695652173913043
20201009,Lucille Roybal-Allard,Deb Haaland,CA-6,12,13,0.35714285714285715
20201031,Lucille Roybal-Allard,Deb Haaland,NC-1,13,13,0.25
20201226,Lucille Roybal-Allard,Deb Haaland,AZ-5,12,16,0.15789473684210525
20201113,Lucille Roybal-Allard,Deb Haaland,AR-1,13,16,0.18181818181818182
20201006,Lucille Roybal-Allard,Deb Haaland,TX-17,11,13,0.3125
20201208,Lucille Roybal-Allard,Deb Haaland,KY-2,12,15,0.3333333333333333
20201123,Lucille Roybal-Allard,Deb Haaland,IN-3,12,15,0.21052631578947367
20201230,Lucille Roybal-Allard,Deb Haaland,CA-9,12,15,0.1
20201201,Al Lawson,Mark Pocan,TX-3,12,13,0.4375
20201018,Al Lawson,Mark Pocan,TN-3,13,14,0.3333333333333333
20201202,Al Lawson,Mark Pocan,CA-17,12,15,0.3888888888888889
20200920,Al Lawson,Mark Pocan,MS-2,13,13,0.4666666666666667
20201108,Al Lawson,Mark Pocan,MO-4,10,12,0.5
20201104,Al Lawson,Mark Pocan,WI-3,12,16,0.3684210526315789
20201119,Al Lawson,Mark Pocan,VA-5,13,16,0.2727272727272727
20201007,Al Lawson,Mark Pocan,MO-5,12,12,0.4666666666666667
20201101,Al Lawson,Mark Pocan,MA-9,12,13,0.4375
20201112,Al Lawson,Mark Pocan,NY-21,11,12,0.5
20201212,Rick W. Allen,James Comer,MA-9,13,14,0.2222222222222222
20201220,Rick W. Allen,James Comer,FL-20,13,12,0.2777777777777778
20201231,Rick W. Allen,James Comer,NV-4,13,14,0.3
20201015,Rick W. Allen,James Comer,PA-7,13,12,0.375
20201223,Rick W. Allen,James Comer,MO-7,13,12,0.2222222222222222
20200921,Rick W. Allen,James Comer,AL-5,13,7,0.26666666666666666
20201107,Rick W. Allen,James Comer,TX-28,12,13,0.29411764705882354
20200914,Rick W. Allen,James Comer,NY-3,11,13,0.29411764705882354
20200909,Rick W. Allen,James Comer,NY-10,12,13,0.29411764705882354
20201109,Rick W. Allen,James Comer,CA-13,13,13,0.2777777777777778
20201109,Lucille Roybal-Allard,Brad Schneider,GA-12,12,13,0.3333333333333333
20201219,Lucille Roybal-Allard,Brad Schneider,NV-1,13,12,0.29411764705882354
20201024,Lucille Roybal-Allard,Brad Schneider,OH-2,12,11,0.42857142857142855
20201127,Lucille Roybal-Allard,Brad Schneider,NY-20,12,11,0.35714285714285715
20200902,Lucille Roybal-Allard,Brad Schneider,PA-13,10,11,0.5384615384615384
20201205,Lucille Roybal-Allard,Brad Schneider,CA-16,12,12,0.4
20201015,Lucille Roybal-Allard,Brad Schneider,FL-15,13,15,0.2777777777777778
20201206,Lucille Roybal-Allard,Brad Schneider,KY-5,12,11,0.5384615384615384
20201106,Lucille Roybal-Allard,Brad Schneider,OH-7,14,14,0.3157894736842105
20201018,Lucille Roybal-Allard,Brad Schneider,KS-4,12,13,0.375
20201211,Tom O'Halleran,Susie Lee,NC-3,13,11,0.4375
20201018,Tom O'Halleran,Susie Lee,HI-2,13,16,0.3157894736842105
20201001,Tom O'Halleran,Susie Lee,NY-21,13,11,0.5
20200914,Tom O'Halleran,Susie Lee,RI-2,13,12,0.4
20200920,Tom O'Halleran,Susie Lee,TN-2,6,7,0.7142857142857143
20201019,Tom O'Halleran,Susie Lee,WV-3,13,16,0.3333333333333333
20201011,Tom O'Halleran,Susie Lee,IL-11,15,14,0.35294117647058826
20201030,Tom O'Halleran,Susie Lee,FL-15,14,11,0.35294117647058826
20201029,Tom O'Halleran,Susie Lee,OK-1,13,12,0.35294117647058826
20201224,Tom O'Halleran,Susie Lee,SC-4,13,12,0.3157894736842105
20200921,Abby Finkenauer,Eddie Bernice Johnson,OR-2,12,12,0.3125
20201123,Abby Finkenauer,Eddie Bernice Johnson,CA-2,13,12,0.15789473684210525
20201220,Abby Finkenauer,Eddie Bernice Johnson,FL-23,12,11,0.21052631578947367
20201112,Abby Finkenauer,Eddie Bernice Johnson,VA-3,12,13,0.2777777777777778
20201005,Abby Finkenauer,Eddie Bernice Johnson,NH-1,14,13,0.2777777777777778
20201117,Abby Finkenauer,Eddie Bernice Johnson,FL-13,12,13,0.2222222222222222
20201204,Abby Finkenauer,Eddie Bernice Johnson,IL-7,14,10,0.21052631578947367
20201221,Abby Finkenauer,Eddie Bernice Johnson,MI-8,12,11,0.21052631578947367
20201030,Abby Finkenauer,Eddie Bernice Johnson,AK-AT LARGE,13,13,0.35294117647058826
20201109,Abby Finkenauer,Eddie Bernice Johnson,MN-7,13,12,0.2222222222222222
20201207,Nancy Pelosi,Kevin McCarthy,FL-3,16,13,0.2
20201024,Nancy Pelosi,Kevin McCarthy,GA-6,17,15,0.17391304347826086
20201011,Nancy Pelosi,Kevin McCarthy,FL-20,16,15,0.13636363636363635
20201128,Nancy Pelosi,Kevin McCarthy,IN-7,13,15,0.19047619047619047
20201021,Nancy Pelosi,Kevin McCarthy,VT-AT LARGE,15,16,0.21739130434782608
20201013,Nancy Pelosi,Kevin McCarthy,FL-10,15,15,0.25
20200905,Nancy Pelosi,Kevin McCarthy,NJ-7,16,16,0.2727272727272727
20201018,Nancy Pelosi,Kevin McCarthy,KS-1,16,16,0.23809523809523808
20201124,Nancy Pelosi,Kevin McCarthy,SC-6,14,14,0.2
20201022,Nancy Pelosi,Kevin McCarthy,CA-42,14,16,0.22727272727272727
20200930,Elaine Luria,Ben Cline,PA-17,13,7,0.38461538461538464
20201014,Elaine Luria,Ben Cline,TX-18,12,11,0.5833333333333334
20200914,Elaine Luria,Ben Cline,TX-29,12,13,0.4
20201226,Elaine Luria,Ben Cline,FL-5,12,14,0.35294117647058826
20201217,Elaine Luria,Ben Cline,NY-11,11,14,0.29411764705882354
20201115,Elaine Luria,Ben Cline,TX-4,12,13,0.4
20201013,Elaine Luria,Ben Cline,ID-1,12,11,0.5833333333333334
20200901,Elaine Luria,Ben Cline,OH-3,11,13,0.375
20201213,Elaine Luria,Ben Cline,NJ-2,12,16,0.2631578947368421
20200910,Elaine Luria,Ben Cline,OH-3,12,13,0.375
20201228,Matt Gaetz,Frederica Wilson,OH-3,12,12,0.3125
20201024,Matt Gaetz,Frederica Wilson,MN-5,14,12,0.29411764705882354
20200906,Matt Gaetz,Frederica Wilson,WA-2,16,12,0.25
20201008,Matt Gaetz,Frederica Wilson,IA-4,16,13,0.25
20201016,Matt Gaetz,Frederica Wilson,CA-33,12,13,0.4
20201226,Matt Gaetz,Frederica Wilson,TN-1,14,10,0.29411764705882354
20201111,Matt Gaetz,Frederica Wilson,AL-4,14,12,0.2631578947368421
20201120,Matt Gaetz,Frederica Wilson,GA-9,15,12,0.2631578947368421
20201108,Matt Gaetz,Frederica Wilson,CA-52,15,12,0.3333333333333333
20201023,Matt Gaetz,Frederica Wilson,NC-9,15,13,0.23809523809523808
20201207,Lee Zeldin,José E. Serrano,MI-9,14,12,0.2222222222222222
20201130,Lee Zeldin,José E. Serrano,FL-20,12,0,0.0
20200904,Lee Zeldin,José E. Serrano,CA-24,14,10,0.3125
20201227,Lee Zeldin,José E. Serrano,MN-8,12,10,0.26666666666666666
20201004,Lee Zeldin,José E. Serrano,TX-6,13,13,0.2631578947368421
20200911,Lee Zeldin,José E. Serrano,OR-5,11,13,0.3125
20201212,Lee Zeldin,José E. Serrano,CA-6,15,13,0.25
20201114,Lee Zeldin,José E. Serrano,AL-2,13,13,0.25
20201126,Lee Zeldin,José E. Serrano,AL-5,13,13,0.2631578947368421
20200912,Lee Zeldin,José E. Serrano,NJ-12,11,13,0.25
20201231,Peter T. King,Thomas Suozzi,AR-3,11,12,0.4
20201023,Peter T. King,Thomas Suozzi,PA-17,12,12,0.3333333333333333
20200910,Peter T. King,Thomas Suozzi,CA-18,11,12,0.38461538461538464
20201119,Peter T. King,Thomas Suozzi,ID-1,12,17,0.2777777777777778
20201013,Peter T. King,Thomas Suozzi,WA-3,12,13,0.3333333333333333
20201105,Peter T. King,Thomas Suozzi,OR-1,12,16,0.4117647058823529
20201229,Peter T. King,Thomas Suozzi,UT-4,12,12,0.4
20201115,Peter T. King,Thomas Suozzi,OH-6,12,12,0.4
20201214,Peter T. King,Thomas Suozzi,TX-24,10,12,0.4
20201022,Peter T. King,Thomas Suozzi,NY-16,12,12,0.3333333333333333
20200930,Mark DeSaulnier,Ken Calvert,TN-1,12,12,0.3125
20201108,Mark DeSaulnier,Ken Calvert,MO-5,13,12,0.4375
20201207,Mark DeSaulnier,Ken Calvert,TN-8,12,10,0.4
20201010,Mark DeSaulnier,Ken Calvert,IL-12,13,11,0.4
20201217,Mark DeSaulnier,Ken Calvert,GA-14,0,14,0.0
20201101,Mark DeSaulnier,Ken Calvert,NH-1,13,12,0.4375
20201023,Mark DeSaulnier,Ken Calvert,TX-29,13,12,0.375
20200905,Mark DeSaulnier,Ken Calvert,NY-27,13,12,0.375
20201026,Mark DeSaulnier,Ken Calvert,MI-12,13,12,0.375
20201102,Mark DeSaulnier,Ken Calvert,TX-14,13,12,0.4375
20201212,Francis Rooney,Ted Deutch,TX-26,10,12,0.5
20201102,Francis Rooney,Ted Deutch,OH-12,12,13,0.4375
20201210,Francis Rooney,Ted Deutch,PA-14,0,11,0.0
20200905,Francis Rooney,Ted Deutch,MN-5,12,11,0.4
20201114,Francis Rooney,Ted Deutch,OR-4,11,12,0.5384615384615384
20201010,Francis Rooney,Ted Deutch,MI-12,12,13,0.3333333333333333
20201125,Francis Rooney,Ted Deutch,VA-1,12,11,0.42857142857142855
20201222,Francis Rooney,Ted Deutch,TX-10,10,13,0.42857142857142855
20201008,Francis Rooney,Ted Deutch,MS-4,13,13,0.375
20201119,Francis Rooney,Ted Deutch,NM-3,14,11,0.5
20201101,Dan Crenshaw,Al Green,MN-2,12,10,0.3125
20201027,Dan Crenshaw,Al Green,NY-11,12,10,0.29411764705882354
20201217,Dan Crenshaw,Al Green,LA-2,15,10,0.35714285714285715
20201125,Dan Crenshaw,Al Green,TX-16,11,9,0.26666666666666666
20201028,Dan Crenshaw,Al Green,IL-1,15,5,0.05555555555555555
20201227,Dan Crenshaw,Al Green,CO-1,11,10,0.38461538461538464
20201218,Dan Crenshaw,Al Green,NM-2,16,9,0.3333333333333333
20201014,Dan Crenshaw,Al Green,CA-50,14,10,0.2777777777777778
20201115,Dan Crenshaw,Al Green,MA-2,13,9,0.3125
20200903,Dan Crenshaw,Al Green,WA-10,16,12,0.29411764705882354
20200902,Sheila Jackson Lee,Will Hurd,OH-15,6,12,0.23076923076923078
20201017,Sheila Jackson Lee,Will Hurd,MD-8,12,12,0.4666666666666667
20201207,Sheila Jackson Lee,Will Hurd,CO-5,13,12,0.21052631578947367
20200908,Sheila Jackson Lee,Will Hurd,TX-13,12,12,0.3333333333333333
20201127,Sheila Jackson Lee,Will Hurd,MD-1,12,12,0.4
20201101,Sheila Jackson Lee,Will Hurd,OR-2,13,12,0.4375
20201008,Sheila Jackson Lee,Will Hurd,TX-20,15,13,0.3333333333333333
20201121,Sheila Jackson Lee,Will Hurd,AR-2,12,12,0.4
20201002,Sheila Jackson Lee,Will Hurd,GA-1,11,10,0.42857142857142855
20200903,Sheila Jackson Lee,Will Hurd,FL-16,14,12,0.29411764705882354
20201101,Buddy Carter,Sanford Bishop,CA-4,13,13,0.5
20200921,Buddy Carter,Sanford Bishop,TX-33,12,12,0.3333333333333333
20201208,Buddy Carter,Sanford Bishop,GA-14,12,13,0.375
20201109,Buddy Carter,Sanford Bishop,GA-13,13,0,0.0
20201229,Buddy Carter,Sanford Bishop,IL-16,12,10,0.42857142857142855
20201202,Buddy Carter,Sanford Bishop,NY-25,14,12,0.375
20200912,Buddy Carter,Sanford Bishop,NC-5,12,13,0.5
20201025,Buddy Carter,Sanford Bishop,KY-5,11,10,0.5454545454545454
20201128,Buddy Carter,Sanford Bishop,MD-2,13,12,0.42857142857142855
20201216,Buddy Carter,Sanford Bishop,UT-4,12,12,0.35714285714285715
20201107,Tom McClintock,Ted Lieu,CA-28,16,14,0.38095238095238093
20200910,Tom McClintock,Ted Lieu,NY-15,12,6,0.4166666666666667
20201213,Tom McClintock,Ted Lieu,WI-6,15,12,0.2631578947368421
20201031,Tom McClintock,Ted Lieu,MI-8,12,12,0.4666666666666667
20200908,Tom McClintock,Ted Lieu,MA-8,12,6,0.3333333333333333
20201017,Tom McClintock,Ted Lieu,CA-52,16,12,0.3333333333333333
20201201,Tom McClintock,Ted Lieu,MD-5,12,12,0.4
20201024,Tom McClintock,Ted Lieu,AL-1,12,12,0.4666666666666667
20200911,Tom McClintock,Ted Lieu,CA-42,12,13,0.4375
20201019,Tom McClintock,Ted Lieu,TX-35,15,12,0.3333333333333333
20201211,Eliot Engel,Tom Reed,LA-4,12,14,0.25
20201123,Eliot Engel,Tom Reed,AZ-2,12,12,0.4666666666666667
20200902,Eliot Engel,Tom Reed,IN-3,13,13,0.3888888888888889
20201006,Eliot Engel,Tom Reed,LA-1,12,12,0.375
20200930,Eliot Engel,Tom Reed,NY-9,13,16,0.35
20200904,Eliot Engel,Tom Reed,TX-10,13,13,0.3333333333333333
20201014,Eliot Engel,Tom Reed,CA-51,12,11,0.5384615384615384
20201013,Eliot Engel,Tom Reed,AK-AT LARGE,12,11,0.5
20201120,Eliot Engel,Tom Reed,MI-11,12,16,0.3157894736842105
20200913,Eliot Engel,Tom Reed,CA-50,12,13,0.3333333333333333
20200904,Joe Wilson,Jim Clyburn,CA-42,9,14,0.25
20201007,Joe Wilson,Jim Clyburn,GA-6,10,15,0.3125
20201128,Joe Wilson,Jim Clyburn,CA-45,12,14,0.29411764705882354
20201228,Joe Wilson,Jim Clyburn,KY-2,11,0,0.0
20201015,Joe Wilson,Jim Clyburn,TX-20,11,12,0.3333333333333333
20201115,Joe Wilson,Jim Clyburn,CA-42,13,14,0.19047619047619047
20201109,Joe Wilson,Jim Clyburn,CA-15,13,18,0.12
20200915,Joe Wilson,Jim Clyburn,KY-6,9,6,0.3
20201207,Joe Wilson,Jim Clyburn,LA-6,11,13,0.23529411764705882
20201219,Joe Wilson,Jim Clyburn,IL-11,0,15,0.0
20200901,Michael Cloud,Lloyd Doggett,CA-17,13,13,0.4
20201223,Michael Cloud,Lloyd Doggett,AR-3,13,13,0.35294117647058826
20201125,Michael Cloud,Lloyd Doggett,PA-1,11,12,0.5
20201122,Michael Cloud,Lloyd Doggett,NY-16,13,12,0.4117647058823529
20200921,Michael Cloud,Lloyd Doggett,MO-7,13,11,0.46153846153846156
20201221,Michael Cloud,Lloyd Doggett,CA-2,12,10,0.5384615384615384
20201201,Michael Cloud,Lloyd Doggett,NY-9,11,13,0.5
20201127,Michael Cloud,Lloyd Doggett,IL-17,11,12,0.5
20201002,Michael Cloud,Lloyd Doggett,PA-5,13,12,0.4375
20201114,Michael Cloud,Lloyd Doggett,FL-1,12,12,0.4375
20201130,Doris Matsui,Devin Nunes,RI-2,12,13,0.35294117647058826
20200906,Doris Matsui,Devin Nunes,TX-23,13,14,0.3333333333333333
20201105,Doris Matsui,Devin Nunes,WA-8,14,15,0.3157894736842105
20201214,Doris Matsui,Devin Nunes,TX-18,11,16,0.2777777777777778
20201024,Doris Matsui,Devin Nunes,OH-11,13,13,0.5
20201013,Doris Matsui,Devin Nunes,WI-2,13,16,0.3
20201018,Doris Matsui,Devin Nunes,AR-3,12,11,0.4
20201203,Doris Matsui,Devin Nunes,CA-46,8,11,0.46153846153846156
20201103,Doris Matsui,Devin Nunes,NV-2,9,14,0.3125
20201230,Doris Matsui,Devin Nunes,CA-43,12,15,0.29411764705882354
20201110,Dan Lipinski,Mike Bost,CA-36,12,12,0.35294117647058826
20201020,Dan Lipinski,Mike Bost,AZ-5,12,12,0.4375
20201128,Dan Lipinski,Mike Bost,KY-6,13,12,0.2777777777777778
20200908,Dan Lipinski,Mike Bost,NC-6,12,12,0.29411764705882354
20201108,Dan Lipinski,Mike Bost,NH-1,7,12,0.2857142857142857
20201213,Dan Lipinski,Mike Bost,NC-7,0,15,0.0
20201231,Dan Lipinski,Mike Bost,NY-1,0,11,0.0
20201220,Dan Lipinski,Mike Bost,FL-19,12,0,0.0
20200910,Dan Lipinski,Mike Bost,MI-7,11,12,0.3125
20200909,Dan Lipinski,Mike Bost,FL-2,12,7,0.26666666666666666
20201201,Scott DesJarlais,Steve Cohen,NY-27,9,10,0.21428571428571427
20201121,Scott DesJarlais,Steve Cohen,GA-3,9,11,0.2
20201230,Scott DesJarlais,Steve Cohen,CA-6,9,10,0.21428571428571427
20201126,Scott DesJarlais,Steve Cohen,CA-3,9,11,0.125
20201112,Scott DesJarlais,Steve Cohen,CA-34,9,11,0.2
20201125,Scott DesJarlais,Steve Cohen,MA-1,9,11,0.21428571428571427
20201225,Scott DesJarlais,Steve Cohen,CA-46,8,11,0.21428571428571427
20201210,Scott DesJarlais,Steve Cohen,FL-25,9,11,0.21428571428571427
20201231,Scott DesJarlais,Steve Cohen,FL-25,9,9,0.23076923076923078
20201117,Scott DesJarlais,Steve Cohen,GA-5,9,11,0.2
20201225,Jack Bergman,Debbie Dingell,FL-13,11,12,0.4666666666666667
20201020,Jack Bergman,Debbie Dingell,CT-3,11,15,0.3157894736842105
20201007,Jack Bergman,Debbie Dingell,WA-9,12,12,0.5333333333333333
20200930,Jack Bergman,Debbie Dingell,VA-5,12,12,0.4666666666666667
20201211,Jack Bergman,Debbie Dingell,CA-47,14,15,0.35
20200903,Jack Bergman,Debbie Dingell,AZ-3,11,12,0.5
20201222,Jack Bergman,Debbie Dingell,NM-1,11,0,0.0
20201130,Jack Bergman,Debbie Dingell,NY-24,13,12,0.35294117647058826
20201224,Jack Bergman,Debbie Dingell,NC-2,12,12,0.4666666666666667
20201125,Jack Bergman,Debbie Dingell,AL-1,13,13,0.3157894736842105
20201129,Paul Cook,Gil Cisneros,GA-14,10,13,0.3125
20201213,Paul Cook,Gil Cisneros,CA-18,12,12,0.3125
20201107,Paul Cook,Gil Cisneros,NJ-1,13,14,0.29411764705882354
20201021,Paul Cook,Gil Cisneros,MA-9,13,13,0.2777777777777778
20201115,Paul Cook,Gil Cisneros,CO-5,10,17,0.29411764705882354
20201103,Paul Cook,Gil Cisneros,NY-18,12,12,0.23529411764705882
20201206,Paul Cook,Gil Cisneros,NC-10,8,12,0.2857142857142857
20201217,Paul Cook,Gil Cisneros,CA-17,9,13,0.3076923076923077
20201122,Paul Cook,Gil Cisneros,WA-1,10,13,0.3333333333333333
20200903,Paul Cook,Gil Cisneros,IN-1,13,12,0.2222222222222222
20201212,Devin Nunes,Gil Cisneros,OH-5,15,12,0.21052631578947367
20200912,Devin Nunes,Gil Cisneros,WV-1,15,12,0.2631578947368421
20201107,Devin Nunes,Gil Cisneros,OH-4,16,15,0.3157894736842105
20201204,Devin Nunes,Gil Cisneros,RI-2,13,12,0.2222222222222222
20201230,Devin Nunes,Gil Cisneros,NJ-10,14,13,0.2222222222222222
20200929,Devin Nunes,Gil Cisneros,TX-14,12,12,0.3125
20201001,Devin Nunes,Gil Cisneros,WI-5,14,0,0.0
20201229,Devin Nunes,Gil Cisneros,IA-3,0,0,
20201127,Devin Nunes,Gil Cisneros,MI-7,16,13,0.19047619047619047
20201021,Devin Nunes,Gil Cisneros,VA-10,13,13,0.21052631578947367
20201224,Bennie Thompson,Michael Guest,CA-11,11,11,0.5
20201016,Bennie Thompson,Michael Guest,MN-8,12,10,0.5384615384615384
20200906,Bennie Thompson,Michael Guest,IL-14,6,12,0.45454545454545453
20201007,Bennie Thompson,Michael Guest,CA-19,13,12,0.4375
20200902,Bennie Thompson,Michael Guest,OH-14,12,11,0.42857142857142855
20201004,Bennie Thompson,Michael Guest,MD-6,12,12,0.4666666666666667
20201030,Bennie Thompson,Michael Guest,CA-12,13,12,0.375
20200921,Bennie Thompson,Michael Guest,NY-17,12,11,0.5
20201204,Bennie Thompson,Michael Guest,KS-1,12,11,0.42857142857142855
20201011,Bennie Thompson,Michael Guest,NY-26,12,12,0.4666666666666667
20200911,Brian Fitzpatrick,Mary Gay Scanlon,NY-8,13,11,0.4
20200907,Brian Fitzpatrick,Mary Gay Scanlon,ME-1,13,11,0.375
20201006,Brian Fitzpatrick,Mary Gay Scanlon,FL-6,14,12,0.2777777777777778
20201007,Brian Fitzpatrick,Mary Gay Scanlon,NY-2,16,12,0.2631578947368421
20201209,Brian Fitzpatrick,Mary Gay Scanlon,KY-6,11,11,0.5
20200905,Brian Fitzpatrick,Mary Gay Scanlon,TX-16,7,12,0.38461538461538464
20201213,Brian Fitzpatrick,Mary Gay Scanlon,NY-27,13,11,0.35294117647058826
20200909,Brian Fitzpatrick,Mary Gay Scanlon,NY-6,13,11,0.35714285714285715
20201229,Brian Fitzpatrick,Mary Gay Scanlon,PA-15,12,12,0.375
20201021,Brian Fitzpatrick,Mary Gay Scanlon,PA-4,12,11,0.42857142857142855
20201031,Donald McEachin,Denver Riggleman,WV-3,13,16,0.3157894736842105
20201113,Donald McEachin,Denver Riggleman,CA-13,11,18,0.25
20201123,Donald McEachin,Denver Riggleman,CA-18,12,14,0.2
20201122,Donald McEachin,Denver Riggleman,PA-7,12,13,0.2777777777777778
20200907,Donald McEachin,Denver Riggleman,DC-AT LARGE,12,13,0.35294117647058826
20200914,Donald McEachin,Denver Riggleman,AL-7,12,13,0.4
20201220,Donald McEachin,Denver Riggleman,CA-32,12,15,0.14285714285714285
