domain,cmpt_rank,is_home_district,counts
abc27.com,11.0,True,1
abc27.com,12.0,False,14
abc30.com,0.0,False,52
abc30.com,0.0,True,1
abc30.com,1.0,False,533
abc30.com,1.0,True,1
abc30.com,2.0,False,1727
abc30.com,2.0,True,3
abc30.com,3.0,False,3699
abc30.com,3.0,True,8
abc30.com,4.0,False,7791
abc30.com,4.0,True,19
abc30.com,5.0,False,8113
abc30.com,5.0,True,23
abc30.com,6.0,False,12592
abc30.com,6.0,True,28
abc30.com,7.0,False,15686
abc30.com,7.0,True,31
abc30.com,8.0,False,14120
abc30.com,8.0,True,35
abc30.com,9.0,False,7913
abc30.com,9.0,True,18
abc30.com,10.0,False,1603
abc30.com,10.0,True,3
abc30.com,11.0,False,317
abc30.com,12.0,False,62
abc30.com,12.0,True,1
abc30.com,13.0,False,1
abc3340.com,1.0,False,524
abc3340.com,2.0,False,38
abc3340.com,2.0,True,1
abc3340.com,3.0,False,4322
abc3340.com,3.0,True,9
abc3340.com,4.0,False,2824
abc3340.com,4.0,True,7
abc3340.com,5.0,False,8559
abc3340.com,5.0,True,17
abc3340.com,6.0,False,14736
abc3340.com,6.0,True,31
abc3340.com,7.0,False,3056
abc3340.com,7.0,True,12
abc3340.com,8.0,False,1308
abc3340.com,8.0,True,4
abc3340.com,9.0,False,107
abc3340.com,10.0,False,8
abc4.com,0.0,False,3
abc4.com,1.0,False,187
abc4.com,2.0,False,238
abc4.com,2.0,True,1
abc4.com,3.0,False,799
abc4.com,3.0,True,2
abc4.com,4.0,False,4658
abc4.com,4.0,True,6
abc4.com,5.0,False,3396
abc4.com,5.0,True,11
abc4.com,6.0,False,4285
abc4.com,6.0,True,12
abc4.com,7.0,False,1240
abc4.com,7.0,True,3
abc4.com,8.0,False,81
abc4.com,9.0,False,435
abc4.com,9.0,True,2
abc4.com,10.0,False,430
abc4.com,11.0,False,3
abc57.com,1.0,False,544
abc57.com,1.0,True,1
abc57.com,2.0,False,196
abc57.com,2.0,True,1
abc57.com,3.0,False,357
abc57.com,4.0,False,1297
abc57.com,4.0,True,5
abc57.com,5.0,False,5714
abc57.com,5.0,True,12
abc57.com,6.0,False,4151
abc57.com,6.0,True,12
abc57.com,7.0,False,3038
abc57.com,7.0,True,5
abc57.com,8.0,False,1164
abc57.com,8.0,True,3
abc57.com,9.0,False,1
abc57.com,10.0,False,10
abc57.com,11.0,False,51
abc6.com,1.0,False,2
abc6.com,2.0,False,7
abc6.com,3.0,False,1224
abc6.com,3.0,True,3
abc6.com,4.0,False,2704
abc6.com,4.0,True,3
abc6.com,5.0,False,8592
abc6.com,5.0,True,7
abc6.com,6.0,False,4281
abc6.com,6.0,True,13
abc6.com,7.0,False,1187
abc6.com,8.0,False,227
abc6.com,8.0,True,1
abc6onyourside.com,1.0,False,181
abc6onyourside.com,2.0,False,463
abc6onyourside.com,2.0,True,1
abc6onyourside.com,3.0,False,1491
abc6onyourside.com,3.0,True,4
abc6onyourside.com,4.0,False,2384
abc6onyourside.com,4.0,True,6
abc6onyourside.com,5.0,False,20200
abc6onyourside.com,5.0,True,40
abc6onyourside.com,6.0,False,20693
abc6onyourside.com,6.0,True,38
abc6onyourside.com,7.0,False,18702
abc6onyourside.com,7.0,True,50
abc6onyourside.com,8.0,False,4074
abc6onyourside.com,8.0,True,14
abc6onyourside.com,9.0,False,1265
abc6onyourside.com,9.0,True,1
abc6onyourside.com,10.0,False,641
abc6onyourside.com,10.0,True,1
abc6onyourside.com,11.0,False,135
abc6onyourside.com,12.0,False,57
abc6onyourside.com,13.0,False,6
abc7.com,1.0,False,93
abc7.com,1.0,True,1
abc7.com,2.0,False,96
abc7.com,3.0,False,1911
abc7.com,3.0,True,1
abc7.com,4.0,False,11612
abc7.com,4.0,True,28
abc7.com,5.0,False,6382
abc7.com,5.0,True,18
abc7.com,6.0,False,3040
abc7.com,6.0,True,8
abc7.com,7.0,False,4291
abc7.com,7.0,True,9
abc7.com,8.0,False,3797
abc7.com,8.0,True,7
abc7.com,9.0,False,857
abc7.com,9.0,True,3
abc7.com,10.0,False,185
abc7.com,11.0,False,5
abc7amarillo.com,2.0,False,10
abc7amarillo.com,4.0,False,3
abc7amarillo.com,6.0,False,402
abc7amarillo.com,6.0,True,1
abc7amarillo.com,7.0,False,367
abc7amarillo.com,7.0,True,1
abc7amarillo.com,8.0,False,409
abc7amarillo.com,8.0,True,1
abc7amarillo.com,9.0,False,50
abc7amarillo.com,10.0,False,2
abc7chicago.com,0.0,False,2353
abc7chicago.com,0.0,True,6
abc7chicago.com,1.0,False,1812
abc7chicago.com,1.0,True,4
abc7chicago.com,2.0,False,1770
abc7chicago.com,2.0,True,2
abc7chicago.com,3.0,False,2480
abc7chicago.com,3.0,True,6
abc7chicago.com,4.0,False,8975
abc7chicago.com,4.0,True,20
abc7chicago.com,5.0,False,14275
abc7chicago.com,5.0,True,38
abc7chicago.com,6.0,False,15745
abc7chicago.com,6.0,True,36
abc7chicago.com,7.0,False,6086
abc7chicago.com,7.0,True,15
abc7chicago.com,8.0,False,4346
abc7chicago.com,8.0,True,10
abc7chicago.com,9.0,False,5503
abc7chicago.com,9.0,True,14
abc7chicago.com,10.0,False,2084
abc7chicago.com,10.0,True,11
abc7chicago.com,11.0,False,1613
abc7chicago.com,11.0,True,10
abc7chicago.com,12.0,False,418
abc7chicago.com,13.0,False,11
abc7news.com,1.0,False,195
abc7news.com,2.0,False,41
abc7news.com,3.0,False,965
abc7news.com,3.0,True,6
abc7news.com,4.0,False,4565
abc7news.com,4.0,True,11
abc7news.com,5.0,False,13735
abc7news.com,5.0,True,32
abc7news.com,6.0,False,22296
abc7news.com,6.0,True,44
abc7news.com,7.0,False,20122
abc7news.com,7.0,True,29
abc7news.com,8.0,False,12195
abc7news.com,8.0,True,5
abc7news.com,9.0,False,1011
abc7news.com,9.0,True,2
abc7ny.com,0.0,False,1363
abc7ny.com,0.0,True,3
abc7ny.com,1.0,False,522
abc7ny.com,1.0,True,1
abc7ny.com,2.0,False,58
abc7ny.com,3.0,False,2417
abc7ny.com,3.0,True,7
abc7ny.com,4.0,False,12785
abc7ny.com,4.0,True,25
abc7ny.com,5.0,False,12721
abc7ny.com,5.0,True,30
abc7ny.com,6.0,False,5895
abc7ny.com,6.0,True,15
abc7ny.com,7.0,False,3458
abc7ny.com,7.0,True,7
abc7ny.com,8.0,False,3240
abc7ny.com,8.0,True,10
abc7ny.com,9.0,False,1727
abc7ny.com,9.0,True,3
abc7ny.com,10.0,False,1792
abc7ny.com,10.0,True,2
