domain,counts
twincities.com,20627
theappalachianonline.com,20608
ktul.com,20588
herald-dispatch.com,20580
legislativegazette.com,20577
caller.com,20553
stardem.com,20510
news5cleveland.com,20488
newsherald.com,20486
katc.com,20485
elpasotimes.com,20457
newspress.com,20444
starbeacon.com,20442
arklatexhomepage.com,20436
blackenterprise.com,20401
palazzoforcongress.com,20374
spokanepublicradio.org,20325
lacrossetribune.com,20271
cdispatch.com,20269
wbng.com,20243
wickedlocal.com,20222
houmatoday.com,20222
thefoothillsfocus.com,20138
state.gov,20108
californiaglobe.com,20095
peoriapublicradio.org,20040
oswegocountynewsnow.com,20023
floridadaily.com,19985
fox28media.com,19974
americanbazaaronline.com,19973
thesubtimes.com,19945
wkuherald.com,19926
athensreview.com,19922
sanluisobispo.com,19914
salemnews.com,19910
milwaukeenns.org,19908
nadignewspapers.com,19884
thebulletin.org,19882
wnep.com,19803
defenseone.com,19776
peninsuladailynews.com,19776
wymt.com,19765
limaohio.com,19752
northcoastjournal.com,19726
mcclatchydc.com,19704
ktre.com,19703
whio.com,19672
wwlp.com,19659
lex18.com,19652
bankinfosecurity.com,19634
vanityfair.com,19528
mankatofreepress.com,19508
wrvo.org,19488
6abc.com,19458
fox4kc.com,19451
wxyz.com,19446
kdrv.com,19441
wtvr.com,19436
kuer.org,19424
wtae.com,19421
johnsoncitypress.com,19369
knoxnews.com,19320
kenoshanews.com,19303
ktla.com,19269
executivegov.com,19223
tucsonweekly.com,19217
news3lv.com,19162
independenttribune.com,19126
kutv.com,19118
brookings.edu,19103
ecowatch.com,19048
clermontsun.com,19030
savannahnow.com,19006
americustimesrecorder.com,18994
richmondregister.com,18922
laist.com,18917
neworleanscitybusiness.com,18868
dallasweekly.com,18825
westernmassnews.com,18814
newsmax.com,18701
babinforcongress.com,18683
gmu.edu,18672
abc6.com,18655
bentoneveningnews.com,18619
stltoday.com,18615
wfpl.org,18557
columbiabasinherald.com,18556
hotsr.com,18525
airforcemag.com,18507
wlns.com,18485
calaverasenterprise.com,18411
jerrymcnerney.org,18409
wpta21.com,18393
goupstate.com,18364
whnt.com,18327
sentinelsource.com,18319
theoaklandpress.com,18268
nhregister.com,18233
koat.com,18185
businesswire.com,18180
scstatehouse.gov,18171
westsiderag.com,18148
newyorkcountypolitics.com,18126
blabbermouth.net,18119
fredericksburg.com,18090
c4isrnet.com,18085
elkintribune.com,18080
weartv.com,18076
centralmaine.com,18054
theislandnow.com,18034
wowt.com,18001
good.is,17987
whmi.com,17969
timesonline.com,17942
theappeal.org,17918
billingsgazette.com,17917
prospect.org,17915
rbr.com,17913
wwltv.com,17896
wgme.com,17846
providencejournal.com,17844
law.com,17810
theledger.com,17776
newsadvance.com,17758
redding.com,17748
bbc.co.uk,17721
decaturish.com,17699
redbluffdailynews.com,17696
wbiw.com,17666
thelog.com,17608
thealpenanews.com,17576
publicradiotulsa.org,17538
winchesterstar.com,17517
actionnewsnow.com,17504
sylviaforcongress.com,17448
bakersfieldnow.com,17366
sctimes.com,17365
12newsnow.com,17349
valdostadailytimes.com,17304
myflorida.com,17290
thinkadvisor.com,17234
wtma.com,17196
examiner-enterprise.com,17167
albiosiresnj.com,17133
cbs4local.com,17107
presstelegram.com,17080
sj-r.com,17078
fwbusiness.com,17068
kycir.org,17059
channel3000.com,17052
foodsafetynews.com,17035
nvdaily.com,17003
duboiscountyherald.com,17001
insideedition.com,16988
theskanner.com,16962
njbmagazine.com,16958
kvia.com,16952
businessinsider.in,16943
mypanhandle.com,16941
thenewsjournal.net,16901
knau.org,16895
abcnewsradioonline.com,16891
coalvalleynews.com,16887
publicintegrity.org,16885
highlandnews.net,16883
riverbender.com,16857
wral.com,16846
globenewswire.com,16813
abccolumbia.com,16811
bigcountryhomepage.com,16744
weny.com,16725
nbc4i.com,16679
salemmedia.com,16657
pymnts.com,16644
tsln.com,16621
yakimaherald.com,16613
wnem.com,16609
capitolfax.com,16585
wsiu.org,16578
eastcountytoday.net,16577
mydallaspost.com,16566
stgeorgeutah.com,16564
abc57.com,16562
ddtonline.com,16542
wsoctv.com,16538
wnewsj.com,16473
newson6.com,16465
enr.com,16445
wfla.com,16418
portsmouth-dailytimes.com,16410
wabi.tv,16357
redriverradio.org,16349
kpvi.com,16326
kcrw.com,16265
kobi5.com,16194
yadkinripple.com,16183
seacoastonline.com,16174
fox29.com,16171
arktimes.com,16082
chippewa.com,16053
oc-breeze.com,16021
ksdk.com,15993
cbs46.com,15976
lansingstatejournal.com,15974
beaumontenterprise.com,15965
ksl.com,15955
yourerie.com,15931
ksnblocal4.com,15837
ualrpublicradio.org,15836
thehistorymakers.org,15836
dailylocal.com,15831
abc4.com,15792
cbs42.com,15790
newswest9.com,15765
texomashomepage.com,15682
democratherald.com,15682
mississippitoday.org,15659
americansecuritynews.com,15646
cnet.com,15639
bannergraphic.com,15638
local21news.com,15622
mtpr.org,15617
wapt.com,15616
northwestgeorgianews.com,15610
riponsociety.org,15607
kxxv.com,15588
wpxi.com,15559
kare11.com,15539
mckinleypark.news,15538
jacksonprogress-argus.com,15537
sanclementetimes.com,15523
wpbf.com,15518
kmvt.com,15516
fox35orlando.com,15514
suncommunitynews.com,15508
reflector-online.com,15480
mediaite.com,15437
norwalkreflector.com,15367
dallasobserver.com,15357
postbulletin.com,15339
fortmorgantimes.com,15331
romesentinel.com,15326
chicagobusiness.com,15299
bendbulletin.com,15298
localsyr.com,15279
metsmerizedonline.com,15271
whec.com,15239
suburbanchicagoland.com,15189
wdio.com,15118
msspalert.com,15053
upnorthlive.com,15037
azcapitoltimes.com,15028
uppermichiganssource.com,14985
rochestercitynewspaper.com,14970
keloland.com,14893
theintelligencer.com,14880
boulevardsentinel.com,14863
wxow.com,14860
ultimateclassicrock.com,14853
reelectnydiavelazquez.com,14833
klcjournal.com,14823
inforum.com,14816
patersontimes.com,14815
loudounnow.com,14814
losangelesblade.com,14778
nctv17.com,14774
nbcwashington.com,14763
woay.com,14738
upmatters.com,14734
njherald.com,14720
adirondackdailyenterprise.com,14716
indiatimes.com,14648
hawaiipublicradio.org,14642
fingerlakes1.com,14627
alestlelive.com,14599
huntingdondailynews.com,14509
thehour.com,14508
abc11.com,14481
thestranger.com,14431
scitechdaily.com,14382
wmfe.org,14381
cnycentral.com,14376
4029tv.com,14373
whig.com,14339
evesun.com,14336
kneb.com,14300
fox28spokane.com,14285
ncnewsonline.com,14229
krocnews.com,14201
krgv.com,14190
wtsp.com,14184
ilga.gov,14161
dailymemphian.com,14138
kten.com,14131
wjhl.com,14104
chicagocrusader.com,14075
gpb.org,14052
myhighplains.com,14044
fox23.com,14038
news-leader.com,13961
tri-cityherald.com,13956
hamlethub.com,13915
saturdaydownsouth.com,13889
indianapolisrecorder.com,13865
mercurynews.com,13859
knpr.org,13853
wnpr.org,13845
hudsonvalley360.com,13842
lagrangenews.com,13827
theeastsiderla.com,13816
klfy.com,13795
jpost.com,13793
wkms.org,13780
theunion.com,13768
bisnow.com,13737
sfreporter.com,13725
mywebtimes.com,13725
huffpost.com,13719
kttn.com,13713
borderreport.com,13703
wizmnews.com,13684
wbal.com,13663
dayton247now.com,13632
jdsupra.com,13606
kcur.org,13606
ktvh.com,13571
khon2.com,13566
beauregarddailynews.net,13546
wuwm.com,13523
vnews.com,13517
neusenews.com,13514
wsha.org,13509
lagunabeachindy.com,13489
fox21online.com,13486
metrotimes.com,13482
newsbug.info,13480
wafb.com,13476
tucsonsentinel.com,13465
meadvilletribune.com,13415
thecourierexpress.com,13395
tdn.com,13394
kark.com,13379
thespectrum.com,13337
kansaspublicradio.org,13337
keywiki.org,13316
msbluestrail.org,13312
gothamist.com,13301
msbusiness.com,13299
wbrz.com,13295
autonews.com,13290
thecoastnews.com,13280
counton2.com,13218
taskandpurpose.com,13206
obxtoday.com,13194
kold.com,13128
ksby.com,13108
dailystarjournal.com,13080
chamberbusinessnews.com,13061
kslegislature.org,13057
telluridenews.com,13054
mcdonoughvoice.com,13029
recorder.com,13017
thepilotnews.com,13010
wdrb.com,12999
paultonko.net,12995
theverge.com,12980
sheboyganpress.com,12963
montereyherald.com,12956
myhfa.org,12941
ptleader.com,12933
santamariatimes.com,12926
q13fox.com,12908
milb.com,12904
timestelegram.com,12875
arrl.org,12840
northcountrypublicradio.org,12799
ktnv.com,12793
hollywoodreporter.com,12787
myradiolink.com,12761
pressrepublican.com,12756
state.mn.us,12709
mauinow.com,12662
thesouthern.com,12656
thepostsearchlight.com,12639
mashable.com,12638
wcsjnews.com,12627
nbcpalmsprings.com,12612
kristv.com,12606
highlandscurrent.org,12581
recordernews.com,12564
lancasterfarming.com,12552
mymotherlode.com,12541
thedialog.org,12515
fortbendstar.com,12492
postindependent.com,12491
teenvogue.com,12490
nonpareilonline.com,12478
southeastagnet.com,12477
si.com,12460
elpasoinc.com,12452
qgazette.com,12425
hometownstations.com,12409
coindesk.com,12388
crainscleveland.com,12323
emporiagazette.com,12301
commonwealthmagazine.org,12299
ajot.com,12264
wgntv.com,12211
buckscountycouriertimes.com,12210
news4sanantonio.com,12204
capenews.net,12202
eastidahonews.com,12164
businessjournaldaily.com,12140
thedenverchannel.com,12139
robesonian.com,12137
recorderonline.com,12116
themaneater.com,12100
thepostathens.com,12097
alanlowenthal.com,12082
advantagenews.com,12081
miamitimesonline.com,12048
eacourier.com,12009
crosscut.com,12009
wlox.com,11977
nsjonline.com,11970
stateofreform.com,11958
butlerradio.com,11954
warwickpost.com,11943
commondreams.org,11938
dailybreeze.com,11927
fredericknewspost.com,11892
news-journalonline.com,11890
myfox8.com,11876
thereflector.com,11835
andybiggs.com,11803
happi.com,11772
wydaily.com,11772
bringmethenews.com,11718
columbiatribune.com,11718
lakeconews.com,11682
njtvonline.org,11662
fox8live.com,11654
amny.com,11633
mainebiz.biz,11628
gainesvilletimes.com,11612
conchovalleyhomepage.com,11519
dodgerblue.com,11430
jfklibrary.org,11377
knsiradio.com,11337
dentonrc.com,11337
worldhealth.net,11335
telegraphherald.com,11331
wextonforstatesenate.com,11321
nevadacurrent.com,11312
morristowngreen.com,11303
13abc.com,11276
kmjnow.com,11270
wgmd.com,11253
al-monitor.com,11222
globegazette.com,11219
wgnradio.com,11202
waltontribune.com,11195
easttexasmatters.com,11191
wtol.com,11188
fox16.com,11184
newstimes.com,11180
michigandaily.com,11171
journalinquirer.com,11166
goodmorningamerica.com,11152
wtov9.com,11148
krwg.org,11145
springfieldnewssun.com,11123
kadn.com,11112
loudersound.com,11077
ktiv.com,11055
riverheadlocal.com,11048
kingscountypolitics.com,11007
pasadenaweekly.com,11002
tiftongazette.com,10994
angelusnews.com,10984
timescall.com,10980
newspressnow.com,10979
wane.com,10962
butlereagle.com,10956
brownfieldagnews.com,10924
conwaydailysun.com,10899
alexandriagazette.com,10866
iowastartingline.com,10829
normatorres.com,10812
progress-index.com,10805
wkrg.com,10781
oaoa.com,10772
ellwoodcityledger.com,10772
10news.com,10770
nwfdailynews.com,10766
swvatoday.com,10759
week.com,10749
wortfm.org,10719
observer-reporter.com,10717
newsindiatimes.com,10713
voiceofoc.org,10702
wearegreenbay.com,10690
cbs6albany.com,10600
farmingdale-observer.com,10600
bluevirginia.us,10591
legion.org,10573
columbia.edu,10571
mrt.com,10562
wreg.com,10561
levittownnow.com,10560
longbeach.gov,10537
cornellsun.com,10531
hpenews.com,10527
olsonforcongress.com,10527
newhavenindependent.org,10514
nbcmontana.com,10493
bioworld.com,10484
krmg.com,10467
wcfcourier.com,10465
news10.com,10463
cointelegraph.com,10463
ktsa.com,10457
fox7austin.com,10454
401kspecialistmag.com,10452
idahostatesman.com,10451
peoriatimes.com,10451
bkreader.com,10437
msmagazine.com,10429
racinecountyeye.com,10427
theonefeather.com,10400
sanjoseinside.com,10389
danapointtimes.com,10363
hospicenews.com,10362
pnj.com,10350
wgcu.org,10294
wosu.org,10269
wvva.com,10239
ourcampaigns.com,10224
marylandreporter.com,10171
framinghamsource.com,10146
floridainsider.com,10142
mycentraloregon.com,10136
dodgersnation.com,10120
salamancapress.com,10118
wdsu.com,10102
visaliatimesdelta.com,10076
democracynow.org,10067
kdvr.com,10066
fox5dc.com,10055
timesreview.com,10055
fiercehealthcare.com,10033
berthoudsurveyor.com,10030
wakeweekly.com,10028
dominionpost.com,10023
californiahealthline.org,10003
alaskapublic.org,10001
outandaboutnashville.com,9993
saratogian.com,9970
wfmd.com,9966
marcykaptur.com,9963
globaljournalist.org,9907
altoday.com,9902
religionnews.com,9867
farmers-exchange.net,9853
texasinsider.org,9836
birminghamtimes.com,9826
thejewishnews.com,9742
kmuw.org,9742
wkow.com,9742
stevekingphoto.com,9686
rotoworld.com,9683
morningstar.com,9681
paloaltoonline.com,9677
dailyregister.com,9674
wlrn.org,9669
times-standard.com,9609
whyy.org,9606
whbl.com,9604
wicz.com,9597
astoriapost.com,9592
scientificamerican.com,9592
wboc.com,9589
glendalestar.com,9589
hockey-reference.com,9584
morrowcountysentinel.com,9583
srnonline.com,9580
whistleblower.org,9558
myveronanj.com,9556
ainonline.com,9526
kwtx.com,9522
bondbuyer.com,9520
kfiz.com,9520
chinookobserver.com,9518
navytimes.com,9482
thecrimson.com,9473
neshobademocrat.com,9466
americansecurityproject.org,9458
wmbfnews.com,9444
effinghamherald.net,9443
alaina2020.com,9414
timesofisrael.com,9412
komonews.com,9403
wsbt.com,9396
pressconnects.com,9393
academyhealth.org,9368
kgun9.com,9353
pikecountygeorgia.com,9347
esquire.com,9338
temple-news.com,9331
redlands.edu,9330
bonnersferryherald.com,9312
theadvertiser.com,9308
woodtv.com,9297
greatfallstribune.com,9293
talkbusiness.net,9293
nny360.com,9246
turnto23.com,9216
kplctv.com,9210
kcci.com,9207
yoursun.com,9190
wgal.com,9178
wsfa.com,9173
producebluebook.com,9161
rrstar.com,9156
ultimate-guitar.com,9152
swtimes.com,9150
wschronicle.com,9140
kokomotribune.com,9137
pjstar.com,9128
callnewspapers.com,9127
accountingtoday.com,9122
american.edu,9095
norfolkdailynews.com,9076
eastbaytimes.com,9069
wwmt.com,9068
heritage.org,9065
azdailysun.com,9048
wjtv.com,9039
dailyemerald.com,9033
risingapple.com,9032
record-bee.com,9015
83degreesmedia.com,8998
nashvillepost.com,8970
pagesix.com,8965
news-journal.com,8942
citizenscount.org,8932
kvrr.com,8917
apa.org,8911
fcnp.com,8899
wfsu.org,8879
essence.com,8857
brainerddispatch.com,8790
kfoxtv.com,8762
citizen-times.com,8752
newsitem.com,8747
wvlt.tv,8743
elonnewsnetwork.com,8743
kendrahornforcongress.com,8724
newswatchman.com,8723
spokesman-recorder.com,8719
martinsvillebulletin.com,8713
northcentralpa.com,8710
columbustelegram.com,8708
kivitv.com,8703
kron4.com,8698
cbsaustin.com,8688
hannapub.com,8679
theperrynews.com,8677
wsaw.com,8668
thefederalist.com,8660
fox34.com,8648
tpr.org,8647
yaktrinews.com,8570
observertoday.com,8544
missoulian.com,8536
lagniappemobile.com,8510
farmprogress.com,8479
timesrecordnews.com,8476
leoweekly.com,8455
wdtv.com,8446
dailyiowan.com,8442
wbez.org,8430
wksu.org,8394
mtdemocrat.com,8381
wspa.com,8380
wweek.com,8373
pri.org,8357
waterwaysjournal.net,8344
lockportjournal.com,8341
ndtv.com,8332
napavalleyregister.com,8310
waow.com,8307
centredaily.com,8298
livingstonparishnews.com,8289
fox43.com,8287
csmonitor.com,8284
houstonpress.com,8284
davisvanguard.org,8283
wjla.com,8280
kvor.com,8264
mycentraljersey.com,8251
stormlakepilottribune.com,8251
realclearpolitics.com,8229
wjbc.com,8198
lcsun-news.com,8190
medcitybeat.com,8181
wnyt.com,8161
colorlines.com,8155
nbcphiladelphia.com,8148
delawareonline.com,8124
bellevueheraldleader.com,8117
mvprogress.com,8114
13wmaz.com,8109
bustle.com,8089
harvard.edu,8088
womeninwisconsin.org,8065
capecodtimes.com,8038
emporiaindependentmessenger.com,8029
starnewsonline.com,8017
hayspost.com,8015
illinoisnewsroom.org,7996
fox47.com,7995
onlinemadison.com,7982
weedmaps.com,7950
mercedsunstar.com,7936
hppr.org,7906
kfor.com,7899
news-expressky.com,7861
kake.com,7859
revealnews.org,7855
theintelligencer.net,7847
thereporteronline.net,7846
bdtonline.com,7846
smudailycampus.com,7846
susandavisforcongress.com,7845
kendallcountynow.com,7839
restaurantbusinessonline.com,7838
texasstandard.org,7829
nativenewsonline.net,7814
bluemountaineagle.com,7813
wearethemighty.com,7805
appeal-democrat.com,7797
wthr.com,7784
thoroughbreddailynews.com,7778
hngnews.com,7776
cfr.org,7770
hastingstribune.com,7756
wzzm13.com,7752
islandpacket.com,7752
vicksburgpost.com,7742
dnews.com,7721
kfvs12.com,7719
koin.com,7714
wesa.fm,7707
tristatehomepage.com,7706
pressregister.com,7688
haaretz.com,7665
newtimesslo.com,7661
intpolicydigest.org,7658
cw39.com,7596
wemu.org,7590
louisianaweekly.com,7548
vindy.com,7525
fox5vegas.com,7515
utexas.edu,7514
wcyb.com,7488
middleeasteye.net,7472
hoiabc.com,7465
sdxcentral.com,7439
milwaukeecourieronline.com,7435
heraldpalladium.com,7430
bgdailynews.com,7424
interlochenpublicradio.org,7420
dailylobo.com,7413
floridapoliticalreview.com,7412
fleetowner.com,7412
qcherald.com,7412
grandhaventribune.com,7411
shrm.org,7411
greenwichfreepress.com,7395
wrbl.com,7383
wvnews.com,7360
vaildaily.com,7353
dl-online.com,7343
indepthnh.org,7338
lakepowellchronicle.com,7333
theworldlink.com,7328
sanpetemessenger.com,7318
deadline.com,7314
6amcity.com,7304
givegreen.com,7299
tbreporter.com,7293
theava.com,7254
fox5sandiego.com,7242
upi.com,7236
mohavedailynews.com,7229
beatricedailysun.com,7222
utahpolicy.com,7205
usni.org,7178
henricocitizen.com,7170
klkntv.com,7128
roi-nj.com,7113
kptv.com,7112
cannabiswire.com,7101
kmph.com,7073
mailtribune.com,7067
wandtv.com,7058
dailyastorian.com,7041
newrepublic.com,7034
postsouth.com,7020
rcfp.org,7005
nbc24.com,7002
airforcetimes.com,6995
kimt.com,6977
thebaynet.com,6977
thefiscaltimes.com,6976
oxfordobserver.org,6976
borderzine.com,6976
eagleobserver.com,6976
point72.com,6975
baystatebanner.com,6974
ricentral.com,6969
kosu.org,6959
stewartforutah.com,6955
troymessenger.com,6947
marshallindependent.com,6936
tmz.com,6934
knoe.com,6888
kearneyhub.com,6876
dkdcongress.com,6875
independentnews.com,6875
atlanticcouncil.org,6856
soapboxmedia.com,6846
troyrecord.com,6844
agriculture.com,6840
flushingpost.com,6832
thelens.news,6825
dailyvoice.com,6821
myarklamiss.com,6814
localmemphis.com,6810
newschannel5.com,6799
southernmarylandchronicle.com,6798
theitem.com,6796
drloisfrankel.com,6781
wbaa.org,6753
itemonline.com,6740
tmj4.com,6739
daily-tribune.com,6728
cbs12.com,6724
dothaneagle.com,6722
lompocrecord.com,6711
cohenforcongress.com,6709
navajotimes.com,6695
courierpostonline.com,6694
mjbizdaily.com,6689
libertyfund.org,6683
insider.com,6675
caribbeanlifenews.com,6618
kulr8.com,6617
wsaz.com,6609
poconorecord.com,6598
wagmtv.com,6597
wvxu.org,6594
nationalfisherman.com,6586
klamathfallsnews.org,6567
kentuckynewera.com,6554
fontanaheraldnews.com,6548
registercitizen.com,6548
bigcountrynewsconnection.com,6544
oprahmag.com,6541
santacruzsentinel.com,6540
proactiveinvestors.com,6540
thebrightonblade.com,6540
wahpetondailynews.com,6539
columbiadailyherald.com,6539
oudaily.com,6539
oakridger.com,6539
dailysentinel.com,6508
tnhdigital.com,6499
tulsi2020.com,6498
travelpulse.com,6490
metro.us,6479
wkar.org,6470
daily-chronicle.com,6444
ge.com,6439
villagesoup.com,6434
techcrunch.com,6429
thecapitolist.com,6426
agrinews-pubs.com,6418
cumberlink.com,6412
qconline.com,6409
pressandguide.com,6391
rtoinsider.com,6371
ksat.com,6369
mynbc5.com,6354
valleycentral.com,6354
cowboystatedaily.com,6349
danvillesanramon.com,6344
walls102.com,6344
coloradoan.com,6341
kval.com,6333
kcentv.com,6324
genomeweb.com,6322
registerguard.com,6321
altoonamirror.com,6316
americanindependent.com,6299
nmindepth.com,6231
wivb.com,6228
thereporter.com,6209
agnetwest.com,6207
elle.com,6200
csis.org,6177
41nbc.com,6171
nujournal.com,6161
wmnf.org,6158
wjcl.com,6153
padailypost.com,6133
jacksonville.com,6132
leavenworthtimes.com,6113
fremonttribune.com,6108
iolaregister.com,6106
coastalobserver.com,6104
nbc16.com,6104
mpamag.com,6104
usf.edu,6103
dailytoreador.com,6102
southwhidbeyrecord.com,6102
putnamcountyrecord.com,6101
morgancountycitizen.com,6096
mariettatimes.com,6093
morningjournal.com,6090
thecollegepost.com,6084
crainsdetroit.com,6084
freightwaves.com,6082
clubindustry.com,6081
wvik.org,6079
wrde.com,6078
dsnews.com,6078
fox42kptm.com,6076
insideclimatenews.org,6075
wisfarmer.com,6072
gothamgazette.com,6058
carsonnow.org,6045
republicanwhip.gov,6041
wilsontimes.com,6037
foxlexington.com,6022
ksla.com,6016
independent.com,6007
thenews.org,5991
eunicetoday.com,5988
compass.com,5973
flintside.com,5971
hartfordbusiness.com,5969
ellsworthamerican.com,5967
madisonvillemeteor.com,5966
uschamber.com,5953
wpsu.org,5952
theorion.com,5931
argusleader.com,5923
supremecourt.gov,5906
dailydemocrat.com,5905
henryherald.com,5896
hindustantimes.com,5879
ohiostatehouse.org,5849
greekreporter.com,5838
wlky.com,5822
cbs19.tv,5808
historyvshollywood.com,5807
fauquier.com,5804
newtownbee.com,5800
nashuatelegraph.com,5800
wusa9.com,5793
lobbytools.com,5784
therivernewsroom.com,5740
michigansthumb.com,5737
arlnow.com,5723
theepochtimes.com,5721
ourquadcities.com,5706
hometownlife.com,5692
blockislandtimes.com,5679
boxrec.com,5676
siouxlandnews.com,5672
959watd.com,5668
byu.edu,5668
healthleadersmedia.com,5668
bizwest.com,5668
whas11.com,5668
wuky.org,5667
salina.com,5665
travelweekly.com,5660
foxbaltimore.com,5646
registerherald.com,5637
knkx.org,5634
prevention.com,5630
filemonvelaforcongress.com,5629
wired.com,5601
miningjournal.net,5597
dailynorthwestern.com,5597
lohud.com,5585
smdailyjournal.com,5573
wltx.com,5570
sentinel-standard.com,5558
thewrap.com,5554
cannabissciencetech.com,5547
peterwelchsgym.com,5515
therepublic.com,5511
insightnews.com,5507
akronnewsreporter.com,5506
ktsm.com,5467
grandforksherald.com,5453
wilx.com,5439
fullertonobserver.com,5429
raps.org,5425
boston25news.com,5417
kion546.com,5413
thehawkeye.com,5409
ksbw.com,5409
middlemarketgrowth.org,5408
realtor.com,5355
darientimes.com,5352
miaminewtimes.com,5329
timesrepublican.com,5325
aikenstandard.com,5317
kcchronicle.com,5315
greenvillebusinessmag.com,5303
therealdeal.com,5301
wbsm.com,5300
the74million.org,5272
duncanbanner.com,5268
ourpublicservice.org,5268
planadviser.com,5265
localnewsdigital.com,5265
westvalleyview.com,5251
stargazette.com,5249
the-leader.com,5246
eagletimes.com,5244
jewishjournal.com,5234
standard-journal.com,5233
insurancejournal.com,5232
wrn.com,5232
abc23.com,5231
phillytrib.com,5220
keweenawreport.com,5217
beefmagazine.com,5209
eastvillagemagazine.org,5202
winonadailynews.com,5201
cvilletomorrow.org,5197
nih.gov,5192
variety.com,5179
gregwalden.com,5159
pasadenanow.com,5134
southernminn.com,5129
nbcrightnow.com,5126
staugustine.com,5125
onlineathens.com,5117
wctv.tv,5114
annistonstar.com,5108
pgatour.com,5105
roe4congress.com,5073
vanderbilt.edu,5063
villeplattetoday.com,5058
fox11online.com,5047
capjournal.com,5025
armradio.am,5013
vogue.com,5007
mahoningmatters.com,4992
berkeley.edu,4989
kjas.com,4970
koaa.com,4969
hjnews.com,4948
fivethirtyeight.com,4946
sensenbrenner.org,4939
wkok.com,4935
bet.com,4931
irishcentral.com,4930
ecori.org,4927
thcnet.com,4908
snopes.com,4890
ntd.com,4883
zanesvilletimesrecorder.com,4882
advocateanddemocrat.com,4867
wvtm13.com,4858
eastoregonian.com,4854
sungazette.com,4847
thedispatch.com,4845
wowktv.com,4842
rocketcitynow.com,4797
thecolgatemaroonnews.com,4796
jacksonnewspapers.com,4796
paris-express.com,4796
dailynexus.com,4796
triplicate.com,4796
potomaclocal.com,4795
mltnews.com,4795
gadsdentimes.com,4795
poughkeepsiejournal.com,4791
tribuneledgernews.com,4790
peninsulapress.com,4782
sharonherald.com,4780
thisweeknews.com,4779
wtva.com,4774
basketball-reference.com,4771
williamsonherald.com,4767
barnstablepatriot.com,4767
14news.com,4765
tiogapublishing.com,4737
borgenmagazine.com,4732
benniethompson.com,4729
summitdaily.com,4728
alexandrialivingmagazine.com,4720
businessinsider.com.au,4694
stategazette.com,4692
depauliaonline.com,4672
localdvm.com,4670
austindailyherald.com,4659
saratogatodaynewspaper.com,4646
chagrinvalleytoday.com,4603
uab.edu,4592
bradfordera.com,4582
benzinga.com,4582
ksnt.com,4581
theathletic.com,4576
billypenn.com,4574
bedfordnow.com,4569
abovethelaw.com,4540
record-courier.com,4519
alternet.org,4513
moultonadvertiser.com,4503
wahoo-ashland-waverly.com,4493
delawarepublic.org,4477
redlandsdailyfacts.com,4476
bristowbeat.com,4476
allongeorgia.com,4470
kqennewsradio.com,4468
ashepostandtimes.com,4466
macombdaily.com,4461
iecn.com,4460
defensedaily.com,4452
progressive.org,4449
cu-citizenaccess.org,4448
abajournal.com,4445
ncr-iran.org,4442
emorywheel.com,4437
tunein.com,4436
yale.edu,4433
jeffduncan.com,4430
theringer.com,4426
greekcitytimes.com,4420
actiac.org,4377
myjournalcourier.com,4376
kjzz.com,4372
newburyportnews.com,4368
wyandottedaily.com,4360
arkansasbusiness.com,4360
guampdn.com,4359
badgerherald.com,4359
baytownsun.com,4359
rochesterbeacon.com,4358
coloradohometownweekly.com,4357
independentri.com,4353
therecordherald.com,4349
wrex.com,4342
thecolumbiapress.com,4340
bigeasymagazine.com,4336
trentonian.com,4330
sahanjournal.com,4329
krsl.com,4327
brooklynpaper.com,4316
cbs3duluth.com,4309
dailyenergyinsider.com,4298
ldnews.com,4297
pghcitypaper.com,4296
masstransitmag.com,4290
mooresvilletribune.com,4287
leesvilledailyleader.com,4284
completecolorado.com,4282
crowrivermedia.com,4282
cheathamcountyexchange.com,4269
federaltimes.com,4265
wcti12.com,4251
lubbockonline.com,4249
themercury.com,4243
sciencemag.org,4238
dotnews.com,4238
sidneyherald.com,4234
montanafreepress.org,4230
abc10up.com,4229
tnledger.com,4226
crainsnewyork.com,4215
newscenter1.tv,4214
gravesforcongress.org,4203
losaltosonline.com,4190
sheltonherald.com,4180
thecrimereport.org,4173
eaglenewsonline.com,4163
nbc-2.com,4158
pledgetimes.com,4153
sanduskyregister.com,4148
cbs2iowa.com,4147
sauconsource.com,4146
voiceofalexandria.com,4134
pennbizreport.com,4127
beloitdailynews.com,4118
kens5.com,4105
wtvbam.com,4101
barrons.com,4089
ncwlife.com,4087
newtondailynews.com,4081
vermontbiz.com,4071
darkdaily.com,4066
barbaraleefoundation.org,4057
lawandcrime.com,4053
delmarvanow.com,4047
revolt.tv,4045
architecturaldigest.com,4032
gardencity-life.com,4022
artstation.com,4022
cantonrep.com,4015
riverjournalonline.com,4009
orlandoweekly.com,3969
greenevillesun.com,3954
ktvq.com,3940
comicsands.com,3933
monroenews.com,3929
vpr.org,3928
gantdaily.com,3924
newser.com,3924
ggwash.org,3924
ganjapreneur.com,3924
educationdive.com,3924
duqsm.com,3924
delgazette.com,3924
macon.com,3924
foodtank.com,3923
nwnewsnetwork.org,3922
journal-topics.com,3921
wect.com,3920
ebony.com,3908
niagara-gazette.com,3908
telegram.com,3893
capradio.org,3891
shorefrontnews.com,3880
thenewsenterprise.com,3879
kvoe.com,3876
healio.com,3869
wdef.com,3866
jconline.com,3858
