domain,party,serp_rank,counts
1011now.com,Democrat,6.0,401
1011now.com,Democrat,7.0,808
1011now.com,Democrat,8.0,1235
1011now.com,Democrat,9.0,1747
1011now.com,Democrat,10.0,416
1011now.com,Democrat,11.0,743
1011now.com,Democrat,12.0,17
1011now.com,Democrat,14.0,13
1011now.com,Democrat,17.0,2
1011now.com,Democrat,18.0,4
1011now.com,Democrat,19.0,5
1011now.com,Democrat,20.0,1
1011now.com,Republican,2.0,2
1011now.com,Republican,3.0,13
1011now.com,Republican,4.0,1200
1011now.com,Republican,5.0,6521
1011now.com,Republican,6.0,16486
1011now.com,Republican,7.0,11200
1011now.com,Republican,8.0,19043
1011now.com,Republican,9.0,3819
1011now.com,Republican,10.0,5294
1011now.com,Republican,11.0,4490
1011now.com,Republican,12.0,3097
1011now.com,Republican,13.0,2779
1011now.com,Republican,14.0,1275
1011now.com,Republican,15.0,797
1011now.com,Republican,16.0,929
1011now.com,Republican,17.0,464
1011now.com,Republican,18.0,236
1011now.com,Republican,19.0,379
1011now.com,Republican,20.0,20
1011now.com,Republican,21.0,554
1011now.com,Republican,22.0,257
1011now.com,Republican,23.0,10
1011now.com,Republican,24.0,44
1011now.com,Republican,25.0,338
1011now.com,Republican,26.0,46
1011now.com,Republican,27.0,42
1011now.com,Republican,28.0,18
1011now.com,Republican,29.0,96
10news.com,Democrat,3.0,433
10news.com,Democrat,4.0,5
10news.com,Democrat,5.0,728
10news.com,Democrat,6.0,538
10news.com,Democrat,7.0,7
10news.com,Democrat,8.0,427
10news.com,Democrat,9.0,14
10news.com,Democrat,10.0,2935
10news.com,Democrat,11.0,3599
10news.com,Democrat,12.0,527
10news.com,Democrat,13.0,1157
10news.com,Democrat,14.0,263
10news.com,Democrat,15.0,105
10news.com,Democrat,16.0,20
10news.com,Democrat,17.0,12
10tv.com,Democrat,1.0,872
10tv.com,Democrat,2.0,435
10tv.com,Democrat,3.0,1
10tv.com,Democrat,5.0,412
10tv.com,Democrat,6.0,746
10tv.com,Democrat,7.0,12
10tv.com,Democrat,8.0,938
10tv.com,Democrat,9.0,2021
10tv.com,Democrat,10.0,3042
10tv.com,Democrat,11.0,2319
10tv.com,Democrat,12.0,4499
10tv.com,Democrat,13.0,1117
10tv.com,Democrat,14.0,1372
10tv.com,Democrat,15.0,1187
10tv.com,Democrat,16.0,545
10tv.com,Democrat,17.0,1559
10tv.com,Democrat,18.0,1346
10tv.com,Democrat,19.0,51
10tv.com,Democrat,20.0,21
10tv.com,Democrat,21.0,15
10tv.com,Democrat,22.0,2
10tv.com,Democrat,24.0,1
10tv.com,Republican,4.0,2
10tv.com,Republican,5.0,367
10tv.com,Republican,6.0,980
10tv.com,Republican,7.0,1764
10tv.com,Republican,8.0,306
10tv.com,Republican,9.0,5906
10tv.com,Republican,10.0,5673
10tv.com,Republican,11.0,622
10tv.com,Republican,12.0,454
10tv.com,Republican,13.0,423
10tv.com,Republican,19.0,7
10tv.com,Republican,20.0,4
10tv.com,Republican,21.0,1
10tv.com,Republican,22.0,1682
10tv.com,Republican,23.0,565
10tv.com,Republican,24.0,46
10tv.com,Republican,25.0,1177
10tv.com,Republican,26.0,5
11alive.com,Democrat,2.0,1118
11alive.com,Democrat,3.0,2935
11alive.com,Democrat,4.0,2824
11alive.com,Democrat,5.0,2912
11alive.com,Democrat,6.0,3658
11alive.com,Democrat,7.0,6095
11alive.com,Democrat,8.0,6271
11alive.com,Democrat,9.0,5307
11alive.com,Democrat,10.0,11050
11alive.com,Democrat,11.0,5157
11alive.com,Democrat,12.0,3130
11alive.com,Democrat,13.0,1724
11alive.com,Democrat,14.0,640
11alive.com,Democrat,15.0,310
11alive.com,Democrat,16.0,139
11alive.com,Democrat,17.0,15
11alive.com,Democrat,18.0,1
11alive.com,Democrat,19.0,1
11alive.com,Democrat,20.0,2
11alive.com,Democrat,22.0,2
11alive.com,Democrat,23.0,1
11alive.com,Republican,2.0,1
11alive.com,Republican,3.0,421
11alive.com,Republican,6.0,14
11alive.com,Republican,7.0,5519
11alive.com,Republican,8.0,11230
11alive.com,Republican,9.0,13870
11alive.com,Republican,10.0,8683
11alive.com,Republican,11.0,303
11alive.com,Republican,12.0,1702
11alive.com,Republican,13.0,706
11alive.com,Republican,14.0,321
11alive.com,Republican,15.0,555
11alive.com,Republican,16.0,1193
11alive.com,Republican,17.0,971
11alive.com,Republican,18.0,657
11alive.com,Republican,19.0,40
11alive.com,Republican,20.0,3
11alive.com,Republican,24.0,1
11alive.com,Republican,25.0,69
11alive.com,Republican,26.0,403
11alive.com,Republican,27.0,2
11alive.com,Republican,28.0,1
12news.com,Democrat,8.0,162
12news.com,Democrat,9.0,1917
12news.com,Democrat,10.0,5404
12news.com,Democrat,11.0,6400
12news.com,Democrat,12.0,406
12news.com,Democrat,13.0,44
12news.com,Democrat,14.0,407
12news.com,Democrat,15.0,33
12news.com,Democrat,17.0,84
12news.com,Democrat,18.0,222
12news.com,Democrat,20.0,1
12news.com,Democrat,22.0,284
12news.com,Democrat,23.0,10
12news.com,Democrat,24.0,518
12news.com,Democrat,25.0,5
12news.com,Republican,3.0,366
12news.com,Republican,4.0,480
12news.com,Republican,5.0,1
12news.com,Republican,6.0,15
12news.com,Republican,7.0,418
12news.com,Republican,8.0,24
12news.com,Republican,9.0,177
12news.com,Republican,10.0,3349
12news.com,Republican,11.0,425
12news.com,Republican,12.0,418
12news.com,Republican,13.0,713
12news.com,Republican,14.0,1117
12news.com,Republican,15.0,575
12news.com,Republican,16.0,960
12news.com,Republican,17.0,8
12news.com,Republican,18.0,222
12news.com,Republican,19.0,22
12news.com,Republican,20.0,218
12news.com,Republican,21.0,8
12news.com,Republican,28.0,1
12newsnow.com,Democrat,8.0,9
12newsnow.com,Democrat,9.0,1199
12newsnow.com,Republican,4.0,414
12newsnow.com,Republican,6.0,1516
12newsnow.com,Republican,7.0,65
12newsnow.com,Republican,8.0,546
12newsnow.com,Republican,9.0,739
12newsnow.com,Republican,10.0,1631
12newsnow.com,Republican,11.0,3292
12newsnow.com,Republican,12.0,4875
12newsnow.com,Republican,13.0,160
12newsnow.com,Republican,14.0,596
12newsnow.com,Republican,15.0,748
12newsnow.com,Republican,16.0,1259
12newsnow.com,Republican,17.0,196
12newsnow.com,Republican,18.0,45
12newsnow.com,Republican,19.0,53
12newsnow.com,Republican,20.0,6
13abc.com,Democrat,8.0,45
13abc.com,Democrat,9.0,2299
13abc.com,Democrat,10.0,914
13abc.com,Democrat,11.0,487
13abc.com,Democrat,12.0,104
13abc.com,Democrat,13.0,74
13abc.com,Democrat,14.0,310
13abc.com,Democrat,15.0,48
13abc.com,Democrat,16.0,3
13abc.com,Democrat,17.0,38
13abc.com,Democrat,19.0,1
13abc.com,Republican,6.0,18
13abc.com,Republican,7.0,3094
13abc.com,Republican,8.0,1896
13abc.com,Republican,9.0,274
13abc.com,Republican,10.0,430
13abc.com,Republican,11.0,14
13abc.com,Republican,12.0,580
13abc.com,Republican,13.0,159
13abc.com,Republican,14.0,304
13abc.com,Republican,16.0,118
13abc.com,Republican,17.0,58
13abc.com,Republican,18.0,2
13abc.com,Republican,19.0,5
13abc.com,Republican,23.0,1
13newsnow.com,Democrat,3.0,67
13newsnow.com,Democrat,4.0,6728
13newsnow.com,Democrat,5.0,9497
13newsnow.com,Democrat,6.0,10639
13newsnow.com,Democrat,7.0,2583
13newsnow.com,Democrat,8.0,5901
13newsnow.com,Democrat,9.0,10805
13newsnow.com,Democrat,10.0,8048
13newsnow.com,Democrat,11.0,6453
13newsnow.com,Democrat,12.0,8132
13newsnow.com,Democrat,13.0,3680
13newsnow.com,Democrat,14.0,2392
13newsnow.com,Democrat,15.0,1902
13newsnow.com,Democrat,16.0,227
13newsnow.com,Democrat,17.0,674
13newsnow.com,Democrat,18.0,321
13newsnow.com,Democrat,19.0,1044
13newsnow.com,Democrat,20.0,399
13newsnow.com,Democrat,21.0,47
13newsnow.com,Democrat,22.0,19
13newsnow.com,Democrat,23.0,8
13newsnow.com,Republican,4.0,8
13newsnow.com,Republican,5.0,784
13newsnow.com,Republican,6.0,1602
13newsnow.com,Republican,7.0,1830
13newsnow.com,Republican,8.0,4243
13newsnow.com,Republican,9.0,3114
13newsnow.com,Republican,10.0,1234
13newsnow.com,Republican,11.0,1335
13newsnow.com,Republican,12.0,344
13newsnow.com,Republican,13.0,3
13newsnow.com,Republican,14.0,4
13newsnow.com,Republican,18.0,3
13newsnow.com,Republican,19.0,1
13wham.com,Democrat,5.0,381
13wham.com,Democrat,6.0,1195
13wham.com,Democrat,7.0,2207
13wham.com,Democrat,8.0,3778
13wham.com,Democrat,9.0,2987
13wham.com,Democrat,10.0,10547
13wham.com,Democrat,11.0,11248
13wham.com,Democrat,12.0,10340
13wham.com,Democrat,13.0,2611
13wham.com,Democrat,14.0,912
13wham.com,Democrat,15.0,2454
13wham.com,Democrat,16.0,698
13wham.com,Democrat,17.0,126
13wham.com,Democrat,18.0,161
13wham.com,Democrat,19.0,9
13wham.com,Democrat,20.0,70
13wham.com,Democrat,21.0,428
13wham.com,Democrat,22.0,170
13wham.com,Democrat,23.0,3
13wham.com,Democrat,24.0,161
13wham.com,Democrat,25.0,6
13wham.com,Republican,3.0,393
13wham.com,Republican,4.0,277
13wham.com,Republican,5.0,299
13wham.com,Republican,6.0,2334
13wham.com,Republican,7.0,767
13wham.com,Republican,8.0,772
13wham.com,Republican,9.0,54
13wham.com,Republican,10.0,40
13wham.com,Republican,11.0,949
13wham.com,Republican,12.0,7
13wham.com,Republican,13.0,18
13wham.com,Republican,14.0,264
13wham.com,Republican,16.0,3
13wham.com,Republican,22.0,1
13wham.com,Republican,24.0,9
13wham.com,Republican,27.0,2
13wmaz.com,Democrat,8.0,107
13wmaz.com,Democrat,9.0,2869
13wmaz.com,Democrat,10.0,1469
13wmaz.com,Democrat,11.0,251
13wmaz.com,Democrat,12.0,193
13wmaz.com,Democrat,13.0,201
13wmaz.com,Democrat,14.0,56
13wmaz.com,Democrat,15.0,94
13wmaz.com,Democrat,16.0,91
13wmaz.com,Democrat,20.0,1
13wmaz.com,Republican,2.0,12
13wmaz.com,Republican,3.0,574
13wmaz.com,Republican,4.0,3
13wmaz.com,Republican,6.0,63
13wmaz.com,Republican,7.0,7
13wmaz.com,Republican,8.0,87
13wmaz.com,Republican,9.0,838
13wmaz.com,Republican,10.0,14
13wmaz.com,Republican,11.0,706
13wmaz.com,Republican,12.0,35
13wmaz.com,Republican,13.0,303
13wmaz.com,Republican,14.0,87
13wmaz.com,Republican,15.0,25
13wmaz.com,Republican,16.0,17
13wmaz.com,Republican,17.0,1
13wmaz.com,Republican,21.0,5
1430wcmy.com,Republican,25.0,5
1440wrok.com,Republican,7.0,11
1440wrok.com,Republican,8.0,47
1440wrok.com,Republican,9.0,752
1440wrok.com,Republican,11.0,432
14news.com,Democrat,8.0,4
14news.com,Democrat,9.0,1520
14news.com,Democrat,10.0,673
14news.com,Democrat,11.0,1607
14news.com,Democrat,12.0,82
14news.com,Democrat,14.0,16
14news.com,Democrat,15.0,420
14news.com,Democrat,16.0,14
14news.com,Democrat,19.0,408
14news.com,Democrat,20.0,3
14news.com,Democrat,21.0,3
14news.com,Democrat,22.0,14
14news.com,Democrat,23.0,1
21centurystate.com,Democrat,12.0,3
247sports.com,Republican,3.0,1
247sports.com,Republican,4.0,61
247sports.com,Republican,8.0,10
247sports.com,Republican,12.0,121
247sports.com,Republican,13.0,397
247sports.com,Republican,14.0,15
247sports.com,Republican,15.0,1
247sports.com,Republican,16.0,8
247sports.com,Republican,17.0,1
247sports.com,Republican,18.0,109
27east.com,Republican,9.0,19
27east.com,Republican,10.0,785
27east.com,Republican,11.0,89
27east.com,Republican,12.0,307
27east.com,Republican,13.0,105
27east.com,Republican,14.0,2
3newsnow.com,Democrat,4.0,336
3newsnow.com,Democrat,5.0,407
3newsnow.com,Democrat,6.0,45
3newsnow.com,Democrat,7.0,5
3newsnow.com,Democrat,8.0,389
3newsnow.com,Democrat,9.0,449
3newsnow.com,Democrat,10.0,4
3newsnow.com,Democrat,11.0,12
3newsnow.com,Democrat,12.0,23
3newsnow.com,Democrat,13.0,1
3newsnow.com,Democrat,14.0,389
3newsnow.com,Democrat,15.0,3
3newsnow.com,Democrat,16.0,5
3newsnow.com,Democrat,17.0,429
3newsnow.com,Democrat,18.0,3
3newsnow.com,Democrat,19.0,1
3newsnow.com,Republican,2.0,452
3newsnow.com,Republican,3.0,413
3newsnow.com,Republican,4.0,771
3newsnow.com,Republican,5.0,2113
3newsnow.com,Republican,6.0,913
3newsnow.com,Republican,7.0,1900
3newsnow.com,Republican,8.0,3564
3newsnow.com,Republican,9.0,5851
3newsnow.com,Republican,10.0,2549
3newsnow.com,Republican,11.0,6140
3newsnow.com,Republican,12.0,2392
3newsnow.com,Republican,13.0,1062
3newsnow.com,Republican,14.0,1241
3newsnow.com,Republican,15.0,1139
3newsnow.com,Republican,16.0,274
3newsnow.com,Republican,17.0,223
3newsnow.com,Republican,18.0,123
3newsnow.com,Republican,19.0,100
3newsnow.com,Republican,20.0,25
3newsnow.com,Republican,21.0,17
401kspecialistmag.com,Democrat,5.0,2666
401kspecialistmag.com,Democrat,6.0,1
401kspecialistmag.com,Democrat,7.0,1
401kspecialistmag.com,Democrat,8.0,1997
401kspecialistmag.com,Democrat,9.0,12
401kspecialistmag.com,Democrat,10.0,4
401kspecialistmag.com,Democrat,11.0,157
401kspecialistmag.com,Democrat,12.0,1
401kspecialistmag.com,Democrat,15.0,1
401kspecialistmag.com,Democrat,20.0,1
401kspecialistmag.com,Democrat,21.0,3
401kspecialistmag.com,Democrat,22.0,2
401kspecialistmag.com,Democrat,23.0,1
401kspecialistmag.com,Democrat,26.0,1
401kspecialistmag.com,Republican,2.0,258
401kspecialistmag.com,Republican,6.0,2488
401kspecialistmag.com,Republican,7.0,414
401kspecialistmag.com,Republican,8.0,2019
401kspecialistmag.com,Republican,9.0,9
401kspecialistmag.com,Republican,10.0,2
401kspecialistmag.com,Republican,11.0,8
401kspecialistmag.com,Republican,12.0,372
401kspecialistmag.com,Republican,13.0,33
401kspecialistmag.com,Republican,15.0,1
4029tv.com,Democrat,6.0,2
4029tv.com,Democrat,7.0,8
4029tv.com,Democrat,8.0,78
4029tv.com,Democrat,9.0,357
4029tv.com,Democrat,10.0,670
4029tv.com,Democrat,11.0,2304
4029tv.com,Democrat,12.0,73
4029tv.com,Democrat,22.0,2
4029tv.com,Democrat,23.0,3
4029tv.com,Democrat,24.0,10
4029tv.com,Democrat,25.0,362
4029tv.com,Democrat,26.0,413
4029tv.com,Democrat,27.0,6
4029tv.com,Democrat,28.0,8
4029tv.com,Republican,4.0,555
4029tv.com,Republican,5.0,225
4029tv.com,Republican,6.0,470
4029tv.com,Republican,7.0,7
4029tv.com,Republican,8.0,731
4029tv.com,Republican,9.0,1797
4029tv.com,Republican,10.0,2652
4029tv.com,Republican,11.0,454
4029tv.com,Republican,12.0,453
4029tv.com,Republican,13.0,82
4029tv.com,Republican,14.0,17
4029tv.com,Republican,15.0,400
4029tv.com,Republican,16.0,432
4029tv.com,Republican,17.0,7
4029tv.com,Republican,18.0,84
4029tv.com,Republican,19.0,59
4029tv.com,Republican,20.0,418
4029tv.com,Republican,21.0,4
4029tv.com,Republican,22.0,34
4029tv.com,Republican,23.0,923
4029tv.com,Republican,24.0,27
4029tv.com,Republican,25.0,13
4029tv.com,Republican,26.0,216
4029tv.com,Republican,27.0,17
406mtsports.com,Republican,9.0,13
406mtsports.com,Republican,10.0,311
406mtsports.com,Republican,11.0,3
406mtsports.com,Republican,20.0,1
41nbc.com,Democrat,5.0,47
41nbc.com,Democrat,6.0,2284
41nbc.com,Democrat,7.0,1294
41nbc.com,Democrat,8.0,1259
41nbc.com,Democrat,9.0,552
41nbc.com,Democrat,10.0,207
41nbc.com,Democrat,11.0,34
41nbc.com,Democrat,12.0,263
41nbc.com,Democrat,13.0,199
41nbc.com,Democrat,14.0,3
41nbc.com,Democrat,15.0,21
41nbc.com,Republican,12.0,7
41nbc.com,Republican,15.0,1
5280.com,Democrat,8.0,1
5280.com,Democrat,12.0,20
5280.com,Democrat,13.0,304
5280.com,Democrat,14.0,426
5280.com,Democrat,15.0,169
5280.com,Democrat,16.0,2508
5280.com,Democrat,17.0,373
5280.com,Democrat,18.0,2
560theanswer.com,Republican,8.0,11
560theanswer.com,Republican,9.0,82
560theanswer.com,Republican,10.0,112
560theanswer.com,Republican,11.0,22
560theanswer.com,Republican,12.0,120
560theanswer.com,Republican,13.0,16
560theanswer.com,Republican,19.0,5
5newsonline.com,Republican,4.0,858
5newsonline.com,Republican,5.0,551
5newsonline.com,Republican,6.0,2916
5newsonline.com,Republican,7.0,6382
5newsonline.com,Republican,8.0,2937
5newsonline.com,Republican,9.0,895
5newsonline.com,Republican,10.0,4519
5newsonline.com,Republican,11.0,4986
5newsonline.com,Republican,12.0,2463
5newsonline.com,Republican,13.0,471
5newsonline.com,Republican,14.0,581
5newsonline.com,Republican,15.0,1003
5newsonline.com,Republican,16.0,192
5newsonline.com,Republican,17.0,68
5newsonline.com,Republican,18.0,18
5newsonline.com,Republican,19.0,17
5newsonline.com,Republican,20.0,5
5newsonline.com,Republican,23.0,1
5newsonline.com,Republican,24.0,279
5newsonline.com,Republican,25.0,9
5newsonline.com,Republican,26.0,443
5newsonline.com,Republican,29.0,89
6abc.com,Democrat,5.0,3
6abc.com,Democrat,6.0,1448
6abc.com,Democrat,7.0,1091
6abc.com,Democrat,8.0,2290
6abc.com,Democrat,9.0,3031
6abc.com,Democrat,10.0,5751
6abc.com,Democrat,11.0,1772
6abc.com,Democrat,12.0,2815
6abc.com,Democrat,13.0,258
6abc.com,Democrat,14.0,440
6abc.com,Democrat,15.0,202
6abc.com,Democrat,16.0,5
6abc.com,Democrat,18.0,1
6abc.com,Democrat,19.0,4
6abc.com,Democrat,20.0,260
6abc.com,Democrat,21.0,3
6abc.com,Democrat,22.0,29
6abc.com,Democrat,23.0,19
6abc.com,Republican,3.0,25
6abc.com,Republican,5.0,2
6abc.com,Republican,9.0,1
6abc.com,Republican,10.0,1
6abc.com,Republican,13.0,4
6abc.com,Republican,23.0,3
6amcity.com,Republican,7.0,4065
6amcity.com,Republican,8.0,3206
6amcity.com,Republican,9.0,33
710keel.com,Republican,2.0,1
710keel.com,Republican,3.0,387
710keel.com,Republican,4.0,763
710keel.com,Republican,5.0,82
710keel.com,Republican,6.0,316
710keel.com,Republican,7.0,74
710keel.com,Republican,8.0,17
710keel.com,Republican,9.0,65
710keel.com,Republican,10.0,9
710keel.com,Republican,11.0,363
710keel.com,Republican,12.0,64
710keel.com,Republican,13.0,6
710keel.com,Republican,14.0,61
710keel.com,Republican,15.0,134
710keel.com,Republican,16.0,97
710keel.com,Republican,17.0,22
710keel.com,Republican,18.0,52
710keel.com,Republican,19.0,24
710keel.com,Republican,20.0,15
710keel.com,Republican,21.0,86
710keel.com,Republican,22.0,11
710keel.com,Republican,23.0,10
710keel.com,Republican,24.0,40
710keel.com,Republican,25.0,144
710keel.com,Republican,28.0,25
83degreesmedia.com,Democrat,7.0,4
83degreesmedia.com,Democrat,8.0,89
83degreesmedia.com,Democrat,9.0,2802
83degreesmedia.com,Democrat,10.0,2735
83degreesmedia.com,Democrat,11.0,1345
83degreesmedia.com,Democrat,12.0,568
83degreesmedia.com,Democrat,13.0,112
83degreesmedia.com,Democrat,14.0,36
83degreesmedia.com,Democrat,19.0,160
83degreesmedia.com,Democrat,20.0,964
83degreesmedia.com,Democrat,21.0,105
83degreesmedia.com,Democrat,22.0,56
83degreesmedia.com,Democrat,23.0,22
8newsnow.com,Democrat,0.0,759
8newsnow.com,Democrat,1.0,74
8newsnow.com,Democrat,2.0,439
8newsnow.com,Democrat,3.0,14
8newsnow.com,Democrat,4.0,380
8newsnow.com,Democrat,5.0,420
8newsnow.com,Democrat,6.0,788
8newsnow.com,Democrat,7.0,2
8newsnow.com,Democrat,8.0,187
8newsnow.com,Democrat,9.0,1024
8newsnow.com,Democrat,10.0,1184
8newsnow.com,Democrat,11.0,1211
8newsnow.com,Democrat,12.0,1091
8newsnow.com,Democrat,13.0,1819
8newsnow.com,Democrat,14.0,3072
8newsnow.com,Democrat,15.0,1819
8newsnow.com,Democrat,16.0,484
8newsnow.com,Democrat,17.0,506
8newsnow.com,Democrat,18.0,333
8newsnow.com,Democrat,19.0,387
8newsnow.com,Democrat,20.0,3
8newsnow.com,Democrat,22.0,30
8newsnow.com,Democrat,23.0,1
8newsnow.com,Democrat,25.0,5
8newsnow.com,Democrat,26.0,670
8newsnow.com,Democrat,27.0,4
8newsnow.com,Democrat,28.0,15
8newsnow.com,Democrat,29.0,52
8newsnow.com,Democrat,30.0,3
8newsnow.com,Democrat,31.0,9
8newsnow.com,Republican,2.0,434
8newsnow.com,Republican,3.0,390
8newsnow.com,Republican,4.0,1328
8newsnow.com,Republican,5.0,3209
8newsnow.com,Republican,6.0,878
8newsnow.com,Republican,7.0,10
8newsnow.com,Republican,8.0,442
8newsnow.com,Republican,9.0,404
8newsnow.com,Republican,10.0,379
8newsnow.com,Republican,11.0,14
8newsnow.com,Republican,12.0,109
8newsnow.com,Republican,13.0,11
8newsnow.com,Republican,14.0,11
8newsnow.com,Republican,15.0,1
8newsnow.com,Republican,17.0,77
8newsnow.com,Republican,18.0,395
8newsnow.com,Republican,19.0,1358
8newsnow.com,Republican,20.0,1
8newsnow.com,Republican,21.0,17
8newsnow.com,Republican,22.0,746
945theanswer.com,Republican,10.0,38
945theanswer.com,Republican,11.0,211
945theanswer.com,Republican,12.0,788
945theanswer.com,Republican,13.0,354
945theanswer.com,Republican,14.0,2
945theanswer.com,Republican,22.0,23
953mnc.com,Democrat,7.0,2
953mnc.com,Democrat,8.0,3
953mnc.com,Democrat,9.0,25
953mnc.com,Democrat,10.0,773
953mnc.com,Democrat,20.0,5
953mnc.com,Republican,3.0,3
953mnc.com,Republican,4.0,328
953mnc.com,Republican,5.0,3
953mnc.com,Republican,6.0,495
953mnc.com,Republican,7.0,2045
953mnc.com,Republican,8.0,9988
953mnc.com,Republican,9.0,11153
953mnc.com,Republican,10.0,13286
953mnc.com,Republican,11.0,2863
953mnc.com,Republican,12.0,1287
953mnc.com,Republican,13.0,769
953mnc.com,Republican,14.0,827
953mnc.com,Republican,15.0,60
953mnc.com,Republican,16.0,1
953mnc.com,Republican,18.0,9
953mnc.com,Republican,22.0,9
953mnc.com,Republican,23.0,754
953mnc.com,Republican,24.0,503
953mnc.com,Republican,25.0,8
953mnc.com,Republican,26.0,15
953mnc.com,Republican,27.0,11
959watd.com,Democrat,5.0,1
959watd.com,Democrat,6.0,1708
959watd.com,Democrat,7.0,437
959watd.com,Democrat,8.0,842
959watd.com,Democrat,9.0,33
959watd.com,Democrat,10.0,2634
959watd.com,Democrat,13.0,11
959watd.com,Democrat,16.0,1
959watd.com,Democrat,18.0,1
960thepatriot.com,Republican,12.0,5
960thepatriot.com,Republican,13.0,192
9and10news.com,Democrat,2.0,18
9and10news.com,Democrat,5.0,2387
9and10news.com,Democrat,6.0,2169
9and10news.com,Democrat,7.0,2
9and10news.com,Democrat,9.0,29
9and10news.com,Democrat,10.0,261
9and10news.com,Democrat,11.0,8
9and10news.com,Democrat,15.0,1
9and10news.com,Democrat,16.0,1
9and10news.com,Republican,1.0,313
9and10news.com,Republican,2.0,123
9and10news.com,Republican,3.0,17
9and10news.com,Republican,4.0,982
9and10news.com,Republican,5.0,4362
9and10news.com,Republican,6.0,1498
9and10news.com,Republican,7.0,3365
9and10news.com,Republican,8.0,2913
9and10news.com,Republican,9.0,469
9and10news.com,Republican,10.0,1020
9and10news.com,Republican,11.0,1999
9and10news.com,Republican,12.0,888
9and10news.com,Republican,13.0,876
9and10news.com,Republican,14.0,3
9news.com,Democrat,3.0,867
9news.com,Democrat,4.0,7
9news.com,Democrat,5.0,427
9news.com,Democrat,7.0,345
9news.com,Democrat,8.0,1132
9news.com,Democrat,9.0,866
9news.com,Democrat,10.0,1384
9news.com,Democrat,11.0,837
9news.com,Democrat,12.0,1291
9news.com,Democrat,13.0,615
9news.com,Democrat,14.0,410
9news.com,Democrat,15.0,1168
9news.com,Democrat,16.0,969
9news.com,Democrat,17.0,288
9news.com,Democrat,18.0,8
9news.com,Democrat,19.0,120
9news.com,Democrat,20.0,39
9news.com,Democrat,21.0,1425
9news.com,Democrat,22.0,175
9news.com,Democrat,23.0,7
9news.com,Democrat,24.0,5
9news.com,Democrat,25.0,8
9news.com,Democrat,26.0,8
9news.com,Democrat,27.0,2
9news.com,Republican,1.0,434
9news.com,Republican,2.0,1242
9news.com,Republican,3.0,489
9news.com,Republican,4.0,442
9news.com,Republican,5.0,137
9news.com,Republican,6.0,79
9news.com,Republican,7.0,211
9news.com,Republican,8.0,473
9news.com,Republican,9.0,12
9news.com,Republican,10.0,11
9news.com,Republican,11.0,723
9news.com,Republican,12.0,764
9news.com,Republican,13.0,524
9news.com,Republican,14.0,408
9news.com,Republican,15.0,186
9news.com,Republican,16.0,141
9news.com,Republican,17.0,1106
9news.com,Republican,18.0,345
9news.com,Republican,19.0,862
9news.com,Republican,20.0,25
9news.com,Republican,27.0,2
aa.com.tr,Democrat,4.0,13
aa.com.tr,Democrat,7.0,7
aa.com.tr,Democrat,12.0,375
aa.com.tr,Democrat,13.0,374
aa.com.tr,Democrat,14.0,15
aa.com.tr,Democrat,15.0,18
aaf.org,Republican,13.0,21
aaf.org,Republican,16.0,8
abajournal.com,Democrat,2.0,758
abajournal.com,Democrat,3.0,1330
abajournal.com,Democrat,4.0,1792
abajournal.com,Democrat,5.0,507
abajournal.com,Democrat,7.0,12
abajournal.com,Democrat,8.0,41
abajournal.com,Democrat,9.0,4
abajournal.com,Democrat,11.0,1
abbyfinkenauer.com,Democrat,1.0,21886
abbyfinkenauer.com,Democrat,2.0,10425
abbyfinkenauer.com,Democrat,3.0,7054
abbyfinkenauer.com,Democrat,4.0,387
abbyfinkenauer.com,Democrat,5.0,3847
abbyfinkenauer.com,Democrat,6.0,2042
abbyfinkenauer.com,Democrat,7.0,669
abbyfinkenauer.com,Democrat,8.0,204
abbyfinkenauer.com,Democrat,10.0,361
abbyfinkenauer.com,Democrat,11.0,98
abbyfinkenauer.com,Democrat,12.0,299
abbyfinkenauer.com,Democrat,15.0,27
abc10.com,Democrat,1.0,437
abc10.com,Democrat,2.0,435
abc10.com,Democrat,4.0,779
abc10.com,Democrat,5.0,2622
abc10.com,Democrat,6.0,11210
abc10.com,Democrat,7.0,7153
abc10.com,Democrat,8.0,10189
abc10.com,Democrat,9.0,9575
abc10.com,Democrat,10.0,11253
abc10.com,Democrat,11.0,9977
abc10.com,Democrat,12.0,3540
abc10.com,Democrat,13.0,1131
abc10.com,Democrat,14.0,3733
abc10.com,Democrat,15.0,1854
abc10.com,Democrat,16.0,1145
abc10.com,Democrat,17.0,146
abc10.com,Democrat,18.0,13
abc10.com,Democrat,19.0,1
abc10.com,Democrat,20.0,6
abc10.com,Democrat,21.0,1006
abc10.com,Democrat,22.0,486
abc10.com,Democrat,23.0,1113
abc10.com,Democrat,24.0,77
abc10.com,Democrat,25.0,541
abc10.com,Democrat,26.0,12
abc10.com,Republican,2.0,3
abc10.com,Republican,3.0,902
abc10.com,Republican,4.0,407
abc10.com,Republican,5.0,432
abc10up.com,Republican,5.0,486
abc10up.com,Republican,6.0,131
abc10up.com,Republican,7.0,2576
abc10up.com,Republican,8.0,35
abc10up.com,Republican,9.0,995
abc10up.com,Republican,10.0,5
abc10up.com,Republican,11.0,1
abc11.com,Democrat,3.0,13
abc11.com,Democrat,4.0,418
abc11.com,Democrat,7.0,11
abc11.com,Democrat,8.0,1184
abc11.com,Democrat,9.0,424
