domain,party,serp_rank,counts
executivegov.com,Republican,9.0,3577
executivegov.com,Republican,10.0,6376
executivegov.com,Republican,11.0,4373
executivegov.com,Republican,12.0,139
executivegov.com,Republican,13.0,105
executivegov.com,Republican,14.0,421
executivegov.com,Republican,15.0,565
executivegov.com,Republican,16.0,10
executivegov.com,Republican,17.0,73
executivegov.com,Republican,18.0,13
explorebigsky.com,Republican,2.0,15
explorebigsky.com,Republican,3.0,702
explorebigsky.com,Republican,4.0,91
explorebigsky.com,Republican,5.0,4
explorebigsky.com,Republican,6.0,379
explorebigsky.com,Republican,7.0,7
explorebigsky.com,Republican,8.0,407
explorebigsky.com,Republican,9.0,2
explorebigsky.com,Republican,10.0,1
explorebigsky.com,Republican,11.0,11
explorebigsky.com,Republican,13.0,500
expressnews.com,Democrat,2.0,322
expressnews.com,Democrat,3.0,403
expressnews.com,Democrat,4.0,805
expressnews.com,Democrat,5.0,224
expressnews.com,Democrat,6.0,3010
expressnews.com,Democrat,7.0,437
expressnews.com,Democrat,8.0,48
expressnews.com,Democrat,9.0,710
expressnews.com,Democrat,10.0,3428
expressnews.com,Democrat,11.0,2240
expressnews.com,Democrat,12.0,1307
expressnews.com,Democrat,13.0,499
expressnews.com,Democrat,14.0,811
expressnews.com,Democrat,15.0,147
expressnews.com,Democrat,16.0,433
expressnews.com,Democrat,17.0,138
expressnews.com,Democrat,18.0,11
expressnews.com,Democrat,19.0,154
expressnews.com,Democrat,20.0,1176
expressnews.com,Democrat,21.0,1070
expressnews.com,Democrat,22.0,25
expressnews.com,Democrat,23.0,222
expressnews.com,Democrat,24.0,950
expressnews.com,Democrat,25.0,47
expressnews.com,Democrat,26.0,8
expressnews.com,Democrat,27.0,7
expressnews.com,Democrat,31.0,1
expressnews.com,Republican,1.0,1
expressnews.com,Republican,2.0,862
expressnews.com,Republican,3.0,4
expressnews.com,Republican,4.0,101
expressnews.com,Republican,5.0,3062
expressnews.com,Republican,6.0,5603
expressnews.com,Republican,7.0,4521
expressnews.com,Republican,8.0,6250
expressnews.com,Republican,9.0,7903
expressnews.com,Republican,10.0,4853
expressnews.com,Republican,11.0,3417
expressnews.com,Republican,12.0,3981
expressnews.com,Republican,13.0,2709
expressnews.com,Republican,14.0,3658
expressnews.com,Republican,15.0,2626
expressnews.com,Republican,16.0,7178
expressnews.com,Republican,17.0,2349
expressnews.com,Republican,18.0,1815
expressnews.com,Republican,19.0,137
expressnews.com,Republican,20.0,1
expressnews.com,Republican,21.0,12
expressnews.com,Republican,22.0,311
expressnews.com,Republican,23.0,1211
expressnews.com,Republican,24.0,4
expressnews.com,Republican,25.0,426
expressnews.com,Republican,26.0,763
expressnews.com,Republican,27.0,17
expressnews.com,Republican,28.0,436
expressnews.com,Republican,30.0,1
expressnews.com,Republican,31.0,7
expressnews.com,Republican,32.0,840
expressnews.com,Republican,33.0,20
extratv.com,Republican,1.0,388
extratv.com,Republican,2.0,382
extratv.com,Republican,3.0,55
extratv.com,Republican,5.0,11
facebook.com,Democrat,0.0,584
facebook.com,Democrat,1.0,6165
facebook.com,Democrat,2.0,16460
facebook.com,Democrat,3.0,27698
facebook.com,Democrat,4.0,66610
facebook.com,Democrat,5.0,117431
facebook.com,Democrat,6.0,86625
facebook.com,Democrat,7.0,59652
facebook.com,Democrat,8.0,105660
facebook.com,Democrat,9.0,243624
facebook.com,Democrat,10.0,253393
facebook.com,Democrat,11.0,276803
facebook.com,Democrat,12.0,472676
facebook.com,Democrat,13.0,704409
facebook.com,Democrat,14.0,902418
facebook.com,Democrat,15.0,624144
facebook.com,Democrat,16.0,326871
facebook.com,Democrat,17.0,259941
facebook.com,Democrat,18.0,218563
facebook.com,Democrat,19.0,150972
facebook.com,Democrat,20.0,144493
facebook.com,Democrat,21.0,210991
facebook.com,Democrat,22.0,338908
facebook.com,Democrat,23.0,543427
facebook.com,Democrat,24.0,953413
facebook.com,Democrat,25.0,721353
facebook.com,Democrat,26.0,213959
facebook.com,Democrat,27.0,236627
facebook.com,Democrat,28.0,176275
facebook.com,Democrat,29.0,68024
facebook.com,Democrat,30.0,39401
facebook.com,Democrat,31.0,21943
facebook.com,Democrat,32.0,10092
facebook.com,Democrat,33.0,2382
facebook.com,Democrat,34.0,2443
facebook.com,Democrat,35.0,760
facebook.com,Democrat,36.0,42
facebook.com,Democrat,37.0,29
facebook.com,Democrat,38.0,3
facebook.com,Democrat,39.0,1
facebook.com,Independent,0.0,72
facebook.com,Independent,1.0,57
facebook.com,Independent,2.0,213
facebook.com,Independent,3.0,60
facebook.com,Independent,4.0,167
facebook.com,Independent,5.0,538
facebook.com,Independent,7.0,3
facebook.com,Independent,8.0,1934
facebook.com,Independent,9.0,2716
facebook.com,Independent,10.0,23
facebook.com,Independent,11.0,498
facebook.com,Independent,12.0,1624
facebook.com,Independent,13.0,2661
facebook.com,Independent,14.0,3352
facebook.com,Independent,15.0,1933
facebook.com,Independent,16.0,667
facebook.com,Independent,17.0,833
facebook.com,Independent,18.0,50
facebook.com,Independent,20.0,393
facebook.com,Independent,21.0,1797
facebook.com,Independent,22.0,582
facebook.com,Independent,23.0,926
facebook.com,Independent,24.0,3506
facebook.com,Independent,25.0,5371
facebook.com,Independent,26.0,462
facebook.com,Independent,27.0,63
facebook.com,Independent,28.0,11
facebook.com,Republican,0.0,4927
facebook.com,Republican,1.0,20170
facebook.com,Republican,2.0,31868
facebook.com,Republican,3.0,89352
facebook.com,Republican,4.0,101230
facebook.com,Republican,5.0,117565
facebook.com,Republican,6.0,86006
facebook.com,Republican,7.0,175255
facebook.com,Republican,8.0,272425
facebook.com,Republican,9.0,364495
facebook.com,Republican,10.0,347133
facebook.com,Republican,11.0,420021
facebook.com,Republican,12.0,467069
facebook.com,Republican,13.0,559462
facebook.com,Republican,14.0,541109
facebook.com,Republican,15.0,403947
facebook.com,Republican,16.0,272904
facebook.com,Republican,17.0,209057
facebook.com,Republican,18.0,173339
facebook.com,Republican,19.0,154237
facebook.com,Republican,20.0,203207
facebook.com,Republican,21.0,255260
facebook.com,Republican,22.0,306698
facebook.com,Republican,23.0,360974
facebook.com,Republican,24.0,443810
facebook.com,Republican,25.0,312422
facebook.com,Republican,26.0,137448
facebook.com,Republican,27.0,129548
facebook.com,Republican,28.0,91341
facebook.com,Republican,29.0,42722
facebook.com,Republican,30.0,39065
facebook.com,Republican,31.0,19982
facebook.com,Republican,32.0,7517
facebook.com,Republican,33.0,5788
facebook.com,Republican,34.0,2147
facebook.com,Republican,35.0,446
facebook.com,Republican,36.0,322
facebook.com,Republican,37.0,348
facebook.com,Republican,38.0,7
factcheck.org,Democrat,27.0,1
fairborndailyherald.com,Republican,9.0,2
fairfaxcounty.gov,Democrat,15.0,1
fairfaxtimes.com,Democrat,2.0,436
fairfaxtimes.com,Democrat,4.0,436
fairfaxtimes.com,Democrat,8.0,1
fairfaxtimes.com,Democrat,12.0,1
fairfieldcitizenonline.com,Democrat,9.0,1
fairfieldcitizenonline.com,Democrat,10.0,1
fairfieldcitizenonline.com,Democrat,11.0,8
fairfieldcitizenonline.com,Democrat,12.0,570
fairfieldcitizenonline.com,Democrat,13.0,190
fairfieldcitizenonline.com,Democrat,14.0,1
fairfieldcitizenonline.com,Democrat,15.0,21
fairfieldcitizenonline.com,Democrat,17.0,8
fairfieldcitizenonline.com,Democrat,26.0,3
fairfieldcitizenonline.com,Democrat,28.0,376
fairfieldcitizenonline.com,Democrat,29.0,4
fairfieldcitizenonline.com,Democrat,31.0,34
fairfieldcitizenonline.com,Democrat,32.0,1
fairfieldcitizenonline.com,Republican,3.0,47
fairfieldcitizenonline.com,Republican,8.0,1
fairfieldcitizenonline.com,Republican,10.0,2
fairfieldcitizenonline.com,Republican,13.0,2
fairfieldcitizenonline.com,Republican,14.0,419
fairfieldcitizenonline.com,Republican,15.0,8
fairfieldcitizenonline.com,Republican,16.0,9
fairfieldsuntimes.com,Republican,2.0,403
fairfieldsuntimes.com,Republican,3.0,1305
fairfieldsuntimes.com,Republican,4.0,469
fairfieldsuntimes.com,Republican,5.0,4488
fairfieldsuntimes.com,Republican,6.0,9515
fairfieldsuntimes.com,Republican,7.0,2440
fairfieldsuntimes.com,Republican,8.0,2869
fairfieldsuntimes.com,Republican,9.0,993
fairfieldsuntimes.com,Republican,10.0,433
fairfieldsuntimes.com,Republican,11.0,44
fairfieldsuntimes.com,Republican,12.0,756
fairfieldsuntimes.com,Republican,13.0,9
fairfieldsuntimes.com,Republican,14.0,13
fairfieldsuntimes.com,Republican,15.0,765
fairfieldsuntimes.com,Republican,16.0,451
fairfieldsuntimes.com,Republican,17.0,40
fairfieldsuntimes.com,Republican,18.0,2
fairfieldsuntimes.com,Republican,19.0,378
fairfieldsuntimes.com,Republican,20.0,42
fairfieldsuntimes.com,Republican,24.0,2
famousbirthdays.com,Democrat,25.0,1
famousbirthdays.com,Democrat,26.0,2
fandom.com,Democrat,11.0,1
fangraphs.com,Democrat,3.0,505
fangraphs.com,Democrat,4.0,112
fangraphs.com,Democrat,5.0,318
fangraphs.com,Democrat,6.0,92
fangraphs.com,Democrat,7.0,1268
fangraphs.com,Democrat,8.0,2021
fangraphs.com,Democrat,9.0,5146
fangraphs.com,Democrat,10.0,3059
fangraphs.com,Democrat,11.0,927
fangraphs.com,Democrat,12.0,3261
fangraphs.com,Democrat,13.0,3035
fangraphs.com,Democrat,14.0,66
fangraphs.com,Democrat,15.0,1217
fangraphs.com,Democrat,16.0,1
fangraphs.com,Democrat,22.0,15
fansided.com,Democrat,2.0,1
fansided.com,Democrat,3.0,1
farmanddairy.com,Republican,2.0,23
farmanddairy.com,Republican,3.0,1278
farmanddairy.com,Republican,4.0,4187
farmanddairy.com,Republican,5.0,4238
farmanddairy.com,Republican,6.0,1575
farmanddairy.com,Republican,7.0,7512
farmanddairy.com,Republican,8.0,9800
farmanddairy.com,Republican,9.0,2791
farmanddairy.com,Republican,10.0,4564
farmanddairy.com,Republican,11.0,2554
farmanddairy.com,Republican,12.0,279
farmanddairy.com,Republican,13.0,239
farmanddairy.com,Republican,14.0,201
farmanddairy.com,Republican,15.0,11
farmanddairy.com,Republican,16.0,5
farmanddairy.com,Republican,17.0,806
farmanddairy.com,Republican,18.0,2272
farmanddairy.com,Republican,19.0,749
farmanddairy.com,Republican,20.0,638
farmanddairy.com,Republican,21.0,1060
farmanddairy.com,Republican,22.0,286
farmanddairy.com,Republican,23.0,126
farmanddairy.com,Republican,24.0,332
farmanddairy.com,Republican,25.0,218
farmanddairy.com,Republican,26.0,11
farmanddairy.com,Republican,27.0,48
farmanddairy.com,Republican,28.0,7
farmers-exchange.net,Republican,4.0,5127
farmers-exchange.net,Republican,5.0,1548
farmers-exchange.net,Republican,6.0,44
farmers-exchange.net,Republican,8.0,40
farmers-exchange.net,Republican,9.0,3007
farmers-exchange.net,Republican,10.0,87
farmingdale-observer.com,Republican,5.0,448
farmingdale-observer.com,Republican,6.0,604
farmingdale-observer.com,Republican,7.0,1966
farmingdale-observer.com,Republican,8.0,3557
farmingdale-observer.com,Republican,9.0,2003
farmingdale-observer.com,Republican,10.0,792
farmingdale-observer.com,Republican,11.0,18
farmingdale-observer.com,Republican,12.0,791
farmingdale-observer.com,Republican,13.0,420
farmingdale-observer.com,Republican,18.0,1
farmprogress.com,Democrat,2.0,2
farmprogress.com,Democrat,3.0,214
farmprogress.com,Democrat,4.0,245
farmprogress.com,Democrat,5.0,4
farmprogress.com,Democrat,6.0,386
farmprogress.com,Democrat,7.0,147
farmprogress.com,Democrat,8.0,3431
farmprogress.com,Democrat,9.0,1806
farmprogress.com,Democrat,10.0,183
farmprogress.com,Democrat,11.0,4
farmprogress.com,Democrat,12.0,1
farmprogress.com,Democrat,13.0,11
farmprogress.com,Democrat,18.0,1
farmprogress.com,Democrat,19.0,1
farmprogress.com,Republican,5.0,520
farmprogress.com,Republican,6.0,988
farmprogress.com,Republican,7.0,385
farmprogress.com,Republican,8.0,66
farmprogress.com,Republican,9.0,24
farmprogress.com,Republican,10.0,48
farmprogress.com,Republican,15.0,1
farmprogress.com,Republican,16.0,3
farmprogress.com,Republican,17.0,5
farmprogress.com,Republican,19.0,3
fashionista.com,Democrat,2.0,19
fashionista.com,Democrat,3.0,379
fastcompany.com,Democrat,2.0,424
fastcompany.com,Democrat,3.0,2
fastcompany.com,Democrat,4.0,1
fastcompany.com,Democrat,11.0,9
fastcompany.com,Democrat,12.0,1291
fastcompany.com,Democrat,13.0,6
fatherly.com,Democrat,8.0,8
fatherly.com,Democrat,9.0,12
fatherly.com,Democrat,10.0,8
fatherly.com,Democrat,11.0,416
fatherly.com,Democrat,13.0,30
fatherly.com,Democrat,14.0,664
fatherly.com,Democrat,16.0,8
fatherly.com,Democrat,17.0,27
fatherly.com,Democrat,18.0,338
fatherly.com,Democrat,19.0,21
fatherly.com,Democrat,20.0,3
fatherly.com,Democrat,21.0,61
fauquier.com,Republican,1.0,3
fauquier.com,Republican,2.0,192
fauquier.com,Republican,3.0,221
fauquier.com,Republican,6.0,2
fauquier.com,Republican,7.0,752
fauquier.com,Republican,8.0,7
fauquier.com,Republican,9.0,2575
fauquier.com,Republican,10.0,777
fauquier.com,Republican,11.0,420
fauquier.com,Republican,12.0,422
fauquier.com,Republican,13.0,406
fauquier.com,Republican,14.0,27
fauquiernow.com,Republican,5.0,406
fayobserver.com,Republican,3.0,10
fayobserver.com,Republican,4.0,392
fayobserver.com,Republican,5.0,4123
fayobserver.com,Republican,6.0,6360
fayobserver.com,Republican,7.0,3592
fayobserver.com,Republican,8.0,1143
fayobserver.com,Republican,9.0,1567
fayobserver.com,Republican,10.0,5127
fayobserver.com,Republican,11.0,2898
fayobserver.com,Republican,12.0,98
fayobserver.com,Republican,13.0,574
fayobserver.com,Republican,14.0,191
fayobserver.com,Republican,15.0,37
fayobserver.com,Republican,16.0,14
fbindependent.com,Republican,4.0,1795
fbindependent.com,Republican,5.0,252
fbindependent.com,Republican,6.0,337
fbindependent.com,Republican,7.0,286
fbindependent.com,Republican,8.0,7772
fbindependent.com,Republican,9.0,8650
fbindependent.com,Republican,10.0,4639
fbindependent.com,Republican,11.0,27
fbindependent.com,Republican,12.0,224
fbindependent.com,Republican,13.0,237
fbindependent.com,Republican,14.0,10
fbindependent.com,Republican,16.0,1
fbindependent.com,Republican,19.0,3
fbindependent.com,Republican,22.0,35
fbindependent.com,Republican,23.0,5
fbindependent.com,Republican,24.0,290
fbindependent.com,Republican,25.0,3
fbindependent.com,Republican,27.0,6
fbindependent.com,Republican,28.0,2
fbindependent.com,Republican,29.0,83
fbnewsleader.com,Republican,3.0,8
fbnewsleader.com,Republican,4.0,16
fbnewsleader.com,Republican,8.0,21
fbnewsleader.com,Republican,13.0,346
fcc.gov,Democrat,12.0,1
fcc.gov,Democrat,14.0,1
fcc.gov,Democrat,15.0,463
fcc.gov,Democrat,16.0,1
fcc.gov,Democrat,24.0,2
fcnews.org,Republican,14.0,2
fcnews.org,Republican,15.0,10
fcnews.org,Republican,17.0,7
fcnews.org,Republican,18.0,1
fcnl.org,Democrat,5.0,143
fcnl.org,Democrat,9.0,1
fcnl.org,Democrat,12.0,28
fcnl.org,Democrat,13.0,3
fcnl.org,Democrat,14.0,18
fcnl.org,Democrat,15.0,1475
fcnl.org,Democrat,16.0,27
fcnl.org,Democrat,17.0,13
fcnl.org,Democrat,18.0,172
fcnl.org,Democrat,19.0,1
fcnl.org,Democrat,22.0,151
fcnl.org,Democrat,24.0,21
fcnl.org,Democrat,25.0,295
fcnl.org,Democrat,27.0,3
fcnl.org,Democrat,28.0,42
fcnl.org,Democrat,29.0,5
fcnl.org,Democrat,32.0,1
fcnp.com,Democrat,7.0,1264
fcnp.com,Democrat,8.0,3002
fcnp.com,Democrat,9.0,1370
fcnp.com,Democrat,10.0,953
fcnp.com,Democrat,11.0,833
fcnp.com,Democrat,12.0,856
fcnp.com,Democrat,13.0,536
fcnp.com,Democrat,14.0,84
fcnp.com,Democrat,18.0,1
fcw.com,Democrat,3.0,1212
fcw.com,Democrat,4.0,2217
fcw.com,Democrat,5.0,2216
fcw.com,Democrat,6.0,4437
fcw.com,Democrat,7.0,7001
fcw.com,Democrat,8.0,13311
fcw.com,Democrat,9.0,4847
fcw.com,Democrat,10.0,2617
fcw.com,Democrat,11.0,3503
fcw.com,Democrat,12.0,1248
fcw.com,Democrat,13.0,562
fcw.com,Democrat,14.0,141
fcw.com,Democrat,15.0,184
fcw.com,Democrat,16.0,292
fcw.com,Democrat,18.0,6
fcw.com,Democrat,19.0,2
fcw.com,Democrat,21.0,2
fcw.com,Democrat,22.0,210
fcw.com,Democrat,24.0,346
fcw.com,Democrat,25.0,1181
fcw.com,Democrat,26.0,8
fcw.com,Republican,3.0,8
fcw.com,Republican,4.0,402
fcw.com,Republican,5.0,9
fcw.com,Republican,6.0,203
fcw.com,Republican,7.0,2
fcw.com,Republican,8.0,32
fcw.com,Republican,9.0,431
fcw.com,Republican,10.0,18
fcw.com,Republican,11.0,410
fcw.com,Republican,12.0,19
fcw.com,Republican,13.0,35
fcw.com,Republican,14.0,4
fcw.com,Republican,15.0,95
fcw.com,Republican,16.0,144
fcw.com,Republican,17.0,347
fcw.com,Republican,18.0,20
fcw.com,Republican,19.0,36
fcw.com,Republican,20.0,387
fcw.com,Republican,21.0,4
fcw.com,Republican,22.0,17
fcw.com,Republican,23.0,53
fcw.com,Republican,24.0,199
fcw.com,Republican,25.0,4
fcw.com,Republican,26.0,8
fcw.com,Republican,28.0,17
fdd.org,Republican,15.0,4
fdd.org,Republican,21.0,5
fdd.org,Republican,23.0,401
fdd.org,Republican,24.0,571
fdd.org,Republican,25.0,12
fdd.org,Republican,26.0,1
fdd.org,Republican,27.0,22
fdd.org,Republican,28.0,1
federalnewsnetwork.com,Democrat,3.0,811
federalnewsnetwork.com,Democrat,4.0,2468
federalnewsnetwork.com,Democrat,5.0,2416
federalnewsnetwork.com,Democrat,6.0,3673
federalnewsnetwork.com,Democrat,7.0,3309
federalnewsnetwork.com,Democrat,8.0,1249
federalnewsnetwork.com,Democrat,9.0,3117
federalnewsnetwork.com,Democrat,10.0,3486
federalnewsnetwork.com,Democrat,11.0,3408
federalnewsnetwork.com,Democrat,12.0,1658
federalnewsnetwork.com,Democrat,13.0,1005
federalnewsnetwork.com,Democrat,14.0,2034
federalnewsnetwork.com,Democrat,15.0,1079
federalnewsnetwork.com,Democrat,16.0,333
federalnewsnetwork.com,Democrat,17.0,915
federalnewsnetwork.com,Democrat,18.0,1241
federalnewsnetwork.com,Democrat,19.0,26
federalnewsnetwork.com,Democrat,20.0,72
federalnewsnetwork.com,Democrat,21.0,10
federalnewsnetwork.com,Democrat,22.0,4
federalnewsnetwork.com,Democrat,23.0,708
federalnewsnetwork.com,Democrat,24.0,388
federalnewsnetwork.com,Democrat,25.0,4
federalnewsnetwork.com,Democrat,26.0,55
federalnewsnetwork.com,Democrat,27.0,5
federalnewsnetwork.com,Democrat,28.0,1
federalnewsnetwork.com,Republican,4.0,27
federalnewsnetwork.com,Republican,5.0,2977
federalnewsnetwork.com,Republican,6.0,57
federalnewsnetwork.com,Republican,7.0,1642
federalnewsnetwork.com,Republican,8.0,298
federalnewsnetwork.com,Republican,9.0,2952
federalnewsnetwork.com,Republican,10.0,1443
federalnewsnetwork.com,Republican,11.0,10
federalnewsnetwork.com,Republican,12.0,37
federalnewsnetwork.com,Republican,13.0,13
federalnewsnetwork.com,Republican,17.0,1
federalnewsnetwork.com,Republican,18.0,23
federalnewsnetwork.com,Republican,19.0,14
federalnewsnetwork.com,Republican,20.0,366
federalnewsnetwork.com,Republican,23.0,2
federaltimes.com,Democrat,8.0,659
federaltimes.com,Democrat,9.0,410
federaltimes.com,Democrat,10.0,1365
federaltimes.com,Democrat,11.0,599
federaltimes.com,Democrat,12.0,280
federaltimes.com,Democrat,13.0,617
federaltimes.com,Democrat,14.0,235
federaltimes.com,Democrat,15.0,100
fedscoop.com,Democrat,2.0,1
fedscoop.com,Democrat,3.0,488
fedscoop.com,Democrat,4.0,2320
fedscoop.com,Democrat,5.0,1866
fedscoop.com,Democrat,6.0,3300
fedscoop.com,Democrat,7.0,2901
fedscoop.com,Democrat,8.0,2471
fedscoop.com,Democrat,9.0,2897
fedscoop.com,Democrat,10.0,3105
fedscoop.com,Democrat,11.0,825
fedscoop.com,Democrat,12.0,2889
fedscoop.com,Democrat,13.0,44
fedscoop.com,Democrat,14.0,4
fedscoop.com,Democrat,15.0,5
fedscoop.com,Democrat,16.0,1
fedscoop.com,Democrat,17.0,1
fedscoop.com,Democrat,19.0,2
fedscoop.com,Democrat,21.0,1
fedscoop.com,Republican,3.0,308
fedscoop.com,Republican,4.0,2064
fedscoop.com,Republican,5.0,4296
fedscoop.com,Republican,6.0,8545
fedscoop.com,Republican,7.0,5179
fedscoop.com,Republican,8.0,10276
fedscoop.com,Republican,9.0,3697
fedscoop.com,Republican,10.0,7834
fedscoop.com,Republican,11.0,2535
fedscoop.com,Republican,12.0,538
fedscoop.com,Republican,13.0,17
fedscoop.com,Republican,14.0,129
fedscoop.com,Republican,15.0,957
fedscoop.com,Republican,18.0,1
fedscoop.com,Republican,20.0,1
fedscoop.com,Republican,21.0,1
fedscoop.com,Republican,24.0,168
fedscoop.com,Republican,25.0,649
fedscoop.com,Republican,26.0,5
fedscoop.com,Republican,27.0,81
fedscoop.com,Republican,28.0,244
fedscoop.com,Republican,29.0,2
fedscoop.com,Republican,30.0,115
fedsmith.com,Republican,8.0,406
fee.org,Democrat,3.0,2
fee.org,Republican,6.0,2
fee.org,Republican,7.0,11
fee.org,Republican,8.0,384
fee.org,Republican,9.0,86
fee.org,Republican,10.0,209
fee.org,Republican,11.0,7
fee.org,Republican,13.0,5
fee.org,Republican,14.0,110
feedstuffs.com,Democrat,8.0,1
feedstuffs.com,Democrat,9.0,242
feedstuffs.com,Democrat,10.0,616
feedstuffs.com,Democrat,11.0,1203
feedstuffs.com,Democrat,12.0,424
feedstuffs.com,Democrat,13.0,62
feedstuffs.com,Democrat,14.0,54
feedstuffs.com,Democrat,15.0,14
feedstuffs.com,Republican,4.0,140
feedstuffs.com,Republican,5.0,3395
feedstuffs.com,Republican,6.0,2999
feedstuffs.com,Republican,7.0,4631
feedstuffs.com,Republican,8.0,5906
feedstuffs.com,Republican,9.0,1853
feedstuffs.com,Republican,10.0,2403
feedstuffs.com,Republican,11.0,502
feedstuffs.com,Republican,12.0,5
feedstuffs.com,Republican,15.0,8
feedstuffs.com,Republican,16.0,15
feedstuffs.com,Republican,17.0,10
feedstuffs.com,Republican,18.0,334
feedstuffs.com,Republican,19.0,1049
feedstuffs.com,Republican,20.0,419
feedstuffs.com,Republican,21.0,521
feedstuffs.com,Republican,22.0,115
feedstuffs.com,Republican,23.0,40
feedstuffs.com,Republican,24.0,26
feedstuffs.com,Republican,25.0,2
fergusfallsjournal.com,Democrat,10.0,126
fergusfallsjournal.com,Democrat,11.0,72
fergusfallsjournal.com,Democrat,12.0,1416
fergusfallsjournal.com,Democrat,13.0,4
fergusonforgeorgia.com,Republican,1.0,7
fergusonforgeorgia.com,Republican,2.0,7
fergusonforgeorgia.com,Republican,3.0,187
fergusonforgeorgia.com,Republican,4.0,421
fergusonforgeorgia.com,Republican,5.0,652
fergusonforgeorgia.com,Republican,6.0,278
fergusonforgeorgia.com,Republican,7.0,48
fergusonforgeorgia.com,Republican,8.0,1179
fergusonforgeorgia.com,Republican,9.0,2354
fergusonforgeorgia.com,Republican,10.0,6161
fergusonforgeorgia.com,Republican,11.0,6116
fergusonforgeorgia.com,Republican,12.0,6983
fergusonforgeorgia.com,Republican,13.0,2736
fergusonforgeorgia.com,Republican,14.0,3504
fergusonforgeorgia.com,Republican,15.0,2037
fergusonforgeorgia.com,Republican,16.0,1233
fergusonforgeorgia.com,Republican,17.0,292
fergusonforgeorgia.com,Republican,18.0,123
fergusonforgeorgia.com,Republican,19.0,408
fergusonforgeorgia.com,Republican,20.0,2440
fergusonforgeorgia.com,Republican,21.0,1302
fergusonforgeorgia.com,Republican,22.0,1136
fergusonforgeorgia.com,Republican,23.0,318
fergusonforgeorgia.com,Republican,24.0,885
fergusonforgeorgia.com,Republican,25.0,292
fergusonforgeorgia.com,Republican,26.0,60
fergusonforgeorgia.com,Republican,27.0,134
fergusonforgeorgia.com,Republican,28.0,47
fergusonforgeorgia.com,Republican,29.0,3
fetchyournews.com,Republican,9.0,113
fetchyournews.com,Republican,10.0,10
fetchyournews.com,Republican,11.0,114
fetchyournews.com,Republican,12.0,54
fetchyournews.com,Republican,13.0,634
fetchyournews.com,Republican,14.0,536
fetchyournews.com,Republican,15.0,1155
fetchyournews.com,Republican,16.0,386
fetchyournews.com,Republican,17.0,81
fetchyournews.com,Republican,19.0,2
fhtimes.com,Republican,4.0,2
fhtimes.com,Republican,5.0,434
fhtimes.com,Republican,10.0,4
fhtimes.com,Republican,11.0,854
fhtimes.com,Republican,12.0,9
fhtimes.com,Republican,13.0,1
fhtimes.com,Republican,17.0,1
fiercehealthcare.com,Democrat,5.0,37
fiercehealthcare.com,Democrat,9.0,507
fiercehealthcare.com,Democrat,10.0,492
fiercehealthcare.com,Democrat,11.0,1081
fiercehealthcare.com,Democrat,12.0,1229
fiercehealthcare.com,Democrat,13.0,652
fiercehealthcare.com,Democrat,14.0,144
fiercehealthcare.com,Democrat,15.0,167
fiercehealthcare.com,Democrat,16.0,50
fiercehealthcare.com,Democrat,17.0,1
fiercehealthcare.com,Republican,7.0,2
fiercehealthcare.com,Republican,8.0,348
fiercehealthcare.com,Republican,9.0,56
fiercehealthcare.com,Republican,10.0,149
fiercehealthcare.com,Republican,11.0,1673
fiercehealthcare.com,Republican,12.0,2125
fiercehealthcare.com,Republican,13.0,11
fiercehealthcare.com,Republican,14.0,1
fiercehealthcare.com,Republican,19.0,2
fiercehealthcare.com,Republican,20.0,491
fiercehealthcare.com,Republican,21.0,815
fiercepharma.com,Republican,5.0,393
fiercepharma.com,Republican,6.0,2
fiercepharma.com,Republican,8.0,7
fiercepharma.com,Republican,12.0,7
filemonvelaforcongress.com,Democrat,4.0,396
filemonvelaforcongress.com,Democrat,5.0,1938
filemonvelaforcongress.com,Democrat,8.0,14
filemonvelaforcongress.com,Democrat,9.0,427
filemonvelaforcongress.com,Democrat,11.0,11
filemonvelaforcongress.com,Democrat,12.0,2590
filemonvelaforcongress.com,Democrat,13.0,253
fillmorecountyjournal.com,Republican,1.0,405
fillmorecountyjournal.com,Republican,2.0,2
fillmorecountyjournal.com,Republican,3.0,2
fillmorecountyjournal.com,Republican,6.0,1
fillmorecountyjournal.com,Republican,7.0,16
fillmorecountyjournal.com,Republican,8.0,1
fillmorecountyjournal.com,Republican,10.0,404
fillmorecountyjournal.com,Republican,11.0,7
fillmorecountyjournal.com,Republican,12.0,5
fillmorecountyjournal.com,Republican,14.0,396
fillmorecountyjournal.com,Republican,15.0,390
fingerlakes1.com,Democrat,4.0,11
fingerlakes1.com,Democrat,5.0,685
fingerlakes1.com,Democrat,6.0,163
fingerlakes1.com,Democrat,7.0,355
fingerlakes1.com,Democrat,19.0,8
fingerlakes1.com,Democrat,23.0,34
fingerlakes1.com,Democrat,24.0,802
fingerlakes1.com,Democrat,25.0,15
fingerlakes1.com,Democrat,26.0,347
fingerlakes1.com,Republican,5.0,22
fingerlakes1.com,Republican,6.0,872
fingerlakes1.com,Republican,7.0,1168
fingerlakes1.com,Republican,8.0,697
fingerlakes1.com,Republican,9.0,1975
fingerlakes1.com,Republican,10.0,1814
fingerlakes1.com,Republican,11.0,2344
fingerlakes1.com,Republican,12.0,1434
fingerlakes1.com,Republican,13.0,746
fingerlakes1.com,Republican,14.0,868
fingerlakes1.com,Republican,15.0,257
fingerlakes1.com,Republican,16.0,9
