domain,dem_prop,rep_prop,bias_score
evesun.com,8.536928650671553e-05,0.0,
ew.com,0.0,5.621785862326803e-06,-0.211
ewg.org,6.55037773140256e-08,0.0,-0.2269
examiner-enterprise.com,0.0,0.0001311266275795,
examiner.net,0.0,6.003700662756613e-06,
executivegov.com,2.8404819798900187e-06,0.0001431874969771,
explorebigsky.com,0.0,1.6185549242215346e-05,
expressnews.com,0.0001109574438811,0.0004970926659434,0.1387
extratv.com,0.0,6.385615463186423e-06,0.2041
facebook.com,0.0512433965716525,0.0547713410400481,0.1132
factcheck.org,5.9548888467295995e-09,0.0,-0.3078
fairborndailyherald.com,0.0,1.52765920171924e-08,
fairfaxcounty.gov,5.9548888467295995e-09,0.0,
fairfaxtimes.com,5.204572852041669e-06,0.0,
fairfieldcitizenonline.com,7.253054615316652e-06,3.7274884521949454e-06,-0.0665
fairfieldsuntimes.com,0.0,0.0001941425696504,
famousbirthdays.com,1.7864666540188798e-08,0.0,0.1035
fandom.com,5.9548888467295995e-09,0.0,
fangraphs.com,0.0001253087260017,0.0,0.269
fansided.com,1.19097776934592e-08,0.0,0.2116
farmanddairy.com,0.0,0.0003499103401537,
farmers-exchange.net,0.0,7.526013057269836e-05,
farmingdale-observer.com,0.0,8.096593769111972e-05,
farmprogress.com,3.83256646175517e-05,1.5605038745562037e-05,0.7254
fashionista.com,2.3700457609983805e-06,0.0,-0.4011
fastcompany.com,1.0319822371382396e-05,0.0,-0.1846
fatherly.com,9.50400259938044e-06,0.0,-0.0493
fauquier.com,0.0,4.433267003389234e-05,-0.5888
fauquiernow.com,0.0,3.101148179490057e-06,
fayobserver.com,0.0,0.0001995581215205,0.0832
fbindependent.com,0.0,0.0001883374646839,
fbnewsleader.com,0.0,2.986573739361114e-06,
fcc.gov,2.786887980269453e-06,0.0,-0.289
fcnews.org,0.0,1.52765920171924e-07,
fcnl.org,1.4285778343304308e-05,0.0,-0.8057
fcnp.com,5.299255584704671e-05,0.0,
fcw.com,0.0002712035027466,2.2181611608963365e-05,-0.0587
fdd.org,0.0,7.768147040742335e-06,
federalnewsnetwork.com,0.0001993399041442,7.532887523677572e-05,
federaltimes.com,2.539760093130174e-05,0.0,0.0147
fedscoop.com,0.0001376829850252,0.0003639036984415,-0.1592
fedsmith.com,0.0,3.101148179490057e-06,
fee.org,1.19097776934592e-08,6.217572950997307e-06,0.72
feedstuffs.com,1.557798922304463e-05,0.0001861681886175,0.533
fergusfallsjournal.com,9.635010154008492e-06,0.0,
fergusonforgeorgia.com,0.0,0.0003157900718833,
fetchyournews.com,0.0,2.3564143186519275e-05,
fhtimes.com,0.0,9.96797629121804e-06,
fiercehealthcare.com,2.5963315371741053e-05,4.333205325676624e-05,0.0505
fiercepharma.com,0.0,3.124063067515845e-06,0.007
filemonvelaforcongress.com,3.352006931824092e-05,0.0,
fillmorecountyjournal.com,0.0,1.244278419800321e-05,
fingerlakes1.com,1.441083100908563e-05,9.32406793769338e-05,
fingerlakesdailynews.com,0.0,2.5206376828367457e-07,
fintechzoom.com,0.0,2.29148880257886e-08,
firstcoastnews.com,2.6082413148675646e-06,0.00016350536436,0.485
fitsnews.com,1.4988455227218402e-05,7.6382960085962e-09,
fivethirtyeight.com,1.2421898134277944e-05,2.184552658458513e-05,-0.388
flathatnews.com,7.788994611522316e-06,0.0,
flatheadbeacon.com,0.0,1.3160784022811252e-05,-0.2401
fleetowner.com,0.0,5.661505001571503e-05,0.5219
flintside.com,3.5556641303822434e-05,0.0,
floridadaily.com,7.805072811408485e-05,5.253619994712466e-05,
floridadems.org,8.33684438542144e-08,0.0,-0.8343
floridainsider.com,0.0,7.746759811918265e-05,
floridaphoenix.com,0.0002200093233312,7.83841936402142e-05,
floridapoliticalreview.com,4.413763613195979e-05,0.0,
floridapolitics.com,0.0025325308580702,0.0029195553301816,0.2725
floridatoday.com,2.5903766483273755e-06,0.0002743446777407,0.3232
floridianpress.com,1.203483035924052e-05,0.0,
flsenate.gov,1.6673688770842877e-07,0.0,0.4396
fltimes.com,0.0,2.5191100236350263e-05,-0.1654
flushingpost.com,4.068380060085662e-05,0.0,
followthemoney.org,5.359399962056639e-08,0.0,
fontanaheraldnews.com,3.8992612168385416e-05,0.0,
foodandwaterwatch.org,3.638437085351785e-06,0.0,-0.5596
foodsafetynews.com,0.000101441531504,0.0,0.0208
foodtank.com,2.3361028945720216e-05,0.0,-0.5905
forbes.com,0.0006794528174118,0.0003346948545046,0.0465
foreignpolicy.com,0.0002263155506199,3.337935355756539e-06,-0.4485
forexlive.com,0.0,1.2144890653667958e-06,
formulascout.com,0.0,2.871999299232171e-06,
forsythnews.com,0.0,2.9789354433525176e-06,
fortbendstar.com,0.0,9.541759373938372e-05,
fortmorgantimes.com,0.0,0.0001171027161077,
fortune.com,0.0001573519828859,0.000110258802884,-0.08
fortwaynesnbc.com,0.0,3.4219566118510973e-06,
fortworthbusiness.com,0.0,1.1449805716885703e-05,
forward.com,2.1187494516663915e-05,0.0,-0.56
fosters.com,2.05205469658302e-05,0.0,0.0482
fourstateshomepage.com,2.596331537174105e-06,6.87446640773658e-08,
fox10phoenix.com,0.0001998460696962,7.972089544171854e-05,0.5052
fox10tv.com,0.0,0.000228423242137,0.5697
fox11online.com,6.163309956365135e-06,3.064484358648795e-05,
fox13memphis.com,0.0002016861303498,6.755308990002478e-05,
fox13news.com,0.0001000480875139,4.309526608049976e-05,0.4398
fox13now.com,0.0001191275513788,0.000107577760985,0.2729
fox16.com,7.241144837623192e-06,7.613853461368692e-05,
fox17.com,1.0492514147937552e-05,1.477246448062505e-05,0.2961
fox17online.com,7.330468170324136e-06,0.0003077469461863,0.0164
fox19.com,0.0,1.312259254276827e-05,0.4769
fox21news.com,9.885115485571136e-06,9.272891354435786e-06,0.4721
fox21online.com,0.0,0.0001030100599719,
fox23.com,7.495418591378547e-05,1.1083167508473086e-05,0.4381
fox23maine.com,2.077065229739284e-05,0.0,
fox26houston.com,2.596331537174105e-06,0.0,0.0594
fox26medford.com,3.371062576133626e-05,0.0001673092357722,
fox28media.com,2.5903766483273755e-06,0.0001492446657119,
fox28spokane.com,0.0,0.0001091130584827,
fox29.com,7.409072703100967e-05,2.8483205816055227e-05,0.1491
fox2detroit.com,0.0001082658341223,3.41660980464508e-05,0.0342
fox2now.com,0.0001511291240411,0.0002939063538187,0.17
fox32chicago.com,0.0001658912934921,6.660594119495886e-06,0.3727
fox34.com,6.431279954467967e-06,5.780662419305604e-05,
fox35orlando.com,4.06182968235426e-05,6.639970720272676e-05,0.5019
fox40.com,0.0002258927535118,6.607126047435713e-05,0.3107
fox41yakima.com,0.0,9.32635942649596e-06,
fox42kptm.com,0.0,4.641028654823051e-05,0.4484
fox43.com,0.0,6.329855902323671e-05,0.4509
fox44news.com,0.0,1.2564996934140748e-05,
fox47.com,2.596331537174105e-06,5.773787952897867e-05,
fox47news.com,5.04379085317997e-06,1.5131464393029072e-05,
fox4beaumont.com,0.0,1.56737834096394e-05,
fox4kc.com,0.0001055563596971,1.3176060614828444e-05,0.3727
fox4news.com,0.000140952219002,0.0001030176982679,0.4671
fox56.com,0.0001971246854932,0.0001494890911842,
fox59.com,8.98711824748431e-05,4.66394354284884e-05,0.4573
fox5atlanta.com,0.0001677789932566,2.2555888113384575e-05,0.1891
fox5dc.com,4.755574232998258e-05,1.5803634441785536e-05,0.1478
fox5ny.com,1.9496306084192708e-05,0.000167966129229,0.1373
fox5sandiego.com,3.533631041649344e-05,9.990891179243828e-06,0.1514
fox5vegas.com,3.812915328560962e-05,8.493785161558974e-06,0.3033
fox61.com,0.0001398624743431,0.0,0.1758
fox6now.com,8.042077387508324e-05,0.0001355644775605,0.2291
fox7austin.com,4.456638812892432e-05,2.268573914553071e-05,0.402
fox8.com,0.0003294601803341,0.000247946726735,0.3226
fox8live.com,3.817083750753673e-05,4.005522426907847e-05,0.2408
fox9.com,6.870155262471939e-05,9.340108359311432e-05,0.2946
foxbaltimore.com,2.3212156724551977e-05,1.3351741423026157e-05,0.0673
foxbusiness.com,0.0002872817026327,0.0003700296118404,0.6062
foxcarolina.com,0.0001060148861383,0.000184014189143,0.4484
foxillinois.com,0.0,9.318721130487364e-06,
foxla.com,0.0001871919308969,9.570784898771035e-06,0.2871
foxlexington.com,0.0,4.599781856376631e-05,
foxnews.com,0.0021271696644956,0.0040701424111405,0.6079
foxreno.com,0.0,1.248097567804619e-05,
foxrothschild.com,0.0,2.5741057548969198e-06,
foxsanantonio.com,1.709648587896068e-05,3.842062892323888e-06,0.2646
foxwilmington.com,0.0002604787479336,0.0004653097162516,
framinghamsource.com,6.0418302238918514e-05,0.0,
francisrooney.com,0.0,0.0002929210136336,
fredericawilsonforcongress.com,0.000229691972596,0.0,
fredericknewspost.com,7.08155381653084e-05,0.0,-0.0966
fredericksburg.com,2.406966071848104e-05,0.0001073027823287,-0.1827
fredkellerforcongress.com,0.0,0.0003715343561541,
fredupton.com,0.0,0.0003594429335725,
freebeacon.com,5.073565297413619e-06,0.0,0.7926
freedom50.org,9.748153042096354e-06,0.0,
freep.com,0.0002390828323073,0.0001085096330981,-0.1156
freepressokc.com,2.2033088732899522e-07,0.0,
freespeech.org,2.596331537174105e-06,0.0,-0.6731
freightwaves.com,3.6217633965809424e-05,0.0,
fremonttribune.com,0.0,4.665471202050559e-05,0.6413
freshplaza.com,2.5903766483273755e-06,0.0,
fresnobee.com,0.0005223390300797,0.0003726266324833,-0.0989
fresnocountydemocrats.org,1.4434650564472549e-05,1.222127361375392e-07,
fridayfirm.com,0.0,1.8102761540372997e-06,
friendsofdonbeyer.com,0.0002866683490815,0.0,
friendsofglennthompson.com,0.0,0.0003681047612462,
froedtert.com,0.0,3.05531840343848e-07,
fronterasdesk.org,0.0002629619365827,0.0001998636533609,-0.3537
frontiersman.com,5.9548888467296e-08,3.6434671961003873e-06,
frontpageafricaonline.com,2.596331537174105e-06,0.0,
ft.com,2.596331537174105e-06,0.0,-0.1956
fticonsulting.com,3.8706777503742405e-07,0.0,
fullertonobserver.com,3.232909154889499e-05,0.0,
furman.edu,0.0,1.52765920171924e-08,
fwbusiness.com,0.0,0.0001303704362747,
fxstreet.com,0.0,1.7873612660115109e-06,
ga.gov,5.061655519720159e-07,1.3557975415258254e-05,
gadsdentimes.com,0.0,3.6625629361218776e-05,
gainesville.com,0.0,3.05531840343848e-06,-0.0327
gainesvilletimes.com,0.0,8.869589325181907e-05,
galesburg.com,7.783039722675586e-06,0.0,
gallegoforarizona.com,0.0002877640486293,0.0,
galvnews.com,1.216583791386857e-05,3.674020380134772e-06,-0.3651
ganjapreneur.com,2.336698383456695e-05,0.0,
gantdaily.com,0.0,2.9972673537731485e-05,0.225
garamendi.org,0.0002795284373543,0.0,
gardencity-life.com,2.395056294154645e-05,0.0,
garretgraves.com,0.0,0.0003673638465334,
gastongazette.com,0.0,0.0001922329956483,0.2891
gazette.com,0.0001165967236189,0.0004592449092208,0.4195
gazettenet.com,0.0001423099336591,0.0,-0.5306
gazettetimes.com,7.771129944982126e-06,0.0,-0.2168
gazettextra.com,0.0004968282862603,0.0002673938283729,0.2856
gbtribune.com,0.0,5.76691348649013e-06,
gcaptain.com,2.441504427159136e-06,0.0,0.0105
gcn.com,0.0,9.92978481117506e-08,-0.0358
gctelegram.com,0.0,3.2997438757135583e-06,0.5441
ge.com,0.0,4.918298799935093e-05,0.045
genomeweb.com,3.764680728902453e-05,0.0,-0.2831
georgeholdingforcongress.com,0.0,9.631891266839807e-06,
georgetown.edu,1.694761365779244e-05,0.0,-0.5704
georgiarecorder.com,0.0002956840507955,0.0005640499687547,
gephardtdaily.com,1.6834470769704576e-05,1.52765920171924e-08,
gerryconnolly.com,0.0002816483777837,0.0,
getgordon.com,0.0,1.451276241633278e-07,
gettysburgconnection.org,0.0,2.7345099710774392e-06,
gettysburgtimes.com,0.0,1.296218832658775e-05,
ggwash.org,0.0,2.9972673537731485e-05,-0.7285
giffords.org,1.310075546280512e-07,0.0,
gillettenewsrecord.com,0.0,6.416168647220808e-06,
givegreen.com,4.3464733692279344e-05,0.0,
gizmodo.com,1.0718799924113281e-07,0.0,-0.2198
gjsentinel.com,1.234448457927046e-05,6.614764343444309e-06,-0.0419
glamour.com,2.2688126506039774e-06,0.0,-0.2583
glencoverecordpilot.com,1.2981657685870528e-05,0.0,
glendalestar.com,0.0,7.324362042642896e-05,
glenngrothman.com,0.0,0.0003654771874193,
glensfallschronicle.com,0.0,1.6078613098095e-05,
globalbankingandfinance.com,0.0,3.444871499876886e-06,
globalequality.org,0.0,0.0001593806845153,
globaljournalist.org,5.899508380455014e-05,0.0,
globegazette.com,6.421156643428527e-05,3.330297059747943e-06,0.3357
globenewswire.com,4.116614659744172e-05,7.561913048510237e-05,0.1237
gloucestertimes.com,2.1324456960138692e-05,0.0,-0.0564
gm.com,0.0,5.514849718206456e-06,
gmtoday.com,0.0,9.746465706968751e-06,
gmu.edu,0.0,0.0001426222630725,
go.com,0.0013217411735312,0.000562545224441,
goduke.com,0.0,1.451276241633278e-07,0.3489
goerie.com,0.0,0.0002271094552235,-0.0732
gohmert.com,0.0,0.0001717394474572,
goldcountrymedia.com,0.0,8.379210721430031e-06,
goldendalesentinel.com,0.0,6.584211159409924e-06,
goldentranscript.net,9.611190598621572e-06,0.0,
goldrushcam.com,0.0004477540472744,0.0004156837070838,
golocalprov.com,1.19097776934592e-08,0.0,-0.2636
good.is,0.0001071105856861,0.0,-0.5948
goodmorningamerica.com,6.640892041872849e-05,0.0,
goodreads.com,0.0,1.2664294782252498e-05,-0.0538
gop.gov,0.0,0.0120415827001516,0.6869
goqnotes.com,5.19266307434821e-06,0.0,-0.6915
gosanangelo.com,0.0,1.8927697509301386e-05,
goshennews.com,0.0,2.1104611871751294e-05,
goskagit.com,0.0001117613538754,2.851375900008961e-05,
gothamgazette.com,3.607471663348791e-05,0.0,-0.7524
gothamist.com,5.5451924940746025e-05,3.046916277829024e-05,-0.6233
goupstate.com,2.836909046581981e-05,0.0001038808257169,0.2843
govconwire.com,3.513384419570464e-07,9.333997722504556e-06,
governing.com,1.7019072323953193e-05,0.0,-0.2802
governmentciomedia.com,1.024240881637491e-05,0.0,
govexec.com,0.0002203308873289,0.0002411944730634,-0.3069
govinfo.gov,0.0004686676169041,1.52765920171924e-08,
govtech.com,0.0002199140451097,0.0,-0.1339
govtrack.us,0.0515907035538604,0.0561466926193559,-0.0411
gpb.org,6.584320597828918e-05,2.2876696545745615e-05,0.1403
gpo.gov,2.501053315626432e-07,0.0,-0.0819
gracefornewyork.com,0.0002811243475652,0.0,
grandforksherald.com,1.7906350762115904e-05,1.8683272037026305e-05,-0.0073
grandhaventribune.com,0.0,5.660741171970643e-05,
grandrapidsmn.com,0.0,1.8431208268742628e-05,
gravesforcongress.com,0.0,0.0003627579540402,
gravesforcongress.org,0.0,3.2103758124129827e-05,
graydc.com,7.515069724572754e-06,0.0004695871620164,
greatfallstribune.com,1.9216426308396414e-05,4.633390358814455e-05,0.0387
greatlakesnow.org,1.0206679483294532e-05,0.0,
greekcitytimes.com,1.3993988789814558e-05,1.5811272737794133e-05,
greekreporter.com,0.0,4.459237209818461e-05,
greeleytribune.com,0.0,0.0002146437561375,0.2
greenbaypressgazette.com,0.0,7.89799807288847e-06,0.1576
greenevillesun.com,0.0,3.0201822417989373e-05,
greenmatters.com,0.0,3.330297059747943e-06,
greensboro.com,2.9786354011341453e-05,0.0004091911554765,-0.0961
greenvillebusinessmag.com,0.0,4.0505883733585645e-05,
greenvilleonline.com,0.0,0.000449643571138,0.1553
greenwichfreepress.com,4.403640302156538e-05,0.0,
greenwichsentinel.com,1.0355551704462773e-05,0.0,
greenwichtime.com,2.004415585809183e-05,3.2386375076447886e-06,-0.1122
greenwooddemocrat.com,0.0,6.660594119495886e-06,
gregformontana.com,0.0,0.0003597255505248,
gregpenceforcongress.com,0.0,0.0003649043152186,
gregwalden.com,0.0,3.940596910834779e-05,
griffindailynews.com,0.0,9.92978481117506e-08,
grist.org,4.4066177465799045e-07,0.0,-0.5484
gritdaily.com,5.19266307434821e-06,0.0,
gruntstuff.com,2.393865316385299e-06,6.630040935461501e-06,
gtlaw.com,0.0,5.041275365673491e-07,
gtthompson.com,0.0,7.6382960085962e-09,
guampdn.com,2.5957360482894324e-05,0.0,-0.0077
guaranteemortgage.com,0.0,1.229765657383988e-06,
guitarworld.com,0.0,1.684244269895462e-05,0.1039
guyforpa.com,0.0,0.0003588165932998,
gvwire.com,0.0001457935436344,4.58297760515772e-08,
gwenmooreforcongress.com,0.0002873650710766,0.0,
gwhatchet.com,0.0,6.141189990911344e-06,-0.5596
gwinnettdailypost.com,1.2969747908177068e-05,0.000182173359805,
haaretz.com,3.2317181771201534e-05,1.7094506467238295e-05,-0.3902
hadassah.org,5.9548888467295995e-09,0.0,
haitiantimes.com,5.9548888467295995e-09,0.0,
hakeemjeffries.com,0.00027872452736,0.0,
haleystevensforcongress.com,0.0002838040475462,0.0,
hamlethub.com,8.286227830224237e-05,0.0,
hamodia.com,1.5458891446110038e-05,4.598254197174912e-06,
hamptons.com,0.0,1.2305294869848477e-05,-0.1137
hanfordsentinel.com,1.367242479209116e-05,0.0,
hankforcongress.com,0.0002816186033395,0.0,
hannapub.com,0.0,6.629277105860642e-05,
hannibal.net,0.0,9.387465794564728e-06,
happi.com,7.010095150370085e-05,0.0,
harderforcongress.com,0.0002788376702481,0.0,
harlemonestop.com,2.102075762895549e-06,0.0,
harleyforcongress.com,0.0002813446784525,0.0,
harnesslink.com,0.0,8.40212560945582e-08,
harpersbazaar.com,1.8174320760218736e-05,0.0,-0.323
harrisondaily.com,0.0,0.0001657510233865,
harrisonnewsherald.com,4.76391107738368e-08,0.0,
hartfordbusiness.com,3.5544731526128976e-05,0.0,0.0009
harvard.edu,4.8163140992349e-05,0.0,-0.2306
hastingstribune.com,1.922833608608988e-05,3.4578566030915e-05,0.4223
havasunews.com,0.0,3.330297059747943e-06,0.5122
havredailynews.com,0.0,3.2997438757135583e-06,
hawaii.edu,1.3410409682835056e-05,0.0,
hawaiinewsnow.com,0.0001636105710638,0.0,0.0776
hawaiipublicradio.org,8.719148249381478e-05,0.0,
hawaiitribune-herald.com,2.465323982546054e-06,0.0,
haysfreepress.com,0.0,9.227061578384209e-06,
hayspost.com,0.0,6.122094250889854e-05,0.5412
hbr.org,8.860874603933643e-06,0.0,-0.0821
hccommunityjournal.com,0.0,2.152471815222409e-05,
hcn.org,0.0,6.164104878937133e-06,-0.592
hcnews.com,0.0,3.185169435584615e-06,
hdnews.net,0.0,3.330297059747943e-06,0.7052
healio.com,0.0,2.9552567257258697e-05,-0.0088
healthcareitnews.com,0.0001980417383756,0.0001820587853648,0.1392
healthgrades.com,0.0,2.482446202793765e-06,0.2157
healthleadersmedia.com,3.375230998326337e-05,0.0,-0.0015
healthpayerintelligence.com,0.0,2.593965324519269e-05,
heartland.org,0.0,9.372189202547536e-06,
heavy.com,0.0,3.1317013635244417e-06,-0.0231
helenair.com,1.7864666540188798e-08,0.0001723352345459,-0.193
hempindustrydaily.com,0.0,3.169892843567422e-06,
henricocitizen.com,4.269655303105122e-05,0.0,
henrycuellar.com,0.0002838933708789,0.0,
henryherald.com,1.0313867482535664e-05,3.1805864579794576e-05,
herald-citizen.com,0.0,1.069361441203468e-07,
herald-dispatch.com,0.0,0.0001571961318569,0.1113
herald-review.com,0.0001181211751637,0.0003514456376515,
heraldandnews.com,0.0,0.000164467789657,0.0693
heraldbulletin.com,0.0,1.3252443574914404e-05,
heraldcourier.com,4.76391107738368e-08,4.666998861252278e-06,0.115
heraldextra.com,0.0003170442370887,0.0001218384596331,0.6102
heraldmailmedia.com,0.0002028116043419,0.0001421868802,0.2935
heraldnet.com,0.0001715663025631,0.0,0.0329
heraldnews.com,0.0001734123181056,0.0,-0.2073
heraldonline.com,4.2238026589853045e-05,0.0004925707947063,0.0988
heraldpalladium.com,1.6673688770842877e-07,5.653866705562907e-05,
heraldstandard.com,3.096542200299392e-07,2.8826929136442052e-05,0.1172
heraldstaronline.com,0.0,6.431445239238e-06,
heraldsun.com,0.0,1.336701801504335e-06,-0.2222
heraldtribune.com,1.960944897228057e-05,0.0003052950531675,0.2612
heritage.org,0.0,6.924115331792454e-05,0.8651
heritagefl.com,0.0,6.263402727048883e-06,
hernforcongress.com,0.0,0.0003496888295695,
hfchronicle.com,2.417684871772217e-06,0.0,
hgazette.com,7.788994611522316e-06,0.0,
hickoryrecord.com,3.57293330803776e-08,1.1915741773410072e-06,0.3964
higginsforcongress.com,0.0002660822983384,0.0,
highlandcountypress.com,0.0,0.0001822573810611,
highlandnews.net,4.152939481709222e-05,7.568787514917974e-05,
highlandscurrent.org,7.491845658070509e-05,0.0,
highsnobiety.com,2.5784668706339163e-06,0.0,-0.4018
hillreporter.com,4.073143971163046e-06,1.012838050739856e-05,
hillsdale.net,0.0,0.0002031328440526,
himesforcongress.com,0.0002821724080022,0.0,
hindustantimes.com,3.500879152992331e-05,0.0,-0.1009
hiphopdx.com,0.0,7.6382960085962e-09,-0.2833
history.com,0.0001802842598347,0.0,0.1625
historyvshollywood.com,0.0,4.435558492191813e-05,
hjnews.com,5.287941295895884e-06,3.101148179490057e-05,
hmenews.com,0.0,3.0858715874728645e-06,
hngnews.com,5.359399962056639e-08,5.932664509876668e-05,
hoards.com,2.37600064984511e-06,1.1648401413109205e-05,
hockey-reference.com,0.0,7.320542894638598e-05,
hockeydb.com,0.0,6.836274927693598e-06,
hoganlovells.com,4.466166635047199e-07,0.0,
hoiabc.com,2.4117299829254875e-06,5.392636982068917e-05,
hollandsentinel.com,0.0,0.0005441980374284,
hollistercanada.com,0.0,1.267957137426969e-06,
hollywoodreporter.com,2.596331537174105e-06,9.434059400217166e-05,-0.2197
holycitysinner.com,2.4117299829254875e-06,0.0,
homehealthcarenews.com,0.0,6.408530351212212e-06,
homelandprepnews.com,0.0001907589093161,0.00022397775386,
homernews.com,0.0,5.637062454343996e-06,
hometownlife.com,3.389522731558488e-05,0.0,
hometownsource.com,0.0001918843833081,0.0001535984944368,
hometownstations.com,0.0,9.478361517067024e-05,
honestreporting.com,5.133114185880914e-06,0.0,0.4774
hoodrivernews.com,0.0,1.2794145814398634e-05,
hoosiertimes.com,0.0,1.665912359474831e-05,
hospicenews.com,0.0,7.914802324107381e-05,
hot97.com,2.560602204093728e-06,0.0,-0.5453
hotelbusiness.com,0.0,1.600223013800904e-05,
hotnewhiphop.com,1.250526657813216e-07,6.141189990911344e-06,0.0102
hotsr.com,0.0,0.0001414994335592,
houmatoday.com,0.0,0.0001544616218858,0.1836
hourdetroit.com,0.0001483243713943,0.0,
house.gov,0.1191692415556415,0.1354487955675151,-0.421
housingwire.com,9.6766943759356e-06,0.0,0.4296
houstonchronicle.com,0.001129160068228,0.0012261909348519,-0.3191
houstoniamag.com,0.0,6.660594119495886e-06,-0.4471
houstonpress.com,0.0,6.327564413521092e-05,-0.3442
houstonpublicmedia.org,0.0003648500847502,7.783423632759527e-05,-0.3961
hoyerforcongress.com,0.0003069447456046,0.0,
hpenews.com,0.0,8.04083420824922e-05,
hpherald.com,0.0002100587040683,0.0,
hpj.com,5.9548888467295995e-09,0.0,0.7491
hppr.org,2.718406758532062e-05,2.5519546964719903e-05,
hrc.org,2.483188649086243e-06,0.0,-0.7434
hrw.org,5.014016408946322e-06,0.0,-0.6459
hsvvoice.com,0.0,2.6642376477983544e-05,
hubcityspokes.com,0.0,1.3321188238991772e-05,
hudsoncountyview.com,0.0001413869258879,0.0,
hudsonreporter.com,0.0002882285299594,0.0,-0.5057
hudsonvalley360.com,8.242757141643111e-05,0.0,
hudsonvalleyone.com,8.396393273888735e-07,0.0,
hudsonvalleypost.com,7.145866616075519e-08,0.0,
hudsonvalleypress.com,7.586528390733509e-06,0.0,
huffingtonpost.ca,0.0,5.575956086275226e-07,-0.2414
huffingtonpost.in,3.57293330803776e-08,0.0,-0.4586
huffpost.com,4.2118928812918456e-05,5.076411527313034e-05,-0.3121
huizengaforcongress.com,0.0,0.000362620464712,
hungarianfreepress.com,2.596331537174105e-06,0.0,-0.7934
huntingdondailynews.com,0.0,0.0001108240367887,
huntingtonnow.com,5.180753296654751e-06,0.0,
hurdforcongress.com,0.0,0.0003478556385274,
hutchnews.com,0.0,3.101148179490057e-06,0.6133
i24news.tv,5.293896184742614e-06,5.34680720601734e-08,0.0719
iastate.edu,1.6459312772360613e-05,0.0,
iberiabank.com,0.0,3.895530964384062e-07,
iberkshires.com,2.596331537174105e-06,0.0,
ibj.com,0.0,0.0001625811305429,0.1099
ibtimes.com,0.0,1.756808081977126e-07,-0.201
idahonews.com,2.596331537174105e-06,8.363934129412839e-06,0.3682
idahopress.com,0.0,0.0002066082687365,0.4522
idahostatejournal.com,0.0,1.985956962235012e-05,0.4792
idahostatesman.com,0.0,7.982783158583888e-05,0.221
ideastream.org,4.578118545365716e-05,0.0005351924864343,
idsnews.com,0.0,1.712505965127268e-05,0.0105
iecn.com,2.655880425641401e-05,0.0,
ieee.org,1.040319081523661e-05,0.0,
ifiberone.com,2.4474593160058654e-06,1.46731666325133e-05,
ign.com,1.19097776934592e-08,0.0,0.0061
iheart.com,0.0001105644212172,1.6674400186765504e-05,0.2104
ilga.gov,2.2033088732899522e-07,0.0001078832928254,
ilhanomar.com,0.0003078558435982,0.0,
ilhousedems.com,0.0,1.9515846301963288e-05,
illinois.edu,0.0,1.800346369226124e-05,
illinoisnewsroom.org,1.293401857509669e-05,4.448543595406426e-05,
illinoistimes.com,0.0,4.407296796960007e-06,
imdb.com,0.0001613715328575,0.0001052175275184,-0.0735
indeonline.com,7.247099726469922e-06,0.0001757495528617,
independent.co.uk,0.0001795577633954,0.0001217238851929,-0.3455
independent.com,3.5771017302304704e-05,0.0,-0.3052
independentnews.com,1.2404033467737755e-05,3.660271447319299e-05,
independentri.com,2.5921631149813946e-05,0.0,
independenttribune.com,1.19097776934592e-08,0.0001460747728683,0.4468
indepthnh.org,4.36969743573018e-05,0.0,
indexjournal.com,2.0306170967347933e-05,0.0004175627279019,
indianagazette.com,0.0,2.0088718502608003e-06,0.1641
indianapolisrecorder.com,8.25645338599059e-05,0.0,
indianapublicmedia.org,0.0,0.0002607943406215,-0.3692
indianexpress.com,1.4101176789055693e-05,0.0,-0.1564
indianz.com,5.302828518012708e-05,0.0002003448660094,-0.4998
indiapost.com,2.483188649086243e-06,0.0,
indiatimes.com,8.722721182689517e-05,0.0,-0.0639
indiatoday.in,1.3464003682455625e-05,6.446721831255192e-06,-0.0538
indiawest.com,1.9579674528046923e-05,0.0,-0.2367
indivisible.org,5.9548888467295995e-09,0.0,
indy100.com,3.912361972301347e-06,0.0,-0.5423
indyeastend.com,0.0,3.05531840343848e-06,
indystar.com,0.000236373357882,0.0004687698643435,-0.0714
inewsource.org,2.9774444233647995e-08,0.0,
informnny.com,0.0,3.261552395670577e-06,
inforum.com,7.86819463318382e-05,1.2244188501779708e-05,-0.1438
inlander.com,3.669997996239452e-05,0.0001812338493959,-0.0088
inmaricopa.com,0.0,7.6382960085962e-09,
inquirer.com,0.0006835200064941,0.0006586655414132,-0.3523
inquirer.net,1.7864666540188798e-08,0.0,
inquisitr.com,2.82261731334983e-06,0.0,0.0363
insideclimatenews.org,2.6612398256034578e-05,1.2267103389805495e-05,-0.6962
insideedition.com,0.0001011616517282,0.0,0.0985
insidehighered.com,0.0002555123706354,0.0,-0.4435
insidenova.com,0.0002952672085762,6.609417536238291e-05,
insider.com,2.989949689942932e-05,1.2633741598218116e-05,
insidernj.com,0.0019033492123024,0.0004397901692869,
insidesources.com,0.0,3.3073821717221546e-06,0.216
insidetucsonbusiness.com,4.382798191192985e-06,0.0,0.2377
insightnews.com,3.27935728789399e-05,0.0,
