domain,serp_rank,is_home_district,category,counts
959watd.com,7.0,False,news,436
959watd.com,7.0,True,news,1
959watd.com,8.0,False,news,841
959watd.com,8.0,True,news,1
959watd.com,9.0,False,news,32
959watd.com,9.0,True,news,1
959watd.com,10.0,False,news,2628
959watd.com,10.0,True,news,6
959watd.com,13.0,False,news,11
959watd.com,16.0,False,news,1
959watd.com,18.0,False,news,1
960thepatriot.com,12.0,False,news,5
960thepatriot.com,13.0,False,news,192
9and10news.com,1.0,False,news,313
9and10news.com,2.0,False,news,140
9and10news.com,2.0,True,news,1
9and10news.com,3.0,False,news,17
9and10news.com,4.0,False,news,980
9and10news.com,4.0,True,news,2
9and10news.com,5.0,False,news,6731
9and10news.com,5.0,True,news,18
9and10news.com,6.0,False,news,3659
9and10news.com,6.0,True,news,8
9and10news.com,7.0,False,news,3361
9and10news.com,7.0,True,news,6
9and10news.com,8.0,False,news,2904
9and10news.com,8.0,True,news,9
9and10news.com,9.0,False,news,497
9and10news.com,9.0,True,news,1
9and10news.com,10.0,False,news,1279
9and10news.com,10.0,True,news,2
9and10news.com,11.0,False,news,2001
9and10news.com,11.0,True,news,6
9and10news.com,12.0,False,news,886
9and10news.com,12.0,True,news,2
9and10news.com,13.0,False,news,874
9and10news.com,13.0,True,news,2
9and10news.com,14.0,False,news,3
9and10news.com,15.0,False,news,1
9and10news.com,16.0,False,news,1
9news.com,1.0,False,news,433
9news.com,1.0,True,news,1
9news.com,2.0,False,news,1238
9news.com,2.0,True,news,4
9news.com,3.0,False,news,1353
9news.com,3.0,True,news,3
9news.com,4.0,False,news,448
9news.com,4.0,True,news,1
9news.com,5.0,False,news,563
9news.com,5.0,True,news,1
9news.com,6.0,False,news,79
9news.com,7.0,False,news,554
9news.com,7.0,True,news,2
9news.com,8.0,False,news,1601
9news.com,8.0,True,news,4
9news.com,9.0,False,news,877
9news.com,9.0,True,news,1
9news.com,10.0,False,news,1393
9news.com,10.0,True,news,2
9news.com,11.0,False,news,1558
9news.com,11.0,True,news,2
9news.com,12.0,False,news,2052
9news.com,12.0,True,news,3
9news.com,13.0,False,news,1136
9news.com,13.0,True,news,3
9news.com,14.0,False,news,815
9news.com,14.0,True,news,3
9news.com,15.0,False,news,1350
9news.com,15.0,True,news,4
9news.com,16.0,False,news,1106
9news.com,16.0,True,news,4
9news.com,17.0,False,news,1392
9news.com,17.0,True,news,2
9news.com,18.0,False,news,353
9news.com,19.0,False,news,980
9news.com,19.0,True,news,2
9news.com,20.0,False,news,64
9news.com,21.0,False,news,1423
9news.com,21.0,True,news,2
9news.com,22.0,False,news,174
9news.com,22.0,True,news,1
