domain,serp_rank,is_home_district,counts
13wmaz.com,13.0,False,503
13wmaz.com,13.0,True,1
13wmaz.com,14.0,False,139
13wmaz.com,14.0,True,4
13wmaz.com,15.0,False,119
13wmaz.com,16.0,False,108
13wmaz.com,17.0,False,1
13wmaz.com,20.0,False,1
13wmaz.com,21.0,False,5
1430wcmy.com,25.0,False,5
1440wrok.com,7.0,False,11
1440wrok.com,8.0,False,47
1440wrok.com,9.0,False,750
1440wrok.com,9.0,True,2
1440wrok.com,11.0,False,431
1440wrok.com,11.0,True,1
14news.com,8.0,False,4
14news.com,9.0,False,1516
14news.com,9.0,True,4
14news.com,10.0,False,672
14news.com,10.0,True,1
14news.com,11.0,False,1603
14news.com,11.0,True,4
14news.com,12.0,False,82
14news.com,14.0,False,16
14news.com,15.0,False,419
14news.com,15.0,True,1
14news.com,16.0,False,14
14news.com,19.0,False,407
14news.com,19.0,True,1
14news.com,20.0,False,3
14news.com,21.0,False,3
14news.com,22.0,False,14
14news.com,23.0,False,1
21centurystate.com,12.0,False,3
247sports.com,3.0,False,1
247sports.com,4.0,False,61
247sports.com,8.0,False,10
247sports.com,12.0,False,121
247sports.com,13.0,False,396
247sports.com,13.0,True,1
247sports.com,14.0,False,15
247sports.com,15.0,False,1
247sports.com,16.0,False,8
247sports.com,17.0,False,1
247sports.com,18.0,False,109
27east.com,9.0,False,19
27east.com,10.0,False,783
27east.com,10.0,True,2
27east.com,11.0,False,89
27east.com,12.0,False,306
27east.com,12.0,True,1
27east.com,13.0,False,105
27east.com,14.0,False,2
3newsnow.com,2.0,False,451
3newsnow.com,2.0,True,1
3newsnow.com,3.0,False,413
3newsnow.com,4.0,False,1106
3newsnow.com,4.0,True,1
3newsnow.com,5.0,False,2513
3newsnow.com,5.0,True,7
3newsnow.com,6.0,False,956
3newsnow.com,6.0,True,2
3newsnow.com,7.0,False,1900
3newsnow.com,7.0,True,5
3newsnow.com,8.0,False,3950
3newsnow.com,8.0,True,3
3newsnow.com,9.0,False,6286
3newsnow.com,9.0,True,14
3newsnow.com,10.0,False,2545
3newsnow.com,10.0,True,8
3newsnow.com,11.0,False,6137
3newsnow.com,11.0,True,15
3newsnow.com,12.0,False,2412
3newsnow.com,12.0,True,3
3newsnow.com,13.0,False,1058
3newsnow.com,13.0,True,5
3newsnow.com,14.0,False,1627
3newsnow.com,14.0,True,3
3newsnow.com,15.0,False,1139
3newsnow.com,15.0,True,3
3newsnow.com,16.0,False,278
3newsnow.com,16.0,True,1
3newsnow.com,17.0,False,651
3newsnow.com,17.0,True,1
3newsnow.com,18.0,False,125
3newsnow.com,18.0,True,1
3newsnow.com,19.0,False,100
3newsnow.com,19.0,True,1
3newsnow.com,20.0,False,25
3newsnow.com,21.0,False,17
401kspecialistmag.com,2.0,False,258
401kspecialistmag.com,5.0,False,2660
401kspecialistmag.com,5.0,True,6
401kspecialistmag.com,6.0,False,2482
401kspecialistmag.com,6.0,True,7
401kspecialistmag.com,7.0,False,414
401kspecialistmag.com,7.0,True,1
401kspecialistmag.com,8.0,False,4007
401kspecialistmag.com,8.0,True,9
401kspecialistmag.com,9.0,False,21
401kspecialistmag.com,10.0,False,6
401kspecialistmag.com,11.0,False,165
401kspecialistmag.com,12.0,False,372
401kspecialistmag.com,12.0,True,1
401kspecialistmag.com,13.0,False,33
401kspecialistmag.com,15.0,False,2
401kspecialistmag.com,20.0,False,1
401kspecialistmag.com,21.0,False,3
401kspecialistmag.com,22.0,False,2
401kspecialistmag.com,23.0,False,1
401kspecialistmag.com,26.0,False,1
4029tv.com,4.0,False,555
4029tv.com,5.0,False,225
4029tv.com,6.0,False,472
4029tv.com,7.0,False,15
4029tv.com,8.0,False,806
4029tv.com,8.0,True,3
4029tv.com,9.0,False,2143
4029tv.com,9.0,True,11
4029tv.com,10.0,False,3314
4029tv.com,10.0,True,8
4029tv.com,11.0,False,2756
4029tv.com,11.0,True,2
4029tv.com,12.0,False,525
4029tv.com,12.0,True,1
4029tv.com,13.0,False,82
4029tv.com,14.0,False,17
4029tv.com,15.0,False,399
4029tv.com,15.0,True,1
4029tv.com,16.0,False,431
4029tv.com,16.0,True,1
4029tv.com,17.0,False,7
4029tv.com,18.0,False,84
4029tv.com,19.0,False,58
4029tv.com,19.0,True,1
4029tv.com,20.0,False,418
4029tv.com,21.0,False,4
4029tv.com,22.0,False,36
4029tv.com,23.0,False,923
4029tv.com,23.0,True,3
4029tv.com,24.0,False,37
4029tv.com,25.0,False,374
4029tv.com,25.0,True,1
4029tv.com,26.0,False,628
4029tv.com,26.0,True,1
4029tv.com,27.0,False,23
4029tv.com,28.0,False,8
406mtsports.com,9.0,False,13
406mtsports.com,10.0,False,310
406mtsports.com,10.0,True,1
406mtsports.com,11.0,False,3
406mtsports.com,20.0,False,1
41nbc.com,5.0,False,47
41nbc.com,6.0,False,2281
41nbc.com,6.0,True,3
41nbc.com,7.0,False,1289
41nbc.com,7.0,True,5
41nbc.com,8.0,False,1257
41nbc.com,8.0,True,2
41nbc.com,9.0,False,550
41nbc.com,9.0,True,2
41nbc.com,10.0,False,205
41nbc.com,10.0,True,2
41nbc.com,11.0,False,34
41nbc.com,12.0,False,270
41nbc.com,13.0,False,199
41nbc.com,14.0,False,3
41nbc.com,15.0,False,22
5280.com,8.0,False,1
5280.com,12.0,False,19
5280.com,12.0,True,1
5280.com,13.0,False,302
5280.com,13.0,True,2
5280.com,14.0,False,426
5280.com,15.0,False,162
5280.com,15.0,True,7
5280.com,16.0,False,2499
5280.com,16.0,True,9
5280.com,17.0,False,372
5280.com,17.0,True,1
5280.com,18.0,False,2
560theanswer.com,8.0,False,11
560theanswer.com,9.0,False,82
560theanswer.com,10.0,False,112
560theanswer.com,11.0,False,22
560theanswer.com,12.0,False,120
560theanswer.com,13.0,False,16
560theanswer.com,19.0,False,5
5newsonline.com,4.0,False,858
5newsonline.com,5.0,False,544
5newsonline.com,5.0,True,7
5newsonline.com,6.0,False,2913
5newsonline.com,6.0,True,3
5newsonline.com,7.0,False,6378
5newsonline.com,7.0,True,4
5newsonline.com,8.0,False,2935
5newsonline.com,8.0,True,2
5newsonline.com,9.0,False,893
5newsonline.com,9.0,True,2
5newsonline.com,10.0,False,4509
5newsonline.com,10.0,True,10
5newsonline.com,11.0,False,4958
5newsonline.com,11.0,True,28
5newsonline.com,12.0,False,2457
5newsonline.com,12.0,True,6
5newsonline.com,13.0,False,470
5newsonline.com,13.0,True,1
5newsonline.com,14.0,False,581
5newsonline.com,15.0,False,1002
5newsonline.com,15.0,True,1
5newsonline.com,16.0,False,190
5newsonline.com,16.0,True,2
5newsonline.com,17.0,False,68
5newsonline.com,18.0,False,18
5newsonline.com,19.0,False,17
5newsonline.com,20.0,False,5
5newsonline.com,23.0,False,1
5newsonline.com,24.0,False,279
5newsonline.com,25.0,False,9
5newsonline.com,26.0,False,441
5newsonline.com,26.0,True,2
5newsonline.com,29.0,False,89
6abc.com,3.0,False,25
6abc.com,5.0,False,5
6abc.com,6.0,False,1448
6abc.com,7.0,False,1091
6abc.com,8.0,False,2289
6abc.com,8.0,True,1
6abc.com,9.0,False,3027
6abc.com,9.0,True,5
6abc.com,10.0,False,5743
6abc.com,10.0,True,9
6abc.com,11.0,False,1768
6abc.com,11.0,True,4
6abc.com,12.0,False,2810
6abc.com,12.0,True,5
6abc.com,13.0,False,261
6abc.com,13.0,True,1
6abc.com,14.0,False,439
6abc.com,14.0,True,1
6abc.com,15.0,False,202
6abc.com,16.0,False,5
6abc.com,18.0,False,1
6abc.com,19.0,False,4
6abc.com,20.0,False,260
6abc.com,21.0,False,3
6abc.com,22.0,False,29
6abc.com,23.0,False,22
6amcity.com,7.0,False,4056
6amcity.com,7.0,True,9
6amcity.com,8.0,False,3198
6amcity.com,8.0,True,8
6amcity.com,9.0,False,33
710keel.com,2.0,False,1
710keel.com,3.0,False,387
710keel.com,4.0,False,761
710keel.com,4.0,True,2
710keel.com,5.0,False,82
710keel.com,6.0,False,316
710keel.com,7.0,False,73
710keel.com,7.0,True,1
710keel.com,8.0,False,17
710keel.com,9.0,False,65
710keel.com,10.0,False,9
710keel.com,11.0,False,363
710keel.com,12.0,False,64
710keel.com,13.0,False,6
710keel.com,14.0,False,60
710keel.com,14.0,True,1
710keel.com,15.0,False,134
710keel.com,16.0,False,97
710keel.com,17.0,False,22
710keel.com,18.0,False,52
710keel.com,19.0,False,24
710keel.com,20.0,False,15
710keel.com,21.0,False,86
710keel.com,22.0,False,11
710keel.com,23.0,False,10
710keel.com,24.0,False,40
710keel.com,25.0,False,143
710keel.com,25.0,True,1
710keel.com,28.0,False,25
83degreesmedia.com,7.0,False,4
83degreesmedia.com,8.0,False,89
83degreesmedia.com,9.0,False,2798
83degreesmedia.com,9.0,True,4
83degreesmedia.com,10.0,False,2731
83degreesmedia.com,10.0,True,4
83degreesmedia.com,11.0,False,1343
83degreesmedia.com,11.0,True,2
83degreesmedia.com,12.0,False,567
83degreesmedia.com,12.0,True,1
83degreesmedia.com,13.0,False,112
83degreesmedia.com,14.0,False,36
83degreesmedia.com,19.0,False,160
83degreesmedia.com,20.0,False,961
83degreesmedia.com,20.0,True,3
83degreesmedia.com,21.0,False,105
83degreesmedia.com,22.0,False,56
83degreesmedia.com,23.0,False,22
8newsnow.com,0.0,False,759
8newsnow.com,1.0,False,73
8newsnow.com,1.0,True,1
8newsnow.com,2.0,False,871
8newsnow.com,2.0,True,2
8newsnow.com,3.0,False,404
8newsnow.com,4.0,False,1704
8newsnow.com,4.0,True,4
8newsnow.com,5.0,False,3621
8newsnow.com,5.0,True,8
8newsnow.com,6.0,False,1662
8newsnow.com,6.0,True,4
8newsnow.com,7.0,False,12
8newsnow.com,8.0,False,627
8newsnow.com,8.0,True,2
8newsnow.com,9.0,False,1425
8newsnow.com,9.0,True,3
8newsnow.com,10.0,False,1560
8newsnow.com,10.0,True,3
8newsnow.com,11.0,False,1222
8newsnow.com,11.0,True,3
8newsnow.com,12.0,False,1196
8newsnow.com,12.0,True,4
8newsnow.com,13.0,False,1826
8newsnow.com,13.0,True,4
8newsnow.com,14.0,False,3078
8newsnow.com,14.0,True,5
8newsnow.com,15.0,False,1812
8newsnow.com,15.0,True,8
8newsnow.com,16.0,False,484
8newsnow.com,17.0,False,581
8newsnow.com,17.0,True,2
8newsnow.com,18.0,False,726
8newsnow.com,18.0,True,2
8newsnow.com,19.0,False,1742
8newsnow.com,19.0,True,3
8newsnow.com,20.0,False,4
8newsnow.com,21.0,False,17
8newsnow.com,22.0,False,775
8newsnow.com,22.0,True,1
8newsnow.com,23.0,False,1
8newsnow.com,25.0,False,5
8newsnow.com,26.0,False,670
8newsnow.com,27.0,False,3
8newsnow.com,27.0,True,1
8newsnow.com,28.0,False,15
8newsnow.com,29.0,False,52
8newsnow.com,30.0,False,3
8newsnow.com,31.0,False,9
945theanswer.com,10.0,False,38
945theanswer.com,11.0,False,211
945theanswer.com,12.0,False,788
945theanswer.com,13.0,False,354
945theanswer.com,14.0,False,2
945theanswer.com,22.0,False,23
953mnc.com,3.0,False,3
953mnc.com,4.0,False,328
953mnc.com,5.0,False,3
953mnc.com,6.0,False,494
953mnc.com,6.0,True,1
953mnc.com,7.0,False,2045
953mnc.com,7.0,True,2
953mnc.com,8.0,False,9969
953mnc.com,8.0,True,22
953mnc.com,9.0,False,11155
953mnc.com,9.0,True,23
953mnc.com,10.0,False,14025
953mnc.com,10.0,True,34
953mnc.com,11.0,False,2852
953mnc.com,11.0,True,11
953mnc.com,12.0,False,1285
953mnc.com,12.0,True,2
953mnc.com,13.0,False,767
953mnc.com,13.0,True,2
953mnc.com,14.0,False,825
953mnc.com,14.0,True,2
953mnc.com,15.0,False,59
953mnc.com,15.0,True,1
953mnc.com,16.0,False,1
953mnc.com,18.0,False,9
953mnc.com,20.0,False,5
953mnc.com,22.0,False,8
953mnc.com,22.0,True,1
953mnc.com,23.0,False,753
953mnc.com,23.0,True,1
953mnc.com,24.0,False,502
953mnc.com,24.0,True,1
953mnc.com,25.0,False,8
953mnc.com,26.0,False,15
953mnc.com,27.0,False,11
959watd.com,5.0,False,1
959watd.com,6.0,False,1704
959watd.com,6.0,True,4
959watd.com,7.0,False,436
959watd.com,7.0,True,1
959watd.com,8.0,False,841
959watd.com,8.0,True,1
959watd.com,9.0,False,32
959watd.com,9.0,True,1
959watd.com,10.0,False,2628
959watd.com,10.0,True,6
959watd.com,13.0,False,11
959watd.com,16.0,False,1
959watd.com,18.0,False,1
960thepatriot.com,12.0,False,5
960thepatriot.com,13.0,False,192
9and10news.com,1.0,False,313
9and10news.com,2.0,False,140
9and10news.com,2.0,True,1
9and10news.com,3.0,False,17
9and10news.com,4.0,False,980
9and10news.com,4.0,True,2
9and10news.com,5.0,False,6731
9and10news.com,5.0,True,18
9and10news.com,6.0,False,3659
9and10news.com,6.0,True,8
9and10news.com,7.0,False,3361
9and10news.com,7.0,True,6
9and10news.com,8.0,False,2904
9and10news.com,8.0,True,9
9and10news.com,9.0,False,497
9and10news.com,9.0,True,1
9and10news.com,10.0,False,1279
9and10news.com,10.0,True,2
9and10news.com,11.0,False,2001
9and10news.com,11.0,True,6
9and10news.com,12.0,False,886
9and10news.com,12.0,True,2
9and10news.com,13.0,False,874
9and10news.com,13.0,True,2
9and10news.com,14.0,False,3
9and10news.com,15.0,False,1
9and10news.com,16.0,False,1
9news.com,1.0,False,433
9news.com,1.0,True,1
9news.com,2.0,False,1238
9news.com,2.0,True,4
9news.com,3.0,False,1353
9news.com,3.0,True,3
9news.com,4.0,False,448
9news.com,4.0,True,1
9news.com,5.0,False,563
9news.com,5.0,True,1
9news.com,6.0,False,79
9news.com,7.0,False,554
9news.com,7.0,True,2
9news.com,8.0,False,1601
9news.com,8.0,True,4
9news.com,9.0,False,877
9news.com,9.0,True,1
9news.com,10.0,False,1393
9news.com,10.0,True,2
9news.com,11.0,False,1558
9news.com,11.0,True,2
9news.com,12.0,False,2052
9news.com,12.0,True,3
9news.com,13.0,False,1136
9news.com,13.0,True,3
9news.com,14.0,False,815
9news.com,14.0,True,3
9news.com,15.0,False,1350
9news.com,15.0,True,4
9news.com,16.0,False,1106
9news.com,16.0,True,4
9news.com,17.0,False,1392
9news.com,17.0,True,2
9news.com,18.0,False,353
9news.com,19.0,False,980
9news.com,19.0,True,2
9news.com,20.0,False,64
9news.com,21.0,False,1423
9news.com,21.0,True,2
9news.com,22.0,False,174
9news.com,22.0,True,1
9news.com,23.0,False,7
9news.com,24.0,False,5
9news.com,25.0,False,8
9news.com,26.0,False,8
9news.com,27.0,False,4
aa.com.tr,4.0,False,13
aa.com.tr,7.0,False,7
aa.com.tr,12.0,False,374
aa.com.tr,12.0,True,1
aa.com.tr,13.0,False,373
aa.com.tr,13.0,True,1
aa.com.tr,14.0,False,15
aa.com.tr,15.0,False,18
aaf.org,13.0,False,21
aaf.org,16.0,False,8
abajournal.com,2.0,False,757
abajournal.com,2.0,True,1
abajournal.com,3.0,False,1326
abajournal.com,3.0,True,4
abajournal.com,4.0,False,1788
abajournal.com,4.0,True,4
abajournal.com,5.0,False,505
abajournal.com,5.0,True,2
abajournal.com,7.0,False,12
abajournal.com,8.0,False,41
abajournal.com,9.0,False,4
abajournal.com,11.0,False,1
abbyfinkenauer.com,1.0,False,21832
abbyfinkenauer.com,1.0,True,54
abbyfinkenauer.com,2.0,False,10399
abbyfinkenauer.com,2.0,True,26
abbyfinkenauer.com,3.0,False,7041
abbyfinkenauer.com,3.0,True,13
abbyfinkenauer.com,4.0,False,386
abbyfinkenauer.com,4.0,True,1
abbyfinkenauer.com,5.0,False,3836
abbyfinkenauer.com,5.0,True,11
abbyfinkenauer.com,6.0,False,2037
abbyfinkenauer.com,6.0,True,5
abbyfinkenauer.com,7.0,False,668
abbyfinkenauer.com,7.0,True,1
abbyfinkenauer.com,8.0,False,204
abbyfinkenauer.com,10.0,False,361
abbyfinkenauer.com,11.0,False,98
abbyfinkenauer.com,12.0,False,299
abbyfinkenauer.com,15.0,False,27
abc10.com,1.0,False,436
abc10.com,1.0,True,1
abc10.com,2.0,False,437
abc10.com,2.0,True,1
abc10.com,3.0,False,900
abc10.com,3.0,True,2
abc10.com,4.0,False,1180
abc10.com,4.0,True,6
abc10.com,5.0,False,3053
abc10.com,5.0,True,1
abc10.com,6.0,False,11183
abc10.com,6.0,True,27
abc10.com,7.0,False,7145
abc10.com,7.0,True,8
abc10.com,8.0,False,10172
abc10.com,8.0,True,17
abc10.com,9.0,False,9559
abc10.com,9.0,True,16
abc10.com,10.0,False,11230
abc10.com,10.0,True,23
abc10.com,11.0,False,9959
abc10.com,11.0,True,18
abc10.com,12.0,False,3532
abc10.com,12.0,True,8
abc10.com,13.0,False,1125
abc10.com,13.0,True,6
abc10.com,14.0,False,3724
abc10.com,14.0,True,9
abc10.com,15.0,False,1849
abc10.com,15.0,True,5
abc10.com,16.0,False,1145
abc10.com,17.0,False,145
abc10.com,17.0,True,1
abc10.com,18.0,False,13
abc10.com,19.0,False,1
abc10.com,20.0,False,6
abc10.com,21.0,False,1003
abc10.com,21.0,True,3
abc10.com,22.0,False,486
abc10.com,23.0,False,1113
abc10.com,24.0,False,77
abc10.com,25.0,False,541
abc10.com,26.0,False,12
abc10up.com,5.0,False,485
abc10up.com,5.0,True,1
abc10up.com,6.0,False,131
abc10up.com,7.0,False,2570
abc10up.com,7.0,True,6
abc10up.com,8.0,False,35
abc10up.com,9.0,False,992
abc10up.com,9.0,True,3
abc10up.com,10.0,False,5
abc10up.com,11.0,False,1
abc11.com,0.0,False,1
abc11.com,1.0,False,34
abc11.com,2.0,False,1664
abc11.com,2.0,True,1
abc11.com,3.0,False,37
abc11.com,3.0,True,2
abc11.com,4.0,False,429
abc11.com,4.0,True,1
abc11.com,5.0,False,358
abc11.com,5.0,True,1
abc11.com,6.0,False,2285
abc11.com,6.0,True,3
