domain,serp_rank,is_home_district,category,counts,classification
1011now.com,2.0,False,news,2,local
1011now.com,3.0,False,news,13,local
1011now.com,4.0,False,news,1200,local
1011now.com,5.0,False,news,6503,local
1011now.com,5.0,True,news,18,local
1011now.com,6.0,False,news,16851,local
1011now.com,6.0,True,news,36,local
1011now.com,7.0,False,news,11986,local
1011now.com,7.0,True,news,22,local
1011now.com,8.0,False,news,20221,local
1011now.com,8.0,True,news,57,local
1011now.com,9.0,False,news,5556,local
1011now.com,9.0,True,news,10,local
1011now.com,10.0,False,news,5701,local
1011now.com,10.0,True,news,9,local
1011now.com,11.0,False,news,5219,local
1011now.com,11.0,True,news,14,local
1011now.com,12.0,False,news,3106,local
1011now.com,12.0,True,news,8,local
1011now.com,13.0,False,news,2772,local
1011now.com,13.0,True,news,7,local
1011now.com,14.0,False,news,1284,local
1011now.com,14.0,True,news,4,local
1011now.com,15.0,False,news,793,local
1011now.com,15.0,True,news,4,local
1011now.com,16.0,False,news,927,local
1011now.com,16.0,True,news,2,local
1011now.com,17.0,False,news,465,local
1011now.com,17.0,True,news,1,local
1011now.com,18.0,False,news,240,local
1011now.com,19.0,False,news,383,local
1011now.com,19.0,True,news,1,local
1011now.com,20.0,False,news,21,local
1011now.com,21.0,False,news,554,local
1011now.com,22.0,False,news,257,local
1011now.com,23.0,False,news,8,local
1011now.com,23.0,True,news,2,local
1011now.com,24.0,False,news,44,local
1011now.com,25.0,False,news,338,local
1011now.com,26.0,False,news,46,local
1011now.com,27.0,False,news,41,local
1011now.com,27.0,True,news,1,local
1011now.com,28.0,False,news,18,local
1011now.com,29.0,False,news,96,local
10news.com,3.0,False,news,432,local
10news.com,3.0,True,news,1,local
10news.com,4.0,False,news,5,local
10news.com,5.0,False,news,727,local
10news.com,5.0,True,news,1,local
10news.com,6.0,False,news,536,local
10news.com,6.0,True,news,2,local
10news.com,7.0,False,news,7,local
10news.com,8.0,False,news,426,local
10news.com,8.0,True,news,1,local
10news.com,9.0,False,news,14,local
10news.com,10.0,False,news,2928,local
10news.com,10.0,True,news,7,local
10news.com,11.0,False,news,3590,local
10news.com,11.0,True,news,9,local
10news.com,12.0,False,news,526,local
10news.com,12.0,True,news,1,local
10news.com,13.0,False,news,1154,local
10news.com,13.0,True,news,3,local
10news.com,14.0,False,news,263,local
10news.com,15.0,False,news,105,local
10news.com,16.0,False,news,20,local
10news.com,17.0,False,news,12,local
10tv.com,1.0,False,news,870,local
10tv.com,1.0,True,news,2,local
10tv.com,2.0,False,news,434,local
10tv.com,2.0,True,news,1,local
10tv.com,3.0,False,news,1,local
10tv.com,4.0,False,news,2,local
10tv.com,5.0,False,news,778,local
10tv.com,5.0,True,news,1,local
10tv.com,6.0,False,news,1724,local
10tv.com,6.0,True,news,2,local
10tv.com,7.0,False,news,1770,local
10tv.com,7.0,True,news,6,local
10tv.com,8.0,False,news,1240,local
10tv.com,8.0,True,news,4,local
10tv.com,9.0,False,news,7907,local
10tv.com,9.0,True,news,20,local
10tv.com,10.0,False,news,8694,local
10tv.com,10.0,True,news,21,local
10tv.com,11.0,False,news,2935,local
10tv.com,11.0,True,news,6,local
10tv.com,12.0,False,news,4940,local
10tv.com,12.0,True,news,13,local
10tv.com,13.0,False,news,1538,local
10tv.com,13.0,True,news,2,local
10tv.com,14.0,False,news,1368,local
10tv.com,14.0,True,news,4,local
10tv.com,15.0,False,news,1185,local
10tv.com,15.0,True,news,2,local
10tv.com,16.0,False,news,544,local
10tv.com,16.0,True,news,1,local
10tv.com,17.0,False,news,1556,local
10tv.com,17.0,True,news,3,local
10tv.com,18.0,False,news,1342,local
10tv.com,18.0,True,news,4,local
10tv.com,19.0,False,news,58,local
10tv.com,20.0,False,news,25,local
10tv.com,21.0,False,news,16,local
10tv.com,22.0,False,news,1680,local
10tv.com,22.0,True,news,4,local
10tv.com,23.0,False,news,562,local
10tv.com,23.0,True,news,3,local
10tv.com,24.0,False,news,47,local
10tv.com,25.0,False,news,1176,local
10tv.com,25.0,True,news,1,local
10tv.com,26.0,False,news,5,local
11alive.com,2.0,False,news,1119,local
11alive.com,3.0,False,news,3353,local
11alive.com,3.0,True,news,3,local
11alive.com,4.0,False,news,2817,local
11alive.com,4.0,True,news,7,local
11alive.com,5.0,False,news,2908,local
11alive.com,5.0,True,news,4,local
11alive.com,6.0,False,news,3653,local
11alive.com,6.0,True,news,19,local
11alive.com,7.0,False,news,11585,local
11alive.com,7.0,True,news,29,local
11alive.com,8.0,False,news,17454,local
11alive.com,8.0,True,news,47,local
11alive.com,9.0,False,news,19138,local
11alive.com,9.0,True,news,39,local
11alive.com,10.0,False,news,19696,local
11alive.com,10.0,True,news,37,local
11alive.com,11.0,False,news,5447,local
11alive.com,11.0,True,news,13,local
11alive.com,12.0,False,news,4821,local
11alive.com,12.0,True,news,11,local
11alive.com,13.0,False,news,2424,local
11alive.com,13.0,True,news,6,local
11alive.com,14.0,False,news,959,local
11alive.com,14.0,True,news,2,local
11alive.com,15.0,False,news,862,local
11alive.com,15.0,True,news,3,local
11alive.com,16.0,False,news,1327,local
11alive.com,16.0,True,news,5,local
11alive.com,17.0,False,news,985,local
11alive.com,17.0,True,news,1,local
11alive.com,18.0,False,news,657,local
11alive.com,18.0,True,news,1,local
11alive.com,19.0,False,news,39,local
11alive.com,19.0,True,news,2,local
11alive.com,20.0,False,news,5,local
11alive.com,22.0,False,news,2,local
11alive.com,23.0,False,news,1,local
11alive.com,24.0,False,news,1,local
11alive.com,25.0,False,news,69,local
11alive.com,26.0,False,news,402,local
11alive.com,26.0,True,news,1,local
11alive.com,27.0,False,news,2,local
11alive.com,28.0,False,news,1,local
12news.com,3.0,False,news,365,local
12news.com,3.0,True,news,1,local
12news.com,4.0,False,news,479,local
12news.com,4.0,True,news,1,local
12news.com,5.0,False,news,1,local
12news.com,6.0,False,news,15,local
12news.com,7.0,False,news,417,local
12news.com,7.0,True,news,1,local
12news.com,8.0,False,news,185,local
12news.com,8.0,True,news,1,local
12news.com,9.0,False,news,2081,local
12news.com,9.0,True,news,13,local
12news.com,10.0,False,news,8740,local
12news.com,10.0,True,news,13,local
12news.com,11.0,False,news,6810,local
12news.com,11.0,True,news,15,local
12news.com,12.0,False,news,822,local
12news.com,12.0,True,news,2,local
12news.com,13.0,False,news,755,local
12news.com,13.0,True,news,2,local
12news.com,14.0,False,news,1523,local
12news.com,14.0,True,news,1,local
12news.com,15.0,False,news,605,local
12news.com,15.0,True,news,3,local
12news.com,16.0,False,news,957,local
12news.com,16.0,True,news,3,local
12news.com,17.0,False,news,91,local
12news.com,17.0,True,news,1,local
12news.com,18.0,False,news,443,local
12news.com,18.0,True,news,1,local
12news.com,19.0,False,news,22,local
12news.com,20.0,False,news,219,local
12news.com,21.0,False,news,8,local
12news.com,22.0,False,news,282,local
12news.com,22.0,True,news,2,local
12news.com,23.0,False,news,10,local
12news.com,24.0,False,news,518,local
12news.com,25.0,False,news,5,local
12news.com,28.0,False,news,1,local
12newsnow.com,4.0,False,news,412,local
12newsnow.com,4.0,True,news,2,local
12newsnow.com,6.0,False,news,1513,local
12newsnow.com,6.0,True,news,3,local
12newsnow.com,7.0,False,news,65,local
12newsnow.com,8.0,False,news,554,local
12newsnow.com,8.0,True,news,1,local
12newsnow.com,9.0,False,news,1935,local
12newsnow.com,9.0,True,news,3,local
12newsnow.com,10.0,False,news,1627,local
12newsnow.com,10.0,True,news,4,local
12newsnow.com,11.0,False,news,3287,local
12newsnow.com,11.0,True,news,5,local
12newsnow.com,12.0,False,news,4867,local
12newsnow.com,12.0,True,news,8,local
12newsnow.com,13.0,False,news,159,local
12newsnow.com,13.0,True,news,1,local
12newsnow.com,14.0,False,news,594,local
12newsnow.com,14.0,True,news,2,local
12newsnow.com,15.0,False,news,741,local
12newsnow.com,15.0,True,news,7,local
12newsnow.com,16.0,False,news,1258,local
12newsnow.com,16.0,True,news,1,local
12newsnow.com,17.0,False,news,195,local
12newsnow.com,17.0,True,news,1,local
12newsnow.com,18.0,False,news,44,local
12newsnow.com,18.0,True,news,1,local
12newsnow.com,19.0,False,news,52,local
12newsnow.com,19.0,True,news,1,local
12newsnow.com,20.0,False,news,6,local
13abc.com,6.0,False,news,18,local
13abc.com,7.0,False,news,3088,local
13abc.com,7.0,True,news,6,local
13abc.com,8.0,False,news,1939,local
13abc.com,8.0,True,news,2,local
13abc.com,9.0,False,news,2566,local
13abc.com,9.0,True,news,7,local
13abc.com,10.0,False,news,1339,local
13abc.com,10.0,True,news,5,local
13abc.com,11.0,False,news,500,local
13abc.com,11.0,True,news,1,local
13abc.com,12.0,False,news,682,local
13abc.com,12.0,True,news,2,local
13abc.com,13.0,False,news,233,local
13abc.com,14.0,False,news,613,local
13abc.com,14.0,True,news,1,local
13abc.com,15.0,False,news,48,local
13abc.com,16.0,False,news,121,local
13abc.com,17.0,False,news,96,local
13abc.com,18.0,False,news,2,local
13abc.com,19.0,False,news,6,local
13abc.com,23.0,False,news,1,local
13newsnow.com,3.0,False,news,67,local
13newsnow.com,4.0,False,news,6727,local
13newsnow.com,4.0,True,news,9,local
13newsnow.com,5.0,False,news,10255,local
13newsnow.com,5.0,True,news,26,local
13newsnow.com,6.0,False,news,12212,local
13newsnow.com,6.0,True,news,29,local
13newsnow.com,7.0,False,news,4400,local
13newsnow.com,7.0,True,news,13,local
13newsnow.com,8.0,False,news,10128,local
13newsnow.com,8.0,True,news,16,local
13newsnow.com,9.0,False,news,13888,local
13newsnow.com,9.0,True,news,31,local
13newsnow.com,10.0,False,news,9261,local
13newsnow.com,10.0,True,news,21,local
13newsnow.com,11.0,False,news,7766,local
13newsnow.com,11.0,True,news,22,local
13newsnow.com,12.0,False,news,8458,local
13newsnow.com,12.0,True,news,18,local
13newsnow.com,13.0,False,news,3673,local
13newsnow.com,13.0,True,news,10,local
13newsnow.com,14.0,False,news,2390,local
13newsnow.com,14.0,True,news,6,local
13newsnow.com,15.0,False,news,1895,local
13newsnow.com,15.0,True,news,7,local
13newsnow.com,16.0,False,news,227,local
13newsnow.com,17.0,False,news,672,local
13newsnow.com,17.0,True,news,2,local
13newsnow.com,18.0,False,news,323,local
13newsnow.com,18.0,True,news,1,local
13newsnow.com,19.0,False,news,1044,local
13newsnow.com,19.0,True,news,1,local
13newsnow.com,20.0,False,news,398,local
13newsnow.com,20.0,True,news,1,local
13newsnow.com,21.0,False,news,46,local
13newsnow.com,21.0,True,news,1,local
13newsnow.com,22.0,False,news,19,local
13newsnow.com,23.0,False,news,8,local
13wham.com,3.0,False,news,392,local
13wham.com,3.0,True,news,1,local
13wham.com,4.0,False,news,276,local
13wham.com,4.0,True,news,1,local
13wham.com,5.0,False,news,679,local
13wham.com,5.0,True,news,1,local
13wham.com,6.0,False,news,3523,local
13wham.com,6.0,True,news,6,local
13wham.com,7.0,False,news,2966,local
13wham.com,7.0,True,news,8,local
13wham.com,8.0,False,news,4542,local
13wham.com,8.0,True,news,8,local
13wham.com,9.0,False,news,3037,local
13wham.com,9.0,True,news,4,local
13wham.com,10.0,False,news,10564,local
13wham.com,10.0,True,news,23,local
13wham.com,11.0,False,news,12169,local
13wham.com,11.0,True,news,28,local
13wham.com,12.0,False,news,10325,local
13wham.com,12.0,True,news,22,local
13wham.com,13.0,False,news,2622,local
13wham.com,13.0,True,news,7,local
13wham.com,14.0,False,news,1172,local
13wham.com,14.0,True,news,4,local
13wham.com,15.0,False,news,2448,local
13wham.com,15.0,True,news,6,local
13wham.com,16.0,False,news,700,local
13wham.com,16.0,True,news,1,local
13wham.com,17.0,False,news,126,local
13wham.com,18.0,False,news,161,local
13wham.com,19.0,False,news,9,local
13wham.com,20.0,False,news,70,local
13wham.com,21.0,False,news,428,local
13wham.com,22.0,False,news,171,local
13wham.com,23.0,False,news,3,local
13wham.com,24.0,False,news,168,local
13wham.com,24.0,True,news,2,local
13wham.com,25.0,False,news,6,local
13wham.com,27.0,False,news,2,local
13wmaz.com,2.0,False,news,12,local
13wmaz.com,3.0,False,news,573,local
13wmaz.com,3.0,True,news,1,local
13wmaz.com,4.0,False,news,3,local
13wmaz.com,6.0,False,news,62,local
13wmaz.com,6.0,True,news,1,local
13wmaz.com,7.0,False,news,7,local
13wmaz.com,8.0,False,news,194,local
13wmaz.com,9.0,False,news,3703,local
13wmaz.com,9.0,True,news,4,local
13wmaz.com,10.0,False,news,1479,local
13wmaz.com,10.0,True,news,4,local
13wmaz.com,11.0,False,news,955,local
13wmaz.com,11.0,True,news,2,local
13wmaz.com,12.0,False,news,225,local
13wmaz.com,12.0,True,news,3,local
13wmaz.com,13.0,False,news,503,local
13wmaz.com,13.0,True,news,1,local
13wmaz.com,14.0,False,news,139,local
13wmaz.com,14.0,True,news,4,local
13wmaz.com,15.0,False,news,119,local
13wmaz.com,16.0,False,news,108,local
13wmaz.com,17.0,False,news,1,local
13wmaz.com,20.0,False,news,1,local
13wmaz.com,21.0,False,news,5,local
1430wcmy.com,25.0,False,news,5,
1440wrok.com,7.0,False,news,11,
1440wrok.com,8.0,False,news,47,
1440wrok.com,9.0,False,news,750,
1440wrok.com,9.0,True,news,2,
1440wrok.com,11.0,False,news,431,
1440wrok.com,11.0,True,news,1,
14news.com,8.0,False,news,4,local
14news.com,9.0,False,news,1516,local
14news.com,9.0,True,news,4,local
14news.com,10.0,False,news,672,local
14news.com,10.0,True,news,1,local
14news.com,11.0,False,news,1603,local
14news.com,11.0,True,news,4,local
14news.com,12.0,False,news,82,local
14news.com,14.0,False,news,16,local
14news.com,15.0,False,news,419,local
14news.com,15.0,True,news,1,local
14news.com,16.0,False,news,14,local
14news.com,19.0,False,news,407,local
14news.com,19.0,True,news,1,local
14news.com,20.0,False,news,3,local
14news.com,21.0,False,news,3,local
14news.com,22.0,False,news,14,local
14news.com,23.0,False,news,1,local
21centurystate.com,12.0,False,other_third_party,3,
247sports.com,3.0,False,news,1,national
247sports.com,4.0,False,news,61,national
247sports.com,8.0,False,news,10,national
247sports.com,12.0,False,news,121,national
247sports.com,13.0,False,news,396,national
247sports.com,13.0,True,news,1,national
247sports.com,14.0,False,news,15,national
247sports.com,15.0,False,news,1,national
247sports.com,16.0,False,news,8,national
247sports.com,17.0,False,news,1,national
247sports.com,18.0,False,news,109,national
27east.com,9.0,False,news,19,local
27east.com,10.0,False,news,783,local
27east.com,10.0,True,news,2,local
27east.com,11.0,False,news,89,local
27east.com,12.0,False,news,306,local
27east.com,12.0,True,news,1,local
27east.com,13.0,False,news,105,local
27east.com,14.0,False,news,2,local
3newsnow.com,2.0,False,news,451,local
3newsnow.com,2.0,True,news,1,local
3newsnow.com,3.0,False,news,413,local
3newsnow.com,4.0,False,news,1106,local
3newsnow.com,4.0,True,news,1,local
3newsnow.com,5.0,False,news,2513,local
3newsnow.com,5.0,True,news,7,local
3newsnow.com,6.0,False,news,956,local
3newsnow.com,6.0,True,news,2,local
3newsnow.com,7.0,False,news,1900,local
3newsnow.com,7.0,True,news,5,local
3newsnow.com,8.0,False,news,3950,local
3newsnow.com,8.0,True,news,3,local
3newsnow.com,9.0,False,news,6286,local
3newsnow.com,9.0,True,news,14,local
3newsnow.com,10.0,False,news,2545,local
3newsnow.com,10.0,True,news,8,local
3newsnow.com,11.0,False,news,6137,local
3newsnow.com,11.0,True,news,15,local
3newsnow.com,12.0,False,news,2412,local
3newsnow.com,12.0,True,news,3,local
3newsnow.com,13.0,False,news,1058,local
3newsnow.com,13.0,True,news,5,local
3newsnow.com,14.0,False,news,1627,local
3newsnow.com,14.0,True,news,3,local
3newsnow.com,15.0,False,news,1139,local
3newsnow.com,15.0,True,news,3,local
3newsnow.com,16.0,False,news,278,local
3newsnow.com,16.0,True,news,1,local
3newsnow.com,17.0,False,news,651,local
3newsnow.com,17.0,True,news,1,local
3newsnow.com,18.0,False,news,125,local
3newsnow.com,18.0,True,news,1,local
3newsnow.com,19.0,False,news,100,local
3newsnow.com,19.0,True,news,1,local
3newsnow.com,20.0,False,news,25,local
3newsnow.com,21.0,False,news,17,local
401kspecialistmag.com,2.0,False,news,258,
401kspecialistmag.com,5.0,False,news,2660,
401kspecialistmag.com,5.0,True,news,6,
401kspecialistmag.com,6.0,False,news,2482,
401kspecialistmag.com,6.0,True,news,7,
401kspecialistmag.com,7.0,False,news,414,
401kspecialistmag.com,7.0,True,news,1,
401kspecialistmag.com,8.0,False,news,4007,
401kspecialistmag.com,8.0,True,news,9,
401kspecialistmag.com,9.0,False,news,21,
401kspecialistmag.com,10.0,False,news,6,
401kspecialistmag.com,11.0,False,news,165,
401kspecialistmag.com,12.0,False,news,372,
401kspecialistmag.com,12.0,True,news,1,
401kspecialistmag.com,13.0,False,news,33,
401kspecialistmag.com,15.0,False,news,2,
401kspecialistmag.com,20.0,False,news,1,
401kspecialistmag.com,21.0,False,news,3,
401kspecialistmag.com,22.0,False,news,2,
401kspecialistmag.com,23.0,False,news,1,
401kspecialistmag.com,26.0,False,news,1,
4029tv.com,4.0,False,news,555,local
4029tv.com,5.0,False,news,225,local
4029tv.com,6.0,False,news,472,local
4029tv.com,7.0,False,news,15,local
4029tv.com,8.0,False,news,806,local
4029tv.com,8.0,True,news,3,local
4029tv.com,9.0,False,news,2143,local
4029tv.com,9.0,True,news,11,local
4029tv.com,10.0,False,news,3314,local
4029tv.com,10.0,True,news,8,local
4029tv.com,11.0,False,news,2756,local
4029tv.com,11.0,True,news,2,local
4029tv.com,12.0,False,news,525,local
4029tv.com,12.0,True,news,1,local
4029tv.com,13.0,False,news,82,local
4029tv.com,14.0,False,news,17,local
4029tv.com,15.0,False,news,399,local
4029tv.com,15.0,True,news,1,local
4029tv.com,16.0,False,news,431,local
4029tv.com,16.0,True,news,1,local
4029tv.com,17.0,False,news,7,local
4029tv.com,18.0,False,news,84,local
4029tv.com,19.0,False,news,58,local
4029tv.com,19.0,True,news,1,local
4029tv.com,20.0,False,news,418,local
4029tv.com,21.0,False,news,4,local
4029tv.com,22.0,False,news,36,local
4029tv.com,23.0,False,news,923,local
4029tv.com,23.0,True,news,3,local
4029tv.com,24.0,False,news,37,local
4029tv.com,25.0,False,news,374,local
4029tv.com,25.0,True,news,1,local
4029tv.com,26.0,False,news,628,local
4029tv.com,26.0,True,news,1,local
4029tv.com,27.0,False,news,23,local
4029tv.com,28.0,False,news,8,local
406mtsports.com,9.0,False,news,13,local
406mtsports.com,10.0,False,news,310,local
406mtsports.com,10.0,True,news,1,local
406mtsports.com,11.0,False,news,3,local
406mtsports.com,20.0,False,news,1,local
41nbc.com,5.0,False,news,47,local
41nbc.com,6.0,False,news,2281,local
41nbc.com,6.0,True,news,3,local
41nbc.com,7.0,False,news,1289,local
41nbc.com,7.0,True,news,5,local
41nbc.com,8.0,False,news,1257,local
41nbc.com,8.0,True,news,2,local
41nbc.com,9.0,False,news,550,local
41nbc.com,9.0,True,news,2,local
41nbc.com,10.0,False,news,205,local
41nbc.com,10.0,True,news,2,local
41nbc.com,11.0,False,news,34,local
41nbc.com,12.0,False,news,270,local
41nbc.com,13.0,False,news,199,local
41nbc.com,14.0,False,news,3,local
41nbc.com,15.0,False,news,22,local
5280.com,8.0,False,news,1,local
5280.com,12.0,False,news,19,local
5280.com,12.0,True,news,1,local
5280.com,13.0,False,news,302,local
5280.com,13.0,True,news,2,local
5280.com,14.0,False,news,426,local
5280.com,15.0,False,news,162,local
5280.com,15.0,True,news,7,local
5280.com,16.0,False,news,2499,local
5280.com,16.0,True,news,9,local
5280.com,17.0,False,news,372,local
5280.com,17.0,True,news,1,local
5280.com,18.0,False,news,2,local
560theanswer.com,8.0,False,news,11,
560theanswer.com,9.0,False,news,82,
560theanswer.com,10.0,False,news,112,
560theanswer.com,11.0,False,news,22,
560theanswer.com,12.0,False,news,120,
560theanswer.com,13.0,False,news,16,
560theanswer.com,19.0,False,news,5,
5newsonline.com,4.0,False,news,858,local
5newsonline.com,5.0,False,news,544,local
5newsonline.com,5.0,True,news,7,local
5newsonline.com,6.0,False,news,2913,local
5newsonline.com,6.0,True,news,3,local
5newsonline.com,7.0,False,news,6378,local
5newsonline.com,7.0,True,news,4,local
5newsonline.com,8.0,False,news,2935,local
5newsonline.com,8.0,True,news,2,local
5newsonline.com,9.0,False,news,893,local
5newsonline.com,9.0,True,news,2,local
5newsonline.com,10.0,False,news,4509,local
5newsonline.com,10.0,True,news,10,local
5newsonline.com,11.0,False,news,4958,local
5newsonline.com,11.0,True,news,28,local
5newsonline.com,12.0,False,news,2457,local
5newsonline.com,12.0,True,news,6,local
5newsonline.com,13.0,False,news,470,local
5newsonline.com,13.0,True,news,1,local
5newsonline.com,14.0,False,news,581,local
5newsonline.com,15.0,False,news,1002,local
5newsonline.com,15.0,True,news,1,local
5newsonline.com,16.0,False,news,190,local
5newsonline.com,16.0,True,news,2,local
5newsonline.com,17.0,False,news,68,local
5newsonline.com,18.0,False,news,18,local
5newsonline.com,19.0,False,news,17,local
5newsonline.com,20.0,False,news,5,local
5newsonline.com,23.0,False,news,1,local
5newsonline.com,24.0,False,news,279,local
5newsonline.com,25.0,False,news,9,local
5newsonline.com,26.0,False,news,441,local
5newsonline.com,26.0,True,news,2,local
5newsonline.com,29.0,False,news,89,local
6abc.com,3.0,False,news,25,local
6abc.com,5.0,False,news,5,local
6abc.com,6.0,False,news,1448,local
6abc.com,7.0,False,news,1091,local
6abc.com,8.0,False,news,2289,local
6abc.com,8.0,True,news,1,local
6abc.com,9.0,False,news,3027,local
6abc.com,9.0,True,news,5,local
6abc.com,10.0,False,news,5743,local
6abc.com,10.0,True,news,9,local
6abc.com,11.0,False,news,1768,local
6abc.com,11.0,True,news,4,local
6abc.com,12.0,False,news,2810,local
6abc.com,12.0,True,news,5,local
6abc.com,13.0,False,news,261,local
6abc.com,13.0,True,news,1,local
6abc.com,14.0,False,news,439,local
6abc.com,14.0,True,news,1,local
6abc.com,15.0,False,news,202,local
6abc.com,16.0,False,news,5,local
6abc.com,18.0,False,news,1,local
6abc.com,19.0,False,news,4,local
6abc.com,20.0,False,news,260,local
6abc.com,21.0,False,news,3,local
6abc.com,22.0,False,news,29,local
6abc.com,23.0,False,news,22,local
6amcity.com,7.0,False,news,4056,
6amcity.com,7.0,True,news,9,
6amcity.com,8.0,False,news,3198,
6amcity.com,8.0,True,news,8,
6amcity.com,9.0,False,news,33,
710keel.com,2.0,False,news,1,local
710keel.com,3.0,False,news,387,local
710keel.com,4.0,False,news,761,local
710keel.com,4.0,True,news,2,local
710keel.com,5.0,False,news,82,local
710keel.com,6.0,False,news,316,local
710keel.com,7.0,False,news,73,local
710keel.com,7.0,True,news,1,local
710keel.com,8.0,False,news,17,local
710keel.com,9.0,False,news,65,local
710keel.com,10.0,False,news,9,local
710keel.com,11.0,False,news,363,local
710keel.com,12.0,False,news,64,local
710keel.com,13.0,False,news,6,local
710keel.com,14.0,False,news,60,local
710keel.com,14.0,True,news,1,local
710keel.com,15.0,False,news,134,local
710keel.com,16.0,False,news,97,local
710keel.com,17.0,False,news,22,local
710keel.com,18.0,False,news,52,local
710keel.com,19.0,False,news,24,local
710keel.com,20.0,False,news,15,local
710keel.com,21.0,False,news,86,local
710keel.com,22.0,False,news,11,local
710keel.com,23.0,False,news,10,local
710keel.com,24.0,False,news,40,local
710keel.com,25.0,False,news,143,local
710keel.com,25.0,True,news,1,local
710keel.com,28.0,False,news,25,local
83degreesmedia.com,7.0,False,news,4,
83degreesmedia.com,8.0,False,news,89,
83degreesmedia.com,9.0,False,news,2798,
83degreesmedia.com,9.0,True,news,4,
83degreesmedia.com,10.0,False,news,2731,
83degreesmedia.com,10.0,True,news,4,
83degreesmedia.com,11.0,False,news,1343,
83degreesmedia.com,11.0,True,news,2,
83degreesmedia.com,12.0,False,news,567,
83degreesmedia.com,12.0,True,news,1,
83degreesmedia.com,13.0,False,news,112,
83degreesmedia.com,14.0,False,news,36,
83degreesmedia.com,19.0,False,news,160,
83degreesmedia.com,20.0,False,news,961,
83degreesmedia.com,20.0,True,news,3,
83degreesmedia.com,21.0,False,news,105,
83degreesmedia.com,22.0,False,news,56,
83degreesmedia.com,23.0,False,news,22,
8newsnow.com,0.0,False,news,759,local
8newsnow.com,1.0,False,news,73,local
8newsnow.com,1.0,True,news,1,local
8newsnow.com,2.0,False,news,871,local
8newsnow.com,2.0,True,news,2,local
8newsnow.com,3.0,False,news,404,local
8newsnow.com,4.0,False,news,1704,local
8newsnow.com,4.0,True,news,4,local
8newsnow.com,5.0,False,news,3621,local
8newsnow.com,5.0,True,news,8,local
8newsnow.com,6.0,False,news,1662,local
8newsnow.com,6.0,True,news,4,local
8newsnow.com,7.0,False,news,12,local
8newsnow.com,8.0,False,news,627,local
8newsnow.com,8.0,True,news,2,local
8newsnow.com,9.0,False,news,1425,local
8newsnow.com,9.0,True,news,3,local
8newsnow.com,10.0,False,news,1560,local
8newsnow.com,10.0,True,news,3,local
8newsnow.com,11.0,False,news,1222,local
8newsnow.com,11.0,True,news,3,local
8newsnow.com,12.0,False,news,1196,local
8newsnow.com,12.0,True,news,4,local
8newsnow.com,13.0,False,news,1826,local
8newsnow.com,13.0,True,news,4,local
8newsnow.com,14.0,False,news,3078,local
8newsnow.com,14.0,True,news,5,local
8newsnow.com,15.0,False,news,1812,local
8newsnow.com,15.0,True,news,8,local
8newsnow.com,16.0,False,news,484,local
8newsnow.com,17.0,False,news,581,local
8newsnow.com,17.0,True,news,2,local
8newsnow.com,18.0,False,news,726,local
8newsnow.com,18.0,True,news,2,local
8newsnow.com,19.0,False,news,1742,local
8newsnow.com,19.0,True,news,3,local
8newsnow.com,20.0,False,news,4,local
8newsnow.com,21.0,False,news,17,local
8newsnow.com,22.0,False,news,775,local
8newsnow.com,22.0,True,news,1,local
8newsnow.com,23.0,False,news,1,local
8newsnow.com,25.0,False,news,5,local
8newsnow.com,26.0,False,news,670,local
8newsnow.com,27.0,False,news,3,local
8newsnow.com,27.0,True,news,1,local
8newsnow.com,28.0,False,news,15,local
8newsnow.com,29.0,False,news,52,local
8newsnow.com,30.0,False,news,3,local
8newsnow.com,31.0,False,news,9,local
945theanswer.com,10.0,False,other_third_party,38,
945theanswer.com,11.0,False,other_third_party,211,
945theanswer.com,12.0,False,other_third_party,788,
945theanswer.com,13.0,False,other_third_party,354,
945theanswer.com,14.0,False,other_third_party,2,
945theanswer.com,22.0,False,other_third_party,23,
953mnc.com,3.0,False,news,3,
953mnc.com,4.0,False,news,328,
953mnc.com,5.0,False,news,3,
953mnc.com,6.0,False,news,494,
953mnc.com,6.0,True,news,1,
953mnc.com,7.0,False,news,2045,
953mnc.com,7.0,True,news,2,
953mnc.com,8.0,False,news,9969,
953mnc.com,8.0,True,news,22,
953mnc.com,9.0,False,news,11155,
953mnc.com,9.0,True,news,23,
953mnc.com,10.0,False,news,14025,
953mnc.com,10.0,True,news,34,
953mnc.com,11.0,False,news,2852,
953mnc.com,11.0,True,news,11,
953mnc.com,12.0,False,news,1285,
953mnc.com,12.0,True,news,2,
953mnc.com,13.0,False,news,767,
953mnc.com,13.0,True,news,2,
953mnc.com,14.0,False,news,825,
953mnc.com,14.0,True,news,2,
953mnc.com,15.0,False,news,59,
953mnc.com,15.0,True,news,1,
953mnc.com,16.0,False,news,1,
953mnc.com,18.0,False,news,9,
953mnc.com,20.0,False,news,5,
953mnc.com,22.0,False,news,8,
953mnc.com,22.0,True,news,1,
953mnc.com,23.0,False,news,753,
953mnc.com,23.0,True,news,1,
953mnc.com,24.0,False,news,502,
953mnc.com,24.0,True,news,1,
953mnc.com,25.0,False,news,8,
953mnc.com,26.0,False,news,15,
953mnc.com,27.0,False,news,11,
959watd.com,5.0,False,news,1,
959watd.com,6.0,False,news,1704,
959watd.com,6.0,True,news,4,
959watd.com,7.0,False,news,436,
959watd.com,7.0,True,news,1,
959watd.com,8.0,False,news,841,
