url,qry,domain,title,text,counts,path
https://www.instagram.com/reploucorrea/?hl=en,Lou Correa,instagram.com,Congressman Lou Correa (@reploucorrea) • Instagram ...,"4551 Followers, 161 Following, 660 Posts - See Instagram photos and videos from Congressman  Lou Correa  (@reploucorrea)",1,reploucorrea
https://www.instagram.com/repmarciafudge/?hl=en,Marcia Fudge,instagram.com,Rep. Marcia L. Fudge (@repmarciafudge) • Instagram photos ...,,1,repmarciafudge
https://www.instagram.com/repmaxinewaters/?hl=en,Maxine Waters,instagram.com,Congresswoman Maxine Waters (@repmaxinewaters ...,,3429,repmaxinewaters
https://www.instagram.com/repmcgovern/?hl=en,Jim McGovern,instagram.com,Rep. Jim McGovern (@repmcgovern) • Instagram photos and ...,,869,repmcgovern
https://www.instagram.com/repmeuser/?hl=en,Dan Meuser,instagram.com,Congressman Dan Meuser (@repmeuser) • Instagram photos ...,,1,repmeuser
https://www.instagram.com/repmoolenaar/?hl=en,John Moolenaar,instagram.com,Representative John Moolenaar (@repmoolenaar) - Instagram,,1,repmoolenaar
https://www.instagram.com/repnormatorres/?hl=en,Norma Torres,instagram.com,Rep. Norma J. Torres (@repnormatorres) • Instagram photos ...,,785,repnormatorres
https://www.instagram.com/reprobwittman/,Rob Wittman,instagram.com,Rep. Rob Wittman (@reprobwittman) • Instagram photos and ...,,1,reprobwittman
https://www.instagram.com/reproybalallard/?hl=en,Lucille Roybal-Allard,instagram.com,Rep. Lucille Roybal-Allard (@reproybalallard) • Instagram ...,,1,reproybalallard
https://www.instagram.com/reprutherfordfl/?hl=en,John Rutherford,instagram.com,Congressman John Rutherford (@reprutherfordfl) • Instagram ...,,21,reprutherfordfl
https://www.instagram.com/repschneider/?hl=en,Brad Schneider,instagram.com,Rep. Brad Schneider (@repschneider) • Instagram photos and ...,,1,repschneider
https://www.instagram.com/repslotkin/?hl=en,Elissa Slotkin,instagram.com,Rep. Elissa Slotkin (@repslotkin) • Instagram photos and videos,,2147,repslotkin
https://www.instagram.com/repstephmurphy/?hl=en,Stephanie Murphy,instagram.com,Congresswoman Stephanie Murphy (@repstephmurphy ...,"6275 Followers, 132 Following, 764 Posts - See Instagram photos and videos from Congresswoman  Stephanie Murphy  (@repstephmurphy)",3,repstephmurphy
https://www.instagram.com/reptedlieu/?hl=en,Ted Lieu,instagram.com,Rep. Ted Lieu (@reptedlieu) • Instagram photos and videos,,717,reptedlieu
https://www.instagram.com/repterriasewell/?hl=en,Terri Sewell,instagram.com,Rep. Terri Sewell (@repterriasewell) • Instagram photos and ...,,26,repterriasewell
https://www.instagram.com/reptjcox/,TJ Cox,instagram.com,Rep. TJ Cox (@reptjcox) • Instagram photos and videos,,120,reptjcox
https://www.instagram.com/reptomemmer/?hl=en,Tom Emmer,instagram.com,Tom Emmer (@reptomemmer) • Instagram photos and videos,,1,reptomemmer
https://www.instagram.com/reptomrice/?hl=en,Tom Rice,instagram.com,Rep. Tom Rice (@reptomrice) • Instagram photos and videos,,1,reptomrice
https://www.instagram.com/reptrentkelly/?hl=en,Trent Kelly,instagram.com,Trent Kelly (@reptrentkelly) • Instagram photos and videos,,10611,reptrentkelly
https://www.instagram.com/repveasey/?hl=en,Marc Veasey,instagram.com,Marc Veasey (@repveasey) • Instagram photos and videos,,60,repveasey
https://www.instagram.com/stacey_plaskett/?hl=en,Stacey Plaskett,instagram.com,Rep. Stacey Plaskett (@stacey_plaskett) is on Instagram,"66.7k Followers, 80 Following, 242 Posts - See Instagram photos and videos from Rep.  Stacey Plaskett  (@stacey_plaskett)",4,stacey_plaskett
https://www.instagram.com/stevescalise/?hl=en,Steve Scalise,instagram.com,Steve Scalise (@stevescalise) • Instagram photos and videos,,13,stevescalise
https://www.instagram.com/ted.budd/?hl=en,Ted Budd,instagram.com,Ted Budd (@ted.budd) • Instagram photos and videos,,3,ted.budd
https://www.instagram.com/tulsigabbard/?hl=en,Tulsi Gabbard,instagram.com,@tulsigabbard • Instagram photos and videos,,2226,tulsigabbard
https://www.instagram.com/txrandy14/?hl=en,Randy Weber,instagram.com,Randy Weber (@txrandy14) • Instagram photos and videos,,1,txrandy14
https://www.instagram.com/usrepkathycastor/?hl=en,Kathy Castor,instagram.com,Kathy Castor (@usrepkathycastor) • Instagram photos and ...,,1,usrepkathycastor
https://www.instagram.com/walkerx/?hl=en,Mark Walker,instagram.com,Mark Walker (@walkerx) • Instagram photos and videos,,13,walkerx
