url,title,text,path,qry
https://www.youtube.com/watch?v=QRmYlCJ70z8&list=LLIjjkl7izedOlnqzd7tVcgQ&index=2402,Congressional Hits and Misses: Best of Hank Johnson,Roll Call,watch,Hank Johnson
https://www.youtube.com/watch?v=HEpvvpp0_oE,U.S. Rep. Chip Roy calls for Ken Paxton's resignation | KVUE,KVUE,watch,Chip Roy
https://www.youtube.com/watch?v=vJmcsLzqTkc,"Kim Schrier, Jesse Jensen battle for 8th Congressional District ...",KING 5,watch,Kim Schrier
https://www.youtube.com/watch?v=eUm6OD_93g8,Watch Adam Schiff Deliver His Closing Remarks In The ...,NBC News,watch,Adam Schiff
https://www.youtube.com/watch?v=ztu1l93vD5U,Congressman Dan Meuser,PAHomepage.com,watch,Dan Meuser
https://www.youtube.com/watch?v=W-Sut_QuG_s,,,watch,Anthony G. Brown
https://www.youtube.com/watch?v=Uv19PG6kOhA,Al Green - I Can't Stop,Soulful Sounds,watch,Al Green
https://www.youtube.com/watch?v=59fNx_QSK6I,Xochitl Torres Small Ignored Us (NM-02) :30,American Action Network,watch,Xochitl Torres Small
https://www.youtube.com/watch?v=KCGhp9rVyJo,Congressman Ed Perlmutter Tests Positive For COVID,CBS Denver,watch,Ed Perlmutter
https://www.youtube.com/watch?v=4_pVr91m3oY,Congressman Horsford admits to extramarital affair ...,KTNV Channel 13 Las Vegas,watch,Steven Horsford
https://www.youtube.com/watch?v=j6iSzjX_uGg,,,watch,Karen Bass
https://www.youtube.com/channel/UC7MSlu8zV6Mf8wYzek2Cb-w,Rob Woodall - YouTube,,channel,Rob Woodall
https://www.youtube.com/watch?v=IX_UBw3agUo,Hell Yes | Don Bacon for Congress,Don Bacon for Congress,watch,Don Bacon
https://www.youtube.com/watch?v=rm6FBuXKoAI,Connect To Congress Filemon Vela Jr,,watch,Filemon Vela Jr.
https://www.youtube.com/watch?v=fPXRdZ9nst8,Trump impeachment hearing speech by Georgia Rep. Hank ...,11Alive,watch,Hank Johnson
https://www.youtube.com/watch?v=fE3gmvO4DaQ,Jeff Duncan on the Dan Patrick Show (Full Interview) 3/1/21,,watch,Jeff Duncan
https://www.youtube.com/watch?v=5blKwu6JwJQ,Rep. Joe Neguse Elected To Co-Chair Of U.S. House ...,,watch,Joe Neguse
https://www.youtube.com/watch?v=ONmonKCxZ0Q,These platforms abuse their power: Rep. Cicilline,CNBC Television,watch,David Cicilline
https://www.youtube.com/watch?v=X-ab2TjPgig,Congressman Scott Perry questions systemic racism,FOX43,watch,Scott Perry
https://www.youtube.com/watch?v=zkrH4yC50v8,Rep. Stephanie Murphy Shares Why She's Proud to Co ...,Human Rights Campaign,watch,Stephanie Murphy
https://www.youtube.com/watch?v=6oKJkolXn0E,,,watch,Russ Fulcher
https://www.youtube.com/watch?v=9Pjxcu2EZY4,Can the GOP take back the House? Kevin McCarthy weighs in,Fox News,watch,Kevin McCarthy
https://www.youtube.com/watch?v=BHt7bKyZjZ4,A Send Off For Buck,Jim Baird - Adventurer,watch,Jim Baird
https://www.youtube.com/watch?v=PX5LBLVrtbA,"Rep. Karen Bass: $10 And $12 Are Not Livable Wages, We ...",,watch,Karen Bass
https://www.youtube.com/user/RepSteveScalise,Steve Scalise - YouTube,,user,Steve Scalise
https://www.youtube.com/watch?v=RTo1kW67N50,WATCH: Rep. Jim Sensenbrenner's addresses legal experts ...,PBS NewsHour,watch,Jim Sensenbrenner
https://www.youtube.com/watch?v=6wN3JjqPl0c,"Mike Johnson Roots on First African-American ""Bachelor"" Matt ...",E! News,watch,Mike Johnson
https://www.youtube.com/watch?v=kta7JPNW19Y,WATCH: White House Chief of Staff Mark Meadows speaks to ...,The Hill,watch,Mark Meadows
https://www.youtube.com/watch?v=EzKwfj74MCQ,"Rep. Susie Lee in Washington, D.C., during protest at U.S. ...",KTNV Channel 13 Las Vegas,watch,Susie Lee
https://m.youtube.com/watch?v=jMN8h0ahUvA,,,watch,Haley Stevens
https://www.youtube.com/watch?v=Y1R9etZfC70,Speaker Nancy Pelosi Weighs in on Coronavirus ...,The View,watch,Nancy Pelosi
https://www.youtube.com/watch?v=pV-mTAhMzZU,Jim Jordan fires back at Biden's response on 'court packing',Fox Business,watch,Jim Jordan
https://www.youtube.com/watch?v=JMVlL3uPEuw,House Majority Leader Steny Hoyer (D-MD) on Impeachment,C-SPAN,watch,Steny Hoyer
https://www.youtube.com/watch?v=TW3lNSS7GZM,"Roger Marshall, Barbara Bollier debate in Topeka Saturday",KMBC 9,watch,Roger Marshall
https://www.youtube.com/watch?v=ySzSzrzUOas,To The Point - Congressman Brian Mast addresses 'disgusting ...,WPTV News - FL Palm...,watch,Brian Mast
https://www.youtube.com/watch?v=kzfAqv6FkhI,Chellie Pingree seeks 7th term in congress,,watch,Chellie Pingree
https://www.youtube.com/channel/UCQchDpbi_FXAswnCiIXKIcA,Eric Swalwell - YouTube,,channel,Eric Swalwell
https://www.youtube.com/watch?v=gQuFLqjONXc,Pastor Bill Johnson| Mornings and Evenings in His Presence ...,,watch,Bill Johnson
https://www.youtube.com/watch?v=PxyjI0NpRi4,Arizona Congressional District 8 debate 2020 with Michael ...,azcentral.com and The...,watch,Debbie Lesko
https://www.youtube.com/watch?v=y5811eog7LI,Incumbent Senator Ed Markey leads Rep. Joe Kennedy III in ...,CBS This Morning,watch,Joe Kennedy III
https://www.youtube.com/watch?v=7eKJ3o_sQ3c,Florida election preview: Charlie Crist vs. Ana Paulina Luna ...,ABC Action News,watch,Charlie Crist
https://www.youtube.com/watch?v=CBzYyw-T_i8,AXIOS on HBO: Kevin McCarthy on Representative ...,HBO,watch,Kevin McCarthy
https://www.youtube.com/watch?v=-sf-8Z5M31g,Al Green's Best Songs - The Very Best of Al Green | Oldies ...,,watch,Al Green
