"location","hits","keyword","geo","gprop"
"Hawaii",20,"Mike Johnson","US","web"
"Texas",20,"Mike Johnson","US","web"
"Mississippi",20,"Mike Johnson","US","web"
"Michigan",20,"Mike Johnson","US","web"
"Georgia",19,"Mike Johnson","US","web"
"New York",18,"Mike Johnson","US","web"
"Colorado",18,"Mike Johnson","US","web"
"New Hampshire",18,"Mike Johnson","US","web"
"Nevada",18,"Mike Johnson","US","web"
"Florida",18,"Mike Johnson","US","web"
"Oklahoma",17,"Mike Johnson","US","web"
"Oregon",17,"Mike Johnson","US","web"
"California",16,"Mike Johnson","US","web"
"New Mexico",16,"Mike Johnson","US","web"
"Indiana",16,"Mike Johnson","US","web"
"Arizona",15,"Mike Johnson","US","web"
"South Carolina",14,"Mike Johnson","US","web"
"Alaska",0,"Mike Johnson","US","web"
"Wyoming",0,"Mike Johnson","US","web"
"District of Columbia",100,"Richard Neal","US","web"
"Massachusetts",93,"Richard Neal","US","web"
"New Hampshire",40,"Richard Neal","US","web"
"Rhode Island",40,"Richard Neal","US","web"
"Connecticut",22,"Richard Neal","US","web"
"New York",12,"Richard Neal","US","web"
"Virginia",11,"Richard Neal","US","web"
"Pennsylvania",9,"Richard Neal","US","web"
"Washington",9,"Richard Neal","US","web"
"South Carolina",8,"Richard Neal","US","web"
"Illinois",8,"Richard Neal","US","web"
"Maryland",8,"Richard Neal","US","web"
"Indiana",8,"Richard Neal","US","web"
"California",6,"Richard Neal","US","web"
"Arizona",6,"Richard Neal","US","web"
"Tennessee",6,"Richard Neal","US","web"
"North Carolina",6,"Richard Neal","US","web"
"New Jersey",4,"Richard Neal","US","web"
"Texas",4,"Richard Neal","US","web"
"Ohio",4,"Richard Neal","US","web"
"Georgia",4,"Richard Neal","US","web"
"Florida",4,"Richard Neal","US","web"
"Alaska",0,"Richard Neal","US","web"
"Wyoming",0,"Richard Neal","US","web"
"Missouri",0,"Richard Neal","US","web"
"Mississippi",0,"Richard Neal","US","web"
"Montana",0,"Richard Neal","US","web"
"Michigan",0,"Richard Neal","US","web"
"North Dakota",0,"Richard Neal","US","web"
"Nebraska",0,"Richard Neal","US","web"
"Maine",0,"Richard Neal","US","web"
"Louisiana",0,"Richard Neal","US","web"
"New Mexico",0,"Richard Neal","US","web"
"Nevada",0,"Richard Neal","US","web"
"Kentucky",0,"Richard Neal","US","web"
"Kansas",0,"Richard Neal","US","web"
"Oklahoma",0,"Richard Neal","US","web"
"Oregon",0,"Richard Neal","US","web"
"Idaho",0,"Richard Neal","US","web"
"Iowa",0,"Richard Neal","US","web"
"Hawaii",0,"Richard Neal","US","web"
"South Dakota",0,"Richard Neal","US","web"
"Delaware",0,"Richard Neal","US","web"
"Colorado",0,"Richard Neal","US","web"
"Utah",0,"Richard Neal","US","web"
"Arkansas",0,"Richard Neal","US","web"
"Vermont",0,"Richard Neal","US","web"
"Alabama",0,"Richard Neal","US","web"
"Wisconsin",0,"Richard Neal","US","web"
"West Virginia",0,"Richard Neal","US","web"
"Minnesota",0,"Richard Neal","US","web"
"District of Columbia",100,"Jim McGovern","US","web"
"Massachusetts",96,"Jim McGovern","US","web"
"New York",3,"Jim McGovern","US","web"
"California",0.5,"Jim McGovern","US","web"
"Alaska",0,"Jim McGovern","US","web"
"Wyoming",0,"Jim McGovern","US","web"
"Connecticut",0,"Jim McGovern","US","web"
"Arizona",0,"Jim McGovern","US","web"
"Delaware",0,"Jim McGovern","US","web"
"Florida",0,"Jim McGovern","US","web"
"Georgia",0,"Jim McGovern","US","web"
"Hawaii",0,"Jim McGovern","US","web"
"Iowa",0,"Jim McGovern","US","web"
"Idaho",0,"Jim McGovern","US","web"
"Illinois",0,"Jim McGovern","US","web"
"Indiana",0,"Jim McGovern","US","web"
"Kansas",0,"Jim McGovern","US","web"
"Kentucky",0,"Jim McGovern","US","web"
"Louisiana",0,"Jim McGovern","US","web"
"Arkansas",0,"Jim McGovern","US","web"
"Maryland",0,"Jim McGovern","US","web"
"Maine",0,"Jim McGovern","US","web"
"Michigan",0,"Jim McGovern","US","web"
"Minnesota",0,"Jim McGovern","US","web"
"Missouri",0,"Jim McGovern","US","web"
"Mississippi",0,"Jim McGovern","US","web"
"Montana",0,"Jim McGovern","US","web"
"North Carolina",0,"Jim McGovern","US","web"
"North Dakota",0,"Jim McGovern","US","web"
"Nebraska",0,"Jim McGovern","US","web"
"New Hampshire",0,"Jim McGovern","US","web"
"New Jersey",0,"Jim McGovern","US","web"
"New Mexico",0,"Jim McGovern","US","web"
"Nevada",0,"Jim McGovern","US","web"
"Alabama",0,"Jim McGovern","US","web"
"Ohio",0,"Jim McGovern","US","web"
"Oklahoma",0,"Jim McGovern","US","web"
"Oregon",0,"Jim McGovern","US","web"
"Pennsylvania",0,"Jim McGovern","US","web"
"Rhode Island",0,"Jim McGovern","US","web"
"South Carolina",0,"Jim McGovern","US","web"
"South Dakota",0,"Jim McGovern","US","web"
"Tennessee",0,"Jim McGovern","US","web"
"Texas",0,"Jim McGovern","US","web"
"Utah",0,"Jim McGovern","US","web"
"Virginia",0,"Jim McGovern","US","web"
"Vermont",0,"Jim McGovern","US","web"
"Washington",0,"Jim McGovern","US","web"
"Wisconsin",0,"Jim McGovern","US","web"
"West Virginia",0,"Jim McGovern","US","web"
"Colorado",0,"Jim McGovern","US","web"
"Massachusetts",100,"Lori Trahan","US","web"
"Alaska",0,"Lori Trahan","US","web"
"Wyoming",0,"Lori Trahan","US","web"
"Arizona",0,"Lori Trahan","US","web"
"California",0,"Lori Trahan","US","web"
"Colorado",0,"Lori Trahan","US","web"
"Connecticut",0,"Lori Trahan","US","web"
"District of Columbia",0,"Lori Trahan","US","web"
"Delaware",0,"Lori Trahan","US","web"
"Florida",0,"Lori Trahan","US","web"
"Georgia",0,"Lori Trahan","US","web"
"Hawaii",0,"Lori Trahan","US","web"
"Iowa",0,"Lori Trahan","US","web"
"Idaho",0,"Lori Trahan","US","web"
"Illinois",0,"Lori Trahan","US","web"
"Indiana",0,"Lori Trahan","US","web"
"Kansas",0,"Lori Trahan","US","web"
"Kentucky",0,"Lori Trahan","US","web"
"Louisiana",0,"Lori Trahan","US","web"
"Alabama",0,"Lori Trahan","US","web"
"Maryland",0,"Lori Trahan","US","web"
"Maine",0,"Lori Trahan","US","web"
"Michigan",0,"Lori Trahan","US","web"
"Minnesota",0,"Lori Trahan","US","web"
"Missouri",0,"Lori Trahan","US","web"
"Mississippi",0,"Lori Trahan","US","web"
"Montana",0,"Lori Trahan","US","web"
"North Carolina",0,"Lori Trahan","US","web"
"North Dakota",0,"Lori Trahan","US","web"
"Nebraska",0,"Lori Trahan","US","web"
"New Hampshire",0,"Lori Trahan","US","web"
"New Jersey",0,"Lori Trahan","US","web"
"New Mexico",0,"Lori Trahan","US","web"
"Nevada",0,"Lori Trahan","US","web"
"New York",0,"Lori Trahan","US","web"
"Ohio",0,"Lori Trahan","US","web"
"Oklahoma",0,"Lori Trahan","US","web"
"Oregon",0,"Lori Trahan","US","web"
"Pennsylvania",0,"Lori Trahan","US","web"
"Rhode Island",0,"Lori Trahan","US","web"
"South Carolina",0,"Lori Trahan","US","web"
"South Dakota",0,"Lori Trahan","US","web"
"Tennessee",0,"Lori Trahan","US","web"
"Texas",0,"Lori Trahan","US","web"
"Utah",0,"Lori Trahan","US","web"
"Virginia",0,"Lori Trahan","US","web"
"Vermont",0,"Lori Trahan","US","web"
"Washington",0,"Lori Trahan","US","web"
"Wisconsin",0,"Lori Trahan","US","web"
"West Virginia",0,"Lori Trahan","US","web"
"Arkansas",0,"Lori Trahan","US","web"
"District of Columbia",100,"Joe Kennedy III","US","web"
"Massachusetts",85,"Joe Kennedy III","US","web"
"Vermont",78,"Joe Kennedy III","US","web"
"Utah",20,"Joe Kennedy III","US","web"
"Virginia",18,"Joe Kennedy III","US","web"
"New York",17,"Joe Kennedy III","US","web"
"Minnesota",17,"Joe Kennedy III","US","web"
"Connecticut",15,"Joe Kennedy III","US","web"
"Maryland",14,"Joe Kennedy III","US","web"
"Washington",14,"Joe Kennedy III","US","web"
"Pennsylvania",14,"Joe Kennedy III","US","web"
"New Jersey",14,"Joe Kennedy III","US","web"
"Illinois",12,"Joe Kennedy III","US","web"
"Michigan",12,"Joe Kennedy III","US","web"
"Nevada",11,"Joe Kennedy III","US","web"
"California",11,"Joe Kennedy III","US","web"
"Alabama",11,"Joe Kennedy III","US","web"
"Colorado",11,"Joe Kennedy III","US","web"
"Indiana",10,"Joe Kennedy III","US","web"
"Oregon",10,"Joe Kennedy III","US","web"
"Kentucky",10,"Joe Kennedy III","US","web"
"Florida",10,"Joe Kennedy III","US","web"
"Wisconsin",8,"Joe Kennedy III","US","web"
"Ohio",8,"Joe Kennedy III","US","web"
"Tennessee",8,"Joe Kennedy III","US","web"
"North Carolina",8,"Joe Kennedy III","US","web"
"South Carolina",8,"Joe Kennedy III","US","web"
"Arizona",8,"Joe Kennedy III","US","web"
"Texas",8,"Joe Kennedy III","US","web"
"Georgia",7,"Joe Kennedy III","US","web"
"Missouri",5,"Joe Kennedy III","US","web"
"Alaska",0,"Joe Kennedy III","US","web"
"New Mexico",0,"Joe Kennedy III","US","web"
"New Hampshire",0,"Joe Kennedy III","US","web"
"Nebraska",0,"Joe Kennedy III","US","web"
"North Dakota",0,"Joe Kennedy III","US","web"
"Oklahoma",0,"Joe Kennedy III","US","web"
"Montana",0,"Joe Kennedy III","US","web"
"Mississippi",0,"Joe Kennedy III","US","web"
"Rhode Island",0,"Joe Kennedy III","US","web"
"Maine",0,"Joe Kennedy III","US","web"
"South Dakota",0,"Joe Kennedy III","US","web"
"Louisiana",0,"Joe Kennedy III","US","web"
"Kansas",0,"Joe Kennedy III","US","web"
"Idaho",0,"Joe Kennedy III","US","web"
"Iowa",0,"Joe Kennedy III","US","web"
"Hawaii",0,"Joe Kennedy III","US","web"
"Delaware",0,"Joe Kennedy III","US","web"
"Arkansas",0,"Joe Kennedy III","US","web"
"West Virginia",0,"Joe Kennedy III","US","web"
"Wyoming",0,"Joe Kennedy III","US","web"
"Massachusetts",100,"Katherine Clark","US","web"
"District of Columbia",59,"Katherine Clark","US","web"
"Nevada",12,"Katherine Clark","US","web"
"Maryland",12,"Katherine Clark","US","web"
"Oregon",9,"Katherine Clark","US","web"
"New Jersey",9,"Katherine Clark","US","web"
"Virginia",8,"Katherine Clark","US","web"
"North Carolina",6,"Katherine Clark","US","web"
"New York",6,"Katherine Clark","US","web"
"Michigan",6,"Katherine Clark","US","web"
"Pennsylvania",4,"Katherine Clark","US","web"
"Florida",4,"Katherine Clark","US","web"
"California",3,"Katherine Clark","US","web"
"Illinois",3,"Katherine Clark","US","web"
"Georgia",3,"Katherine Clark","US","web"
"Ohio",3,"Katherine Clark","US","web"
"Texas",3,"Katherine Clark","US","web"
"Alaska",0,"Katherine Clark","US","web"
"Wyoming",0,"Katherine Clark","US","web"
"Kentucky",0,"Katherine Clark","US","web"
"Kansas",0,"Katherine Clark","US","web"
"Maine",0,"Katherine Clark","US","web"
"Indiana",0,"Katherine Clark","US","web"
"Minnesota",0,"Katherine Clark","US","web"
"Missouri",0,"Katherine Clark","US","web"
"Mississippi",0,"Katherine Clark","US","web"
"Montana",0,"Katherine Clark","US","web"
"Idaho",0,"Katherine Clark","US","web"
"North Dakota",0,"Katherine Clark","US","web"
"Nebraska",0,"Katherine Clark","US","web"
"New Hampshire",0,"Katherine Clark","US","web"
"Iowa",0,"Katherine Clark","US","web"
"New Mexico",0,"Katherine Clark","US","web"
"Hawaii",0,"Katherine Clark","US","web"
"Delaware",0,"Katherine Clark","US","web"
"Connecticut",0,"Katherine Clark","US","web"
"Oklahoma",0,"Katherine Clark","US","web"
"Colorado",0,"Katherine Clark","US","web"
"Arizona",0,"Katherine Clark","US","web"
"Rhode Island",0,"Katherine Clark","US","web"
"South Carolina",0,"Katherine Clark","US","web"
"South Dakota",0,"Katherine Clark","US","web"
"Tennessee",0,"Katherine Clark","US","web"
"Arkansas",0,"Katherine Clark","US","web"
"Utah",0,"Katherine Clark","US","web"
"Alabama",0,"Katherine Clark","US","web"
"Vermont",0,"Katherine Clark","US","web"
"Washington",0,"Katherine Clark","US","web"
"Wisconsin",0,"Katherine Clark","US","web"
"West Virginia",0,"Katherine Clark","US","web"
"Louisiana",0,"Katherine Clark","US","web"
"Massachusetts",100,"Ayanna Pressley","US","web"
"District of Columbia",72,"Ayanna Pressley","US","web"
"Maine",25,"Ayanna Pressley","US","web"
"New Hampshire",22,"Ayanna Pressley","US","web"
"Connecticut",20,"Ayanna Pressley","US","web"
"Maryland",19,"Ayanna Pressley","US","web"
"Nevada",18,"Ayanna Pressley","US","web"
"Idaho",17,"Ayanna Pressley","US","web"
"New York",16,"Ayanna Pressley","US","web"
"Oregon",14,"Ayanna Pressley","US","web"
"Pennsylvania",14,"Ayanna Pressley","US","web"
"Virginia",13,"Ayanna Pressley","US","web"
"Georgia",13,"Ayanna Pressley","US","web"
"Washington",13,"Ayanna Pressley","US","web"
"New Jersey",13,"Ayanna Pressley","US","web"
"California",11,"Ayanna Pressley","US","web"
"Utah",11,"Ayanna Pressley","US","web"
"Illinois",10,"Ayanna Pressley","US","web"
"Missouri",10,"Ayanna Pressley","US","web"
"Florida",10,"Ayanna Pressley","US","web"
"Kentucky",9,"Ayanna Pressley","US","web"
"South Carolina",8,"Ayanna Pressley","US","web"
"Colorado",8,"Ayanna Pressley","US","web"
"Michigan",8,"Ayanna Pressley","US","web"
"Tennessee",7,"Ayanna Pressley","US","web"
"Texas",7,"Ayanna Pressley","US","web"
"Arizona",7,"Ayanna Pressley","US","web"
"Minnesota",7,"Ayanna Pressley","US","web"
"Ohio",7,"Ayanna Pressley","US","web"
"Wisconsin",7,"Ayanna Pressley","US","web"
"North Carolina",7,"Ayanna Pressley","US","web"
"Indiana",7,"Ayanna Pressley","US","web"
"Louisiana",7,"Ayanna Pressley","US","web"
"Alaska",0,"Ayanna Pressley","US","web"
"New Mexico",0,"Ayanna Pressley","US","web"
"Nebraska",0,"Ayanna Pressley","US","web"
"Oklahoma",0,"Ayanna Pressley","US","web"
"North Dakota",0,"Ayanna Pressley","US","web"
"Montana",0,"Ayanna Pressley","US","web"
"Rhode Island",0,"Ayanna Pressley","US","web"
"Mississippi",0,"Ayanna Pressley","US","web"
"South Dakota",0,"Ayanna Pressley","US","web"
"Kansas",0,"Ayanna Pressley","US","web"
"Iowa",0,"Ayanna Pressley","US","web"
"Hawaii",0,"Ayanna Pressley","US","web"
"Delaware",0,"Ayanna Pressley","US","web"
"Vermont",0,"Ayanna Pressley","US","web"
"Arkansas",0,"Ayanna Pressley","US","web"
"Alabama",0,"Ayanna Pressley","US","web"
"West Virginia",0,"Ayanna Pressley","US","web"
"Wyoming",0,"Ayanna Pressley","US","web"
"Massachusetts",100,"Stephen F. Lynch","US","web"
"Vermont",73,"Stephen F. Lynch","US","web"
"Rhode Island",66,"Stephen F. Lynch","US","web"
"New Hampshire",47,"Stephen F. Lynch","US","web"
"Maine",39,"Stephen F. Lynch","US","web"
"Connecticut",20,"Stephen F. Lynch","US","web"
"Wisconsin",19,"Stephen F. Lynch","US","web"
"Oklahoma",19,"Stephen F. Lynch","US","web"
"Oregon",17,"Stephen F. Lynch","US","web"
"Kentucky",17,"Stephen F. Lynch","US","web"
"South Carolina",15,"Stephen F. Lynch","US","web"
"Nevada",14,"Stephen F. Lynch","US","web"
"Indiana",14,"Stephen F. Lynch","US","web"
"Utah",12,"Stephen F. Lynch","US","web"
"Virginia",12,"Stephen F. Lynch","US","web"
"Arizona",12,"Stephen F. Lynch","US","web"
"Washington",12,"Stephen F. Lynch","US","web"
"Pennsylvania",12,"Stephen F. Lynch","US","web"
"Michigan",12,"Stephen F. Lynch","US","web"
"Ohio",11,"Stephen F. Lynch","US","web"
"Colorado",11,"Stephen F. Lynch","US","web"
"New Jersey",11,"Stephen F. Lynch","US","web"
"New York",11,"Stephen F. Lynch","US","web"
"Minnesota",11,"Stephen F. Lynch","US","web"
"Missouri",11,"Stephen F. Lynch","US","web"
"Florida",9,"Stephen F. Lynch","US","web"
"North Carolina",9,"Stephen F. Lynch","US","web"
"Illinois",7,"Stephen F. Lynch","US","web"
"Georgia",7,"Stephen F. Lynch","US","web"
"California",7,"Stephen F. Lynch","US","web"
"Tennessee",7,"Stephen F. Lynch","US","web"
"Texas",6,"Stephen F. Lynch","US","web"
"Maryland",6,"Stephen F. Lynch","US","web"
"Alaska",0,"Stephen F. Lynch","US","web"
"New Mexico",0,"Stephen F. Lynch","US","web"
"Nebraska",0,"Stephen F. Lynch","US","web"
"North Dakota",0,"Stephen F. Lynch","US","web"
"Montana",0,"Stephen F. Lynch","US","web"
"Mississippi",0,"Stephen F. Lynch","US","web"
"Louisiana",0,"Stephen F. Lynch","US","web"
"Kansas",0,"Stephen F. Lynch","US","web"
"South Dakota",0,"Stephen F. Lynch","US","web"
"Idaho",0,"Stephen F. Lynch","US","web"
"Iowa",0,"Stephen F. Lynch","US","web"
"Hawaii",0,"Stephen F. Lynch","US","web"
"Delaware",0,"Stephen F. Lynch","US","web"
"District of Columbia",0,"Stephen F. Lynch","US","web"
"Arkansas",0,"Stephen F. Lynch","US","web"
"Alabama",0,"Stephen F. Lynch","US","web"
"West Virginia",0,"Stephen F. Lynch","US","web"
"Wyoming",0,"Stephen F. Lynch","US","web"
"Massachusetts",100,"Bill Keating","US","web"
"Alaska",0,"Bill Keating","US","web"
"Wyoming",0,"Bill Keating","US","web"
"Arizona",0,"Bill Keating","US","web"
"California",0,"Bill Keating","US","web"
"Colorado",0,"Bill Keating","US","web"
"Connecticut",0,"Bill Keating","US","web"
"District of Columbia",0,"Bill Keating","US","web"
"Delaware",0,"Bill Keating","US","web"
"Florida",0,"Bill Keating","US","web"
"Georgia",0,"Bill Keating","US","web"
"Hawaii",0,"Bill Keating","US","web"
"Iowa",0,"Bill Keating","US","web"
"Idaho",0,"Bill Keating","US","web"
"Illinois",0,"Bill Keating","US","web"
"Indiana",0,"Bill Keating","US","web"
"Kansas",0,"Bill Keating","US","web"
"Kentucky",0,"Bill Keating","US","web"
"Louisiana",0,"Bill Keating","US","web"
"Alabama",0,"Bill Keating","US","web"
"Maryland",0,"Bill Keating","US","web"
"Maine",0,"Bill Keating","US","web"
"Michigan",0,"Bill Keating","US","web"
"Minnesota",0,"Bill Keating","US","web"
"Missouri",0,"Bill Keating","US","web"
"Mississippi",0,"Bill Keating","US","web"
"Montana",0,"Bill Keating","US","web"
"North Carolina",0,"Bill Keating","US","web"
"North Dakota",0,"Bill Keating","US","web"
"Nebraska",0,"Bill Keating","US","web"
"New Hampshire",0,"Bill Keating","US","web"
"New Jersey",0,"Bill Keating","US","web"
"New Mexico",0,"Bill Keating","US","web"
"Nevada",0,"Bill Keating","US","web"
"New York",0,"Bill Keating","US","web"
"Ohio",0,"Bill Keating","US","web"
"Oklahoma",0,"Bill Keating","US","web"
"Oregon",0,"Bill Keating","US","web"
"Pennsylvania",0,"Bill Keating","US","web"
"Rhode Island",0,"Bill Keating","US","web"
"South Carolina",0,"Bill Keating","US","web"
"South Dakota",0,"Bill Keating","US","web"
"Tennessee",0,"Bill Keating","US","web"
"Texas",0,"Bill Keating","US","web"
"Utah",0,"Bill Keating","US","web"
"Virginia",0,"Bill Keating","US","web"
"Vermont",0,"Bill Keating","US","web"
"Washington",0,"Bill Keating","US","web"
"Wisconsin",0,"Bill Keating","US","web"
"West Virginia",0,"Bill Keating","US","web"
"Arkansas",0,"Bill Keating","US","web"
"Maryland",100,"Dutch Ruppersberger","US","web"
"Alaska",0,"Dutch Ruppersberger","US","web"
"Wyoming",0,"Dutch Ruppersberger","US","web"
"Arizona",0,"Dutch Ruppersberger","US","web"
"California",0,"Dutch Ruppersberger","US","web"
"Colorado",0,"Dutch Ruppersberger","US","web"
"Connecticut",0,"Dutch Ruppersberger","US","web"
"District of Columbia",0,"Dutch Ruppersberger","US","web"
"Delaware",0,"Dutch Ruppersberger","US","web"
"Florida",0,"Dutch Ruppersberger","US","web"
"Georgia",0,"Dutch Ruppersberger","US","web"
"Hawaii",0,"Dutch Ruppersberger","US","web"
"Iowa",0,"Dutch Ruppersberger","US","web"
"Idaho",0,"Dutch Ruppersberger","US","web"
"Illinois",0,"Dutch Ruppersberger","US","web"
"Indiana",0,"Dutch Ruppersberger","US","web"
"Kansas",0,"Dutch Ruppersberger","US","web"
"Kentucky",0,"Dutch Ruppersberger","US","web"
"Louisiana",0,"Dutch Ruppersberger","US","web"
"Massachusetts",0,"Dutch Ruppersberger","US","web"
"Alabama",0,"Dutch Ruppersberger","US","web"
"Maine",0,"Dutch Ruppersberger","US","web"
"Michigan",0,"Dutch Ruppersberger","US","web"
"Minnesota",0,"Dutch Ruppersberger","US","web"
"Missouri",0,"Dutch Ruppersberger","US","web"
"Mississippi",0,"Dutch Ruppersberger","US","web"
"Montana",0,"Dutch Ruppersberger","US","web"
"North Carolina",0,"Dutch Ruppersberger","US","web"
"North Dakota",0,"Dutch Ruppersberger","US","web"
"Nebraska",0,"Dutch Ruppersberger","US","web"
"New Hampshire",0,"Dutch Ruppersberger","US","web"
"New Jersey",0,"Dutch Ruppersberger","US","web"
"New Mexico",0,"Dutch Ruppersberger","US","web"
"Nevada",0,"Dutch Ruppersberger","US","web"
"New York",0,"Dutch Ruppersberger","US","web"
"Ohio",0,"Dutch Ruppersberger","US","web"
"Oklahoma",0,"Dutch Ruppersberger","US","web"
"Oregon",0,"Dutch Ruppersberger","US","web"
"Pennsylvania",0,"Dutch Ruppersberger","US","web"
"Rhode Island",0,"Dutch Ruppersberger","US","web"
"South Carolina",0,"Dutch Ruppersberger","US","web"
"South Dakota",0,"Dutch Ruppersberger","US","web"
"Tennessee",0,"Dutch Ruppersberger","US","web"
"Texas",0,"Dutch Ruppersberger","US","web"
"Utah",0,"Dutch Ruppersberger","US","web"
"Virginia",0,"Dutch Ruppersberger","US","web"
"Vermont",0,"Dutch Ruppersberger","US","web"
"Washington",0,"Dutch Ruppersberger","US","web"
"Wisconsin",0,"Dutch Ruppersberger","US","web"
"West Virginia",0,"Dutch Ruppersberger","US","web"
"Arkansas",0,"Dutch Ruppersberger","US","web"
"Maryland",100,"John Sarbanes","US","web"
"Alaska",0,"John Sarbanes","US","web"
"Wyoming",0,"John Sarbanes","US","web"
"Arizona",0,"John Sarbanes","US","web"
"California",0,"John Sarbanes","US","web"
"Colorado",0,"John Sarbanes","US","web"
"Connecticut",0,"John Sarbanes","US","web"
"District of Columbia",0,"John Sarbanes","US","web"
"Delaware",0,"John Sarbanes","US","web"
"Florida",0,"John Sarbanes","US","web"
"Georgia",0,"John Sarbanes","US","web"
"Hawaii",0,"John Sarbanes","US","web"
"Iowa",0,"John Sarbanes","US","web"
"Idaho",0,"John Sarbanes","US","web"
"Illinois",0,"John Sarbanes","US","web"
"Indiana",0,"John Sarbanes","US","web"
"Kansas",0,"John Sarbanes","US","web"
"Kentucky",0,"John Sarbanes","US","web"
"Louisiana",0,"John Sarbanes","US","web"
"Massachusetts",0,"John Sarbanes","US","web"
"Alabama",0,"John Sarbanes","US","web"
"Maine",0,"John Sarbanes","US","web"
"Michigan",0,"John Sarbanes","US","web"
"Minnesota",0,"John Sarbanes","US","web"
"Missouri",0,"John Sarbanes","US","web"
"Mississippi",0,"John Sarbanes","US","web"
"Montana",0,"John Sarbanes","US","web"
"North Carolina",0,"John Sarbanes","US","web"
"North Dakota",0,"John Sarbanes","US","web"
"Nebraska",0,"John Sarbanes","US","web"
"New Hampshire",0,"John Sarbanes","US","web"
"New Jersey",0,"John Sarbanes","US","web"
"New Mexico",0,"John Sarbanes","US","web"
"Nevada",0,"John Sarbanes","US","web"
"New York",0,"John Sarbanes","US","web"
"Ohio",0,"John Sarbanes","US","web"
"Oklahoma",0,"John Sarbanes","US","web"
"Oregon",0,"John Sarbanes","US","web"
"Pennsylvania",0,"John Sarbanes","US","web"
"Rhode Island",0,"John Sarbanes","US","web"
"South Carolina",0,"John Sarbanes","US","web"
"South Dakota",0,"John Sarbanes","US","web"
"Tennessee",0,"John Sarbanes","US","web"
"Texas",0,"John Sarbanes","US","web"
"Utah",0,"John Sarbanes","US","web"
"Virginia",0,"John Sarbanes","US","web"
"Vermont",0,"John Sarbanes","US","web"
"Washington",0,"John Sarbanes","US","web"
"Wisconsin",0,"John Sarbanes","US","web"
"West Virginia",0,"John Sarbanes","US","web"
"Arkansas",0,"John Sarbanes","US","web"
"Maryland",100,"Anthony G. Brown","US","web"
"Alaska",0,"Anthony G. Brown","US","web"
"Wyoming",0,"Anthony G. Brown","US","web"
"Arizona",0,"Anthony G. Brown","US","web"
"California",0,"Anthony G. Brown","US","web"
"Colorado",0,"Anthony G. Brown","US","web"
"Connecticut",0,"Anthony G. Brown","US","web"
"District of Columbia",0,"Anthony G. Brown","US","web"
"Delaware",0,"Anthony G. Brown","US","web"
"Florida",0,"Anthony G. Brown","US","web"
"Georgia",0,"Anthony G. Brown","US","web"
"Hawaii",0,"Anthony G. Brown","US","web"
"Iowa",0,"Anthony G. Brown","US","web"
"Idaho",0,"Anthony G. Brown","US","web"
"Illinois",0,"Anthony G. Brown","US","web"
"Indiana",0,"Anthony G. Brown","US","web"
"Kansas",0,"Anthony G. Brown","US","web"
"Kentucky",0,"Anthony G. Brown","US","web"
"Louisiana",0,"Anthony G. Brown","US","web"
"Massachusetts",0,"Anthony G. Brown","US","web"
"Alabama",0,"Anthony G. Brown","US","web"
"Maine",0,"Anthony G. Brown","US","web"
"Michigan",0,"Anthony G. Brown","US","web"
"Minnesota",0,"Anthony G. Brown","US","web"
"Missouri",0,"Anthony G. Brown","US","web"
"Mississippi",0,"Anthony G. Brown","US","web"
"Montana",0,"Anthony G. Brown","US","web"
"North Carolina",0,"Anthony G. Brown","US","web"
"North Dakota",0,"Anthony G. Brown","US","web"
"Nebraska",0,"Anthony G. Brown","US","web"
"New Hampshire",0,"Anthony G. Brown","US","web"
"New Jersey",0,"Anthony G. Brown","US","web"
"New Mexico",0,"Anthony G. Brown","US","web"
"Nevada",0,"Anthony G. Brown","US","web"
"New York",0,"Anthony G. Brown","US","web"
"Ohio",0,"Anthony G. Brown","US","web"
"Oklahoma",0,"Anthony G. Brown","US","web"
"Oregon",0,"Anthony G. Brown","US","web"
"Pennsylvania",0,"Anthony G. Brown","US","web"
"Rhode Island",0,"Anthony G. Brown","US","web"
"South Carolina",0,"Anthony G. Brown","US","web"
"South Dakota",0,"Anthony G. Brown","US","web"
"Tennessee",0,"Anthony G. Brown","US","web"
"Texas",0,"Anthony G. Brown","US","web"
"Utah",0,"Anthony G. Brown","US","web"
"Virginia",0,"Anthony G. Brown","US","web"
"Vermont",0,"Anthony G. Brown","US","web"
"Washington",0,"Anthony G. Brown","US","web"
"Wisconsin",0,"Anthony G. Brown","US","web"
"West Virginia",0,"Anthony G. Brown","US","web"
"Arkansas",0,"Anthony G. Brown","US","web"
"Maryland",100,"Steny Hoyer","US","web"
"District of Columbia",93,"Steny Hoyer","US","web"
"Virginia",15,"Steny Hoyer","US","web"
"Connecticut",11,"Steny Hoyer","US","web"
"Indiana",9,"Steny Hoyer","US","web"
"Tennessee",8,"Steny Hoyer","US","web"
"New Jersey",8,"Steny Hoyer","US","web"
"North Carolina",7,"Steny Hoyer","US","web"
"Minnesota",7,"Steny Hoyer","US","web"
"Georgia",7,"Steny Hoyer","US","web"
"Pennsylvania",6,"Steny Hoyer","US","web"
"South Carolina",6,"Steny Hoyer","US","web"
"Massachusetts",6,"Steny Hoyer","US","web"
"New York",6,"Steny Hoyer","US","web"
"Illinois",6,"Steny Hoyer","US","web"
"Arizona",6,"Steny Hoyer","US","web"
"Colorado",5,"Steny Hoyer","US","web"
"Florida",5,"Steny Hoyer","US","web"
