"location","hits","keyword","geo","gprop"
"Delaware",NA,"Bruce Westerman","US","web"
"Florida",NA,"Bruce Westerman","US","web"
"Georgia",NA,"Bruce Westerman","US","web"
"Hawaii",NA,"Bruce Westerman","US","web"
"Iowa",NA,"Bruce Westerman","US","web"
"Idaho",NA,"Bruce Westerman","US","web"
"Illinois",NA,"Bruce Westerman","US","web"
"Indiana",NA,"Bruce Westerman","US","web"
"Kansas",NA,"Bruce Westerman","US","web"
"Kentucky",NA,"Bruce Westerman","US","web"
"Louisiana",NA,"Bruce Westerman","US","web"
"Massachusetts",NA,"Bruce Westerman","US","web"
"Maryland",NA,"Bruce Westerman","US","web"
"Maine",NA,"Bruce Westerman","US","web"
"Michigan",NA,"Bruce Westerman","US","web"
"Minnesota",NA,"Bruce Westerman","US","web"
"Missouri",NA,"Bruce Westerman","US","web"
"Mississippi",NA,"Bruce Westerman","US","web"
"Montana",NA,"Bruce Westerman","US","web"
"North Carolina",NA,"Bruce Westerman","US","web"
"North Dakota",NA,"Bruce Westerman","US","web"
"Nebraska",NA,"Bruce Westerman","US","web"
"New Hampshire",NA,"Bruce Westerman","US","web"
"New Jersey",NA,"Bruce Westerman","US","web"
"New Mexico",NA,"Bruce Westerman","US","web"
"Nevada",NA,"Bruce Westerman","US","web"
"New York",NA,"Bruce Westerman","US","web"
"Ohio",NA,"Bruce Westerman","US","web"
"Oklahoma",NA,"Bruce Westerman","US","web"
"Oregon",NA,"Bruce Westerman","US","web"
"Pennsylvania",NA,"Bruce Westerman","US","web"
"Rhode Island",NA,"Bruce Westerman","US","web"
"South Carolina",NA,"Bruce Westerman","US","web"
"South Dakota",NA,"Bruce Westerman","US","web"
"Tennessee",NA,"Bruce Westerman","US","web"
"Texas",NA,"Bruce Westerman","US","web"
"Utah",NA,"Bruce Westerman","US","web"
"Virginia",NA,"Bruce Westerman","US","web"
"Vermont",NA,"Bruce Westerman","US","web"
"Washington",NA,"Bruce Westerman","US","web"
"Wisconsin",NA,"Bruce Westerman","US","web"
"West Virginia",NA,"Bruce Westerman","US","web"
"Alabama",NA,"Bruce Westerman","US","web"
"Arizona",100,"Tom O'Halleran","US","web"
"Louisiana",16,"Tom O'Halleran","US","web"
"Alaska",NA,"Tom O'Halleran","US","web"
"Wyoming",NA,"Tom O'Halleran","US","web"
"California",NA,"Tom O'Halleran","US","web"
"Colorado",NA,"Tom O'Halleran","US","web"
"Connecticut",NA,"Tom O'Halleran","US","web"
"District of Columbia",NA,"Tom O'Halleran","US","web"
"Delaware",NA,"Tom O'Halleran","US","web"
"Florida",NA,"Tom O'Halleran","US","web"
"Georgia",NA,"Tom O'Halleran","US","web"
"Hawaii",NA,"Tom O'Halleran","US","web"
"Iowa",NA,"Tom O'Halleran","US","web"
"Idaho",NA,"Tom O'Halleran","US","web"
"Illinois",NA,"Tom O'Halleran","US","web"
"Indiana",NA,"Tom O'Halleran","US","web"
"Kansas",NA,"Tom O'Halleran","US","web"
"Kentucky",NA,"Tom O'Halleran","US","web"
"Alabama",NA,"Tom O'Halleran","US","web"
"Massachusetts",NA,"Tom O'Halleran","US","web"
"Maryland",NA,"Tom O'Halleran","US","web"
"Maine",NA,"Tom O'Halleran","US","web"
"Michigan",NA,"Tom O'Halleran","US","web"
"Minnesota",NA,"Tom O'Halleran","US","web"
"Missouri",NA,"Tom O'Halleran","US","web"
"Mississippi",NA,"Tom O'Halleran","US","web"
"Montana",NA,"Tom O'Halleran","US","web"
"North Carolina",NA,"Tom O'Halleran","US","web"
"North Dakota",NA,"Tom O'Halleran","US","web"
"Nebraska",NA,"Tom O'Halleran","US","web"
"New Hampshire",NA,"Tom O'Halleran","US","web"
"New Jersey",NA,"Tom O'Halleran","US","web"
"New Mexico",NA,"Tom O'Halleran","US","web"
"Nevada",NA,"Tom O'Halleran","US","web"
"New York",NA,"Tom O'Halleran","US","web"
"Ohio",NA,"Tom O'Halleran","US","web"
"Oklahoma",NA,"Tom O'Halleran","US","web"
"Oregon",NA,"Tom O'Halleran","US","web"
"Pennsylvania",NA,"Tom O'Halleran","US","web"
"Rhode Island",NA,"Tom O'Halleran","US","web"
"South Carolina",NA,"Tom O'Halleran","US","web"
"South Dakota",NA,"Tom O'Halleran","US","web"
"Tennessee",NA,"Tom O'Halleran","US","web"
"Texas",NA,"Tom O'Halleran","US","web"
"Utah",NA,"Tom O'Halleran","US","web"
"Virginia",NA,"Tom O'Halleran","US","web"
"Vermont",NA,"Tom O'Halleran","US","web"
"Washington",NA,"Tom O'Halleran","US","web"
"Wisconsin",NA,"Tom O'Halleran","US","web"
"West Virginia",NA,"Tom O'Halleran","US","web"
"Arkansas",NA,"Tom O'Halleran","US","web"
"Arizona",100,"Ann Kirkpatrick","US","web"
"Texas",2,"Ann Kirkpatrick","US","web"
"Alaska",NA,"Ann Kirkpatrick","US","web"
"Wyoming",NA,"Ann Kirkpatrick","US","web"
"California",NA,"Ann Kirkpatrick","US","web"
"Colorado",NA,"Ann Kirkpatrick","US","web"
"Connecticut",NA,"Ann Kirkpatrick","US","web"
"District of Columbia",NA,"Ann Kirkpatrick","US","web"
"Delaware",NA,"Ann Kirkpatrick","US","web"
"Florida",NA,"Ann Kirkpatrick","US","web"
"Georgia",NA,"Ann Kirkpatrick","US","web"
"Hawaii",NA,"Ann Kirkpatrick","US","web"
"Iowa",NA,"Ann Kirkpatrick","US","web"
"Idaho",NA,"Ann Kirkpatrick","US","web"
"Illinois",NA,"Ann Kirkpatrick","US","web"
"Indiana",NA,"Ann Kirkpatrick","US","web"
"Kansas",NA,"Ann Kirkpatrick","US","web"
"Kentucky",NA,"Ann Kirkpatrick","US","web"
"Louisiana",NA,"Ann Kirkpatrick","US","web"
"Massachusetts",NA,"Ann Kirkpatrick","US","web"
"Maryland",NA,"Ann Kirkpatrick","US","web"
"Maine",NA,"Ann Kirkpatrick","US","web"
"Michigan",NA,"Ann Kirkpatrick","US","web"
"Minnesota",NA,"Ann Kirkpatrick","US","web"
"Missouri",NA,"Ann Kirkpatrick","US","web"
"Mississippi",NA,"Ann Kirkpatrick","US","web"
"Montana",NA,"Ann Kirkpatrick","US","web"
"North Carolina",NA,"Ann Kirkpatrick","US","web"
"North Dakota",NA,"Ann Kirkpatrick","US","web"
"Nebraska",NA,"Ann Kirkpatrick","US","web"
"New Hampshire",NA,"Ann Kirkpatrick","US","web"
"New Jersey",NA,"Ann Kirkpatrick","US","web"
"New Mexico",NA,"Ann Kirkpatrick","US","web"
"Nevada",NA,"Ann Kirkpatrick","US","web"
"New York",NA,"Ann Kirkpatrick","US","web"
"Ohio",NA,"Ann Kirkpatrick","US","web"
"Oklahoma",NA,"Ann Kirkpatrick","US","web"
"Oregon",NA,"Ann Kirkpatrick","US","web"
"Pennsylvania",NA,"Ann Kirkpatrick","US","web"
"Rhode Island",NA,"Ann Kirkpatrick","US","web"
"South Carolina",NA,"Ann Kirkpatrick","US","web"
"South Dakota",NA,"Ann Kirkpatrick","US","web"
"Tennessee",NA,"Ann Kirkpatrick","US","web"
"Alabama",NA,"Ann Kirkpatrick","US","web"
"Utah",NA,"Ann Kirkpatrick","US","web"
"Virginia",NA,"Ann Kirkpatrick","US","web"
"Vermont",NA,"Ann Kirkpatrick","US","web"
"Washington",NA,"Ann Kirkpatrick","US","web"
"Wisconsin",NA,"Ann Kirkpatrick","US","web"
"West Virginia",NA,"Ann Kirkpatrick","US","web"
"Arkansas",NA,"Ann Kirkpatrick","US","web"
"Arizona",100,"Paul Gosar","US","web"
"District of Columbia",35,"Paul Gosar","US","web"
"Connecticut",11,"Paul Gosar","US","web"
"Massachusetts",11,"Paul Gosar","US","web"
"Indiana",8,"Paul Gosar","US","web"
"New Jersey",8,"Paul Gosar","US","web"
"Pennsylvania",8,"Paul Gosar","US","web"
"Maryland",8,"Paul Gosar","US","web"
"Illinois",7,"Paul Gosar","US","web"
"Virginia",7,"Paul Gosar","US","web"
"Colorado",7,"Paul Gosar","US","web"
"Washington",7,"Paul Gosar","US","web"
"Wisconsin",7,"Paul Gosar","US","web"
"California",6,"Paul Gosar","US","web"
"Ohio",6,"Paul Gosar","US","web"
"Minnesota",6,"Paul Gosar","US","web"
"New York",5,"Paul Gosar","US","web"
"Texas",5,"Paul Gosar","US","web"
"Florida",5,"Paul Gosar","US","web"
"Michigan",5,"Paul Gosar","US","web"
"North Carolina",4,"Paul Gosar","US","web"
"Georgia",3,"Paul Gosar","US","web"
"Alaska",NA,"Paul Gosar","US","web"
"Wyoming",NA,"Paul Gosar","US","web"
"Missouri",NA,"Paul Gosar","US","web"
"Mississippi",NA,"Paul Gosar","US","web"
"Montana",NA,"Paul Gosar","US","web"
"Louisiana",NA,"Paul Gosar","US","web"
"North Dakota",NA,"Paul Gosar","US","web"
"Nebraska",NA,"Paul Gosar","US","web"
"New Hampshire",NA,"Paul Gosar","US","web"
"Kentucky",NA,"Paul Gosar","US","web"
"New Mexico",NA,"Paul Gosar","US","web"
"Nevada",NA,"Paul Gosar","US","web"
"Kansas",NA,"Paul Gosar","US","web"
"Idaho",NA,"Paul Gosar","US","web"
"Oklahoma",NA,"Paul Gosar","US","web"
"Oregon",NA,"Paul Gosar","US","web"
"Iowa",NA,"Paul Gosar","US","web"
"Rhode Island",NA,"Paul Gosar","US","web"
"South Carolina",NA,"Paul Gosar","US","web"
"South Dakota",NA,"Paul Gosar","US","web"
"Tennessee",NA,"Paul Gosar","US","web"
"Hawaii",NA,"Paul Gosar","US","web"
"Utah",NA,"Paul Gosar","US","web"
"Delaware",NA,"Paul Gosar","US","web"
"Vermont",NA,"Paul Gosar","US","web"
"Arkansas",NA,"Paul Gosar","US","web"
"Alabama",NA,"Paul Gosar","US","web"
"West Virginia",NA,"Paul Gosar","US","web"
"Maine",NA,"Paul Gosar","US","web"
"Arizona",100,"Andy Biggs","US","web"
"District of Columbia",28,"Andy Biggs","US","web"
"Massachusetts",12,"Andy Biggs","US","web"
"Alabama",6,"Andy Biggs","US","web"
"California",3,"Andy Biggs","US","web"
"Maryland",3,"Andy Biggs","US","web"
"Washington",3,"Andy Biggs","US","web"
"Georgia",2,"Andy Biggs","US","web"
"Michigan",2,"Andy Biggs","US","web"
"Ohio",2,"Andy Biggs","US","web"
"Pennsylvania",2,"Andy Biggs","US","web"
"Florida",2,"Andy Biggs","US","web"
"Virginia",2,"Andy Biggs","US","web"
"New York",2,"Andy Biggs","US","web"
"North Carolina",2,"Andy Biggs","US","web"
"Texas",2,"Andy Biggs","US","web"
"Alaska",NA,"Andy Biggs","US","web"
"Wyoming",NA,"Andy Biggs","US","web"
"Louisiana",NA,"Andy Biggs","US","web"
"Kansas",NA,"Andy Biggs","US","web"
"Indiana",NA,"Andy Biggs","US","web"
"Maine",NA,"Andy Biggs","US","web"
"Illinois",NA,"Andy Biggs","US","web"
"Minnesota",NA,"Andy Biggs","US","web"
"Missouri",NA,"Andy Biggs","US","web"
"Mississippi",NA,"Andy Biggs","US","web"
"Montana",NA,"Andy Biggs","US","web"
"Idaho",NA,"Andy Biggs","US","web"
"North Dakota",NA,"Andy Biggs","US","web"
"Nebraska",NA,"Andy Biggs","US","web"
"New Hampshire",NA,"Andy Biggs","US","web"
"New Jersey",NA,"Andy Biggs","US","web"
"New Mexico",NA,"Andy Biggs","US","web"
"Nevada",NA,"Andy Biggs","US","web"
"Iowa",NA,"Andy Biggs","US","web"
"Hawaii",NA,"Andy Biggs","US","web"
"Oklahoma",NA,"Andy Biggs","US","web"
"Oregon",NA,"Andy Biggs","US","web"
"Delaware",NA,"Andy Biggs","US","web"
"Rhode Island",NA,"Andy Biggs","US","web"
"South Carolina",NA,"Andy Biggs","US","web"
"South Dakota",NA,"Andy Biggs","US","web"
"Tennessee",NA,"Andy Biggs","US","web"
"Connecticut",NA,"Andy Biggs","US","web"
"Utah",NA,"Andy Biggs","US","web"
"Colorado",NA,"Andy Biggs","US","web"
"Vermont",NA,"Andy Biggs","US","web"
"Arkansas",NA,"Andy Biggs","US","web"
"Wisconsin",NA,"Andy Biggs","US","web"
"West Virginia",NA,"Andy Biggs","US","web"
"Kentucky",NA,"Andy Biggs","US","web"
"Arizona",100,"David Schweikert","US","web"
"California",1,"David Schweikert","US","web"
"Alaska",NA,"David Schweikert","US","web"
"Wyoming",NA,"David Schweikert","US","web"
"Alabama",NA,"David Schweikert","US","web"
"Colorado",NA,"David Schweikert","US","web"
"Connecticut",NA,"David Schweikert","US","web"
"District of Columbia",NA,"David Schweikert","US","web"
"Delaware",NA,"David Schweikert","US","web"
"Florida",NA,"David Schweikert","US","web"
"Georgia",NA,"David Schweikert","US","web"
"Hawaii",NA,"David Schweikert","US","web"
"Iowa",NA,"David Schweikert","US","web"
"Idaho",NA,"David Schweikert","US","web"
"Illinois",NA,"David Schweikert","US","web"
"Indiana",NA,"David Schweikert","US","web"
"Kansas",NA,"David Schweikert","US","web"
"Kentucky",NA,"David Schweikert","US","web"
"Louisiana",NA,"David Schweikert","US","web"
"Massachusetts",NA,"David Schweikert","US","web"
"Maryland",NA,"David Schweikert","US","web"
"Maine",NA,"David Schweikert","US","web"
"Michigan",NA,"David Schweikert","US","web"
"Minnesota",NA,"David Schweikert","US","web"
"Missouri",NA,"David Schweikert","US","web"
"Mississippi",NA,"David Schweikert","US","web"
"Montana",NA,"David Schweikert","US","web"
"North Carolina",NA,"David Schweikert","US","web"
"North Dakota",NA,"David Schweikert","US","web"
"Nebraska",NA,"David Schweikert","US","web"
"New Hampshire",NA,"David Schweikert","US","web"
"New Jersey",NA,"David Schweikert","US","web"
"New Mexico",NA,"David Schweikert","US","web"
"Nevada",NA,"David Schweikert","US","web"
"New York",NA,"David Schweikert","US","web"
"Ohio",NA,"David Schweikert","US","web"
"Oklahoma",NA,"David Schweikert","US","web"
"Oregon",NA,"David Schweikert","US","web"
"Pennsylvania",NA,"David Schweikert","US","web"
"Rhode Island",NA,"David Schweikert","US","web"
"South Carolina",NA,"David Schweikert","US","web"
"South Dakota",NA,"David Schweikert","US","web"
"Tennessee",NA,"David Schweikert","US","web"
"Texas",NA,"David Schweikert","US","web"
"Utah",NA,"David Schweikert","US","web"
"Virginia",NA,"David Schweikert","US","web"
"Vermont",NA,"David Schweikert","US","web"
"Washington",NA,"David Schweikert","US","web"
"Wisconsin",NA,"David Schweikert","US","web"
"West Virginia",NA,"David Schweikert","US","web"
"Arkansas",NA,"David Schweikert","US","web"
"Arizona",100,"Ruben Gallego","US","web"
"District of Columbia",86,"Ruben Gallego","US","web"
"Oregon",15,"Ruben Gallego","US","web"
"Maryland",11,"Ruben Gallego","US","web"
"California",6,"Ruben Gallego","US","web"
"Illinois",6,"Ruben Gallego","US","web"
"Virginia",5,"Ruben Gallego","US","web"
"New York",5,"Ruben Gallego","US","web"
"Texas",3,"Ruben Gallego","US","web"
"Florida",3,"Ruben Gallego","US","web"
"Alaska",NA,"Ruben Gallego","US","web"
"Wyoming",NA,"Ruben Gallego","US","web"
"Iowa",NA,"Ruben Gallego","US","web"
"Idaho",NA,"Ruben Gallego","US","web"
"Georgia",NA,"Ruben Gallego","US","web"
"Indiana",NA,"Ruben Gallego","US","web"
"Kansas",NA,"Ruben Gallego","US","web"
"Kentucky",NA,"Ruben Gallego","US","web"
"Louisiana",NA,"Ruben Gallego","US","web"
"Massachusetts",NA,"Ruben Gallego","US","web"
"Delaware",NA,"Ruben Gallego","US","web"
"Maine",NA,"Ruben Gallego","US","web"
"Michigan",NA,"Ruben Gallego","US","web"
"Minnesota",NA,"Ruben Gallego","US","web"
"Missouri",NA,"Ruben Gallego","US","web"
"Mississippi",NA,"Ruben Gallego","US","web"
"Montana",NA,"Ruben Gallego","US","web"
"North Carolina",NA,"Ruben Gallego","US","web"
"North Dakota",NA,"Ruben Gallego","US","web"
"Nebraska",NA,"Ruben Gallego","US","web"
"New Hampshire",NA,"Ruben Gallego","US","web"
"New Jersey",NA,"Ruben Gallego","US","web"
"New Mexico",NA,"Ruben Gallego","US","web"
"Nevada",NA,"Ruben Gallego","US","web"
"Connecticut",NA,"Ruben Gallego","US","web"
"Ohio",NA,"Ruben Gallego","US","web"
"Oklahoma",NA,"Ruben Gallego","US","web"
"Colorado",NA,"Ruben Gallego","US","web"
"Pennsylvania",NA,"Ruben Gallego","US","web"
"Rhode Island",NA,"Ruben Gallego","US","web"
"South Carolina",NA,"Ruben Gallego","US","web"
"South Dakota",NA,"Ruben Gallego","US","web"
"Tennessee",NA,"Ruben Gallego","US","web"
"Arkansas",NA,"Ruben Gallego","US","web"
"Utah",NA,"Ruben Gallego","US","web"
"Alabama",NA,"Ruben Gallego","US","web"
"Vermont",NA,"Ruben Gallego","US","web"
"Washington",NA,"Ruben Gallego","US","web"
"Wisconsin",NA,"Ruben Gallego","US","web"
"West Virginia",NA,"Ruben Gallego","US","web"
"Hawaii",NA,"Ruben Gallego","US","web"
"Arizona",100,"Debbie Lesko","US","web"
"District of Columbia",36,"Debbie Lesko","US","web"
"California",2,"Debbie Lesko","US","web"
"Florida",1,"Debbie Lesko","US","web"
"New York",1,"Debbie Lesko","US","web"
"Texas",1,"Debbie Lesko","US","web"
"Alaska",NA,"Debbie Lesko","US","web"
"Wyoming",NA,"Debbie Lesko","US","web"
"Delaware",NA,"Debbie Lesko","US","web"
"Colorado",NA,"Debbie Lesko","US","web"
"Georgia",NA,"Debbie Lesko","US","web"
"Hawaii",NA,"Debbie Lesko","US","web"
"Iowa",NA,"Debbie Lesko","US","web"
"Idaho",NA,"Debbie Lesko","US","web"
"Illinois",NA,"Debbie Lesko","US","web"
"Indiana",NA,"Debbie Lesko","US","web"
"Kansas",NA,"Debbie Lesko","US","web"
"Kentucky",NA,"Debbie Lesko","US","web"
"Louisiana",NA,"Debbie Lesko","US","web"
"Massachusetts",NA,"Debbie Lesko","US","web"
"Maryland",NA,"Debbie Lesko","US","web"
"Maine",NA,"Debbie Lesko","US","web"
"Michigan",NA,"Debbie Lesko","US","web"
"Minnesota",NA,"Debbie Lesko","US","web"
"Missouri",NA,"Debbie Lesko","US","web"
"Mississippi",NA,"Debbie Lesko","US","web"
"Montana",NA,"Debbie Lesko","US","web"
"North Carolina",NA,"Debbie Lesko","US","web"
"North Dakota",NA,"Debbie Lesko","US","web"
"Nebraska",NA,"Debbie Lesko","US","web"
"New Hampshire",NA,"Debbie Lesko","US","web"
"New Jersey",NA,"Debbie Lesko","US","web"
"New Mexico",NA,"Debbie Lesko","US","web"
"Nevada",NA,"Debbie Lesko","US","web"
"Arkansas",NA,"Debbie Lesko","US","web"
"Ohio",NA,"Debbie Lesko","US","web"
"Oklahoma",NA,"Debbie Lesko","US","web"
"Oregon",NA,"Debbie Lesko","US","web"
"Pennsylvania",NA,"Debbie Lesko","US","web"
"Rhode Island",NA,"Debbie Lesko","US","web"
"South Carolina",NA,"Debbie Lesko","US","web"
"South Dakota",NA,"Debbie Lesko","US","web"
"Tennessee",NA,"Debbie Lesko","US","web"
"Alabama",NA,"Debbie Lesko","US","web"
"Utah",NA,"Debbie Lesko","US","web"
"Virginia",NA,"Debbie Lesko","US","web"
"Vermont",NA,"Debbie Lesko","US","web"
"Washington",NA,"Debbie Lesko","US","web"
"Wisconsin",NA,"Debbie Lesko","US","web"
"West Virginia",NA,"Debbie Lesko","US","web"
"Connecticut",NA,"Debbie Lesko","US","web"
"Arizona",100,"Greg Stanton","US","web"
"New York",2,"Greg Stanton","US","web"
"Alaska",NA,"Greg Stanton","US","web"
"Wyoming",NA,"Greg Stanton","US","web"
"California",NA,"Greg Stanton","US","web"
"Colorado",NA,"Greg Stanton","US","web"
"Connecticut",NA,"Greg Stanton","US","web"
"District of Columbia",NA,"Greg Stanton","US","web"
"Delaware",NA,"Greg Stanton","US","web"
"Florida",NA,"Greg Stanton","US","web"
"Georgia",NA,"Greg Stanton","US","web"
"Hawaii",NA,"Greg Stanton","US","web"
"Iowa",NA,"Greg Stanton","US","web"
"Idaho",NA,"Greg Stanton","US","web"
"Illinois",NA,"Greg Stanton","US","web"
"Indiana",NA,"Greg Stanton","US","web"
"Kansas",NA,"Greg Stanton","US","web"
"Kentucky",NA,"Greg Stanton","US","web"
"Louisiana",NA,"Greg Stanton","US","web"
"Massachusetts",NA,"Greg Stanton","US","web"
"Maryland",NA,"Greg Stanton","US","web"
"Maine",NA,"Greg Stanton","US","web"
"Michigan",NA,"Greg Stanton","US","web"
"Minnesota",NA,"Greg Stanton","US","web"
"Missouri",NA,"Greg Stanton","US","web"
"Mississippi",NA,"Greg Stanton","US","web"
"Montana",NA,"Greg Stanton","US","web"
"North Carolina",NA,"Greg Stanton","US","web"
"North Dakota",NA,"Greg Stanton","US","web"
"Nebraska",NA,"Greg Stanton","US","web"
"New Hampshire",NA,"Greg Stanton","US","web"
"New Jersey",NA,"Greg Stanton","US","web"
"New Mexico",NA,"Greg Stanton","US","web"
"Nevada",NA,"Greg Stanton","US","web"
"Alabama",NA,"Greg Stanton","US","web"
"Ohio",NA,"Greg Stanton","US","web"
"Oklahoma",NA,"Greg Stanton","US","web"
"Oregon",NA,"Greg Stanton","US","web"
"Pennsylvania",NA,"Greg Stanton","US","web"
"Rhode Island",NA,"Greg Stanton","US","web"
"South Carolina",NA,"Greg Stanton","US","web"
"South Dakota",NA,"Greg Stanton","US","web"
"Tennessee",NA,"Greg Stanton","US","web"
"Texas",NA,"Greg Stanton","US","web"
"Utah",NA,"Greg Stanton","US","web"
"Virginia",NA,"Greg Stanton","US","web"
"Vermont",NA,"Greg Stanton","US","web"
"Washington",NA,"Greg Stanton","US","web"
"Wisconsin",NA,"Greg Stanton","US","web"
"West Virginia",NA,"Greg Stanton","US","web"
"Arkansas",NA,"Greg Stanton","US","web"
"California",100,"Doug LaMalfa","US","web"
"Washington",14,"Doug LaMalfa","US","web"
"Texas",6,"Doug LaMalfa","US","web"
"Alaska",NA,"Doug LaMalfa","US","web"
"Wyoming",NA,"Doug LaMalfa","US","web"
"Colorado",NA,"Doug LaMalfa","US","web"
"Connecticut",NA,"Doug LaMalfa","US","web"
"District of Columbia",NA,"Doug LaMalfa","US","web"
"Delaware",NA,"Doug LaMalfa","US","web"
"Florida",NA,"Doug LaMalfa","US","web"
"Georgia",NA,"Doug LaMalfa","US","web"
"Hawaii",NA,"Doug LaMalfa","US","web"
"Iowa",NA,"Doug LaMalfa","US","web"
"Idaho",NA,"Doug LaMalfa","US","web"
"Illinois",NA,"Doug LaMalfa","US","web"
"Indiana",NA,"Doug LaMalfa","US","web"
"Kansas",NA,"Doug LaMalfa","US","web"
"Kentucky",NA,"Doug LaMalfa","US","web"
"Louisiana",NA,"Doug LaMalfa","US","web"
"Massachusetts",NA,"Doug LaMalfa","US","web"
"Maryland",NA,"Doug LaMalfa","US","web"
"Maine",NA,"Doug LaMalfa","US","web"
"Michigan",NA,"Doug LaMalfa","US","web"
"Minnesota",NA,"Doug LaMalfa","US","web"
"Missouri",NA,"Doug LaMalfa","US","web"
"Mississippi",NA,"Doug LaMalfa","US","web"
"Montana",NA,"Doug LaMalfa","US","web"
"North Carolina",NA,"Doug LaMalfa","US","web"
"North Dakota",NA,"Doug LaMalfa","US","web"
"Nebraska",NA,"Doug LaMalfa","US","web"
"New Hampshire",NA,"Doug LaMalfa","US","web"
"New Jersey",NA,"Doug LaMalfa","US","web"
"New Mexico",NA,"Doug LaMalfa","US","web"
"Nevada",NA,"Doug LaMalfa","US","web"
"New York",NA,"Doug LaMalfa","US","web"
"Ohio",NA,"Doug LaMalfa","US","web"
"Oklahoma",NA,"Doug LaMalfa","US","web"
"Oregon",NA,"Doug LaMalfa","US","web"
"Pennsylvania",NA,"Doug LaMalfa","US","web"
"Rhode Island",NA,"Doug LaMalfa","US","web"
"South Carolina",NA,"Doug LaMalfa","US","web"
