domain,category
news-herald.net,news
spaceref.com,news
spinalcolumnonline.com,news
californiademocrat.com,news
ktoe.com,news
fox17.com,news
montrosepress.com,news
aspendailynews.com,news
clarkcountytoday.com,news
cerescourier.com,news
joecunninghamquilts.com,other_third_party
daily-times.com,news
thewesternnews.com,news
mtshastanews.com,news
out.com,news
theblaze.com,news
chickashanews.com,news
powerincooperation.com,other_third_party
gloucestertimes.com,news
penbaypilot.com,news
forward.com,news
ktvb.com,news
dailyorange.com,news
shelbystar.com,news
cbcpac.org,other_third_party
newstrib.com,news
ca.gov,gov
intrafish.com,news
hsvvoice.com,news
charlestoncitypaper.com,news
fox23maine.com,news
dailyillini.com,news
sentinelandenterprise.com,news
rockdalenewtoncitizen.com,news
quoddytides.com,news
purcellregister.com,news
cantoniodelgado.com,campaign_personal
weisradio.com,news
ocj.com,news
wqad.com,news
niagara-gazette.com,news
ensia.com,news
chicagomag.com,news
telegram.com,news
agweek.com,news
wgxa.tv,news
fosters.com,news
richmondfreepress.com,news
ithacavoice.com,news
cruxnow.com,news
newsleader.com,news
crowrivermedia.com,news
krcrtv.com,news
kktv.com,news
healthpayerintelligence.com,news
averyjournal.com,news
marieclaire.com,news
phoenixvillenews.com,news
foxsanantonio.com,news
dukechronicle.com,news
sbsun.com,news
kpic.com,news
sidneyherald.com,news
post-journal.com,news
news-press.com,news
campuslately.com,news
politicon.com,news
unl.edu,education
alhambrasource.org,other_third_party
fltimes.com,news
tribuneindia.com,news
quorum.us,other_third_party
daily-jeff.com,news
indiawest.com,news
kitsapdailynews.com,news
dailycal.org,news
covingtonleader.com,news
wtxl.com,news
transportationtodaynews.com,news
mynbc15.com,news
cagw.org,other_third_party
krem.com,news
nbcbayarea.com,news
elkodaily.com,news
diverseeducation.com,education
c-ville.com,news
yelmonline.com,news
adirondackexplorer.org,news
newindianexpress.com,news
reporterherald.com,news
hamodia.com,news
easthamptonstar.com,news
dailyamerican.com,news
usmagazine.com,news
thedcline.org,news
thepilot.com,news
indiatoday.in,news
delawarepublic.org,news
clarionledger.com,news
citypages.com,news
dycwindows.com,other_third_party
brproud.com,news
lanereport.com,news
kpcnews.com,news
harpersbazaar.com,news
knoxfocus.com,news
thelocalne.ws,news
thereminder.com,news
thefamuanonline.com,news
connectedremag.com,news
capitalandmain.com,news
statehousereport.com,news
berkshireeagle.com,news
journal-topics.com,news
truebluela.com,other_third_party
kentwired.com,news
observer-me.com,news
middletownpress.com,news
wilsonpost.com,news
reversemortgagedaily.com,news
carrollspaper.com,news
wxxv25.com,news
israelhayom.com,news
cetfund.org,other_third_party
reflectionsonbaseball.com,news
westplainsdailyquill.net,news
dickinsoncountynews.com,news
ktxs.com,news
montanarightnow.com,news
fox11online.com,news
ktoo.org,news
nhwomensfoundation.org,other_third_party
cannabisbusinesstimes.com,news
whtc.com,news
bleacherreport.com,news
albertleatribune.com,news
yesweekly.com,news
popsugar.com,news
dailyjournalonline.com,news
newscenter1.tv,news
kunr.org,news
thecut.com,news
christianpost.com,news
carolinacoastonline.com,news
redlakenationnews.com,news
dailyrecord.com,news
mcknightsseniorliving.com,other_third_party
smdp.com,news
oakdaleleader.com,news
deadspin.com,news
ozarksindependent.com,news
pfaw.org,other_third_party
jta.org,news
cgtn.com,news
nesn.com,news
newschannel6now.com,news
weirtondailytimes.com,news
fox21news.com,news
710keel.com,news
petaluma360.com,news
governing.com,news
starherald.com,news
realvail.com,news
auburnexaminer.com,news
sierrasun.com,news
nbc11news.com,news
whatsupnewp.com,news
georgetown.edu,education
radionb.com,news
wnyc.org,news
mediafiledc.com,other_third_party
gephardtdaily.com,news
enterprisenews.com,news
fox47news.com,news
congressweb.com,other_third_party
statnews.com,news
thebatavian.com,news
hccommunityjournal.com,news
blackchronicle.com,news
richmondconfidential.org,news
talkingpointsmemo.com,news
news-herald.com,news
cenlanow.com,news
eastgreenwichnews.com,news
iastate.edu,education
goshennews.com,news
theintell.com,news
timesenterprise.com,news
news-daily.com,news
ottumwacourier.com,news
schoolloop.com,education
kfdm.com,news
thedcpost.com,news
wboy.com,news
phillyvoice.com,news
coastreportonline.com,news
kazu.org,news
valleytimes-news.com,news
loudwire.com,news
weau.com,news
trussvilletribune.com,news
thecentralvirginian.com,news
swnewsherald.com,news
jurist.org,news
arkansasbusiness.com,news
railwayage.com,news
woub.org,news
postcrescent.com,news
brctv13.com,news
crescent-news.com,news
uptownmessenger.com,news
marketplace.org,news
armytimes.com,news
citylimits.org,news
idahostatejournal.com,news
westernslopenow.com,news
nebraska.tv,news
skyhinews.com,news
nbcsports.com,news
kitsapsun.com,news
claremoreprogress.com,news
moguldom.com,news
magicvalley.com,news
xeniagazette.com,news
randomlengthsnews.com,news
ilhousedems.com,other_third_party
buckrail.com,news
refinery29.com,news
gjsentinel.com,news
thedickinsonpress.com,news
dailysignal.com,news
wtvy.com,news
alabamanews.net,news
galvnews.com,news
wwaytv3.com,news
myrecordjournal.com,news
charkoosta.com,news
waheagle.com,news
journalstandard.com,news
thehindu.com,news
apr.org,news
dailyprincetonian.com,news
kfyrtv.com,news
wuft.org,news
thepublicsradio.org,news
tamu.edu,news
ontownmedia.com,news
normantranscript.com,news
knopnews2.com,news
gosanangelo.com,news
arvadapress.com,news
wtaw.com,news
lakegenevanews.net,news
centura.org,other_third_party
concordia.net,other_third_party
amestrib.com,news
northdallasgazette.com,news
wjactv.com,news
register-herald.com,news
theolympian.com,news
spotrac.com,other_third_party
warwickonline.com,news
dnj.com,news
fresnocountydemocrats.org,other_third_party
dmagazine.com,news
nichibei.org,news
lakemchenryscanner.com,news
kotatv.com,news
newmilfordspectrum.com,news
nhbr.com,news
theandersonnews.com,news
thesun.co.uk,news
ksro.com,news
navasotaexaminer.com,news
grandrapidsmn.com,news
fcnl.org,other_third_party
crn.com,news
jacobinmag.com,news
wfxrtv.com,news
louisiana.gov,gov
indianexpress.com,news
thegardenisland.com,news
illinois.edu,education
thepublicopinion.com,news
owensborotimes.com,news
theweek.com,news
ifiberone.com,news
themarysue.com,news
crossroadstoday.com,news
wctrib.com,news
hanfordsentinel.com,news
muscatinejournal.com,news
popculture.com,news
sdpb.org,news
nbc26.com,news
jns.org,news
keprtv.com,news
hawaii.edu,education
nationalmemo.com,news
blackhillsfox.com,news
idsnews.com,news
cjonline.com,news
amazon.com,other_third_party
waer.org,news
brushnewstribune.com,news
fetchyournews.com,news
guitarworld.com,other_third_party
pwc.com,other_third_party
thetandd.com,news
atholdailynews.com,news
jezebel.com,news
lufkindailynews.com,news
mklawgroup.com,other_third_party
hoosiertimes.com,news
clevescene.com,news
thecounter.org,news
glencoverecordpilot.com,news
washingtontechnology.com,news
bellevuereporter.com,news
ccenterdispatch.com,news
progresstimes.net,news
metroweekly.com,news
streetroots.org,news
ktep.org,news
asbarez.com,news
atlantamagazine.com,news
nwahomepage.com,news
wtrf.com,news
shepherdgazette.com,news
medtechdive.com,news
sky.com,other_third_party
parsippanyfocus.com,news
kolotv.com,news
wsgw.com,news
weareiowa.com,news
davidscottinteriors.com,other_third_party
kerrang.com,other_third_party
news-gazette.com,news
completecolorado.com,news
cbs7.com,news
longislandpress.com,news
annanews.com,news
explorebigsky.com,news
capemaycountyherald.com,news
thecity.nyc,news
complex.com,news
oklahomawatch.org,news
jg-tc.com,news
yorknewstimes.com,news
mtstandard.com,news
glensfallschronicle.com,news
fitsnews.com,news
wiltonbulletin.com,news
hotelbusiness.com,other_third_party
lucilleforcongress.com,campaign_personal
theindependent.com,news
kut.org,news
thenewsherald.com,news
alicetx.com,news
citizens4rush.com,campaign_personal
wearecentralpa.com,news
wdel.com,news
kgns.tv,news
coladaily.com,news
johnstonsunrise.net,news
videtteonline.com,news
fox4beaumont.com,news
manchestertimes.com,news
stamfordadvocate.com,news
northcountyoutlook.com,news
ekathimerini.com,news
dailyyonder.com,news
demingheadlight.com,news
bxtimes.com,news
thenationalherald.com,news
sny.tv,news
pdclarion.com,news
advertisernewssouth.com,news
skillednursingnews.com,news
leadertelegram.com,news
floridianpress.com,news
stanforddaily.com,news
thewoodstockindependent.com,news
hillreporter.com,news
votevets.org,other_third_party
turlockjournal.com,news
jewishpress.com,news
journalrecord.com,news
dailyutahchronicle.com,news
enotrans.org,other_third_party
kezi.com,news
njbiz.com,news
yubanet.com,news
hoards.com,news
mn.gov,gov
northernpublicradio.org,news
thebusinessjournal.com,news
kinyradio.com,news
swlexledger.com,news
ga.gov,gov
theobserver.com,news
rfriedmanlawgroup.com,other_third_party
wcexaminer.com,news
metalheadzone.com,news
wifr.com,news
eveningsun.com,news
bravewords.com,news
rt.com,news
saukvalley.com,news
eliteprospects.com,other_third_party
rep-am.com,news
wayne.edu,news
ieee.org,other_third_party
state-journal.com,news
rtands.com,other_third_party
andnowuknow.com,news
southcoasttoday.com,news
boonevilledemocrat.com,news
hubcityspokes.com,news
charlotteagenda.com,news
krtv.com,news
mvtimes.com,news
thelandonline.com,news
yaledailynews.com,news
journal-news.net,news
trinitonian.com,news
aledotimesrecord.com,news
kbzk.com,news
currentargus.com,news
wrfalp.com,news
nme.com,news
greenwichsentinel.com,news
fastcompany.com,news
eonline.com,news
sfist.com,news
cbs8.com,news
etonline.com,news
verdenews.com,news
flatheadbeacon.com,news
governmentciomedia.com,news
fox19.com,news
dealbreaker.com,news
sonomanews.com,news
escalontimes.com,news
redandblack.com,news
greatlakesnow.org,news
oaklandnewsnow.com,news
sunherald.com,news
heraldbulletin.com,news
waaytv.com,news
scroll.in,news
fairfieldcitizenonline.com,news
arabamericannews.com,news
politicspa.com,news
mainstreamumc.com,other_third_party
wgil.com,news
somdnews.com,news
billboard.com,news
aip.org,other_third_party
pioneerpublishers.com,news
techdirt.com,news
californiaagtoday.com,news
hoodrivernews.com,news
bupipedream.com,news
taosnews.com,news
postnewsgroup.com,news
brunswicktimes-gazette.com,news
aviationpros.com,other_third_party
thewesterlysun.com,news
goodreads.com,other_third_party
bikeportland.org,news
pbssocal.org,news
samessenger.com,news
kanecountyconnects.com,news
nowthisnews.com,news
fox44news.com,news
klin.com,news
mikeconaway.com,campaign_personal
whcuradio.com,news
freedom50.org,other_third_party
waterworld.com,other_third_party
amarillo.com,news
foxreno.com,news
whbc.com,news
towleroad.com,news
fillmorecountyjournal.com,news
medicaldesignandoutsourcing.com,other_third_party
altavistajournal.com,news
housingwire.com,news
esubulletin.com,news
fergusfallsjournal.com,news
bainbridgereview.com,news
goldentranscript.net,news
theabingtonjournal.com,news
theprint.in,news
hamptons.com,other_third_party
the-dispatch.com,news
interviewmagazine.com,news
thecharlottepost.com,news
fatherly.com,news
mynews4.com,news
rfa.org,news
wnax.com,news
siouxlandproud.com,news
wtmj.com,news
ozarksfirst.com,news
southernenvironment.org,other_third_party
yourvalley.net,news
theadventurer.ca,other_third_party
delawarestatenews.net,news
idahonews.com,news
jacksonguitars.com,other_third_party
bohemian.com,news
trinityjournal.com,news
fortworthbusiness.com,news
hbr.org,news
modernhealthcare.com,news
wisconsin.gov,gov
naacpldf.org,other_third_party
pregnancyhelpnews.com,news
westport-news.com,news
riponadvance.com,other_third_party
leaderherald.com,news
wclo.com,news
wxxinews.org,news
945theanswer.com,other_third_party
vekeo.com,other_third_party
kfyo.com,news
amazinavenue.com,news
union-bulletin.com,news
shreveporttimes.com,news
alxnow.com,news
dissentmagazine.org,news
wnct.com,news
mnn.org,news
advocate.com,news
walker4nc.com,campaign_personal
discogs.com,other_third_party
metrowestdailynews.com,news
cibolacitizen.com,news
pinalcentral.com,news
edhat.com,news
dakotanewsnow.com,news
wlds.com,news
dailytribune.com,news
rivals.com,other_third_party
thepostmillennial.com,news
liberalfirst.com,news
scmp.com,news
wiscnews.com,news
theberkshireedge.com,news
thisisreno.com,news
gettysburgtimes.com,news
kaaltv.com,news
laconiadailysun.com,news
dailybulldog.com,news
today.com,news
desmogblog.com,news
outsideonline.com,news
timesleaderonline.com,news
dicksonpost.com,news
downtowndevil.com,news
munciejournal.com,news
themix.net,news
flathatnews.com,news
tommiemedia.com,news
wbhm.org,news
everettpost.com,news
cpapracticeadvisor.com,other_third_party
sturgisjournal.com,news
hgazette.com,news
marysvillejt.com,news
northbaybusinessjournal.com,news
vulture.com,news
statenews.org,news
themissouritimes.com,news
27east.com,news
citywatchla.com,news
galesburg.com,news
thecordovatimes.com,news
myfox28columbus.com,news
fhtimes.com,news
gazettetimes.com,news
ithaca.com,news
yourbasin.com,news
enterprisepub.com,news
theglobeandmail.com,news
sevendaysvt.com,news
overthemonster.com,news
jhnewsandguide.com,news
wwno.org,news
badlefthook.com,news
urbanacitizen.com,news
sharpschool.com,other_third_party
lawfareblog.com,news
joplinglobe.com,news
delmartimes.net,news
mywabashvalley.com,news
wach.com,news
livingstondaily.com,news
wiproud.com,news
pinknews.co.uk,news
govconwire.com,news
nhonews.com,news
cmu.edu,education
gmtoday.com,news
phl17.com,news
wvnstv.com,news
myfox47.com,news
hudsonvalleypress.com,news
shorebeat.com,news
wga.com,other_third_party
drml-law.com,other_third_party
gruntstuff.com,news
lacamasmagazine.com,news
timesnews.net,news
georgeholdingforcongress.com,campaign_personal
thedp.com,news
okmagazine.com,news
oilandgas360.com,news
messengernews.net,news
chapelboro.com,news
victoryfund.org,other_third_party
tullahomanews.com,news
ctexaminer.com,news
abc7amarillo.com,news
suffolknewsherald.com,news
airlinegeeks.com,news
1440wrok.com,news
sc.edu,education
wmar2news.com,news
kimatv.com,news
kalw.org,news
wytv.com,news
nationalmortgagenews.com,news
parkrecord.com,news
pride.com,news
wcbi.com,news
outlookindia.com,news
sewardindependent.com,news
kenw.org,news
augustafreepress.com,news
retailleader.com,news
pridesource.com,news
hannibal.net,news
heartland.org,other_third_party
drovers.com,news
rcnky.com,news
ccxmedia.org,news
newbernsj.com,news
wina.com,news
queenscountypolitics.com,news
eater.com,news
fox41yakima.com,news
foxillinois.com,news
wacotrib.com,news
politicususa.com,news
technewsworld.com,news
wkdzradio.com,news
streetsblog.org,news
seehafernews.com,news
wyomingnewsnow.tv,news
levittown-tribune.com,news
panews.com,news
livingsnoqualmie.com,news
ladailypost.com,news
benitolink.com,news
milforddailynews.com,news
haysfreepress.com,news
intheknow.com,news
dailytimes.com,news
concordmonitor.com,news
thecatholictelegraph.com,news
thehudsonindependent.com,news
themtnear.com,news
patheos.com,news
thepress.net,news
kokomoperspective.com,news
sbc.edu,education
artnet.com,other_third_party
theexaminernews.com,news
susiejlee.com,other_third_party
brenhambanner.com,news
panolawatchman.com,news
waterburyobserver.org,news
princeton.edu,education
kfgo.com,news
ncadvertiser.com,news
goldcountrymedia.com,news
rhinotimes.com,news
kxro.com,news
nondoc.com,news
palmbeachdailynews.com,news
rapidcityjournal.com,news
bloombergquint.com,news
greenbaypressgazette.com,news
whitehouse.gov,news
rawstory.com,news
thecalifornian.com,news
wfxg.com,news
fdd.org,other_third_party
kticradio.com,news
instyle.com,news
andylevin.com,other_third_party
kxii.com,news
mikejohnsonproductions.com,news
thereader.com,news
manchesterinklink.com,other_third_party
capitalpress.com,news
iosconews.com,news
oanow.com,news
wglr.com,news
theheraldreview.com,news
thekansan.com,news
lasentinel.net,news
wfxl.com,news
asianjournal.com,news
thetimes-tribune.com,news
kjrh.com,news
i24news.tv,news
yanksgoyard.com,news
hockeydb.com,other_third_party
kvoa.com,news
pekintimes.com,news
oilcity.news,news
therecount.com,news
niskanencenter.org,other_third_party
worldoil.com,news
krbd.org,news
amsterdamnews.com,news
norwoodnews.org,news
wibx950.com,news
rocketminer.com,news
brooklyneagle.com,news
cis.org,other_third_party
dairyfoods.com,news
fairfaxtimes.com,news
knom.org,news
thegrio.com,news
trib.com,news
lincolnnewsnow.com,news
tvweb.com,news
ocala-news.com,news
bowdoin.edu,education
theprogressnews.com,news
greenwooddemocrat.com,news
almanacnews.com,news
thedailynews.cc,news
middleeastmonitor.com,news
myhorrynews.com,news
riponpress.com,news
goqnotes.com,news
codyenterprise.com,news
wobm.com,news
elkvalleytimes.com,news
pressargus.com,news
aspenpublicradio.org,news
loganbanner.com,news
bleachernation.com,news
my9nj.com,news
houstoniamag.com,news
blackprwire.com,news
gritdaily.com,news
wclk.com,news
chillicothegazette.com,news
donalsonvillenews.com,news
crooked.com,news
islandeyenews.com,news
northeastern.edu,education
uctangerine.com,news
coronadonewsca.com,news
yonkerstribune.com,news
cantondailyledger.com,news
wyomingpublicmedia.org,news
washingtoninformer.com,news
huntingtonnow.com,news
tahoedailytribune.com,news
kvpr.org,news
thesnaponline.com,news
cnybj.com,news
bklyner.com,other_third_party
thenews-messenger.com,news
derbyinformer.com,news
theleadernews.com,news
nasa.gov,gov
kpel965.com,news
elitesportsny.com,other_third_party
mystateline.com,news
malibutimes.com,news
theriverbanknews.com,news
athensnews.com,news
keysnews.com,news
athensmessenger.com,news
wjr.com,news
springhopeenterprise.com,news
sportsbusinessdaily.com,news
laurinburgexchange.com,news
ehextra.com,news
honestreporting.com,news
yourbigsky.com,news
dailytitan.com,news
thesentinel.com,news
du.edu,education
columbusalive.com,news
jewishledger.com,news
syvnews.com,news
newportnewstimes.com,news
freebeacon.com,news
bgindependentmedia.org,news
cbn.com,news
avclub.com,news
wlsam.com,news
ravallirepublic.com,news
dailyindependent.com,news
themountainpress.com,news
cannabisdispensarymag.com,news
timesherald.com,news
hrw.org,news
heraldstaronline.com,news
yonkerstimes.com,news
mybighornbasin.com,news
kcbx.org,news
cachevalleydaily.com,news
toofab.com,news
cspdailynews.com,news
gillettenewsrecord.com,news
homehealthcarenews.com,news
kawc.org,news
pvtimes.com,news
extratv.com,news
ledger-enquirer.com,news
westkentuckystar.com,news
stormlake.com,news
myleaderpaper.com,news
hotnewhiphop.com,news
theretrospect.com,news
steamboatpilot.com,news
clintonherald.com,news
sputniknews.com,news
heritagefl.com,news
rferl.org,news
investors.com,news
newschannel10.com,news
fee.org,other_third_party
theproducenews.com,news
pogo.org,other_third_party
kxnet.com,news
palestineherald.com,news
smilepolitely.com,news
massapequaobserver.com,news
rfriedmanlaw.com,other_third_party
kpax.com,news
thexradio.com,news
hcn.org,news
eveningtribune.com,news
tetonvalleynews.net,news
nationalparkstraveler.org,news
gwhatchet.com,news
brookingsregister.com,news
dansvilleonline.com,news
kasu.org,news
aa.com.tr,news
thenewsguard.com,news
beckershospitalreview.com,other_third_party
csrwire.com,news
broadstreethockey.com,news
douglascountynewspress.net,news
valleynewslive.com,news
edsurge.com,news
examiner.net,news
lightandchampion.com,news
culinaryunion226.org,other_third_party
thedowneypatriot.com,news
dailykos.com,news
renewableenergymagazine.com,news
engadget.com,news
childrensal.org,other_third_party
gbtribune.com,news
civileats.com,news
starlocalmedia.com,news
newyorkupstate.com,news
udel.edu,news
krcgtv.com,news
homernews.com,news
insidetucsonbusiness.com,news
ew.com,news
pappaspost.com,news
truthout.org,news
durangoherald.com,news
247sports.com,news
gm.com,other_third_party
wmot.org,news
wesleyanargus.com,news
whqr.org,news
tumblr.com,other_third_party
emilyslist.org,other_third_party
broadwaynews.com,news
mlbtraderumors.com,news
morethanthecurve.com,news
indy100.com,news
meridianstar.com,news
umich.edu,education
rivertowns.net,news
riffmagazine.com,news
wjol.com,news
republicreport.org,news
heraldcourier.com,news
buildbackbetter.gov,gov
barrettsportsmedia.com,news
foodandwaterwatch.org,other_third_party
mikejohnsongroup.com,other_third_party
aberdeennews.com,news
mysanantonio.com,news
thequint.com,news
thedailytimes.com,news
pioneerscoop.com,news
jerseyshoreonline.com,news
billjohnsonleads.com,campaign_personal
reportdoor.com,other_third_party
nyu.edu,education
cwsny.com,other_third_party
christianitytoday.com,news
bain.com,other_third_party
nprillinois.org,news
oann.com,news
thebatesstudent.com,news
wqow.com,news
courierherald.com,news
wfu.edu,education
todayskccr.com,news
publicopiniononline.com,news
boisestatepublicradio.org,news
ratemyprofessors.com,other_third_party
jhunewsletter.com,news
shinemycrown.com,news
thecheyennepost.com,news
wgauradio.com,news
frontiersman.com,news
weeklycitizen.com,news
uscho.com,other_third_party
inquisitr.com,news
washingtoncitypaper.com,news
tbnweekly.com,news
fcc.gov,gov
johnroseagency.com,other_third_party
sunnews.org,news
vice.com,news
boingboing.net,news
movement.com,other_third_party
nrtoday.com,news
tbn.org,news
swiowanewssource.com,news
aspentimes.com,news
swnewsmedia.com,news
dglobe.com,news
naplesnews.com,news
dallasgop.org,other_third_party
statepress.com,news
washtimesherald.com,news
bettergov.org,gov
rwtest.com,other_third_party
pasadenastarnews.com,news
ormondbeachobserver.com,news
globalbankingandfinance.com,other_third_party
fortwaynesnbc.com,news
wbckfm.com,news
barrowneuro.org,other_third_party
russianmachineneverbreaks.com,news
elkharttruth.com,news
fourstateshomepage.com,news
koamnewsnow.com,news
itemlive.com,news
lmtribune.com,news
englewoodherald.net,news
journalgazette.net,news
oswegocountytoday.com,news
reporter.am,news
poncacitynews.com,news
siriusxm.com,other_third_party
wkzo.com,news
kilgorenewsherald.com,news
shorelinetimes.com,news
rdrnews.com,news
iwantabuzz.com,news
necn.com,news
thelantern.com,news
nj1015.com,news
venturebeat.com,news
pagosadailypost.com,news
dailyrecordnews.com,news
queerty.com,news
calltothepen.com,news
wjon.com,news
msureporter.com,news
theweek.in,news
nationalinterest.org,news
newjerseynewsnetwork.com,news
bcdemocrat.com,news
decaturdaily.com,news
shankennewsdaily.com,news
southphillyreview.com,news
alamogordonews.com,news
news-reporter.com,news
wattagnet.com,news
havasunews.com,news
pacourts.us,other_third_party
lansingcitypulse.com,news
lakecountyjournal.com,news
kios.org,news
wng.org,news
antimusic.com,other_third_party
dw.com,news
kyuk.org,news
krvn.com,news
ctvnews.ca,news
wastedive.com,news
lcbcradio.com,news
calcoasttimes.com,news
wlvt.org,news
fox26houston.com,news
sandhillsexpress.com,news
jdnews.com,news
straitstimes.com,news
timesjournalonline.com,news
ft.com,news
laruecountyherald.com,news
pionline.com,news
myvalleynews.com,news
commonwealthtimes.org,news
iberkshires.com,news
greenmatters.com,news
thepressgroup.net,news
frontpageafricaonline.com,news
kunm.org,news
newsela.com,news
licpost.com,news
scpr.org,news
pewtrusts.org,other_third_party
freespeech.org,news
coloradotimesrecorder.com,news
arabianbusiness.com,news
ksal.com,news
bu.edu,education
thelocalvoice.net,news
hdnews.net,news
ithacajournal.com,news
kwbu.org,news
maritime-executive.com,news
realgm.com,news
tampadispatch.com,news
wincountry.com,news
warontherocks.com,news
theintermountain.com,news
lexingtonchronicle.com,news
hungarianfreepress.com,news
state.nj.us,news
eastpeoriatimescourier.com,news
wcia.com,news
pleasantonexpress.com,news
khqa.com,news
southtahoenow.com,news
currypilot.com,news
shethepeople.tv,news
freshplaza.com,news
lewistownsentinel.com,news
wmay.com,news
seattlemedium.com,news
cubsinsider.com,news
rawlinstimes.com,news
kmmo.com,news
santaynezvalleystar.com,news
thetimesnews.com,news
pcgamer.com,news
patriotledger.com,news
streetsensemedia.org,news
sheridanmedia.com,news
noise11.com,news
cpioneer.com,news
therampageonline.com,news
murrayledger.com,news
highsnobiety.com,other_third_party
publishedreporter.com,news
lawattstimes.com,news
pcom.edu,education
goldendalesentinel.com,news
insidesources.com,news
carnegie.org,other_third_party
wnycstudios.org,news
kdminer.com,news
gctelegram.com,news
petapixel.com,news
havredailynews.com,news
maryvilleforum.com,news
dailycamera.com,news
mcdowellnews.com,news
newstalk955.com,news
republicworld.com,news
progressivevotersguide.com,news
cherokeephoenix.org,news
pleasantonweekly.com,news
iwantthenews.com,news
thetimestribune.com,news
hot97.com,news
wlea.net,news
swarajyamag.com,news
enidnews.com,news
scarymommy.com,news
montclair.edu,education
islandssounder.com,news
sfexaminer.com,news
nycaribnews.com,news
decorahnews.com,news
kmch.com,news
cutbankpioneerpress.com,news
mydailysentinel.com,news
informnny.com,news
wisbusiness.com,news
kymnradio.net,news
torringtontelegram.com,news
palatkadailynews.com,news
times-georgian.com,news
sanjuanjournal.com,news
wjbf.com,news
dailycourier.com,news
ttownmedia.com,news
technicianonline.com,news
riverdalepress.com,news
speedsport.com,news
dccc.org,other_third_party
bartlesvilleradio.com,news
relevantmagazine.com,news
ktvo.com,news
journal-advocate.com,news
indiapost.com,news
hrc.org,other_third_party
uchicago.edu,education
hcnews.com,news
dairyreporter.com,news
thedailyreview.com,news
illinoistimes.com,news
parklandtalk.com,news
hempindustrydaily.com,news
csindy.com,news
kirksvilledailyexpress.com,news
hawaiitribune-herald.com,news
jewishexponent.com,news
cltampa.com,news
dakotabroadcasting.com,news
vtdigger.org,news
dailyunion.com,news
roselawgroupreporter.com,news
thedesertreview.com,news
wxhc.com,news
dcist.com,news
cujournal.com,other_third_party
gcaptain.com,news
qantara.de,news
heavy.com,news
wyso.org,news
lakecityreporter.com,news
fiercepharma.com,news
kgab.com,news
bitcoinexchangeguide.com,news
kagstv.com,news
circlevilleherald.com,news
dailyegyptian.com,news
musicradar.com,other_third_party
socialnews.xyz,news
wyomingnews.com,news
thescore.com,news
wgno.com,news
wvua23.com,news
acceptthisrose.com,news
ynetnews.com,news
afro.com,news
fauquiernow.com,news
kgmi.com,news
crookstontimes.com,news
hutchnews.com,news
fedsmith.com,news
hfchronicle.com,news
bosoxinjection.com,news
breakingdefense.com,news
merionwest.com,news
cuatower.com,news
holycitysinner.com,news
etcanada.com,news
laureloutlook.com,news
castlepinesnewspress.net,news
hmenews.com,news
thebozho.com,other_third_party
belleplaineherald.com,news
columbusunderground.com,news
thesandpaper.net,news
milwaukeewidentist.com,other_third_party
newbostonpost.com,news
caribbeannationalweekly.com,news
legalnewsline.com,news
avpress.com,news
bismarcktribune.com,news
enterpriseai.news,news
perrytribune.com,news
mondoweiss.net,news
willistonherald.com,news
gainesville.com,news
winonapost.com,news
sproutwired.com,news
indyeastend.com,news
cheneyfreepress.com,news
therecordnewspaper.org,news
thephiladelphiacitizen.org,news
odwyerpr.com,news
fashionista.com,news
uproxx.com,news
mercedcountytimes.com,news
bloombergenvironment.com,other_third_party
mpnnow.com,news
thirdway.org,other_third_party
towardfreedom.org,news
nps.gov,gov
ottawaherald.com,news
citywire.co.uk,news
fbnewsleader.com,news
baptistnews.com,news
burlingtonfreepress.com,news
screenrant.com,news
forsythnews.com,news
wrkf.org,news
newstalkkgvo.com,news
stuff.co.nz,other_third_party
plansponsor.com,other_third_party
thesportsrush.com,news
telegraph.co.uk,news
nation.lk,news
glamour.com,news
cimsec.org,other_third_party
democrats.org,other_third_party
formulascout.com,news
barrassousdin.com,other_third_party
theblockcrypto.com,news
salinapost.com,news
560theanswer.com,news
scvnews.com,news
atriumhealth.org,other_third_party
wchstv.com,news
gettysburgconnection.org,news
centraljersey.com,news
paducahsun.com,news
harlemonestop.com,other_third_party
utah.edu,education
dentons.com,other_third_party
corporatecrimereporter.com,news
foxrothschild.com,other_third_party
lovelacemedicalgroup.com,other_third_party
pehub.com,news
eangus.org,other_third_party
406mtsports.com,news
myrtlebeachonline.com,news
healthgrades.com,other_third_party
calvinayre.com,news
am970theanswer.com,news
adamsmithworks.org,other_third_party
kboeradio.com,news
lawenforcementtoday.com,news
coloradopols.com,news
esportsobserver.com,news
bouldercityreview.com,news
kxl.com,news
onenewspage.com,news
scriberrnews.com,news
newschannelnebraska.com,news
ogletree.com,other_third_party
swfllp.com,other_third_party
ned.org,other_third_party
timesreporter.com,news
quchronicle.com,news
northsidesun.com,news
madamenoire.com,news
wataugademocrat.com,news
ksmu.org,news
sports360az.com,news
bw.edu,education
indianagazette.com,news
remax.com,other_third_party
umass.edu,education
onegreenplanet.org,news
wsbradio.com,news
decrypt.co,news
fridayfirm.com,other_third_party
philadelphiamortgage.com,other_third_party
avenuenews.com,news
fxstreet.com,other_third_party
jjainc.co,other_third_party
pinejournal.com,news
brooklynvegan.com,other_third_party
mediatefirstinc.com,other_third_party
publicradioeast.org,news
steptoe-johnson.com,other_third_party
